"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Grants Management","EO","Female","35","30","25690","25720"
"In post","2022","60-64","Grants Management","EO","Male","15","10","[c]","[c]"
"In post","2022","60-64","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2022","60-64","Grants Management","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2022","60-64","Human Resources","AA/AO","Female","135","110","21860","21790"
"In post","2022","60-64","Human Resources","AA/AO","Male","40","35","21600","21380"
"In post","2022","60-64","Human Resources","EO","Female","140","110","27780","27570"
"In post","2022","60-64","Human Resources","EO","Male","60","50","28380","27570"
"In post","2022","60-64","Human Resources","G6/G7","Female","70","60","58240","55740"
"In post","2022","60-64","Human Resources","G6/G7","Male","35","30","59610","59150"
"In post","2022","60-64","Human Resources","SCS level","Female","10","10","[c]","[c]"
"In post","2022","60-64","Human Resources","SCS level","Male","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","SEO/HEO","Female","200","165","37110","36320"
"In post","2022","60-64","Human Resources","SEO/HEO","Male","120","105","37840","37140"
"In post","2022","60-64","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","G6/G7","Male","10","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","60-64","Internal Audit","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2022","60-64","Legal","AA/AO","Female","85","70","23070","22740"
"In post","2022","60-64","Legal","AA/AO","Male","40","40","23660","23770"
"In post","2022","60-64","Legal","EO","Female","105","80","28780","28430"
"In post","2022","60-64","Legal","EO","Male","25","20","[c]","[c]"
"In post","2022","60-64","Legal","G6/G7","Female","170","140","62320","62120"
"In post","2022","60-64","Legal","G6/G7","Male","170","145","62960","62590"
"In post","2022","60-64","Legal","SCS level","Female","15","15","[c]","[c]"
"In post","2022","60-64","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2022","60-64","Legal","SEO/HEO","Female","60","55","39490","35980"
"In post","2022","60-64","Legal","SEO/HEO","Male","50","45","41150","39630"
"In post","2022","60-64","No function","AA/AO","Female","6180","4710","21780","21260"
"In post","2022","60-64","No function","AA/AO","Male","3525","2910","23690","21350"
"In post","2022","60-64","No function","EO","Female","4315","3310","28070","27570"
"In post","2022","60-64","No function","EO","Male","2720","2230","29210","27570"
"In post","2022","60-64","No function","G6/G7","Female","435","390","61520","59060"
"In post","2022","60-64","No function","G6/G7","Male","710","625","63030","60530"
"In post","2022","60-64","No function","SCS level","Female","70","60","107560","97720"
"In post","2022","60-64","No function","SCS level","Male","125","120","103910","96230"
"In post","2022","60-64","No function","SEO/HEO","Female","1590","1305","36970","35310"
"In post","2022","60-64","No function","SEO/HEO","Male","1625","1335","39950","38200"
"In post","2022","60-64","No function","Unknown","Female","1070","915","30030","28200"
"In post","2022","60-64","No function","Unknown","Male","575","510","32530","30210"
"In post","2022","60-64","Project Delivery","AA/AO","Female","60","45","22400","21260"
"In post","2022","60-64","Project Delivery","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","60-64","Project Delivery","EO","Female","140","120","26330","26720"
"In post","2022","60-64","Project Delivery","EO","Male","135","120","24590","24110"
"In post","2022","60-64","Project Delivery","G6/G7","Female","130","115","60140","59730"
"In post","2022","60-64","Project Delivery","G6/G7","Male","285","260","59780","56700"
"In post","2022","60-64","Project Delivery","SCS level","Female","10","10","[c]","[c]"
"In post","2022","60-64","Project Delivery","SCS level","Male","30","25","[c]","[c]"
"In post","2022","60-64","Project Delivery","SEO/HEO","Female","330","275","37000","37260"
"In post","2022","60-64","Project Delivery","SEO/HEO","Male","705","625","38720","39970"
"In post","2022","60-64","Project Delivery","Unknown","Female","15","15","[c]","[c]"
"In post","2022","60-64","Project Delivery","Unknown","Male","85","75","50450","45550"
"In post","2022","60-64","Property","AA/AO","Female","120","105","21150","22010"
"In post","2022","60-64","Property","AA/AO","Male","150","145","20210","18980"
"In post","2022","60-64","Property","EO","Female","100","90","27370","27000"
"In post","2022","60-64","Property","EO","Male","100","90","26280","27000"
"In post","2022","60-64","Property","G6/G7","Female","35","35","57810","57150"
"In post","2022","60-64","Property","G6/G7","Male","135","120","60620","59000"
"In post","2022","60-64","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2022","60-64","Property","SEO/HEO","Female","110","95","37730","36180"
"In post","2022","60-64","Property","SEO/HEO","Male","305","270","39150","38510"
"In post","2022","60-64","Security","AA/AO","Female","65","55","21380","21170"
"In post","2022","60-64","Security","AA/AO","Male","545","495","24360","20560"
"In post","2022","60-64","Security","EO","Female","30","25","28860","27570"
"In post","2022","60-64","Security","EO","Male","65","60","30760","29200"
"In post","2022","60-64","Security","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","60-64","Security","G6/G7","Male","30","30","61360","60440"
"In post","2022","60-64","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","SEO/HEO","Female","40","35","36950","36340"
"In post","2022","60-64","Security","SEO/HEO","Male","160","145","39880","36460"
"In post","2022","60-64","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","AA/AO","Female","1335","1145","22180","21680"
"In post","2022","60-64","Unknown","AA/AO","Male","1065","1010","21860","21680"
"In post","2022","60-64","Unknown","EO","Female","705","585","28410","28650"
"In post","2022","60-64","Unknown","EO","Male","1100","935","28960","28650"
"In post","2022","60-64","Unknown","G6/G7","Female","200","175","64150","62170"
"In post","2022","60-64","Unknown","G6/G7","Male","335","305","66530","65110"
"In post","2022","60-64","Unknown","SCS level","Female","25","25","[c]","[c]"
"In post","2022","60-64","Unknown","SCS level","Male","50","50","97830","91000"
"In post","2022","60-64","Unknown","SEO/HEO","Female","615","535","38530","37910"
"In post","2022","60-64","Unknown","SEO/HEO","Male","905","835","39620","38300"
"In post","2022","60-64","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Male","125","125","39650","36350"
"In post","2022","65+","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","EO","Female","10","10","[c]","[c]"
"In post","2022","65+","Analysis","EO","Male","10","5","[c]","[c]"
"In post","2022","65+","Analysis","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","65+","Analysis","G6/G7","Male","20","15","[c]","[c]"
"In post","2022","65+","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","65+","Analysis","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","65+","Commercial","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","65+","Commercial","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","65+","Commercial","EO","Female","5","5","[c]","[c]"
"In post","2022","65+","Commercial","EO","Male","5","5","[c]","[c]"
"In post","2022","65+","Commercial","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","65+","Commercial","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","65+","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","65+","Commercial","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","65+","Communications","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","65+","Communications","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","65+","Communications","EO","Female","10","10","[c]","[c]"
"In post","2022","65+","Communications","EO","Male","10","10","[c]","[c]"
"In post","2022","65+","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","65+","Communications","SEO/HEO","Male","15","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","AA/AO","Female","105","75","22610","21660"
"In post","2022","65+","Counter Fraud","AA/AO","Male","45","35","22350","21260"
"In post","2022","65+","Counter Fraud","EO","Female","115","80","28470","27570"
"In post","2022","65+","Counter Fraud","EO","Male","125","85","28850","27570"
"In post","2022","65+","Counter Fraud","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","G6/G7","Male","20","15","[c]","[c]"
"In post","2022","65+","Counter Fraud","SEO/HEO","Female","30","20","[c]","[c]"
"In post","2022","65+","Counter Fraud","SEO/HEO","Male","80","50","39490","39000"
"In post","2022","65+","Debt","AA/AO","Female","115","80","22610","22080"
"In post","2022","65+","Debt","AA/AO","Male","60","45","22520","21260"
"In post","2022","65+","Debt","EO","Female","20","15","[c]","[c]"
"In post","2022","65+","Debt","EO","Male","20","15","[c]","[c]"
"In post","2022","65+","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2022","65+","Debt","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","AA/AO","Male","25","20","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","EO","Female","40","30","27990","27570"
"In post","2022","65+","Digital, Data & Technology","EO","Male","55","45","28790","27990"
"In post","2022","65+","Digital, Data & Technology","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G6/G7","Male","45","35","58820","58000"
"In post","2022","65+","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","SEO/HEO","Female","45","35","37400","34870"
"In post","2022","65+","Digital, Data & Technology","SEO/HEO","Male","115","100","40260","39650"
"In post","2022","65+","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","AA/AO","Female","45","35","22350","21390"
"In post","2022","65+","Finance","AA/AO","Male","25","20","[c]","[c]"
"In post","2022","65+","Finance","EO","Female","40","35","28550","28620"
"In post","2022","65+","Finance","EO","Male","20","20","[c]","[c]"
"In post","2022","65+","Finance","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","65+","Finance","G6/G7","Male","15","10","[c]","[c]"
"In post","2022","65+","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","65+","Finance","SEO/HEO","Male","50","40","40810","40520"
"In post","2022","65+","Grants Management","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","65+","Grants Management","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","65+","Grants Management","EO","Female","10","10","[c]","[c]"
"In post","2022","65+","Grants Management","EO","Male","5","5","[c]","[c]"
"In post","2022","65+","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","AA/AO","Female","35","30","21720","21680"
"In post","2022","65+","Human Resources","AA/AO","Male","20","15","[c]","[c]"
"In post","2022","65+","Human Resources","EO","Female","25","20","[c]","[c]"
"In post","2022","65+","Human Resources","EO","Male","25","20","[c]","[c]"
"In post","2022","65+","Human Resources","G6/G7","Female","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","65+","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","SEO/HEO","Female","35","25","39450","40250"
"In post","2022","65+","Human Resources","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2022","65+","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","65+","Legal","AA/AO","Female","30","25","23570","23770"
"In post","2022","65+","Legal","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","65+","Legal","EO","Female","25","20","[c]","[c]"
"In post","2022","65+","Legal","EO","Male","15","15","[c]","[c]"
"In post","2022","65+","Legal","G6/G7","Female","40","30","64720","63730"
"In post","2022","65+","Legal","G6/G7","Male","80","55","63280","62140"
"In post","2022","65+","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","65+","Legal","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","65+","No function","AA/AO","Female","1865","1335","21850","21260"
"In post","2022","65+","No function","AA/AO","Male","1455","1125","22810","21260"
"In post","2022","65+","No function","EO","Female","1060","755","28270","27570"
"In post","2022","65+","No function","EO","Male","850","630","28700","27570"
"In post","2022","65+","No function","G6/G7","Female","95","75","61990","59000"
"In post","2022","65+","No function","G6/G7","Male","245","180","64200","61570"
"In post","2022","65+","No function","SCS level","Female","20","15","[c]","[c]"
"In post","2022","65+","No function","SCS level","Male","30","25","115070","102850"
"In post","2022","65+","No function","SEO/HEO","Female","330","245","37430","35980"
"In post","2022","65+","No function","SEO/HEO","Male","505","375","40360","38560"
"In post","2022","65+","No function","Unknown","Female","335","255","30560","28200"
"In post","2022","65+","No function","Unknown","Male","230","170","32010","28620"
"In post","2022","65+","Project Delivery","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","65+","Project Delivery","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","65+","Project Delivery","EO","Female","40","30","26030","26370"
"In post","2022","65+","Project Delivery","EO","Male","60","45","25030","25530"
"In post","2022","65+","Project Delivery","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","65+","Project Delivery","G6/G7","Male","80","65","63430","61160"
"In post","2022","65+","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","SEO/HEO","Female","60","45","36660","35980"
"In post","2022","65+","Project Delivery","SEO/HEO","Male","215","175","39190","40480"
"In post","2022","65+","Project Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","Male","30","30","45840","42040"
"In post","2022","65+","Property","AA/AO","Female","40","30","21180","21490"
"In post","2022","65+","Property","AA/AO","Male","80","75","19650","17480"
"In post","2022","65+","Property","EO","Female","35","30","26540","27000"
"In post","2022","65+","Property","EO","Male","55","50","25680","26670"
"In post","2022","65+","Property","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","65+","Property","G6/G7","Male","30","25","59900","59750"
"In post","2022","65+","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","65+","Property","SEO/HEO","Male","105","90","39640","39050"
"In post","2022","65+","Security","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","65+","Security","AA/AO","Male","170","150","23570","20560"
"In post","2022","65+","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","EO","Male","25","20","[c]","[c]"
"In post","2022","65+","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","65+","Security","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","65+","Security","SEO/HEO","Male","65","50","39760","38670"
"In post","2022","65+","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","AA/AO","Female","525","425","22460","21830"
"In post","2022","65+","Unknown","AA/AO","Male","520","465","22120","21680"
"In post","2022","65+","Unknown","EO","Female","200","150","28950","29080"
"In post","2022","65+","Unknown","EO","Male","370","290","29800","29370"
"In post","2022","65+","Unknown","G6/G7","Female","40","35","66790","63500"
"In post","2022","65+","Unknown","G6/G7","Male","90","75","67040","62580"
"In post","2022","65+","Unknown","SCS level","Female","10","5","[c]","[c]"
"In post","2022","65+","Unknown","SCS level","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","Female","140","115","39300","38160"
"In post","2022","65+","Unknown","SEO/HEO","Male","320","275","38770","36460"
"In post","2022","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","EO","Female","5","5","[c]","[c]"
"In post","2022","Unknown","No function","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","AA/AO","Female","55","[c]","20460","21010"
"Leaver CS","2022","16-19","No function","AA/AO","Male","45","[c]","20390","20990"
"Leaver CS","2022","16-19","No function","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","AA/AO","Female","55","[c]","21610","21250"
"Leaver CS","2022","20-29","Analysis","AA/AO","Male","65","[c]","21150","19610"
"Leaver CS","2022","20-29","Analysis","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","SEO/HEO","Female","40","[c]","33800","33460"
"Leaver CS","2022","20-29","Analysis","SEO/HEO","Male","65","[c]","35800","35850"
"Leaver CS","2022","20-29","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","SEO/HEO","Female","45","[c]","35110","34550"
"Leaver CS","2022","20-29","Communications","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","AA/AO","Male","50","[c]","20520","21170"
"Leaver CS","2022","20-29","Digital, Data & Technology","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","EO","Male","50","[c]","26030","26350"
"Leaver CS","2022","20-29","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","SEO/HEO","Male","100","[c]","36440","35660"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
