"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","EO","Female","90","[c]","26090","26350"
"New entrant CS","2022","20-29","Commercial","EO","Male","55","[c]","25650","26180"
"New entrant CS","2022","20-29","Commercial","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","SEO/HEO","Female","85","[c]","34820","34260"
"New entrant CS","2022","20-29","Commercial","SEO/HEO","Male","65","[c]","34340","33210"
"New entrant CS","2022","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","AA/AO","Female","50","[c]","21330","21250"
"New entrant CS","2022","20-29","Communications","AA/AO","Male","35","[c]","21460","21250"
"New entrant CS","2022","20-29","Communications","EO","Female","220","[c]","26780","26590"
"New entrant CS","2022","20-29","Communications","EO","Male","210","[c]","26570","26590"
"New entrant CS","2022","20-29","Communications","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","SEO/HEO","Female","120","[c]","34920","34260"
"New entrant CS","2022","20-29","Communications","SEO/HEO","Male","80","[c]","34790","33100"
"New entrant CS","2022","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","AA/AO","Female","125","[c]","22300","21260"
"New entrant CS","2022","20-29","Counter Fraud","AA/AO","Male","110","[c]","22130","21260"
"New entrant CS","2022","20-29","Counter Fraud","EO","Female","220","[c]","27550","26590"
"New entrant CS","2022","20-29","Counter Fraud","EO","Male","145","[c]","27810","26590"
"New entrant CS","2022","20-29","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","AA/AO","Female","255","[c]","21260","21250"
"New entrant CS","2022","20-29","Debt","AA/AO","Male","180","[c]","21250","21250"
"New entrant CS","2022","20-29","Debt","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","AA/AO","Female","80","[c]","20630","20910"
"New entrant CS","2022","20-29","Digital, Data & Technology","AA/AO","Male","90","[c]","19930","20120"
"New entrant CS","2022","20-29","Digital, Data & Technology","EO","Female","135","[c]","26610","26590"
"New entrant CS","2022","20-29","Digital, Data & Technology","EO","Male","215","[c]","26290","26350"
"New entrant CS","2022","20-29","Digital, Data & Technology","G6/G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","G6/G7","Male","40","[c]","52770","53000"
"New entrant CS","2022","20-29","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","SEO/HEO","Female","195","[c]","35050","33080"
"New entrant CS","2022","20-29","Digital, Data & Technology","SEO/HEO","Male","250","[c]","34730","33250"
"New entrant CS","2022","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","AA/AO","Female","45","[c]","21270","21250"
"New entrant CS","2022","20-29","Finance","AA/AO","Male","40","[c]","20960","21250"
"New entrant CS","2022","20-29","Finance","EO","Female","90","[c]","25350","25000"
"New entrant CS","2022","20-29","Finance","EO","Male","95","[c]","25190","25000"
"New entrant CS","2022","20-29","Finance","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","SEO/HEO","Female","80","[c]","34690","33040"
"New entrant CS","2022","20-29","Finance","SEO/HEO","Male","80","[c]","34130","33080"
"New entrant CS","2022","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","AA/AO","Female","100","[c]","21280","21300"
"New entrant CS","2022","20-29","Grants Management","AA/AO","Male","95","[c]","21140","21300"
"New entrant CS","2022","20-29","Grants Management","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","AA/AO","Female","120","[c]","21280","21170"
"New entrant CS","2022","20-29","Human Resources","AA/AO","Male","50","[c]","21260","21170"
"New entrant CS","2022","20-29","Human Resources","EO","Female","135","[c]","25740","26250"
"New entrant CS","2022","20-29","Human Resources","EO","Male","55","[c]","25800","26590"
"New entrant CS","2022","20-29","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","SEO/HEO","Female","110","[c]","32010","32000"
"New entrant CS","2022","20-29","Human Resources","SEO/HEO","Male","55","[c]","32430","32560"
"New entrant CS","2022","20-29","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","AA/AO","Female","180","[c]","21520","21250"
"New entrant CS","2022","20-29","Legal","AA/AO","Male","50","[c]","21310","21120"
"New entrant CS","2022","20-29","Legal","EO","Female","155","[c]","26990","26950"
"New entrant CS","2022","20-29","Legal","EO","Male","65","[c]","27380","26950"
"New entrant CS","2022","20-29","Legal","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","SEO/HEO","Female","70","[c]","39970","40880"
"New entrant CS","2022","20-29","Legal","SEO/HEO","Male","35","[c]","39570","41750"
"New entrant CS","2022","20-29","No function","AA/AO","Female","4610","[c]","22190","21260"
"New entrant CS","2022","20-29","No function","AA/AO","Male","3420","[c]","22330","21260"
"New entrant CS","2022","20-29","No function","EO","Female","2140","[c]","27360","27570"
"New entrant CS","2022","20-29","No function","EO","Male","1355","[c]","27310","27570"
"New entrant CS","2022","20-29","No function","G6/G7","Female","130","[c]","53640","53130"
"New entrant CS","2022","20-29","No function","G6/G7","Male","105","[c]","53460","53360"
"New entrant CS","2022","20-29","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","SEO/HEO","Female","1865","[c]","32500","32560"
"New entrant CS","2022","20-29","No function","SEO/HEO","Male","1460","[c]","32330","32560"
"New entrant CS","2022","20-29","No function","Unknown","Female","1665","[c]","23780","23170"
"New entrant CS","2022","20-29","No function","Unknown","Male","300","[c]","24020","23170"
"New entrant CS","2022","20-29","Project Delivery","AA/AO","Female","40","[c]","21060","21300"
"New entrant CS","2022","20-29","Project Delivery","AA/AO","Male","30","[c]","21380","21260"
"New entrant CS","2022","20-29","Project Delivery","EO","Female","130","[c]","24310","24750"
"New entrant CS","2022","20-29","Project Delivery","EO","Male","155","[c]","23510","24530"
"New entrant CS","2022","20-29","Project Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","SEO/HEO","Female","115","[c]","34370","33120"
"New entrant CS","2022","20-29","Project Delivery","SEO/HEO","Male","120","[c]","34300","33080"
"New entrant CS","2022","20-29","Project Delivery","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Unknown","Male","50","[c]","28920","27540"
"New entrant CS","2022","20-29","Property","AA/AO","Female","70","[c]","21220","21750"
"New entrant CS","2022","20-29","Property","AA/AO","Male","45","[c]","21850","21750"
"New entrant CS","2022","20-29","Property","EO","Female","75","[c]","25260","25000"
"New entrant CS","2022","20-29","Property","EO","Male","60","[c]","25740","25000"
"New entrant CS","2022","20-29","Property","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","SEO/HEO","Female","55","[c]","33470","32280"
"New entrant CS","2022","20-29","Property","SEO/HEO","Male","65","[c]","32570","31130"
"New entrant CS","2022","20-29","Security","AA/AO","Female","45","[c]","23300","23540"
"New entrant CS","2022","20-29","Security","AA/AO","Male","150","[c]","24460","24540"
"New entrant CS","2022","20-29","Security","EO","Female","30","[c]","26830","26570"
"New entrant CS","2022","20-29","Security","EO","Male","55","[c]","26480","26350"
"New entrant CS","2022","20-29","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","AA/AO","Female","810","[c]","21830","21260"
"New entrant CS","2022","20-29","Unknown","AA/AO","Male","625","[c]","21710","21260"
"New entrant CS","2022","20-29","Unknown","EO","Female","775","[c]","27030","27230"
"New entrant CS","2022","20-29","Unknown","EO","Male","530","[c]","26670","27230"
"New entrant CS","2022","20-29","Unknown","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","Female","355","[c]","34420","32350"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","Male","295","[c]","34860","34440"
"New entrant CS","2022","20-29","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","Male","70","[c]","20610","16190"
"New entrant CS","2022","30-39","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","SEO/HEO","Female","95","[c]","35560","34610"
"New entrant CS","2022","30-39","Analysis","SEO/HEO","Male","95","[c]","35520","35590"
"New entrant CS","2022","30-39","Commercial","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","G6/G7","Female","40","[c]","62990","61710"
"New entrant CS","2022","30-39","Commercial","G6/G7","Male","40","[c]","69350","67750"
"New entrant CS","2022","30-39","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","SEO/HEO","Female","90","[c]","35580","36500"
"New entrant CS","2022","30-39","Commercial","SEO/HEO","Male","55","[c]","36410","36820"
"New entrant CS","2022","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","EO","Female","95","[c]","26610","26590"
"New entrant CS","2022","30-39","Communications","EO","Male","110","[c]","26660","26590"
"New entrant CS","2022","30-39","Communications","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","SEO/HEO","Female","90","[c]","36160","33080"
"New entrant CS","2022","30-39","Communications","SEO/HEO","Male","70","[c]","35010","33080"
"New entrant CS","2022","30-39","Counter Fraud","AA/AO","Female","70","[c]","22310","21260"
"New entrant CS","2022","30-39","Counter Fraud","AA/AO","Male","55","[c]","22130","21260"
"New entrant CS","2022","30-39","Counter Fraud","EO","Female","130","[c]","27530","27570"
"New entrant CS","2022","30-39","Counter Fraud","EO","Male","115","[c]","27780","27570"
"New entrant CS","2022","30-39","Counter Fraud","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","SEO/HEO","Male","40","[c]","34720","33080"
"New entrant CS","2022","30-39","Debt","AA/AO","Female","145","[c]","21270","21250"
"New entrant CS","2022","30-39","Debt","AA/AO","Male","115","[c]","21280","21250"
"New entrant CS","2022","30-39","Debt","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","EO","Female","40","[c]","26420","26350"
"New entrant CS","2022","30-39","Digital, Data & Technology","EO","Male","95","[c]","26550","26360"
"New entrant CS","2022","30-39","Digital, Data & Technology","G6/G7","Female","95","[c]","53730","53360"
"New entrant CS","2022","30-39","Digital, Data & Technology","G6/G7","Male","140","[c]","55500","54270"
"New entrant CS","2022","30-39","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","SEO/HEO","Female","180","[c]","35930","35900"
"New entrant CS","2022","30-39","Digital, Data & Technology","SEO/HEO","Male","255","[c]","36060","36190"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","AA/AO","Female","30","[c]","20970","21250"
"New entrant CS","2022","30-39","Finance","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","EO","Female","40","[c]","25700","25620"
"New entrant CS","2022","30-39","Finance","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SEO/HEO","Female","95","[c]","36300","36500"
"New entrant CS","2022","30-39","Finance","SEO/HEO","Male","70","[c]","37910","36840"
"New entrant CS","2022","30-39","Grants Management","AA/AO","Female","70","[c]","21180","21300"
"New entrant CS","2022","30-39","Grants Management","AA/AO","Male","40","[c]","21300","21300"
"New entrant CS","2022","30-39","Grants Management","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","AA/AO","Female","45","[c]","21430","21170"
"New entrant CS","2022","30-39","Human Resources","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","EO","Female","55","[c]","26430","26420"
"New entrant CS","2022","30-39","Human Resources","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","G6/G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SEO/HEO","Female","90","[c]","34820","33100"
"New entrant CS","2022","30-39","Human Resources","SEO/HEO","Male","40","[c]","34480","33000"
"New entrant CS","2022","30-39","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","AA/AO","Female","30","[c]","21360","20810"
"New entrant CS","2022","30-39","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","EO","Female","35","[c]","27600","26970"
"New entrant CS","2022","30-39","Legal","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","G6/G7","Female","115","[c]","53340","52080"
"New entrant CS","2022","30-39","Legal","G6/G7","Male","55","[c]","54240","51070"
"New entrant CS","2022","30-39","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","SEO/HEO","Female","55","[c]","40090","40500"
"New entrant CS","2022","30-39","Legal","SEO/HEO","Male","30","[c]","39710","41180"
"New entrant CS","2022","30-39","No function","AA/AO","Female","1805","[c]","22110","21260"
"New entrant CS","2022","30-39","No function","AA/AO","Male","1745","[c]","22850","21260"
"New entrant CS","2022","30-39","No function","EO","Female","1120","[c]","27530","27570"
"New entrant CS","2022","30-39","No function","EO","Male","915","[c]","27720","27570"
"New entrant CS","2022","30-39","No function","G6/G7","Female","295","[c]","54970","52920"
"New entrant CS","2022","30-39","No function","G6/G7","Male","250","[c]","54550","53130"
"New entrant CS","2022","30-39","No function","SCS level","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","SEO/HEO","Female","1015","[c]","35230","34020"
"New entrant CS","2022","30-39","No function","SEO/HEO","Male","830","[c]","35000","33210"
"New entrant CS","2022","30-39","No function","Unknown","Female","1460","[c]","27010","24800"
"New entrant CS","2022","30-39","No function","Unknown","Male","400","[c]","27010","24800"
"New entrant CS","2022","30-39","Project Delivery","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","EO","Female","45","[c]","24150","24000"
"New entrant CS","2022","30-39","Project Delivery","EO","Male","30","[c]","22740","23750"
"New entrant CS","2022","30-39","Project Delivery","G6/G7","Female","35","[c]","55170","54110"
"New entrant CS","2022","30-39","Project Delivery","G6/G7","Male","45","[c]","53780","53500"
"New entrant CS","2022","30-39","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","SEO/HEO","Female","135","[c]","35180","34260"
"New entrant CS","2022","30-39","Project Delivery","SEO/HEO","Male","145","[c]","37800","38000"
"New entrant CS","2022","30-39","Project Delivery","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","AA/AO","Female","40","[c]","21710","21750"
"New entrant CS","2022","30-39","Property","AA/AO","Male","35","[c]","22270","21750"
"New entrant CS","2022","30-39","Property","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","SEO/HEO","Female","45","[c]","37190","37790"
"New entrant CS","2022","30-39","Property","SEO/HEO","Male","40","[c]","35200","33040"
"New entrant CS","2022","30-39","Security","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","AA/AO","Male","95","[c]","25760","25000"
"New entrant CS","2022","30-39","Security","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AA/AO","Female","425","[c]","21690","21170"
"New entrant CS","2022","30-39","Unknown","AA/AO","Male","300","[c]","21790","21260"
"New entrant CS","2022","30-39","Unknown","EO","Female","445","[c]","27030","27230"
"New entrant CS","2022","30-39","Unknown","EO","Male","395","[c]","26830","27230"
"New entrant CS","2022","30-39","Unknown","G6/G7","Female","120","[c]","57480","55500"
"New entrant CS","2022","30-39","Unknown","G6/G7","Male","110","[c]","57330","54170"
"New entrant CS","2022","30-39","Unknown","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","SEO/HEO","Female","370","[c]","36500","36650"
"New entrant CS","2022","30-39","Unknown","SEO/HEO","Male","305","[c]","36480","35540"
"New entrant CS","2022","30-39","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","SEO/HEO","Female","45","[c]","35690","36840"
"New entrant CS","2022","40-49","Analysis","SEO/HEO","Male","30","[c]","35230","34920"
"New entrant CS","2022","40-49","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","G6/G7","Female","45","[c]","62280","62060"
"New entrant CS","2022","40-49","Commercial","G6/G7","Male","45","[c]","68710","70000"
"New entrant CS","2022","40-49","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","SEO/HEO","Female","45","[c]","34620","35000"
"New entrant CS","2022","40-49","Commercial","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","AA/AO","Female","5","[c]","[c]","[c]"
