"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Mixed","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2022","65+","Mixed","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","AA/AO","AO","20","15","[c]","[c]"
"In post","2022","65+","Other ethnicity","EO","EO","20","15","[c]","[c]"
"In post","2022","65+","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","65+","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","65+","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","AA/AO","AA","35","25","20500","20310"
"In post","2022","65+","Undeclared","AA/AO","AO","195","150","22940","21680"
"In post","2022","65+","Undeclared","EO","EO","225","165","28930","27570"
"In post","2022","65+","Undeclared","G6/G7","G6","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","G6/G7","G7","35","30","58300","57940"
"In post","2022","65+","Undeclared","SCS level","SCS level","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","SEO/HEO","HEO","105","85","35920","35980"
"In post","2022","65+","Undeclared","SEO/HEO","SEO","60","45","45800","45090"
"In post","2022","65+","Undeclared","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Unknown","AA/AO","AA","155","125","21060","20950"
"In post","2022","65+","Unknown","AA/AO","AO","325","250","22990","21840"
"In post","2022","65+","Unknown","EO","EO","205","145","29180","28860"
"In post","2022","65+","Unknown","G6/G7","G6","35","30","70720","72200"
"In post","2022","65+","Unknown","G6/G7","G7","70","55","58080","57090"
"In post","2022","65+","Unknown","SCS level","SCS level","15","10","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","HEO","115","85","35810","35980"
"In post","2022","65+","Unknown","SEO/HEO","SEO","90","70","44430","43710"
"In post","2022","65+","Unknown","Unknown","Unknown","135","100","31410","28640"
"In post","2022","65+","White","AA/AO","AA","1080","825","20280","19810"
"In post","2022","65+","White","AA/AO","AO","2915","2235","22680","21410"
"In post","2022","65+","White","EO","EO","2470","1830","28190","27570"
"In post","2022","65+","White","G6/G7","G6","225","170","73730","72860"
"In post","2022","65+","White","G6/G7","G7","480","375","58470","58380"
"In post","2022","65+","White","SCS level","SCS level","75","60","109270","102820"
"In post","2022","65+","White","SEO/HEO","HEO","1045","825","35160","34290"
"In post","2022","65+","White","SEO/HEO","SEO","690","545","44340","43710"
"In post","2022","65+","White","Unknown","Unknown","395","305","32330","28240"
"In post","2022","Unknown","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","EO","EO","10","5","[c]","[c]"
"In post","2022","Unknown","White","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","AO","45","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AA/AO","AO","65","[c]","21500","21260"
"Leaver CS","2022","16-19","White","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AA/AO","AA","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AA/AO","AO","340","[c]","21810","21260"
"Leaver CS","2022","20-29","Asian","EO","EO","270","[c]","27810","27570"
"Leaver CS","2022","20-29","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SEO/HEO","HEO","100","[c]","33280","33100"
"Leaver CS","2022","20-29","Asian","SEO/HEO","SEO","40","[c]","40420","40530"
"Leaver CS","2022","20-29","Asian","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AA/AO","AO","145","[c]","22870","22680"
"Leaver CS","2022","20-29","Black","EO","EO","180","[c]","28850","29290"
"Leaver CS","2022","20-29","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SEO/HEO","HEO","55","[c]","33670","33570"
"Leaver CS","2022","20-29","Black","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AA/AO","AO","140","[c]","21760","21260"
"Leaver CS","2022","20-29","Mixed","EO","EO","105","[c]","27420","27570"
"Leaver CS","2022","20-29","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SEO/HEO","HEO","50","[c]","33430","33670"
"Leaver CS","2022","20-29","Mixed","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA/AO","AO","95","[c]","21210","20970"
"Leaver CS","2022","20-29","Undeclared","EO","EO","45","[c]","26380","26880"
"Leaver CS","2022","20-29","Undeclared","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SEO/HEO","HEO","45","[c]","32330","32540"
"Leaver CS","2022","20-29","Undeclared","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA/AO","AA","295","[c]","19670","19060"
"Leaver CS","2022","20-29","Unknown","AA/AO","AO","1540","[c]","21750","21260"
"Leaver CS","2022","20-29","Unknown","EO","EO","685","[c]","25940","27270"
"Leaver CS","2022","20-29","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6/G7","G7","70","[c]","53560","53360"
"Leaver CS","2022","20-29","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","HEO","435","[c]","32340","32300"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","SEO","105","[c]","40440","40600"
"Leaver CS","2022","20-29","Unknown","Unknown","Unknown","265","[c]","27590","28980"
"Leaver CS","2022","20-29","White","AA/AO","AA","375","[c]","19400","19050"
"Leaver CS","2022","20-29","White","AA/AO","AO","2505","[c]","21660","21260"
"Leaver CS","2022","20-29","White","EO","EO","1220","[c]","26520","27570"
"Leaver CS","2022","20-29","White","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G6/G7","G7","120","[c]","53550","53420"
"Leaver CS","2022","20-29","White","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SEO/HEO","HEO","640","[c]","32160","32330"
"Leaver CS","2022","20-29","White","SEO/HEO","SEO","240","[c]","39730","40050"
"Leaver CS","2022","20-29","White","Unknown","Unknown","240","[c]","27290","26220"
"Leaver CS","2022","30-39","Asian","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AA/AO","AO","135","[c]","22140","21360"
"Leaver CS","2022","30-39","Asian","EO","EO","175","[c]","28100","27570"
"Leaver CS","2022","30-39","Asian","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G6/G7","G7","65","[c]","55560","54250"
"Leaver CS","2022","30-39","Asian","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SEO/HEO","HEO","100","[c]","33240","33000"
"Leaver CS","2022","30-39","Asian","SEO/HEO","SEO","80","[c]","39750","40000"
"Leaver CS","2022","30-39","Asian","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AA/AO","AO","85","[c]","22320","21760"
"Leaver CS","2022","30-39","Black","EO","EO","105","[c]","28990","29290"
"Leaver CS","2022","30-39","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SEO/HEO","HEO","55","[c]","32860","32330"
"Leaver CS","2022","30-39","Black","SEO/HEO","SEO","45","[c]","40390","40070"
"Leaver CS","2022","30-39","Black","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AA/AO","AO","50","[c]","22440","21260"
"Leaver CS","2022","30-39","Mixed","EO","EO","65","[c]","28430","27570"
"Leaver CS","2022","30-39","Mixed","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA/AO","AO","60","[c]","23340","21260"
"Leaver CS","2022","30-39","Undeclared","EO","EO","50","[c]","27670","27570"
"Leaver CS","2022","30-39","Undeclared","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6/G7","G7","50","[c]","54880","54400"
"Leaver CS","2022","30-39","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO/HEO","HEO","45","[c]","33300","32540"
"Leaver CS","2022","30-39","Undeclared","SEO/HEO","SEO","45","[c]","41240","40670"
"Leaver CS","2022","30-39","Undeclared","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA/AO","AA","115","[c]","19860","19200"
"Leaver CS","2022","30-39","Unknown","AA/AO","AO","680","[c]","22230","21260"
"Leaver CS","2022","30-39","Unknown","EO","EO","380","[c]","27750","27570"
"Leaver CS","2022","30-39","Unknown","G6/G7","G6","50","[c]","70720","66440"
"Leaver CS","2022","30-39","Unknown","G6/G7","G7","180","[c]","55080","54230"
"Leaver CS","2022","30-39","Unknown","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","HEO","215","[c]","33640","33300"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","SEO","180","[c]","41030","40650"
"Leaver CS","2022","30-39","Unknown","Unknown","Unknown","210","[c]","34910","32700"
"Leaver CS","2022","30-39","White","AA/AO","AA","200","[c]","19720","19560"
"Leaver CS","2022","30-39","White","AA/AO","AO","1520","[c]","22140","21260"
"Leaver CS","2022","30-39","White","EO","EO","925","[c]","27450","27570"
"Leaver CS","2022","30-39","White","G6/G7","G6","140","[c]","67430","66230"
"Leaver CS","2022","30-39","White","G6/G7","G7","415","[c]","54060","53720"
"Leaver CS","2022","30-39","White","SCS level","SCS level","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","SEO/HEO","HEO","535","[c]","33350","33080"
"Leaver CS","2022","30-39","White","SEO/HEO","SEO","525","[c]","40510","40060"
"Leaver CS","2022","30-39","White","Unknown","Unknown","215","[c]","36670","33450"
"Leaver CS","2022","40-49","Asian","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","AA/AO","AO","95","[c]","22310","21390"
"Leaver CS","2022","40-49","Asian","EO","EO","100","[c]","28570","27570"
"Leaver CS","2022","40-49","Asian","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","G6/G7","G7","55","[c]","56830","55670"
"Leaver CS","2022","40-49","Asian","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","SEO/HEO","HEO","45","[c]","32990","33570"
"Leaver CS","2022","40-49","Asian","SEO/HEO","SEO","45","[c]","41680","41960"
"Leaver CS","2022","40-49","Asian","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","AA/AO","AO","50","[c]","22640","22320"
"Leaver CS","2022","40-49","Black","EO","EO","80","[c]","29350","29290"
"Leaver CS","2022","40-49","Black","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","SEO/HEO","SEO","45","[c]","43070","41320"
"Leaver CS","2022","40-49","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","AA/AO","AO","65","[c]","22720","21260"
"Leaver CS","2022","40-49","Undeclared","EO","EO","40","[c]","27840","27470"
"Leaver CS","2022","40-49","Undeclared","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","AA","80","[c]","20910","19830"
"Leaver CS","2022","40-49","Unknown","AA/AO","AO","365","[c]","22230","21300"
"Leaver CS","2022","40-49","Unknown","EO","EO","240","[c]","27870","27570"
"Leaver CS","2022","40-49","Unknown","G6/G7","G6","75","[c]","69560","66260"
"Leaver CS","2022","40-49","Unknown","G6/G7","G7","145","[c]","57040","54760"
"Leaver CS","2022","40-49","Unknown","SCS level","SCS level","40","[c]","100980","92680"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","HEO","105","[c]","33960","33000"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","SEO","115","[c]","41500","40650"
"Leaver CS","2022","40-49","Unknown","Unknown","Unknown","135","[c]","39020","34210"
"Leaver CS","2022","40-49","White","AA/AO","AA","155","[c]","19750","19200"
"Leaver CS","2022","40-49","White","AA/AO","AO","1035","[c]","22100","21260"
"Leaver CS","2022","40-49","White","EO","EO","845","[c]","27790","27570"
"Leaver CS","2022","40-49","White","G6/G7","G6","180","[c]","69300","67170"
"Leaver CS","2022","40-49","White","G6/G7","G7","350","[c]","55130","54700"
"Leaver CS","2022","40-49","White","SCS level","SCS level","120","[c]","93400","89860"
"Leaver CS","2022","40-49","White","SEO/HEO","HEO","335","[c]","33530","33000"
"Leaver CS","2022","40-49","White","SEO/HEO","SEO","430","[c]","41600","40530"
"Leaver CS","2022","40-49","White","Unknown","Unknown","160","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","AA/AO","AO","65","[c]","21960","21260"
"Leaver CS","2022","50-59","Asian","EO","EO","75","[c]","28220","27570"
"Leaver CS","2022","50-59","Asian","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","AA/AO","AO","60","[c]","22760","22860"
"Leaver CS","2022","50-59","Black","EO","EO","80","[c]","29350","29290"
"Leaver CS","2022","50-59","Black","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","EO","EO","40","[c]","28330","27570"
"Leaver CS","2022","50-59","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","AA/AO","AA","20","[c]","[c]","[c]"
