"Status","Year","Age","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","AA/AO","Female","75","[c]","24160","23720"
"New entrant CS","2022","50-59","London","AA/AO","Male","65","[c]","26050","25110"
"New entrant CS","2022","50-59","London","EO","Female","175","[c]","29340","30130"
"New entrant CS","2022","50-59","London","EO","Male","130","[c]","30700","30750"
"New entrant CS","2022","50-59","London","G6/G7","Female","125","[c]","59750","57430"
"New entrant CS","2022","50-59","London","G6/G7","Male","130","[c]","61650","58880"
"New entrant CS","2022","50-59","London","SCS level","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","SCS level","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","SEO/HEO","Female","135","[c]","39620","40060"
"New entrant CS","2022","50-59","London","SEO/HEO","Male","165","[c]","39100","38750"
"New entrant CS","2022","50-59","London","Unknown","Female","160","[c]","35930","33700"
"New entrant CS","2022","50-59","London","Unknown","Male","85","[c]","37920","33900"
"New entrant CS","2022","50-59","Outside London","AA/AO","Female","1505","[c]","21330","21260"
"New entrant CS","2022","50-59","Outside London","AA/AO","Male","990","[c]","21930","21260"
"New entrant CS","2022","50-59","Outside London","EO","Female","800","[c]","27150","27570"
"New entrant CS","2022","50-59","Outside London","EO","Male","855","[c]","28020","27230"
"New entrant CS","2022","50-59","Outside London","G6/G7","Female","265","[c]","56070","52080"
"New entrant CS","2022","50-59","Outside London","G6/G7","Male","345","[c]","58280","56000"
"New entrant CS","2022","50-59","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Outside London","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Outside London","SEO/HEO","Female","585","[c]","35930","35900"
"New entrant CS","2022","50-59","Outside London","SEO/HEO","Male","635","[c]","36650","35900"
"New entrant CS","2022","50-59","Outside London","Unknown","Female","1160","[c]","29530","28200"
"New entrant CS","2022","50-59","Outside London","Unknown","Male","665","[c]","31350","28200"
"New entrant CS","2022","50-59","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","SEO/HEO","Female","35","[c]","38300","38180"
"New entrant CS","2022","60-64","London","SEO/HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","Unknown","Female","65","[c]","35300","33700"
"New entrant CS","2022","60-64","London","Unknown","Male","45","[c]","39260","36560"
"New entrant CS","2022","60-64","Outside London","AA/AO","Female","320","[c]","21030","21260"
"New entrant CS","2022","60-64","Outside London","AA/AO","Male","240","[c]","21290","21250"
"New entrant CS","2022","60-64","Outside London","EO","Female","105","[c]","27380","27570"
"New entrant CS","2022","60-64","Outside London","EO","Male","140","[c]","28330","27570"
"New entrant CS","2022","60-64","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","G6/G7","Male","55","[c]","56930","55000"
"New entrant CS","2022","60-64","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","SEO/HEO","Female","70","[c]","34710","33080"
"New entrant CS","2022","60-64","Outside London","SEO/HEO","Male","100","[c]","36560","36500"
"New entrant CS","2022","60-64","Outside London","Unknown","Female","370","[c]","27930","28200"
"New entrant CS","2022","60-64","Outside London","Unknown","Male","280","[c]","30830","28200"
"New entrant CS","2022","60-64","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Unknown","Female","35","[c]","35640","35720"
"New entrant CS","2022","65+","London","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","AA/AO","Female","45","[c]","21300","21260"
"New entrant CS","2022","65+","Outside London","AA/AO","Male","65","[c]","21360","21260"
"New entrant CS","2022","65+","Outside London","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","EO","Male","40","[c]","28040","26580"
"New entrant CS","2022","65+","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","SEO/HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","Unknown","Female","120","[c]","29690","28200"
"New entrant CS","2022","65+","Outside London","Unknown","Male","130","[c]","30050","28200"
"New entrant CS","2022","65+","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-15, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
