"Status","Year","Ethnicity","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Policy","London","Female","6960","6655","51030","53100"
"In post","2022","White","Policy","London","Male","6565","6490","52380","53380"
"In post","2022","White","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Policy","Outside London","Female","4655","4390","40730","37450"
"In post","2022","White","Policy","Outside London","Male","3215","3150","43790","38910"
"In post","2022","White","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Policy","Overseas","Female","550","550","52820","53470"
"In post","2022","White","Policy","Overseas","Male","700","695","53580","54470"
"In post","2022","White","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Policy","Unknown","Female","10","10","[c]","[c]"
"In post","2022","White","Policy","Unknown","Male","5","5","[c]","[c]"
"In post","2022","White","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","London","Female","945","910","52680","51970"
"In post","2022","White","Project Delivery","London","Male","985","965","56000","54760"
"In post","2022","White","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Outside London","Female","5080","4750","39720","37660"
"In post","2022","White","Project Delivery","Outside London","Male","4690","4585","43950","40580"
"In post","2022","White","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Overseas","Female","35","35","50520","53500"
"In post","2022","White","Project Delivery","Overseas","Male","50","50","49950","50580"
"In post","2022","White","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","Male","10","10","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","London","Female","245","230","45790","41750"
"In post","2022","White","Property","London","Male","420","410","50990","49580"
"In post","2022","White","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Outside London","Female","1975","1850","35200","33250"
"In post","2022","White","Property","Outside London","Male","2750","2680","38110","34000"
"In post","2022","White","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Overseas","Female","15","15","[c]","[c]"
"In post","2022","White","Property","Overseas","Male","125","125","40800","40090"
"In post","2022","White","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Unknown","Female","15","15","[c]","[c]"
"In post","2022","White","Property","Unknown","Male","10","10","[c]","[c]"
"In post","2022","White","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Psychology","London","Female","50","45","43450","39270"
"In post","2022","White","Psychology","London","Male","10","10","[c]","[c]"
"In post","2022","White","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Psychology","Outside London","Female","1010","965","35730","30450"
"In post","2022","White","Psychology","Outside London","Male","135","135","37270","31180"
"In post","2022","White","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Science and Engineering","London","Female","395","380","47970","44520"
"In post","2022","White","Science and Engineering","London","Male","290","285","51110","46000"
"In post","2022","White","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Science and Engineering","Outside London","Female","2955","2740","37340","35980"
"In post","2022","White","Science and Engineering","Outside London","Male","7100","6915","39180","38070"
"In post","2022","White","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Science and Engineering","Overseas","Female","20","20","[c]","[c]"
"In post","2022","White","Science and Engineering","Overseas","Male","85","85","42220","39910"
"In post","2022","White","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Science and Engineering","Unknown","Male","5","5","[c]","[c]"
"In post","2022","White","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","London","Female","300","290","41430","38010"
"In post","2022","White","Security","London","Male","525","520","42100","39960"
"In post","2022","White","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Outside London","Female","1345","1295","30950","27700"
"In post","2022","White","Security","Outside London","Male","4805","4700","30920","27420"
"In post","2022","White","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Overseas","Male","65","65","36350","34260"
"In post","2022","White","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Unknown","Male","55","55","28620","27370"
"In post","2022","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Social Research","London","Female","260","250","47040","42890"
"In post","2022","White","Social Research","London","Male","105","105","50870","53130"
"In post","2022","White","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Social Research","Outside London","Female","475","440","39740","38340"
"In post","2022","White","Social Research","Outside London","Male","205","200","40630","38340"
"In post","2022","White","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","London","Female","270","255","50600","51970"
"In post","2022","White","Statistics","London","Male","370","360","48500","43950"
"In post","2022","White","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","Outside London","Female","545","505","41950","38340"
"In post","2022","White","Statistics","Outside London","Male","580","570","41960","38340"
"In post","2022","White","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Tax","London","Female","440","405","47410","40910"
"In post","2022","White","Tax","London","Male","615","590","50110","43810"
"In post","2022","White","Tax","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Tax","Outside London","Female","5180","4785","35050","33370"
"In post","2022","White","Tax","Outside London","Male","5105","4940","37090","33370"
"In post","2022","White","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Tax","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","London","Female","1880","1820","52270","54700"
"In post","2022","White","Unknown","London","Male","1800","1790","56070","54700"
"In post","2022","White","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Outside London","Female","8590","8105","39310","33370"
"In post","2022","White","Unknown","Outside London","Male","7085","6965","40320","34600"
"In post","2022","White","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Overseas","Female","15","15","[c]","[c]"
"In post","2022","White","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2022","White","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Female","80","80","42600","37300"
"In post","2022","White","Unknown","Unknown","Male","70","70","43610","39270"
"In post","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Veterinarian","London","Male","5","5","[c]","[c]"
"In post","2022","White","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Veterinarian","Outside London","Female","165","160","43720","38390"
"In post","2022","White","Veterinarian","Outside London","Male","135","135","45440","47550"
"In post","2022","White","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Outside London","Male","45","[c]","40630","38170"
"Leaver CS","2022","Asian","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","London","Female","295","[c]","31030","29650"
"Leaver CS","2022","Asian","Operational Delivery","London","Male","185","[c]","32670","31060"
"Leaver CS","2022","Asian","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Outside London","Female","330","[c]","25410","24250"
"Leaver CS","2022","Asian","Operational Delivery","Outside London","Male","285","[c]","25410","25040"
"Leaver CS","2022","Asian","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","London","Female","40","[c]","33210","31060"
"Leaver CS","2022","Asian","Other","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","London","Female","55","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","London","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","London","Unknown","[c]","[c]","[c]","[c]"
