"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Prosecution Service","Communications","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","HEO","10","10","32090","31560"
"In post","2022","Crown Prosecution Service","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","SEO","10","10","40930","39750"
"In post","2022","Crown Prosecution Service","Communications","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","EO","15","10","26030","25920"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","HEO","15","15","31010","30370"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","SEO","10","10","40360","38780"
"In post","2022","Crown Prosecution Service","Finance","East Midlands (England)","AO","20","15","22200","22200"
"In post","2022","Crown Prosecution Service","Finance","East Midlands (England)","EO","10","10","25890","25480"
"In post","2022","Crown Prosecution Service","Finance","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East of England","AO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","London","AO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","London","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","London","HEO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","London","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North West (England)","AO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","AO","20","15","22020","22200"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","EO","15","15","26080","25920"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","HEO","10","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","London","AO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","London","EO","10","10","27600","26970"
"In post","2022","Crown Prosecution Service","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","London","G7","10","10","56880","54760"
"In post","2022","Crown Prosecution Service","Human Resources","London","HEO","15","15","32730","32020"
"In post","2022","Crown Prosecution Service","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","London","SEO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","AO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","EO","15","15","25930","25480"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","HEO","15","15","30500","30130"
"In post","2022","Crown Prosecution Service","Human Resources","North West (England)","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","HEO","10","10","31020","30610"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","London","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East Midlands (England)","G7","205","185","52830","51470"
"In post","2022","Crown Prosecution Service","Legal","East Midlands (England)","HEO","25","25","36740","38000"
"In post","2022","Crown Prosecution Service","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East of England","EO","10","10","27280","26970"
"In post","2022","Crown Prosecution Service","Legal","East of England","G6","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East of England","G7","195","175","57950","55610"
"In post","2022","Crown Prosecution Service","Legal","East of England","HEO","40","35","38420","40000"
"In post","2022","Crown Prosecution Service","Legal","East of England","SCS level","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","London","EO","30","30","27900","26970"
"In post","2022","Crown Prosecution Service","Legal","London","G6","60","60","77710","78340"
"In post","2022","Crown Prosecution Service","Legal","London","G7","605","570","59680","60710"
"In post","2022","Crown Prosecution Service","Legal","London","HEO","50","45","38910","40000"
"In post","2022","Crown Prosecution Service","Legal","London","SCS level","25","25","99870","91650"
"In post","2022","Crown Prosecution Service","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","North East (England)","G6","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","North East (England)","G7","130","120","53620","55610"
"In post","2022","Crown Prosecution Service","Legal","North East (England)","HEO","15","15","35900","36130"
"In post","2022","Crown Prosecution Service","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","EO","20","20","26370","25700"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","G6","30","30","72400","70350"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","G7","370","340","53850","55610"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","HEO","40","40","36590","38000"
"In post","2022","Crown Prosecution Service","Legal","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","EO","20","20","26940","26970"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","G6","20","20","77140","74660"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","G7","285","265","58740","60710"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","HEO","35","35","39040","40000"
"In post","2022","Crown Prosecution Service","Legal","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","G6","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","G7","140","130","53560","55610"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","HEO","20","20","36130","34480"
"In post","2022","Crown Prosecution Service","Legal","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Wales","EO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Wales","G6","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Wales","G7","170","155","53900","55610"
"In post","2022","Crown Prosecution Service","Legal","Wales","HEO","20","20","37120","38000"
"In post","2022","Crown Prosecution Service","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","EO","10","10","25620","25480"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","G6","20","20","75110","70490"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","G7","255","235","53510","53350"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","HEO","25","25","37130","38000"
"In post","2022","Crown Prosecution Service","Legal","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","EO","15","15","26240","25480"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","G6","20","20","75670","73630"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","G7","270","250","53950","55610"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","HEO","35","35","36680","38000"
"In post","2022","Crown Prosecution Service","Legal","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","AO","85","80","21870","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","EO","75","70","26970","26220"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","HEO","10","10","31330","31000"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","AO","105","95","23020","23770"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","EO","95","85","28290","28430"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East of England","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","AO","330","305","23440","23770"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","EO","300","280","28910","30110"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","G6","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","HEO","65","65","32950","33120"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","SEO","25","25","40440","39750"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","AO","85","70","22340","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","EO","60","55","27200","28150"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","HEO","10","10","31870","32370"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","AO","200","185","22140","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","EO","175","160","27550","28430"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","HEO","35","30","31580","31270"
"In post","2022","Crown Prosecution Service","Operational Delivery","North West (England)","SEO","20","20","38900","38180"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","AO","155","145","23630","23770"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","EO","130","125","28530","28080"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","HEO","15","15","32720","31560"
"In post","2022","Crown Prosecution Service","Operational Delivery","South East (England)","SEO","15","15","41270","39750"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","AO","55","50","22240","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","EO","50","45","27050","27350"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","HEO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","South West (England)","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Wales","AO","70","65","21950","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","Wales","EO","60","60","27110","27210"
"In post","2022","Crown Prosecution Service","Operational Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Wales","HEO","15","10","32250","32480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Wales","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","AO","105","100","22320","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","EO","100","95","27210","28430"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","HEO","15","15","31050","30130"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","AO","145","130","22160","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","EO","115","100","27280","28430"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","HEO","20","20","32190","32480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
