"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Prosecution Service","Policy","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","London","G6","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","London","G7","30","25","57640","54760"
"In post","2022","Crown Prosecution Service","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Policy","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","London","EO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","London","G7","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","London","HEO","10","10","32580","32080"
"In post","2022","Crown Prosecution Service","Project Delivery","London","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","North West (England)","HEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","London","HEO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Wales","EO","10","10","29510","29470"
"In post","2022","Defence Electronics and Components Agency","Commercial","Wales","HEO","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Communications","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Communications","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Knowledge and Information Management","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Medicine","Wales","EO","15","15","31060","29470"
"In post","2022","Defence Electronics and Components Agency","Medicine","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","Wales","AO","10","10","22330","22430"
