"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","30","30","33830","30040"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Female","Heterosexual / straight","110","105","39910","33920"
"In post","2022","Human Resources","Crown Prosecution Service","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Male","Heterosexual / straight","40","40","43700","38180"
"In post","2022","Human Resources","Crown Prosecution Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Female","Heterosexual / straight","160","145","36560","32160"
"In post","2022","Human Resources","Defence Equipment and Support","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Male","Heterosexual / straight","40","40","41420","38240"
"In post","2022","Human Resources","Defence Equipment and Support","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Female","Unknown","45","40","32200","27010"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","65","60","46480","45060"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","50","45","44210","35270"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Female","Heterosexual / straight","90","85","36080","32300"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","185","170","42020","37590"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","65","65","43620","42680"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Female","Heterosexual / straight","55","55","49330","51710"
"In post","2022","Human Resources","Department for International Trade","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Heterosexual / straight","55","50","40880","33380"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Female","Heterosexual / straight","60","55","44880","42470"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","760","700","35330","31990"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Female","LGBO","35","35","35460","31060"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Female","Undeclared","65","55","30970","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Female","Unknown","105","90","33690","31880"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","380","370","33180","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Male","LGBO","55","55","33580","31530"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Male","Undeclared","50","45","29960","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Male","Unknown","60","60","34380","31060"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","70","70","41480","36910"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Female","Undeclared","30","30","34290","30520"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","125","115","31670","30730"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","35","35","32670","30730"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","50","45","38070","38650"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","40","40","36010","33660"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Female","Heterosexual / straight","35","35","39500","33050"
"In post","2022","Human Resources","FCDO Services","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Heterosexual / straight","140","135","45240","39130"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Heterosexual / straight","80","80","52900","53380"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Female","Heterosexual / straight","30","30","40150","33890"
"In post","2022","Human Resources","Government Legal Department","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Female","Heterosexual / straight","60","55","38670","33590"
"In post","2022","Human Resources","Health and Safety Executive","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Female","Heterosexual / straight","45","45","41640","36050"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
