"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Queen Elizabeth II Centre","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Registers of Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Scottish Prison Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Serious Fraud Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Health Security Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Valuation Office Agency","Female","Heterosexual / straight","95","[c]","26260","25000"
"New entrant CS","2022","Property","Valuation Office Agency","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Valuation Office Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Valuation Office Agency","Female","Unknown","135","[c]","25250","22010"
"New entrant CS","2022","Property","Valuation Office Agency","Male","Heterosexual / straight","90","[c]","26730","25000"
"New entrant CS","2022","Property","Valuation Office Agency","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Valuation Office Agency","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Valuation Office Agency","Male","Unknown","115","[c]","26420","25000"
"New entrant CS","2022","Property","Valuation Office Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Valuation Office Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Wilton Park","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","45","[c]","30870","32000"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","45","[c]","34870","32000"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Male","Unknown","45","[c]","26850","25210"
"New entrant CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
