"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","16-19","Asian","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AO","Heterosexual / straight","50","[c]","21410","21260"
"Leaver CS","2022","16-19","White","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AA","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AO","Heterosexual / straight","240","[c]","21780","21260"
"Leaver CS","2022","20-29","Asian","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","EO","Heterosexual / straight","230","[c]","27900","27570"
"Leaver CS","2022","20-29","Asian","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","HEO","Heterosexual / straight","80","[c]","32920","32960"
"Leaver CS","2022","20-29","Asian","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AO","Heterosexual / straight","115","[c]","22920","23300"
"Leaver CS","2022","20-29","Black","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","EO","Heterosexual / straight","150","[c]","28880","29290"
"Leaver CS","2022","20-29","Black","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HEO","Heterosexual / straight","45","[c]","33010","32970"
"Leaver CS","2022","20-29","Black","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AO","Heterosexual / straight","100","[c]","21880","21260"
"Leaver CS","2022","20-29","Mixed","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","EO","Heterosexual / straight","75","[c]","27570","27570"
"Leaver CS","2022","20-29","Mixed","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AO","Unknown","35","[c]","20360","19610"
"Leaver CS","2022","20-29","Undeclared","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","EO","Undeclared","30","[c]","27060","27540"
"Leaver CS","2022","20-29","Undeclared","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA","Unknown","275","[c]","19710","19060"
"Leaver CS","2022","20-29","Unknown","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AO","Unknown","1510","[c]","21740","21260"
"Leaver CS","2022","20-29","Unknown","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","EO","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","EO","Unknown","620","[c]","25890","27230"
