"Status","Year","Disability","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Unknown","Intelligence Analysis","London","35","30","33040","30740"
"In post","2022","Declared disabled","Unknown","Intelligence Analysis","Outside London","85","80","29180","27370"
"In post","2022","Declared disabled","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Medicine","Outside London","90","80","51950","40220"
"In post","2022","Declared disabled","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Operational Delivery","London","620","565","31930","29170"
"In post","2022","Declared disabled","Unknown","Operational Delivery","Outside London","1615","1480","27120","25040"
"In post","2022","Declared disabled","Unknown","Operational Delivery","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Other","London","150","140","34420","29870"
"In post","2022","Declared disabled","Unknown","Other","Outside London","1085","1035","25770","21830"
"In post","2022","Declared disabled","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Planning","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Policy","London","285","280","50120","42900"
"In post","2022","Declared disabled","Unknown","Policy","Outside London","215","205","39080","37280"
"In post","2022","Declared disabled","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Project Delivery","London","80","75","47440","41970"
"In post","2022","Declared disabled","Unknown","Project Delivery","Outside London","90","85","38760","37450"
"In post","2022","Declared disabled","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Science and Engineering","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Science and Engineering","Outside London","130","125","33550","30980"
"In post","2022","Declared disabled","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Social Research","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Social Research","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Statistics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Statistics","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","London","45","45","44990","39430"
"In post","2022","Declared disabled","Unknown","Unknown","Outside London","1335","1280","37790","31990"
"In post","2022","Declared disabled","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Digital, Data and Technology","London","35","35","50040","45250"
"In post","2022","Declared non-disabled","Analysis","Digital, Data and Technology","Outside London","55","55","41630","41990"
"In post","2022","Declared non-disabled","Analysis","Economics","London","735","715","50280","51970"
"In post","2022","Declared non-disabled","Analysis","Economics","Outside London","185","180","40530","36820"
"In post","2022","Declared non-disabled","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Finance","London","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Finance","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Geography","Outside London","40","40","30480","33000"
"In post","2022","Declared non-disabled","Analysis","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Human Resources","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Intelligence Analysis","London","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Intelligence Analysis","Outside London","50","50","32680","30770"
"In post","2022","Declared non-disabled","Analysis","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Knowledge and Information Management","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Operational Delivery","London","85","80","43430","40820"
"In post","2022","Declared non-disabled","Analysis","Operational Delivery","Outside London","425","405","33220","30710"
"In post","2022","Declared non-disabled","Analysis","Operational Research","London","180","170","51880","54110"
"In post","2022","Declared non-disabled","Analysis","Operational Research","Outside London","385","370","41470","40520"
"In post","2022","Declared non-disabled","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Other","London","235","225","61050","54470"
"In post","2022","Declared non-disabled","Analysis","Other","Outside London","45","40","46310","37930"
"In post","2022","Declared non-disabled","Analysis","Policy","London","185","180","50720","53360"
"In post","2022","Declared non-disabled","Analysis","Policy","Outside London","155","145","45440","45800"
"In post","2022","Declared non-disabled","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Science and Engineering","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Science and Engineering","Outside London","485","465","35600","31660"
"In post","2022","Declared non-disabled","Analysis","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Social Research","London","275","270","47890","43360"
"In post","2022","Declared non-disabled","Analysis","Social Research","Outside London","410","385","40420","38340"
"In post","2022","Declared non-disabled","Analysis","Statistics","London","585","565","49230","45200"
"In post","2022","Declared non-disabled","Analysis","Statistics","Outside London","825","790","41900","38340"
"In post","2022","Declared non-disabled","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Tax","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Unknown","London","60","60","44860","42590"
"In post","2022","Declared non-disabled","Analysis","Unknown","Outside London","50","45","39920","37120"
"In post","2022","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Commercial","London","385","375","46950","42900"
"In post","2022","Declared non-disabled","Commercial","Commercial","Outside London","2100","2025","38320","36520"
"In post","2022","Declared non-disabled","Commercial","Commercial","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Finance","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Finance","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Operational Delivery","London","180","180","52390","48030"
"In post","2022","Declared non-disabled","Commercial","Operational Delivery","Outside London","135","125","33150","31710"
"In post","2022","Declared non-disabled","Commercial","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Other","Outside London","65","60","41420","39610"
"In post","2022","Declared non-disabled","Commercial","Policy","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Project Delivery","Outside London","65","60","44430","39400"
"In post","2022","Declared non-disabled","Commercial","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Property","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Science and Engineering","Outside London","95","95","41470","41840"
"In post","2022","Declared non-disabled","Commercial","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Tax","Outside London","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Unknown","London","185","185","82920","69840"
"In post","2022","Declared non-disabled","Commercial","Unknown","Outside London","130","125","62210","56430"
"In post","2022","Declared non-disabled","Commercial","Unknown","Unknown","30","30","44510","45760"
"In post","2022","Declared non-disabled","Commercial","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Communications","London","1035","1005","48360","44670"
"In post","2022","Declared non-disabled","Communications","Communications","Outside London","1070","1015","36930","34430"
"In post","2022","Declared non-disabled","Communications","Communications","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Human Resources","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Knowledge and Information Management","London","50","50","40460","41880"
"In post","2022","Declared non-disabled","Communications","Knowledge and Information Management","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Operational Delivery","London","35","35","63150","52500"
"In post","2022","Declared non-disabled","Communications","Operational Delivery","Outside London","1050","1005","30430","26820"
"In post","2022","Declared non-disabled","Communications","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Other","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Other","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Policy","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Tax","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Tax","Outside London","1345","1300","29200","26820"
"In post","2022","Declared non-disabled","Communications","Unknown","London","225","220","49890","43810"
"In post","2022","Declared non-disabled","Communications","Unknown","Outside London","95","95","33620","33080"
"In post","2022","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Counter Fraud","London","935","860","33470","31060"
"In post","2022","Declared non-disabled","Counter Fraud","Counter Fraud","Outside London","3845","3440","28080","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Intelligence Analysis","London","50","50","45700","37930"
"In post","2022","Declared non-disabled","Counter Fraud","Intelligence Analysis","Outside London","110","105","37490","33370"
"In post","2022","Declared non-disabled","Counter Fraud","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Legal","London","550","540","39060","37910"
"In post","2022","Declared non-disabled","Counter Fraud","Legal","Outside London","1475","1405","32100","33080"
"In post","2022","Declared non-disabled","Counter Fraud","Operational Delivery","London","370","340","35290","31170"
"In post","2022","Declared non-disabled","Counter Fraud","Operational Delivery","Outside London","2125","1950","30460","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Other","London","40","35","44970","37930"
"In post","2022","Declared non-disabled","Counter Fraud","Other","Outside London","160","145","43380","40520"
"In post","2022","Declared non-disabled","Counter Fraud","Tax","London","240","225","46770","40910"
"In post","2022","Declared non-disabled","Counter Fraud","Tax","Outside London","965","910","41530","40180"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","London","200","195","41190","37610"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","Outside London","270","270","29520","26590"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Operational Delivery","London","250","220","29150","26400"
"In post","2022","Declared non-disabled","Debt","Operational Delivery","Outside London","1650","1475","24940","22080"
"In post","2022","Declared non-disabled","Debt","Other","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Other","Outside London","1825","1555","22590","21260"
"In post","2022","Declared non-disabled","Debt","Other","Unknown","55","45","25490","25110"
"In post","2022","Declared non-disabled","Debt","Tax","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Tax","Outside London","380","370","22120","21250"
"In post","2022","Declared non-disabled","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Unknown","Outside London","65","60","25230","21250"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Communications","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","London","1645","1615","49100","44740"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","Outside London","9615","9320","40510","37000"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","London","115","110","37180","34200"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","Outside London","480","465","31410","29180"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Operational Delivery","London","55","55","46790","41750"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Operational Delivery","Outside London","295","280","36570","33370"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Operational Research","Outside London","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Other","Outside London","35","30","39560","34000"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Policy","London","55","50","51760","53420"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Policy","Outside London","90","85","42420","37100"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Project Delivery","London","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Project Delivery","Outside London","120","110","38900","34290"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Science and Engineering","London","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Science and Engineering","Outside London","875","820","39410","39650"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Security","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Tax","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Tax","Outside London","50","50","39710","40180"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","London","705","695","53170","54700"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Outside London","320","315","45080","40520"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Commercial","London","65","65","44700","39000"
"In post","2022","Declared non-disabled","Finance","Commercial","Outside London","395","370","36420","33170"
"In post","2022","Declared non-disabled","Finance","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Corporate Finance","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Corporate Finance","Outside London","70","70","46090","42320"
"In post","2022","Declared non-disabled","Finance","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Digital, Data and Technology","Outside London","170","165","39650","36780"
"In post","2022","Declared non-disabled","Finance","Economics","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Finance","London","1545","1510","49920","45540"
"In post","2022","Declared non-disabled","Finance","Finance","Outside London","4540","4315","38730","35310"
"In post","2022","Declared non-disabled","Finance","Finance","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Operational Delivery","London","120","115","38940","35200"
"In post","2022","Declared non-disabled","Finance","Operational Delivery","Outside London","820","705","26730","22080"
"In post","2022","Declared non-disabled","Finance","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Other","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Other","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Policy","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Policy","Outside London","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Project Delivery","Outside London","30","30","40100","37640"
"In post","2022","Declared non-disabled","Finance","Property","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Property","Outside London","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Security","London","65","60","45950","39980"
"In post","2022","Declared non-disabled","Finance","Security","Outside London","175","165","42090","36500"
"In post","2022","Declared non-disabled","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Tax","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Tax","Outside London","40","40","31090","26820"
"In post","2022","Declared non-disabled","Finance","Unknown","London","110","105","50130","46750"
"In post","2022","Declared non-disabled","Finance","Unknown","Outside London","95","90","41070","40180"
"In post","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Operational Delivery","Outside London","2085","1915","25000","21300"
"In post","2022","Declared non-disabled","Grants Management","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Communications","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Human Resources","London","1430","1380","47660","43860"
"In post","2022","Declared non-disabled","Human Resources","Human Resources","Outside London","4215","3965","36250","33050"
"In post","2022","Declared non-disabled","Human Resources","Human Resources","Overseas","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Legal","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Operational Delivery","London","110","105","36720","31880"
"In post","2022","Declared non-disabled","Human Resources","Operational Delivery","Outside London","965","890","30200","27570"
"In post","2022","Declared non-disabled","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Other","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Policy","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
