"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","50","50","22110","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","35","35","22010","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","240","235","21400","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","355","355","25960","25100"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","EO","LGBO","50","50","26050","25170"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","EO","Undeclared","40","40","26390","25060"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","EO","Unknown","140","135","25480","24920"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","105","105","53130","52290"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","30","30","51330","52290"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","35","35","52300","52290"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","745","745","33700","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","130","125","33780","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","95","95","33620","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","205","205","33310","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","EO","Heterosexual / straight","85","85","26820","26250"
"In post","2022","20-29","Department for International Trade","EO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","EO","Unknown","45","45","27560","26250"
"In post","2022","20-29","Department for International Trade","G6/G7","Heterosexual / straight","140","140","52670","51710"
"In post","2022","20-29","Department for International Trade","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Department for International Trade","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Department for International Trade","G6/G7","Unknown","70","70","53380","51970"
"In post","2022","20-29","Department for International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","SEO/HEO","Heterosexual / straight","360","360","34960","32560"
"In post","2022","20-29","Department for International Trade","SEO/HEO","LGBO","60","60","35920","38160"
"In post","2022","20-29","Department for International Trade","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Department for International Trade","SEO/HEO","Unknown","200","200","35350","34550"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","35","35","21740","21270"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","110","110","26970","27850"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","EO","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","EO","Unknown","35","35","27110","27850"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","155","155","52800","53130"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","30","30","53110","53130"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","30","30","55600","54700"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","375","375","35050","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","70","70","34610","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","30","30","34200","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","90","90","35110","34550"
"In post","2022","20-29","Department for Transport","AA/AO","Heterosexual / straight","515","485","21820","21840"
"In post","2022","20-29","Department for Transport","AA/AO","LGBO","60","60","21390","21840"
"In post","2022","20-29","Department for Transport","AA/AO","Undeclared","30","30","22070","21840"
"In post","2022","20-29","Department for Transport","AA/AO","Unknown","270","260","21580","21840"
"In post","2022","20-29","Department for Transport","EO","Heterosexual / straight","270","270","27460","26240"
"In post","2022","20-29","Department for Transport","EO","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Department for Transport","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Department for Transport","EO","Unknown","115","115","27700","26470"
"In post","2022","20-29","Department for Transport","G6/G7","Heterosexual / straight","125","125","55890","54110"
"In post","2022","20-29","Department for Transport","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Department for Transport","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Department for Transport","G6/G7","Unknown","40","40","55760","54110"
"In post","2022","20-29","Department for Transport","SEO/HEO","Heterosexual / straight","485","480","36250","34710"
"In post","2022","20-29","Department for Transport","SEO/HEO","LGBO","65","65","36530","34710"
"In post","2022","20-29","Department for Transport","SEO/HEO","Undeclared","35","35","37290","35060"
"In post","2022","20-29","Department for Transport","SEO/HEO","Unknown","175","175","36090","34710"
"In post","2022","20-29","Department for Work and Pensions","AA/AO","Heterosexual / straight","2760","2690","21630","21260"
"In post","2022","20-29","Department for Work and Pensions","AA/AO","LGBO","415","405","21550","21260"
"In post","2022","20-29","Department for Work and Pensions","AA/AO","Undeclared","180","175","21650","21260"
"In post","2022","20-29","Department for Work and Pensions","AA/AO","Unknown","490","470","21620","21260"
"In post","2022","20-29","Department for Work and Pensions","EO","Heterosexual / straight","4475","4405","28380","27570"
"In post","2022","20-29","Department for Work and Pensions","EO","LGBO","555","550","28140","27570"
"In post","2022","20-29","Department for Work and Pensions","EO","Undeclared","275","270","28270","27570"
"In post","2022","20-29","Department for Work and Pensions","EO","Unknown","720","705","28250","27570"
"In post","2022","20-29","Department for Work and Pensions","G6/G7","Heterosexual / straight","105","105","54990","54070"
"In post","2022","20-29","Department for Work and Pensions","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Department for Work and Pensions","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Department for Work and Pensions","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2022","20-29","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","730","725","34980","35310"
"In post","2022","20-29","Department for Work and Pensions","SEO/HEO","LGBO","85","85","33640","31990"
"In post","2022","20-29","Department for Work and Pensions","SEO/HEO","Undeclared","60","60","34960","35120"
"In post","2022","20-29","Department for Work and Pensions","SEO/HEO","Unknown","150","150","35880","36650"
"In post","2022","20-29","Department of Health and Social Care","AA/AO","Heterosexual / straight","235","215","21470","20590"
"In post","2022","20-29","Department of Health and Social Care","AA/AO","LGBO","35","30","20570","19880"
"In post","2022","20-29","Department of Health and Social Care","AA/AO","Undeclared","60","55","21080","19880"
"In post","2022","20-29","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","EO","Heterosexual / straight","390","375","25920","26880"
"In post","2022","20-29","Department of Health and Social Care","EO","LGBO","55","50","25950","26880"
"In post","2022","20-29","Department of Health and Social Care","EO","Undeclared","170","160","26330","27270"
"In post","2022","20-29","Department of Health and Social Care","EO","Unknown","55","55","27210","27270"
"In post","2022","20-29","Department of Health and Social Care","G6/G7","Heterosexual / straight","200","200","53610","53360"
"In post","2022","20-29","Department of Health and Social Care","G6/G7","LGBO","40","40","54170","53360"
"In post","2022","20-29","Department of Health and Social Care","G6/G7","Undeclared","135","135","54960","53360"
"In post","2022","20-29","Department of Health and Social Care","G6/G7","Unknown","55","55","57070","53360"
"In post","2022","20-29","Department of Health and Social Care","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","790","780","34350","32790"
"In post","2022","20-29","Department of Health and Social Care","SEO/HEO","LGBO","125","125","34120","32790"
"In post","2022","20-29","Department of Health and Social Care","SEO/HEO","Undeclared","335","330","34670","32790"
"In post","2022","20-29","Department of Health and Social Care","SEO/HEO","Unknown","185","185","34190","32790"
"In post","2022","20-29","Estyn","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","SEO/HEO","Heterosexual / straight","75","75","34740","32350"
"In post","2022","20-29","Food Standards Agency","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","105","105","25530","25000"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","155","155","28850","29300"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","EO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","EO","Unknown","40","40","27940","26880"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","60","60","52940","53180"
