"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","The National Archives","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","The National Archives","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","The National Archives","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","The National Archives","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","SEO/HEO","Heterosexual / straight","40","40","33230","33000"
"In post","2022","30-39","The National Archives","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","The National Archives","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","The National Archives","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","UK Export Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","G6/G7","Heterosexual / straight","35","35","65770","66100"
"In post","2022","30-39","UK Export Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","SEO/HEO","Heterosexual / straight","40","40","43310","43700"
"In post","2022","30-39","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","AA/AO","Heterosexual / straight","95","75","19960","19860"
"In post","2022","30-39","UK Statistics Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","AA/AO","Unknown","55","40","20470","20110"
"In post","2022","30-39","UK Statistics Authority","EO","Heterosexual / straight","110","100","24250","23880"
"In post","2022","30-39","UK Statistics Authority","EO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","EO","Unknown","50","45","24090","23880"
"In post","2022","30-39","UK Statistics Authority","G6/G7","Heterosexual / straight","245","235","52730","50210"
"In post","2022","30-39","UK Statistics Authority","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","G6/G7","Unknown","85","80","52860","50210"
"In post","2022","30-39","UK Statistics Authority","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","SEO/HEO","Heterosexual / straight","490","470","34710","36840"
"In post","2022","30-39","UK Statistics Authority","SEO/HEO","LGBO","55","50","34590","36840"
"In post","2022","30-39","UK Statistics Authority","SEO/HEO","Undeclared","35","30","35540","36840"
"In post","2022","30-39","UK Statistics Authority","SEO/HEO","Unknown","155","150","34990","36840"
"In post","2022","30-39","UK Supreme Court","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Welsh Government","AA/AO","Heterosexual / straight","150","145","24090","24630"
"In post","2022","30-39","Welsh Government","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Welsh Government","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2022","30-39","Welsh Government","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Welsh Government","EO","Heterosexual / straight","250","235","28790","29430"
"In post","2022","30-39","Welsh Government","EO","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Welsh Government","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Welsh Government","EO","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Welsh Government","G6/G7","Heterosexual / straight","135","130","59900","61440"
"In post","2022","30-39","Welsh Government","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Welsh Government","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Welsh Government","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Welsh Government","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Welsh Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","SEO/HEO","Heterosexual / straight","485","460","40240","38160"
"In post","2022","30-39","Welsh Government","SEO/HEO","LGBO","35","30","39120","38160"
"In post","2022","30-39","Welsh Government","SEO/HEO","Undeclared","55","55","39730","38160"
"In post","2022","30-39","Welsh Government","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","AA/AO","Heterosexual / straight","205","180","22810","22200"
"In post","2022","40-49","Attorney General's Departments","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","AA/AO","Unknown","70","60","22890","22200"
"In post","2022","40-49","Attorney General's Departments","EO","Heterosexual / straight","255","230","27910","28430"
"In post","2022","40-49","Attorney General's Departments","EO","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","EO","Unknown","100","90","28370","28430"
"In post","2022","40-49","Attorney General's Departments","G6/G7","Heterosexual / straight","1175","1080","57300","55340"
"In post","2022","40-49","Attorney General's Departments","G6/G7","LGBO","50","50","59340","57140"
"In post","2022","40-49","Attorney General's Departments","G6/G7","Undeclared","75","65","61040","63730"
"In post","2022","40-49","Attorney General's Departments","G6/G7","Unknown","405","360","60120","59380"
"In post","2022","40-49","Attorney General's Departments","SCS level","Heterosexual / straight","65","60","80830","79440"
"In post","2022","40-49","Attorney General's Departments","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","SEO/HEO","Heterosexual / straight","265","260","36210","37730"
"In post","2022","40-49","Attorney General's Departments","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","SEO/HEO","Unknown","60","60","36240","35290"
"In post","2022","40-49","Cabinet Office","AA/AO","Heterosexual / straight","50","45","21300","21050"
"In post","2022","40-49","Cabinet Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Cabinet Office","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Cabinet Office","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Cabinet Office","EO","Heterosexual / straight","90","85","26370","26570"
"In post","2022","40-49","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Cabinet Office","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Cabinet Office","EO","Unknown","30","30","26950","26670"
"In post","2022","40-49","Cabinet Office","G6/G7","Heterosexual / straight","585","570","58720","57700"
"In post","2022","40-49","Cabinet Office","G6/G7","LGBO","45","45","59130","60320"
"In post","2022","40-49","Cabinet Office","G6/G7","Undeclared","65","65","58680","56760"
"In post","2022","40-49","Cabinet Office","G6/G7","Unknown","470","460","64180","62690"
"In post","2022","40-49","Cabinet Office","SCS level","Heterosexual / straight","185","180","93230","85730"
"In post","2022","40-49","Cabinet Office","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Cabinet Office","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Cabinet Office","SCS level","Unknown","120","120","104150","96200"
"In post","2022","40-49","Cabinet Office","SEO/HEO","Heterosexual / straight","410","395","37010","37300"
"In post","2022","40-49","Cabinet Office","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Cabinet Office","SEO/HEO","Undeclared","45","45","38170","40180"
"In post","2022","40-49","Cabinet Office","SEO/HEO","Unknown","125","125","35700","35590"
"In post","2022","40-49","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","G6/G7","Heterosexual / straight","50","45","84480","80000"
"In post","2022","40-49","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","EO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Charity Commission","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","SEO/HEO","Heterosexual / straight","45","40","32080","29160"
"In post","2022","40-49","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","SEO/HEO","Unknown","30","30","32620","29160"
"In post","2022","40-49","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","G6/G7","Heterosexual / straight","100","95","69730","72430"
"In post","2022","40-49","Competition and Markets Authority","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","SCS level","Heterosexual / straight","50","45","103650","99920"
"In post","2022","40-49","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","30","30","39280","37210"
"In post","2022","40-49","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","165","145","21650","21130"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","95","85","21450","21130"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","245","225","26250","25100"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","EO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","EO","Unknown","80","75","26160","25100"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","825","795","57800","56990"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","55","55","58440","57730"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","130","125","57810","57460"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","110","105","60100","60790"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","155","145","86030","79200"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","15","10","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","935","895","38560","39580"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","50","50","39110","39650"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","145","135","38260","38200"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","175","165","38530","39690"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","145","140","58430","58210"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","45","40","86420","76050"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","45","45","35440","34280"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Education","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","40-49","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Education","EO","Heterosexual / straight","100","95","26540","26000"
"In post","2022","40-49","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Education","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Department for Education","EO","Unknown","20","15","[c]","[c]"
"In post","2022","40-49","Department for Education","G6/G7","Heterosexual / straight","810","770","56480","54400"
"In post","2022","40-49","Department for Education","G6/G7","LGBO","55","50","57860","56900"
"In post","2022","40-49","Department for Education","G6/G7","Undeclared","60","60","56610","52020"
"In post","2022","40-49","Department for Education","G6/G7","Unknown","145","140","56130","53760"
"In post","2022","40-49","Department for Education","SCS level","Heterosexual / straight","105","100","80640","74100"
"In post","2022","40-49","Department for Education","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Department for Education","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Education","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Department for Education","SEO/HEO","Heterosexual / straight","675","635","35760","36500"
"In post","2022","40-49","Department for Education","SEO/HEO","LGBO","50","50","34900","36500"
"In post","2022","40-49","Department for Education","SEO/HEO","Undeclared","65","65","36320","36500"
"In post","2022","40-49","Department for Education","SEO/HEO","Unknown","140","135","36310","36500"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","290","255","21600","21300"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","30","25","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","220","200","21470","21300"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","345","325","26440","25600"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","EO","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","EO","Unknown","145","130","25670","25190"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","665","640","54400","53200"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","40","40","54380","52290"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","75","75","53620","53200"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","135","125","54350","53200"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","80","80","81990","77260"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","895","845","35300","35900"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","45","40","34730","35900"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","105","100","34680","35900"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","245","235","35220","35900"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Environment, Food and Rural Affairs","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","EO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","G6/G7","Heterosexual / straight","160","155","58050","57180"
"In post","2022","40-49","Department for International Trade","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Department for International Trade","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Department for International Trade","G6/G7","Unknown","60","55","58250","57810"
"In post","2022","40-49","Department for International Trade","SCS level","Heterosexual / straight","40","40","86630","76120"
"In post","2022","40-49","Department for International Trade","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SEO/HEO","Heterosexual / straight","90","90","37820","38160"
"In post","2022","40-49","Department for International Trade","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Department for International Trade","SEO/HEO","Unknown","30","30","37170","34770"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","60","55","27100","26860"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","EO","Unknown","15","10","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","345","330","55700","53650"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","35","35","57440","57450"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","40","40","54400","54380"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","40","40","55290","54700"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","65","65","86240","78420"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","230","220","36360","36340"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","15","15","[c]","[c]"
