"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","EO","15","[c]","27240","27850"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","HEO","20","[c]","33310","33000"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","London","EO","20","[c]","28610","28310"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","London","HEO","25","[c]","34080","34260"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","EO","10","[c]","25120","25120"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","National Savings and Investments","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","National Savings and Investments","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Budget Responsibility","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Budget Responsibility","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","London","EO","25","[c]","28180","28770"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","London","HEO","10","[c]","34950","33400"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Outside London","EO","10","[c]","25810","25000"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Rail and Road","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Rural Payments Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Rural Payments Agency","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Scottish Courts and Tribunals Service","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Scottish Courts and Tribunals Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","The Insolvency Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","The Insolvency Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Debt Management Office","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Debt Management Office","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Space Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Space Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Space Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Space Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Space Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","Outside London","AO","50","[c]","19830","19860"
"New entrant CS","2022","Analysis","UK Statistics Authority","Outside London","EO","30","[c]","23860","23880"
"New entrant CS","2022","Analysis","UK Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","Outside London","G7","15","[c]","50220","50210"
"New entrant CS","2022","Analysis","UK Statistics Authority","Outside London","HEO","200","[c]","30690","30710"
"New entrant CS","2022","Analysis","UK Statistics Authority","Outside London","SEO","70","[c]","38150","38340"
"New entrant CS","2022","Analysis","Valuation Office Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Valuation Office Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Valuation Office Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Valuation Office Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Animal and Plant Health Agency","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Animal and Plant Health Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","London","G6","10","[c]","88890","90610"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","London","G7","50","[c]","67820","70000"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","G6","20","[c]","84970","86500"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","G7","90","[c]","65930","66000"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","HEO","10","[c]","32000","32000"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","G7","15","[c]","64070","67500"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","Outside London","EO","15","[c]","26230","25520"
"New entrant CS","2022","Commercial","Crown Commercial Service","Outside London","HEO","25","[c]","30690","30420"
"New entrant CS","2022","Commercial","Crown Commercial Service","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Prosecution Service","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Prosecution Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Prosecution Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Prosecution Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Prosecution Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Equipment and Support","Outside London","EO","15","[c]","25480","26670"
"New entrant CS","2022","Commercial","Defence Equipment and Support","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Equipment and Support","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Equipment and Support","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Equipment and Support","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Science and Technology Laboratory","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Science and Technology Laboratory","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Science and Technology Laboratory","Outside London","EO","10","[c]","23350","23490"
"New entrant CS","2022","Commercial","Defence Science and Technology Laboratory","Outside London","HEO","[c]","[c]","[c]","[c]"
