"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","HM Courts and Tribunals Service","London","EO","795","765","28520","28310"
"In post","2022","No function","HM Courts and Tribunals Service","London","G6","50","50","68230","68630"
"In post","2022","No function","HM Courts and Tribunals Service","London","G7","165","155","58440","57540"
"In post","2022","No function","HM Courts and Tribunals Service","London","HEO","420","415","34520","34260"
"In post","2022","No function","HM Courts and Tribunals Service","London","SCS level","25","25","83720","80900"
"In post","2022","No function","HM Courts and Tribunals Service","London","SEO","300","285","44440","41750"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","AA","1355","1150","19230","19200"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","AO","6295","5480","21100","20970"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","EO","1795","1680","25280","25120"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","G6","110","105","62360","60500"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","G7","190","185","52210","50430"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","HEO","795","770","30720","30450"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","SCS level","25","25","80060","75500"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","SEO","850","760","40680","40710"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","AO","15","15","21150","20970"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Land Registry","London","AO","55","50","25860","25850"
"In post","2022","No function","HM Land Registry","London","EO","70","65","30620","30600"
"In post","2022","No function","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Land Registry","London","G7","5","5","[c]","[c]"
"In post","2022","No function","HM Land Registry","London","HEO","60","55","37290","37290"
"In post","2022","No function","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Land Registry","London","SEO","30","30","44610","42950"
"In post","2022","No function","HM Land Registry","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Land Registry","Outside London","AO","1595","1495","22610","22600"
"In post","2022","No function","HM Land Registry","Outside London","EO","1970","1740","27130","27130"
"In post","2022","No function","HM Land Registry","Outside London","G6","5","5","[c]","[c]"
"In post","2022","No function","HM Land Registry","Outside London","G7","30","30","56930","56750"
"In post","2022","No function","HM Land Registry","Outside London","HEO","980","840","33830","33840"
"In post","2022","No function","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Land Registry","Outside London","SEO","410","375","40700","39100"
"In post","2022","No function","HM Prison and Probation Service","London","AA","600","570","25060","25190"
"In post","2022","No function","HM Prison and Probation Service","London","AO","2350","2275","31640","32050"
"In post","2022","No function","HM Prison and Probation Service","London","EO","790","770","33560","33230"
"In post","2022","No function","HM Prison and Probation Service","London","G6","90","90","78960","76280"
"In post","2022","No function","HM Prison and Probation Service","London","G7","135","130","66470","67160"
"In post","2022","No function","HM Prison and Probation Service","London","HEO","455","440","38490","39440"
"In post","2022","No function","HM Prison and Probation Service","London","SCS level","30","30","93360","89240"
"In post","2022","No function","HM Prison and Probation Service","London","SEO","380","370","51410","51420"
"In post","2022","No function","HM Prison and Probation Service","London","Unknown","2315","2210","34580","33700"
"In post","2022","No function","HM Prison and Probation Service","Outside London","AA","5285","4935","21270","20890"
"In post","2022","No function","HM Prison and Probation Service","Outside London","AO","19810","18740","27150","26610"
"In post","2022","No function","HM Prison and Probation Service","Outside London","EO","5515","5255","30540","31610"
"In post","2022","No function","HM Prison and Probation Service","Outside London","G6","225","220","83500","84390"
"In post","2022","No function","HM Prison and Probation Service","Outside London","G7","280","275","65410","65520"
"In post","2022","No function","HM Prison and Probation Service","Outside London","HEO","3620","3415","35220","36480"
"In post","2022","No function","HM Prison and Probation Service","Outside London","SCS level","50","50","99740","103000"
"In post","2022","No function","HM Prison and Probation Service","Outside London","SEO","1880","1815","49280","50690"
"In post","2022","No function","HM Prison and Probation Service","Outside London","Unknown","16780","15480","29430","28200"
"In post","2022","No function","HM Prison and Probation Service","Unknown","AA","10","10","[c]","[c]"
"In post","2022","No function","HM Prison and Probation Service","Unknown","AO","15","15","23330","23140"
"In post","2022","No function","HM Prison and Probation Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Prison and Probation Service","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Prison and Probation Service","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Prison and Probation Service","Unknown","Unknown","50","40","31700","28200"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","AO","260","240","25670","25330"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","EO","585","555","31600","31020"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","G6","215","205","74740","74850"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","G7","450","440","61530","62120"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","HEO","1070","1035","38310","37930"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","SCS level","50","50","86780","82350"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","SEO","445","435","44140","43810"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","AA","585","435","21260","21250"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","AO","12760","11125","21500","21250"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","EO","6195","5690","26740","26820"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","G6","550","525","67970","67910"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","G7","1770","1710","54660","55210"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","HEO","6480","6210","33290","33370"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","75","75","81670","75780"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","SEO","2320","2235","40120","40520"
"In post","2022","No function","HM Treasury (excl. agencies)","London","AO","20","20","23340","23750"
"In post","2022","No function","HM Treasury (excl. agencies)","London","EO","140","135","27310","26780"
"In post","2022","No function","HM Treasury (excl. agencies)","London","G6","230","220","65880","63880"
"In post","2022","No function","HM Treasury (excl. agencies)","London","G7","520","510","54640","52840"
"In post","2022","No function","HM Treasury (excl. agencies)","London","HEO","630","630","34080","32320"
"In post","2022","No function","HM Treasury (excl. agencies)","London","SCS level","135","130","84640","78000"
"In post","2022","No function","HM Treasury (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Treasury (excl. agencies)","Outside London","EO","20","20","25010","24000"
"In post","2022","No function","HM Treasury (excl. agencies)","Outside London","G6","10","5","[c]","[c]"
"In post","2022","No function","HM Treasury (excl. agencies)","Outside London","G7","30","30","51840","49500"
"In post","2022","No function","HM Treasury (excl. agencies)","Outside London","HEO","40","40","30710","29320"
"In post","2022","No function","HM Treasury (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","London","G6","10","10","66200","64990"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","London","G7","25","25","54100","53950"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","London","SEO","10","10","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Outside London","G6","10","10","62180","61140"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Outside London","G7","60","55","50520","49960"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Outside London","SEO","40","40","36630","36570"
"In post","2022","No function","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Intellectual Property Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Intellectual Property Office","London","G7","10","10","[c]","[c]"
"In post","2022","No function","Intellectual Property Office","London","HEO","5","5","[c]","[c]"
"In post","2022","No function","Intellectual Property Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Intellectual Property Office","London","SEO","10","10","43200","43710"
"In post","2022","No function","Intellectual Property Office","Outside London","AA","5","5","[c]","[c]"
"In post","2022","No function","Intellectual Property Office","Outside London","AO","200","185","21660","21810"
"In post","2022","No function","Intellectual Property Office","Outside London","EO","405","380","26210","24030"
"In post","2022","No function","Intellectual Property Office","Outside London","G6","30","25","67580","67520"
"In post","2022","No function","Intellectual Property Office","Outside London","G7","200","185","59800","60790"
"In post","2022","No function","Intellectual Property Office","Outside London","HEO","85","80","30810","30770"
"In post","2022","No function","Intellectual Property Office","Outside London","SCS level","15","15","76990","72750"
"In post","2022","No function","Intellectual Property Office","Outside London","SEO","190","185","41690","41760"
"In post","2022","No function","Legal Aid Agency","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","London","AO","15","15","24230","24310"
"In post","2022","No function","Legal Aid Agency","London","EO","25","25","29410","30170"
"In post","2022","No function","Legal Aid Agency","London","G6","5","5","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","London","G7","30","30","60470","57480"
"In post","2022","No function","Legal Aid Agency","London","HEO","20","20","36020","35710"
"In post","2022","No function","Legal Aid Agency","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","London","SEO","45","45","44170","42850"
"In post","2022","No function","Legal Aid Agency","Outside London","AA","20","20","19200","19200"
"In post","2022","No function","Legal Aid Agency","Outside London","AO","390","355","21040","20970"
"In post","2022","No function","Legal Aid Agency","Outside London","EO","300","275","25470","25120"
"In post","2022","No function","Legal Aid Agency","Outside London","G6","5","5","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","Outside London","G7","45","40","57390","53140"
"In post","2022","No function","Legal Aid Agency","Outside London","HEO","115","110","31340","30450"
"In post","2022","No function","Legal Aid Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","Outside London","SEO","115","110","39100","39430"
"In post","2022","No function","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","London","EO","5","5","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Outside London","AO","265","250","24990","26840"
"In post","2022","No function","Maritime and Coastguard Agency","Outside London","EO","160","160","29290","30800"
"In post","2022","No function","Maritime and Coastguard Agency","Outside London","G6","15","15","70430","69280"
"In post","2022","No function","Maritime and Coastguard Agency","Outside London","G7","110","105","59350","56280"
"In post","2022","No function","Maritime and Coastguard Agency","Outside London","HEO","210","205","35000","35600"
"In post","2022","No function","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Outside London","SEO","210","205","47100","44690"
"In post","2022","No function","Maritime and Coastguard Agency","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","AO","5","5","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","EO","70","70","27650","27400"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","G6","85","80","67710","66850"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","G7","85","80","54020","53830"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","HEO","70","65","33270","32960"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","SCS level","90","85","86440","84060"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","London","SEO","90","85","41650","40940"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","AO","5","5","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","40","35","28120","27520"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","55","55","70420","67050"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","75","75","53590","53830"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","55","55","33740","33090"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","10","10","85170","83770"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","90","90","41640","41010"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","AO","80","80","23930","23720"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","EO","260","255","28680","28310"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","G6","85","85","66560","63870"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","G7","370","355","56670","54850"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","HEO","445","430","34930","34260"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","SCS level","80","75","83640","76540"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","SEO","400","390","42560","41750"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","AA","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","AO","105","95","21070","20970"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","EO","60","55","25740","25120"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","G6","15","15","64220","62310"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","G7","45","45","53030","50430"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","HEO","75","75","31280","30450"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","SEO","90","90","38990","37060"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","London","AO","70","65","26250","24470"
"In post","2022","No function","National Crime Agency","London","EO","555","545","36600","36720"
"In post","2022","No function","National Crime Agency","London","G6","40","40","75600","74010"
"In post","2022","No function","National Crime Agency","London","G7","75","75","64130","64410"
"In post","2022","No function","National Crime Agency","London","HEO","370","360","43900","43630"
"In post","2022","No function","National Crime Agency","London","SCS level","20","20","107680","96000"
"In post","2022","No function","National Crime Agency","London","SEO","200","200","50000","48900"
"In post","2022","No function","National Crime Agency","Outside London","AO","135","125","23080","21770"
"In post","2022","No function","National Crime Agency","Outside London","EO","1755","1715","33790","34140"
"In post","2022","No function","National Crime Agency","Outside London","G6","20","20","73750","76310"
"In post","2022","No function","National Crime Agency","Outside London","G7","95","95","61850","60990"
"In post","2022","No function","National Crime Agency","Outside London","HEO","930","910","41380","40830"
"In post","2022","No function","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Outside London","SEO","330","325","46970","45480"
"In post","2022","No function","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Overseas","G7","15","15","79140","76970"
"In post","2022","No function","National Crime Agency","Overseas","HEO","30","30","50800","50490"
"In post","2022","No function","National Crime Agency","Overseas","SEO","80","80","64460","63110"
"In post","2022","No function","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Unknown","HEO","30","30","44880","44310"
"In post","2022","No function","National Crime Agency","Unknown","SEO","10","10","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","London","G6","5","5","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","London","G7","20","20","54030","52750"
"In post","2022","No function","National Infrastructure Commission","London","HEO","10","10","34730","34850"
"In post","2022","No function","National Infrastructure Commission","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","EO","5","5","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","G7","5","5","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","HEO","5","5","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","SCS level","10","10","113680","110000"
"In post","2022","No function","National Savings and Investments","London","SEO","5","5","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Outside London","SEO","10","10","41320","40290"
"In post","2022","No function","Northern Ireland Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","London","EO","10","10","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","London","G7","20","20","56000","54850"
"In post","2022","No function","Northern Ireland Office","London","HEO","10","10","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","London","SCS level","10","10","87730","77440"
"In post","2022","No function","Northern Ireland Office","London","SEO","20","20","42730","41750"
"In post","2022","No function","Northern Ireland Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Outside London","G7","15","15","53340","52030"
"In post","2022","No function","Northern Ireland Office","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Outside London","SEO","20","20","37980","36720"
"In post","2022","No function","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","EO","30","30","28610","28880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","G6","15","15","79140","77390"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","G7","40","40","70850","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","HEO","20","20","34940","35010"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","SEO","60","60","47680","46360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","AO","170","150","21410","21410"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","EO","115","110","25910","25880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","G6","100","100","84140","85550"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","G7","370","365","72070","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","65","65","31960","32010"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","15","15","108140","94110"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","400","385","48930","51360"
"In post","2022","No function","Office of Gas and Electricity Markets","London","AO","20","20","20680","19750"
"In post","2022","No function","Office of Gas and Electricity Markets","London","EO","110","110","27620","25750"
"In post","2022","No function","Office of Gas and Electricity Markets","London","G6","35","35","75100","76480"
"In post","2022","No function","Office of Gas and Electricity Markets","London","G7","115","115","55130","53920"
"In post","2022","No function","Office of Gas and Electricity Markets","London","HEO","100","100","35140","34500"
"In post","2022","No function","Office of Gas and Electricity Markets","London","SCS level","35","30","99280","91520"
"In post","2022","No function","Office of Gas and Electricity Markets","London","SEO","40","35","42790","42150"
"In post","2022","No function","Office of Gas and Electricity Markets","Outside London","AO","30","25","18730","18180"
"In post","2022","No function","Office of Gas and Electricity Markets","Outside London","EO","160","155","24240","23700"
"In post","2022","No function","Office of Gas and Electricity Markets","Outside London","G6","10","10","70860","66700"
"In post","2022","No function","Office of Gas and Electricity Markets","Outside London","G7","80","80","51290","50060"
"In post","2022","No function","Office of Gas and Electricity Markets","Outside London","HEO","100","100","31850","30950"
"In post","2022","No function","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Outside London","SEO","35","35","38190","36980"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","EO","20","15","23960","23140"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","G6","20","20","65040","63000"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","G7","65","65","48910","47880"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","HEO","50","50","32320","31000"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","SCS level","15","15","100880","103720"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","SEO","50","45","39050","38000"
"In post","2022","No function","Office of Rail and Road","London","AO","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","London","EO","5","5","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","London","G6","15","15","75030","74070"
"In post","2022","No function","Office of Rail and Road","London","G7","60","55","61220","61660"
"In post","2022","No function","Office of Rail and Road","London","HEO","20","20","35910","34880"
"In post","2022","No function","Office of Rail and Road","London","SCS level","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","London","SEO","15","15","45860","44700"
"In post","2022","No function","Office of Rail and Road","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Outside London","EO","5","5","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Outside London","G6","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Outside London","G7","65","60","56910","55410"
"In post","2022","No function","Office of Rail and Road","Outside London","HEO","10","10","31410","30970"
"In post","2022","No function","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Outside London","SEO","15","15","42410","43500"
"In post","2022","No function","Office of the Public Guardian","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Outside London","AA","5","5","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Outside London","AO","860","770","21010","20970"
"In post","2022","No function","Office of the Public Guardian","Outside London","EO","380","360","25180","25120"
"In post","2022","No function","Office of the Public Guardian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Outside London","G7","15","15","50870","50430"
"In post","2022","No function","Office of the Public Guardian","Outside London","HEO","115","110","30610","30450"
"In post","2022","No function","Office of the Public Guardian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Outside London","SEO","45","45","37090","36050"
"In post","2022","No function","Office of the Public Guardian","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G7","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","HEO","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","[c]","[c]","[c]","[c]"
