"Status","Year","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Wiltshire","Outside London","610","590","37710","32790"
"In post","2022","Unknown","Wirral","Outside London","285","255","26050","22600"
"In post","2022","Unknown","Wolverhampton","Outside London","115","105","30240","27570"
"In post","2022","Unknown","Worcestershire CC","Outside London","300","280","27480","24730"
"In post","2022","Unknown","York","Outside London","395","375","32530","26670"
"In post","2022","White","Aberdeen City and Aberdeenshire","Outside London","1355","1275","37100","31540"
"In post","2022","White","Angus and Dundee City","Outside London","1575","1480","27730","27230"
"In post","2022","White","Antrim and Newtownabbey","Outside London","175","170","25240","20560"
"In post","2022","White","Ards and North Down","Outside London","210","200","27450","21880"
"In post","2022","White","Armagh City, Banbridge and Craigavon","Outside London","20","20","[c]","[c]"
"In post","2022","White","Barking & Dagenham and Havering","London","265","235","31620","31060"
"In post","2022","White","Barnet","London","770","725","42710","37770"
"In post","2022","White","Barnsley, Doncaster and Rotherham","Outside London","2630","2345","27890","27570"
"In post","2022","White","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","11155","10670","38380","35430"
"In post","2022","White","Bedford","Outside London","560","520","31260","28550"
"In post","2022","White","Belfast","Outside London","2330","2190","31420","27370"
"In post","2022","White","Berkshire","Outside London","1825","1745","35560","33000"
"In post","2022","White","Bexley and Greenwich","London","985","930","33000","31880"
"In post","2022","White","Birmingham","Outside London","6000","5600","34460","30420"
"In post","2022","White","Blackburn with Darwen","Outside London","275","250","28260","27570"
"In post","2022","White","Blackpool","Outside London","4720","4335","29850","27570"
"In post","2022","White","Bournemouth, Christchurch and Poole","Outside London","655","590","28280","27570"
"In post","2022","White","Bradford","Outside London","1270","1105","27570","26820"
"In post","2022","White","Breckland and South Norfolk","Outside London","445","420","29680","27250"
"In post","2022","White","Brent","London","160","150","35130","31060"
"In post","2022","White","Bridgend and Neath Port Talbot","Outside London","680","605","28040","27570"
"In post","2022","White","Brighton and Hove","Outside London","565","515","33390","27570"
"In post","2022","White","Bristol, City of","Outside London","5035","4700","35750","32010"
"In post","2022","White","Bromley","London","290","255","31830","31060"
"In post","2022","White","Buckinghamshire","Outside London","1275","1210","33480","30700"
"In post","2022","White","Caithness and Sutherland, and Ross and Cromarty","Outside London","170","155","30470","27570"
"In post","2022","White","Calderdale and Kirklees","Outside London","700","620","29000","27570"
"In post","2022","White","Cambridgeshire CC","Outside London","2750","2615","33610","31650"
"In post","2022","White","Camden and City of London","London","955","915","46920","38370"
"In post","2022","White","Cardiff and Vale of Glamorgan","Outside London","9325","8750","35440","30820"
"In post","2022","White","Causeway Coast and Glens","Outside London","65","65","22340","20560"
"In post","2022","White","Central Bedfordshire","Outside London","350","340","31570","28670"
"In post","2022","White","Central Hampshire","Outside London","3460","3320","37000","33300"
"In post","2022","White","Central Valleys","Outside London","2290","2120","31960","27570"
"In post","2022","White","Cheshire East","Outside London","935","870","31190","27570"
"In post","2022","White","Cheshire West and Chester","Outside London","430","395","28740","27570"
"In post","2022","White","Chorley and West Lancashire","Outside London","1175","1080","30700","27570"
"In post","2022","White","City of Edinburgh","Outside London","9815","9375","40300","36130"
"In post","2022","White","Clackmannanshire and Fife","Outside London","920","850","31100","27570"
"In post","2022","White","Conwy and Denbighshire","Outside London","655","615","35620","30210"
"In post","2022","White","Cornwall and Isles of Scilly","Outside London","1470","1350","27830","26840"
"In post","2022","White","Coventry","Outside London","1600","1510","38290","36200"
"In post","2022","White","Croydon","London","4735","4510","43100","37930"
"In post","2022","White","Darlington","Outside London","1080","1030","36880","34290"
"In post","2022","White","Derby","Outside London","755","670","27470","25120"
"In post","2022","White","Derry City and Strabane","Outside London","10","10","[c]","[c]"
"In post","2022","White","Devon CC","Outside London","4720","4330","32990","28200"
"In post","2022","White","Dorset","Outside London","1870","1750","29950","27380"
"In post","2022","White","Dudley","Outside London","815","695","26010","27570"
"In post","2022","White","Dumfries and Galloway","Outside London","425","395","30380","27570"
"In post","2022","White","Durham","Outside London","4810","4320","28210","26820"
"In post","2022","White","Ealing","London","120","115","35030","31060"
"In post","2022","White","East Ayrshire and North Ayrshire mainland","Outside London","880","810","27460","27360"
"In post","2022","White","East Cumbria","Outside London","830","760","28890","25740"
"In post","2022","White","East Derbyshire","Outside London","365","320","28210","27570"
"In post","2022","White","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","1820","1730","31320","27570"
"In post","2022","White","East Kent","Outside London","3495","3235","28870","27110"
"In post","2022","White","East Lancashire","Outside London","395","360","27840","27570"
"In post","2022","White","East Lothian and Midlothian","Outside London","105","95","30650","27570"
"In post","2022","White","East Merseyside","Outside London","965","860","28870","27570"
"In post","2022","White","East Riding of Yorkshire","Outside London","1685","1575","29450","26950"
"In post","2022","White","East Surrey","Outside London","675","630","34400","33890"
"In post","2022","White","East Sussex CC","Outside London","1620","1460","27600","27570"
"In post","2022","White","Enfield","London","100","95","35170","31060"
"In post","2022","White","Essex Haven Gateway","Outside London","760","715","31530","29290"
"In post","2022","White","Essex Thames Gateway","Outside London","680","610","28360","29290"
"In post","2022","White","Falkirk","Outside London","1260","1110","28090","27570"
"In post","2022","White","Fermanagh and Omagh","Outside London","20","20","[c]","[c]"
"In post","2022","White","Flintshire and Wrexham","Outside London","1920","1820","28730","27380"
"In post","2022","White","Glasgow City","Outside London","10105","9475","33530","27940"
"In post","2022","White","Gloucestershire CC","Outside London","1190","1070","30880","27570"
"In post","2022","White","Greater Manchester North East","Outside London","910","845","28820","27570"
"In post","2022","White","Greater Manchester North West","Outside London","1735","1565","26120","25120"
"In post","2022","White","Greater Manchester South East","Outside London","815","740","26090","24090"
"In post","2022","White","Greater Manchester South West","Outside London","4270","4020","33520","30450"
"In post","2022","White","Gwent Valleys","Outside London","895","815","30110","27570"
"In post","2022","White","Gwynedd","Outside London","660","610","26540","24360"
"In post","2022","White","Hackney and Newham","London","2475","2350","44670","38030"
"In post","2022","White","Haringey and Islington","London","530","510","34830","32450"
"In post","2022","White","Harrow and Hillingdon","London","1200","1095","32880","30500"
"In post","2022","White","Hartlepool and Stockton-on-Tees","Outside London","1455","1330","27860","27570"
"In post","2022","White","Heart of Essex","Outside London","910","860","32930","29950"
"In post","2022","White","Herefordshire, County of","Outside London","390","375","29410","27120"
"In post","2022","White","Hertfordshire CC","Outside London","1830","1725","36880","31880"
"In post","2022","White","Hounslow and Richmond upon Thames","London","1450","1375","34730","33120"
"In post","2022","White","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","810","730","30770","27570"
"In post","2022","White","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","980","925","30050","27570"
"In post","2022","White","Isle of Anglesey","Outside London","220","205","28850","27370"
"In post","2022","White","Isle of Wight","Outside London","810","745","27700","27120"
"In post","2022","White","Kensington & Chelsea and Hammersmith & Fulham","London","350","335","34420","32140"
"In post","2022","White","Kent Thames Gateway","Outside London","1210","1135","30610","30700"
"In post","2022","White","Kingston upon Hull, City of","Outside London","1775","1595","28540","27130"
"In post","2022","White","Lambeth","London","1900","1830","46140","40170"
"In post","2022","White","Lancaster and Wyre","Outside London","945","865","29010","26850"
"In post","2022","White","Leeds","Outside London","8525","8010","35820","31990"
"In post","2022","White","Leicester","Outside London","1210","1115","29390","27130"
"In post","2022","White","Leicestershire CC and Rutland","Outside London","1520","1425","30300","27380"
"In post","2022","White","Lewisham and Southwark","London","510","490","36370","31060"
"In post","2022","White","Lincolnshire CC","Outside London","2615","2460","28710","26910"
"In post","2022","White","Lisburn and Castlereagh","Outside London","400","385","28060","24890"
"In post","2022","White","Liverpool","Outside London","9965","9265","29800","26330"
"In post","2022","White","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","300","285","29970","27570"
"In post","2022","White","Luton","Outside London","275","250","28270","27570"
"In post","2022","White","Manchester","Outside London","6760","6425","35330","31650"
"In post","2022","White","Medway","Outside London","1095","1035","31420","29290"
"In post","2022","White","Merton, Kingston upon Thames and Sutton","London","365","340","34550","31060"
"In post","2022","White","Mid and East Antrim","Outside London","10","10","[c]","[c]"
"In post","2022","White","Mid Kent","Outside London","720","670","31250","29290"
"In post","2022","White","Mid Lancashire","Outside London","3970","3575","29620","27130"
"In post","2022","White","Mid Ulster","Outside London","5","5","[c]","[c]"
"In post","2022","White","Milton Keynes","Outside London","1640","1565","33750","29530"
"In post","2022","White","Monmouthshire and Newport","Outside London","4610","4315","35320","30810"
"In post","2022","White","Na h-Eileanan Siar","Outside London","140","130","27720","27320"
"In post","2022","White","Newry, Mourne and Down","Outside London","65","65","23340","20560"
"In post","2022","White","North and North East Lincolnshire","Outside London","715","640","26960","27570"
"In post","2022","White","North and West Norfolk","Outside London","825","760","28370","27570"
"In post","2022","White","North Hampshire","Outside London","810","765","33970","27570"
"In post","2022","White","North Lanarkshire","Outside London","2090","1830","27620","26590"
"In post","2022","White","North Northamptonshire","Outside London","405","355","26290","27570"
"In post","2022","White","North Nottinghamshire","Outside London","890","835","30480","27570"
