"Status","Year","Age","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Operational Delivery","1150","[c]","36450","30290"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Other","50","[c]","33640","28060"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Planning Inspectors","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Policy","160","[c]","53040","53380"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Science and Engineering","285","[c]","43090","40060"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Unknown","135","[c]","58810","55240"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Other","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Project Delivery","85","[c]","46080","41640"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Property","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Operational Delivery","110","[c]","31390","26480"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Other","40","[c]","38280","33300"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Policy","50","[c]","57120","57570"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Unknown","220","[c]","35550","31530"
"Leaver Dept.","2022","40-49","Undeclared","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data & Technology","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","Operational Delivery","70","[c]","31700","27570"
"Leaver Dept.","2022","40-49","Undeclared","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","Commercial","50","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data & Technology","Digital, Data and Technology","65","[c]","49630","46660"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","Finance","70","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","Human Resources","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","Legal","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Knowledge and Information Management","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Medicine","30","[c]","92080","95140"
"Leaver Dept.","2022","40-49","Unknown","No function","Operational Delivery","310","[c]","41440","37980"
"Leaver Dept.","2022","40-49","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Policy","120","[c]","49960","48640"
"Leaver Dept.","2022","40-49","Unknown","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Science and Engineering","265","[c]","44520","41990"
"Leaver Dept.","2022","40-49","Unknown","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Unknown","55","[c]","56300","51700"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Operational Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Unknown","145","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Operational Delivery","135","[c]","33260","27570"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Science and Engineering","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Property","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Commercial","Commercial","40","[c]","46860","40950"
"Leaver Dept.","2022","50-59","Declared non-disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Communications","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Counter Fraud","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
