"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Other","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Other","Unknown","Unknown","490","490","42400","37300"
"In post","2022","50-59","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","50-59","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","50-59","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning Inspectors","G6/G7","Heterosexual / straight","95","90","57920","58810"
"In post","2022","50-59","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning Inspectors","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Planning Inspectors","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Planning Inspectors","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning Inspectors","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Policy","AA/AO","Heterosexual / straight","145","140","24220","24370"
"In post","2022","50-59","Policy","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Policy","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2022","50-59","Policy","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","50-59","Policy","EO","Heterosexual / straight","460","445","29220","29430"
"In post","2022","50-59","Policy","EO","LGBO","20","20","[c]","[c]"
"In post","2022","50-59","Policy","EO","Undeclared","60","60","29380","29400"
"In post","2022","50-59","Policy","EO","Unknown","60","55","28730","28410"
"In post","2022","50-59","Policy","G6/G7","Heterosexual / straight","1705","1670","60110","59470"
"In post","2022","50-59","Policy","G6/G7","LGBO","125","125","59920","59470"
"In post","2022","50-59","Policy","G6/G7","Undeclared","305","300","60740","60830"
"In post","2022","50-59","Policy","G6/G7","Unknown","270","260","60410","59710"
"In post","2022","50-59","Policy","SCS level","Heterosexual / straight","395","390","91390","81530"
"In post","2022","50-59","Policy","SCS level","LGBO","25","20","[c]","[c]"
"In post","2022","50-59","Policy","SCS level","Undeclared","50","50","83260","78730"
"In post","2022","50-59","Policy","SCS level","Unknown","40","35","101380","96310"
"In post","2022","50-59","Policy","SEO/HEO","Heterosexual / straight","1675","1625","38700","38160"
"In post","2022","50-59","Policy","SEO/HEO","LGBO","80","80","38930","38190"
"In post","2022","50-59","Policy","SEO/HEO","Undeclared","290","280","39100","38370"
"In post","2022","50-59","Policy","SEO/HEO","Unknown","225","220","38840","38750"
"In post","2022","50-59","Policy","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Policy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Project Delivery","AA/AO","Heterosexual / straight","90","75","22110","21260"
"In post","2022","50-59","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Project Delivery","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2022","50-59","Project Delivery","AA/AO","Unknown","45","35","21760","21260"
"In post","2022","50-59","Project Delivery","EO","Heterosexual / straight","225","205","27830","27570"
"In post","2022","50-59","Project Delivery","EO","LGBO","10","5","[c]","[c]"
"In post","2022","50-59","Project Delivery","EO","Undeclared","35","30","28200","27570"
"In post","2022","50-59","Project Delivery","EO","Unknown","50","45","28210","27570"
"In post","2022","50-59","Project Delivery","G6/G7","Heterosexual / straight","1250","1230","58640","56100"
"In post","2022","50-59","Project Delivery","G6/G7","LGBO","30","30","60280","57560"
"In post","2022","50-59","Project Delivery","G6/G7","Undeclared","160","155","58770","57330"
"In post","2022","50-59","Project Delivery","G6/G7","Unknown","240","240","56860","55210"
"In post","2022","50-59","Project Delivery","SCS level","Heterosexual / straight","130","130","93920","86820"
"In post","2022","50-59","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Project Delivery","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","50-59","Project Delivery","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","50-59","Project Delivery","SEO/HEO","Heterosexual / straight","1665","1615","38090","38550"
"In post","2022","50-59","Project Delivery","SEO/HEO","LGBO","50","50","38390","38550"
"In post","2022","50-59","Project Delivery","SEO/HEO","Undeclared","260","255","38450","39650"
"In post","2022","50-59","Project Delivery","SEO/HEO","Unknown","310","300","37730","38070"
"In post","2022","50-59","Project Delivery","Unknown","Heterosexual / straight","110","110","53010","53710"
"In post","2022","50-59","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Project Delivery","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Project Delivery","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Property","AA/AO","Heterosexual / straight","240","230","20030","19050"
"In post","2022","50-59","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","AA/AO","Undeclared","40","40","21150","21380"
"In post","2022","50-59","Property","AA/AO","Unknown","60","55","20620","20970"
"In post","2022","50-59","Property","EO","Heterosexual / straight","345","330","27550","27000"
"In post","2022","50-59","Property","EO","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Property","EO","Undeclared","60","55","28410","27000"
"In post","2022","50-59","Property","EO","Unknown","80","75","28100","27000"
"In post","2022","50-59","Property","G6/G7","Heterosexual / straight","495","490","59490","58250"
"In post","2022","50-59","Property","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Property","G6/G7","Undeclared","65","65","60310","58250"
"In post","2022","50-59","Property","G6/G7","Unknown","75","75","58180","57150"
"In post","2022","50-59","Property","SCS level","Heterosexual / straight","40","40","86380","80000"
"In post","2022","50-59","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","SEO/HEO","Heterosexual / straight","880","860","38520","36980"
"In post","2022","50-59","Property","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","50-59","Property","SEO/HEO","Undeclared","150","145","39150","38000"
"In post","2022","50-59","Property","SEO/HEO","Unknown","135","130","39380","38990"
"In post","2022","50-59","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","50-59","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","EO","Heterosexual / straight","40","40","27360","27380"
"In post","2022","50-59","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","EO","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Psychology","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","50-59","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Psychology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","SEO/HEO","Heterosexual / straight","55","50","40660","39670"
"In post","2022","50-59","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2022","50-59","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Science and Engineering","AA/AO","Heterosexual / straight","205","200","22140","22330"
"In post","2022","50-59","Science and Engineering","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Science and Engineering","AA/AO","Undeclared","35","35","22460","22750"
"In post","2022","50-59","Science and Engineering","AA/AO","Unknown","35","30","22830","22750"
"In post","2022","50-59","Science and Engineering","EO","Heterosexual / straight","225","225","26310","26020"
"In post","2022","50-59","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Science and Engineering","EO","Undeclared","90","90","28890","29470"
"In post","2022","50-59","Science and Engineering","EO","Unknown","45","40","26250","25190"
"In post","2022","50-59","Science and Engineering","G6/G7","Heterosexual / straight","530","515","58180","56490"
"In post","2022","50-59","Science and Engineering","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Science and Engineering","G6/G7","Undeclared","135","130","59240","57910"
"In post","2022","50-59","Science and Engineering","G6/G7","Unknown","415","405","55760","55420"
"In post","2022","50-59","Science and Engineering","SCS level","Heterosexual / straight","30","30","101400","95590"
"In post","2022","50-59","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Science and Engineering","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Science and Engineering","SEO/HEO","Heterosexual / straight","1010","970","39410","39950"
"In post","2022","50-59","Science and Engineering","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Science and Engineering","SEO/HEO","Undeclared","230","225","39610","40040"
"In post","2022","50-59","Science and Engineering","SEO/HEO","Unknown","255","250","37880","38070"
"In post","2022","50-59","Science and Engineering","Unknown","Heterosexual / straight","120","120","53160","47600"
"In post","2022","50-59","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Science and Engineering","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2022","50-59","Science and Engineering","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Security","AA/AO","Heterosexual / straight","1500","1480","26430","21170"
"In post","2022","50-59","Security","AA/AO","LGBO","35","35","27550","22900"
"In post","2022","50-59","Security","AA/AO","Undeclared","215","210","29790","25630"
"In post","2022","50-59","Security","AA/AO","Unknown","160","160","28420","23950"
"In post","2022","50-59","Security","EO","Heterosexual / straight","320","315","35000","30580"
"In post","2022","50-59","Security","EO","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Security","EO","Undeclared","60","60","37580","43920"
"In post","2022","50-59","Security","EO","Unknown","35","30","35540","33870"
"In post","2022","50-59","Security","G6/G7","Heterosexual / straight","140","140","58970","57400"
"In post","2022","50-59","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","50-59","Security","G6/G7","Unknown","30","30","61650","58780"
"In post","2022","50-59","Security","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","SEO/HEO","Heterosexual / straight","505","495","41240","38160"
"In post","2022","50-59","Security","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Security","SEO/HEO","Undeclared","100","95","43090","40550"
"In post","2022","50-59","Security","SEO/HEO","Unknown","100","100","40400","38070"
"In post","2022","50-59","Security","Unknown","Heterosexual / straight","45","45","33360","27370"
"In post","2022","50-59","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","G6/G7","Heterosexual / straight","40","35","61500","60420"
"In post","2022","50-59","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Social Research","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Social Research","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","50-59","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","50-59","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","G6/G7","Heterosexual / straight","100","95","61530","61340"
"In post","2022","50-59","Statistics","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Statistics","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2022","50-59","Statistics","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Statistics","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","50-59","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","SEO/HEO","Heterosexual / straight","80","75","38940","38550"
"In post","2022","50-59","Statistics","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Statistics","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Statistics","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","50-59","Tax","AA/AO","Heterosexual / straight","225","210","21570","21250"
"In post","2022","50-59","Tax","AA/AO","LGBO","15","10","[c]","[c]"
"In post","2022","50-59","Tax","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2022","50-59","Tax","AA/AO","Unknown","190","175","21580","21250"
"In post","2022","50-59","Tax","EO","Heterosexual / straight","535","495","28440","26820"
"In post","2022","50-59","Tax","EO","LGBO","30","25","[c]","[c]"
"In post","2022","50-59","Tax","EO","Undeclared","85","80","28870","28920"
"In post","2022","50-59","Tax","EO","Unknown","260","245","28550","26820"
"In post","2022","50-59","Tax","G6/G7","Heterosexual / straight","630","615","60910","57130"
"In post","2022","50-59","Tax","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Tax","G6/G7","Undeclared","115","110","61320","58650"
"In post","2022","50-59","Tax","G6/G7","Unknown","155","150","60440","58690"
"In post","2022","50-59","Tax","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","50-59","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Tax","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Tax","SEO/HEO","Heterosexual / straight","1465","1415","37430","37930"
"In post","2022","50-59","Tax","SEO/HEO","LGBO","55","50","36390","33810"
"In post","2022","50-59","Tax","SEO/HEO","Undeclared","265","255","37770","38020"
"In post","2022","50-59","Tax","SEO/HEO","Unknown","455","440","37470","37930"
"In post","2022","50-59","Unknown","AA/AO","Heterosexual / straight","455","425","23130","22140"
"In post","2022","50-59","Unknown","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2022","50-59","Unknown","AA/AO","Unknown","465","435","24400","23770"
"In post","2022","50-59","Unknown","EO","Heterosexual / straight","565","545","28730","27940"
"In post","2022","50-59","Unknown","EO","LGBO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","EO","Undeclared","35","35","28140","27570"
"In post","2022","50-59","Unknown","EO","Unknown","265","260","29780","29990"
"In post","2022","50-59","Unknown","G6/G7","Heterosexual / straight","1185","1160","64050","62170"
"In post","2022","50-59","Unknown","G6/G7","LGBO","40","40","62280","62170"
"In post","2022","50-59","Unknown","G6/G7","Undeclared","95","95","64310","62170"
"In post","2022","50-59","Unknown","G6/G7","Unknown","685","670","64690","63580"
"In post","2022","50-59","Unknown","SCS level","Heterosexual / straight","265","260","99980","93000"
"In post","2022","50-59","Unknown","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","SCS level","Undeclared","30","30","101860","95320"
"In post","2022","50-59","Unknown","SCS level","Unknown","140","140","113610","106450"
"In post","2022","50-59","Unknown","SEO/HEO","Heterosexual / straight","1400","1365","39550","39520"
"In post","2022","50-59","Unknown","SEO/HEO","LGBO","55","55","38990","36970"
"In post","2022","50-59","Unknown","SEO/HEO","Undeclared","110","110","39470","39660"
"In post","2022","50-59","Unknown","SEO/HEO","Unknown","540","520","40480","39660"
"In post","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","50-59","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Veterinarian","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","SEO/HEO","Heterosexual / straight","30","30","43510","44730"
"In post","2022","50-59","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Veterinarian","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","60-64","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","EO","Undeclared","15","10","[c]","[c]"
"In post","2022","60-64","Commercial","EO","Unknown","10","5","[c]","[c]"
"In post","2022","60-64","Commercial","G6/G7","Heterosexual / straight","40","35","60420","55560"
"In post","2022","60-64","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Commercial","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","SEO/HEO","Heterosexual / straight","125","115","38390","38320"
"In post","2022","60-64","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","SEO/HEO","Undeclared","30","30","36840","36460"
"In post","2022","60-64","Commercial","SEO/HEO","Unknown","30","25","[c]","[c]"
"In post","2022","60-64","Commercial","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","60-64","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","60-64","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","SEO/HEO","Heterosexual / straight","50","50","37860","37000"
"In post","2022","60-64","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Communications","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","AA/AO","Heterosexual / straight","115","85","22490","21260"
"In post","2022","60-64","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","AA/AO","Undeclared","30","20","22350","21970"
"In post","2022","60-64","Counter Fraud","AA/AO","Unknown","50","40","22610","22330"
"In post","2022","60-64","Counter Fraud","EO","Heterosexual / straight","305","225","28030","27570"
"In post","2022","60-64","Counter Fraud","EO","LGBO","10","5","[c]","[c]"
"In post","2022","60-64","Counter Fraud","EO","Undeclared","50","40","27490","27570"
"In post","2022","60-64","Counter Fraud","EO","Unknown","125","90","28530","27570"
"In post","2022","60-64","Counter Fraud","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SEO/HEO","Heterosexual / straight","90","75","36180","35120"
"In post","2022","60-64","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Counter Fraud","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","AA/AO","Heterosexual / straight","35","35","22900","21830"
"In post","2022","60-64","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","EO","Heterosexual / straight","175","150","28140","27570"
"In post","2022","60-64","Digital, Data and Technology","EO","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","EO","Undeclared","25","20","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","EO","Unknown","40","30","28300","27570"
"In post","2022","60-64","Digital, Data and Technology","G6/G7","Heterosexual / straight","180","165","58900","57460"
"In post","2022","60-64","Digital, Data and Technology","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","G6/G7","Undeclared","30","25","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","G6/G7","Unknown","50","45","57980","55540"
