"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","G6/G7","Heterosexual / straight","55","[c]","59080","54860"
"Leaver Dept.","2022","50-59","Policy","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","G6/G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","SEO/HEO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","SEO/HEO","Heterosexual / straight","35","[c]","38470","36910"
"Leaver Dept.","2022","50-59","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","G6/G7","Heterosexual / straight","105","[c]","57250","55130"
"Leaver Dept.","2022","50-59","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","G6/G7","Unknown","65","[c]","58470","55220"
"Leaver Dept.","2022","50-59","Science and Engineering","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","SEO/HEO","Heterosexual / straight","130","[c]","37470","38400"
"Leaver Dept.","2022","50-59","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Science and Engineering","SEO/HEO","Unknown","55","[c]","39170","40470"
"Leaver Dept.","2022","50-59","Security","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","EO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","Heterosexual / straight","55","[c]","60430","59540"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","Heterosexual / straight","40","[c]","36910","36220"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","AA/AO","Heterosexual / straight","50","[c]","21220","21260"
"Leaver Dept.","2022","60-64","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","EO","Heterosexual / straight","50","[c]","26950","27570"
"Leaver Dept.","2022","60-64","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","G6/G7","Heterosexual / straight","35","[c]","58150","56860"
"Leaver Dept.","2022","60-64","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","SEO/HEO","Heterosexual / straight","40","[c]","36260","36330"
"Leaver Dept.","2022","60-64","Operational Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
