"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Government Legal Department","West Yorkshire","Leeds","G7","30","25","51700","51190"
"In post","2022","Government Legal Department","West Yorkshire","Leeds","HEO","10","10","39420","43920"
"In post","2022","Government Legal Department","West Yorkshire","Leeds","SCS level","5","5","[c]","[c]"
"In post","2022","Government Legal Department","West Yorkshire","Leeds","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Derbyshire and Nottinghamshire","Nottingham","G6","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Derbyshire and Nottinghamshire","Nottingham","G7","5","5","[c]","[c]"
"In post","2022","Government Property Agency","Derbyshire and Nottinghamshire","Nottingham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Derbyshire and Nottinghamshire","Nottingham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Anglia","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Anglia","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Wales","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Wales","Monmouthshire and Newport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Wales","Monmouthshire and Newport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","5","5","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","5","5","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Greater Manchester","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Greater Manchester","Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Greater Manchester","Manchester","G7","15","15","51930","52000"
"In post","2022","Government Property Agency","Greater Manchester","Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Greater Manchester","Manchester","SEO","5","5","[c]","[c]"
"In post","2022","Government Property Agency","Inner London - West","Westminster","AO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Inner London - West","Westminster","EO","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Inner London - West","Westminster","G6","20","20","68610","66440"
"In post","2022","Government Property Agency","Inner London - West","Westminster","G7","30","30","56700","55000"
"In post","2022","Government Property Agency","Inner London - West","Westminster","HEO","15","15","35460","35590"
"In post","2022","Government Property Agency","Inner London - West","Westminster","SCS level","10","10","89330","85060"
"In post","2022","Government Property Agency","Inner London - West","Westminster","SEO","15","15","41120","41160"
"In post","2022","Government Property Agency","West Midlands","Birmingham","EO","5","5","[c]","[c]"
"In post","2022","Government Property Agency","West Midlands","Birmingham","G6","10","10","70850","72500"
"In post","2022","Government Property Agency","West Midlands","Birmingham","G7","15","15","55020","54700"
"In post","2022","Government Property Agency","West Midlands","Birmingham","HEO","20","20","33820","32000"
"In post","2022","Government Property Agency","West Midlands","Birmingham","SCS level","5","5","[c]","[c]"
"In post","2022","Government Property Agency","West Midlands","Birmingham","SEO","15","15","39860","38500"
"In post","2022","Government Property Agency","West Yorkshire","Calderdale and Kirklees","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Leeds","G6","5","5","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Leeds","G7","15","15","53520","53960"
"In post","2022","Government Property Agency","West Yorkshire","Leeds","HEO","5","5","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Yorkshire","Leeds","SEO","15","15","38020","37300"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Bedford","AO","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Bedford","EO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Bedford","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Bedford","G7","10","10","58560","53430"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Bedford","HEO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Bedford","SEO","30","30","45670","46320"
"In post","2022","Health and Safety Executive","Cheshire","Cheshire East","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Cheshire East","EO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Cheshire East","G7","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Cheshire East","HEO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cheshire","Cheshire East","SEO","10","10","44890","46320"
"In post","2022","Health and Safety Executive","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","East Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Cumbria","East Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","East Derbyshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","AO","15","15","21970","22410"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","60","55","27380","26540"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","G6","25","20","72540","72340"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","65","60","55640","53950"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","65","60","32960","31710"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","90","85","42310","43170"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South Nottinghamshire","G7","15","15","64870","71910"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South Nottinghamshire","HEO","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO","20","15","44320","42000"
"In post","2022","Health and Safety Executive","Devon","Plymouth","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Devon","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Devon","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Devon","Plymouth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Devon","Plymouth","SEO","15","15","47640","46320"
"In post","2022","Health and Safety Executive","East Anglia","Norwich and East Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Anglia","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East Anglia","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Anglia","Norwich and East Norfolk","HEO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East Anglia","Norwich and East Norfolk","SEO","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Cardiff and Vale of Glamorgan","AO","15","15","22880","22410"
"In post","2022","Health and Safety Executive","East Wales","Cardiff and Vale of Glamorgan","EO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Cardiff and Vale of Glamorgan","G7","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Cardiff and Vale of Glamorgan","HEO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Cardiff and Vale of Glamorgan","SEO","30","30","47460","46320"
"In post","2022","Health and Safety Executive","East Wales","Flintshire and Wrexham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Flintshire and Wrexham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Wales","Flintshire and Wrexham","SEO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","City of Edinburgh","AO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","City of Edinburgh","EO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","City of Edinburgh","G7","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","City of Edinburgh","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Eastern Scotland","City of Edinburgh","SEO","25","20","46760","46320"
"In post","2022","Health and Safety Executive","Essex","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Heart of Essex","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Heart of Essex","G7","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Heart of Essex","HEO","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Essex","Heart of Essex","SEO","20","20","48240","46320"
"In post","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","10","10","[c]","[c]"
