"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","SEO","140","140","40690","40530"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","AO","40","35","21740","21740"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","EO","105","100","25920","26120"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","G6","90","90","63470","63900"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","G7","210","200","50960","50490"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","HEO","210","205","33640","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","SCS level","15","15","79620","76870"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","SEO","160","155","39940","39630"
"In post","2022","Forestry and Land Scotland","East Wales","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Angus and Dundee City","AO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","AA","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","AO","10","10","24110","24020"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","EO","30","25","30430","31060"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","G6","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","G7","10","10","57150","57670"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","HEO","55","55","38310","38580"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","SEO","35","30","45920","45960"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Clackmannanshire and Fife","G7","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Falkirk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Perth and Kinross, and Stirling","AA","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Perth and Kinross, and Stirling","AO","60","60","26050","25940"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Perth and Kinross, and Stirling","EO","30","30","32170","31060"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Perth and Kinross, and Stirling","G6","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Perth and Kinross, and Stirling","G7","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Perth and Kinross, and Stirling","HEO","20","20","38310","39520"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","Perth and Kinross, and Stirling","SEO","10","10","46430","47250"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","West Lothian","AO","30","25","26420","25940"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","West Lothian","EO","20","20","31030","30020"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","West Lothian","G6","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","West Lothian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","West Lothian","HEO","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Eastern Scotland","West Lothian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","AO","25","25","25870","25940"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","EO","15","15","33660","33730"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","75","70","25440","24020"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","50","50","31160","31060"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","G7","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","HEO","35","35","38630","39520"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO","15","15","46390","47250"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AO","100","95","26540","25940"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","45","45","31670","31060"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","G7","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","HEO","10","10","38490","39050"
"In post","2022","Forestry and Land Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO","10","10","[c]","[c]"
"In post","2022","Forestry and Land Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","AO","40","40","26990","27360"
"In post","2022","Forestry and Land Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","20","20","32200","31060"
"In post","2022","Forestry and Land Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","HEO","10","10","[c]","[c]"
"In post","2022","Forestry and Land Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","AA","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","AO","75","75","26290","27360"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","EO","45","40","32960","31060"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","G6","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","HEO","10","10","38300","38580"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","SEO","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Scottish Borders","AO","15","15","25710","24020"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Scottish Borders","EO","10","10","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Scottish Borders","G6","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Scottish Borders","G7","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Scottish Borders","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","Scottish Borders","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","South Ayrshire","AO","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","South Ayrshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","South Ayrshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","South Lanarkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","South Lanarkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Southern Scotland","South Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","10","10","[c]","[c]"
"In post","2022","Forestry and Land Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Eastern Scotland","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Eastern Scotland","City of Edinburgh","G6","5","5","[c]","[c]"
"In post","2022","Government Actuary's Department","Eastern Scotland","City of Edinburgh","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Eastern Scotland","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Inner London - West","Camden and City of London","AO","10","10","23430","24090"
"In post","2022","Government Actuary's Department","Inner London - West","Camden and City of London","EO","20","20","29830","29210"
"In post","2022","Government Actuary's Department","Inner London - West","Camden and City of London","G6","95","85","92560","85790"
"In post","2022","Government Actuary's Department","Inner London - West","Camden and City of London","G7","20","20","57890","57250"
"In post","2022","Government Actuary's Department","Inner London - West","Camden and City of London","HEO","40","35","36880","36590"
"In post","2022","Government Actuary's Department","Inner London - West","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Inner London - West","Camden and City of London","SEO","20","20","48230","48900"
"In post","2022","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Derbyshire and Nottinghamshire","Nottingham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Derbyshire and Nottinghamshire","Nottingham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Derbyshire and Nottinghamshire","Nottingham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Derbyshire and Nottinghamshire","Nottingham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Devon","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Devon","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","East Anglia","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","East Anglia","Cambridgeshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","East Anglia","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","East Wales","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","East Wales","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","East Wales","Cardiff and Vale of Glamorgan","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Eastern Scotland","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Essex","Essex Haven Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Essex","Southend-on-Sea","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SEO","10","10","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Greater Manchester","Greater Manchester North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Greater Manchester","Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Greater Manchester","Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Inner London - West","Westminster","AO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Inner London - West","Westminster","EO","10","10","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Inner London - West","Westminster","G6","20","15","66530","64920"
"In post","2022","Government Internal Audit Agency","Inner London - West","Westminster","G7","40","40","56200","55060"
"In post","2022","Government Internal Audit Agency","Inner London - West","Westminster","HEO","30","30","36020","34890"
"In post","2022","Government Internal Audit Agency","Inner London - West","Westminster","SCS level","15","15","91290","87740"
"In post","2022","Government Internal Audit Agency","Inner London - West","Westminster","SEO","45","40","48020","47770"
"In post","2022","Government Internal Audit Agency","Kent","East Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Lancashire","Blackpool","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Lancashire","Blackpool","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Lancashire","Blackpool","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Lancashire","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Lancashire","Blackpool","SEO","10","10","41110","40740"
"In post","2022","Government Internal Audit Agency","Leicestershire, Rutland and Northamptonshire","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","East Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Liverpool","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Liverpool","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Liverpool","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Liverpool","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Sefton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Sefton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Sefton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Sefton","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Sefton","SEO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Wirral","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Merseyside","Wirral","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","North Yorkshire","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","North Yorkshire","York","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","North Yorkshire","York","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","North Yorkshire","York","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","North Yorkshire","York","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Northumberland, and Tyne and Wear","Tyneside","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Northumberland, and Tyne and Wear","Tyneside","G7","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Northumberland, and Tyne and Wear","Tyneside","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Northumberland, and Tyne and Wear","Tyneside","SEO","10","10","42980","43340"
"In post","2022","Government Internal Audit Agency","Outer London - East and North East","Barking & Dagenham and Havering","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outer London - East and North East","Barking & Dagenham and Havering","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outer London - South","Croydon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outer London - South","Croydon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outer London - South","Croydon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outer London - South","Croydon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Shropshire and Staffordshire","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Shropshire and Staffordshire","Staffordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Shropshire and Staffordshire","Staffordshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","South Yorkshire","Barnsley, Doncaster and Rotherham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","South Yorkshire","Sheffield","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","South Yorkshire","Sheffield","G7","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","South Yorkshire","Sheffield","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","South Yorkshire","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","South Yorkshire","Sheffield","SEO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Surrey, East and West Sussex","East Sussex CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Tees Valley and Durham","Darlington","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Tees Valley and Durham","Darlington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Tees Valley and Durham","Darlington","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Central Scotland","Glasgow City","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Central Scotland","Glasgow City","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Central Scotland","Glasgow City","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Central Scotland","Glasgow City","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Birmingham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Birmingham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Birmingham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Birmingham","SEO","10","10","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Coventry","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Coventry","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Coventry","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Midlands","Dudley","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Wales and The Valleys","South West Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Wales and The Valleys","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Wales and The Valleys","Swansea","G6","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Wales and The Valleys","Swansea","G7","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Wales and The Valleys","Swansea","SEO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Leeds","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Leeds","G7","10","10","49880","49750"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Leeds","HEO","10","10","32030","30830"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","West Yorkshire","Leeds","SEO","10","10","40410","39980"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","5","5","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","20","15","53130","52160"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","5","5","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Greater Manchester","Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Greater Manchester","Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Greater Manchester","Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Inner London - West","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Inner London - West","Westminster","AO","55","50","23900","23920"
"In post","2022","Government Legal Department","Inner London - West","Westminster","EO","320","310","28400","27350"
"In post","2022","Government Legal Department","Inner London - West","Westminster","G6","800","725","67340","65680"
"In post","2022","Government Legal Department","Inner London - West","Westminster","G7","860","795","52000","51250"
"In post","2022","Government Legal Department","Inner London - West","Westminster","HEO","180","175","37560","35000"
"In post","2022","Government Legal Department","Inner London - West","Westminster","SCS level","200","190","83130","78550"
"In post","2022","Government Legal Department","Inner London - West","Westminster","SEO","35","35","39000","38300"
"In post","2022","Government Legal Department","Outer London - South","Croydon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Outer London - South","Croydon","EO","10","10","27800","27350"
"In post","2022","Government Legal Department","Outer London - South","Croydon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Outer London - South","Croydon","G7","5","5","[c]","[c]"
"In post","2022","Government Legal Department","Outer London - South","Croydon","HEO","15","15","32350","31410"
"In post","2022","Government Legal Department","Outer London - South","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Outer London - South","Croydon","SEO","10","10","[c]","[c]"
"In post","2022","Government Legal Department","West Yorkshire","Leeds","EO","10","10","27930","27220"
"In post","2022","Government Legal Department","West Yorkshire","Leeds","G6","25","25","63930","63730"
