"Status","Year","Age","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Scotland","Clackmannanshire and Fife","Outside London","155","125","31800","27570"
"In post","2022","60-64","Scotland","Dumfries and Galloway","Outside London","80","70","30440","27570"
"In post","2022","60-64","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","115","95","27830","26920"
"In post","2022","60-64","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","190","150","30270","26720"
"In post","2022","60-64","Scotland","East Lothian and Midlothian","Outside London","20","15","30140","27570"
"In post","2022","60-64","Scotland","Falkirk","Outside London","175","125","28270","27570"
"In post","2022","60-64","Scotland","Glasgow City","Outside London","1025","830","31410","27570"
"In post","2022","60-64","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","135","95","29480","27370"
"In post","2022","60-64","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","165","145","28620","27290"
"In post","2022","60-64","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","35","30","30010","27570"
"In post","2022","60-64","Scotland","Na h-Eileanan Siar","Outside London","10","10","24980","22620"
"In post","2022","60-64","Scotland","North Lanarkshire","Outside London","305","225","26680","22080"
"In post","2022","60-64","Scotland","Orkney Islands","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Scotland","Perth and Kinross, and Stirling","Outside London","145","115","31980","30290"
"In post","2022","60-64","Scotland","Scottish Borders","Outside London","50","40","29820","27570"
"In post","2022","60-64","Scotland","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scotland","South Ayrshire","Outside London","40","35","29800","27470"
"In post","2022","60-64","Scotland","South Lanarkshire","Outside London","385","285","28520","26120"
"In post","2022","60-64","Scotland","West Lothian","Outside London","40","30","29870","27570"
"In post","2022","60-64","South East (England)","Berkshire","Outside London","255","235","33900","31020"
"In post","2022","60-64","South East (England)","Brighton and Hove","Outside London","80","70","31730","27570"
"In post","2022","60-64","South East (England)","Buckinghamshire","Outside London","165","145","31750","28670"
"In post","2022","60-64","South East (England)","Central Hampshire","Outside London","420","380","36500","33790"
"In post","2022","60-64","South East (England)","East Kent","Outside London","375","295","29780","27370"
"In post","2022","60-64","South East (England)","East Surrey","Outside London","100","80","32140","29290"
"In post","2022","60-64","South East (England)","East Sussex CC","Outside London","210","170","26500","26120"
"In post","2022","60-64","South East (England)","Isle of Wight","Outside London","95","70","27210","27380"
"In post","2022","60-64","South East (England)","Kent Thames Gateway","Outside London","145","120","29490","29290"
"In post","2022","60-64","South East (England)","Medway","Outside London","125","110","29420","26470"
"In post","2022","60-64","South East (England)","Mid Kent","Outside London","95","85","31260","29290"
"In post","2022","60-64","South East (England)","Milton Keynes","Outside London","190","165","33490","28550"
"In post","2022","60-64","South East (England)","North Hampshire","Outside London","125","115","31880","27570"
"In post","2022","60-64","South East (England)","Oxfordshire CC","Outside London","275","235","34410","29530"
"In post","2022","60-64","South East (England)","Portsmouth","Outside London","430","370","30470","27370"
"In post","2022","60-64","South East (England)","South Hampshire","Outside London","560","440","27750","23480"
"In post","2022","60-64","South East (England)","Southampton","Outside London","125","105","32520","27370"
"In post","2022","60-64","South East (England)","West Kent","Outside London","35","30","36820","31880"
"In post","2022","60-64","South East (England)","West Surrey","Outside London","205","180","32360","29090"
"In post","2022","60-64","South East (England)","West Sussex (North East)","Outside London","160","115","31720","28350"
"In post","2022","60-64","South East (England)","West Sussex (South West)","Outside London","165","140","28850","27570"
"In post","2022","60-64","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","915","810","41760","40540"
"In post","2022","60-64","South West (England)","Bournemouth, Christchurch and Poole","Outside London","105","90","27820","26930"
"In post","2022","60-64","South West (England)","Bristol, City of","Outside London","400","330","34970","28920"
"In post","2022","60-64","South West (England)","Cornwall and Isles of Scilly","Outside London","225","195","27450","26670"
"In post","2022","60-64","South West (England)","Devon CC","Outside London","515","415","29290","26780"
"In post","2022","60-64","South West (England)","Dorset","Outside London","245","205","29690","27130"
"In post","2022","60-64","South West (England)","Gloucestershire CC","Outside London","175","140","31280","27570"
"In post","2022","60-64","South West (England)","Plymouth","Outside London","290","245","31820","27570"
"In post","2022","60-64","South West (England)","Somerset CC","Outside London","265","230","31560","29000"
"In post","2022","60-64","South West (England)","Swindon","Outside London","50","40","29810","27570"
"In post","2022","60-64","South West (England)","Torbay","Outside London","45","35","26260","25010"
"In post","2022","60-64","South West (England)","Wiltshire","Outside London","605","550","37100","33300"
"In post","2022","60-64","Unknown","Unknown","Unknown","230","210","37480","33570"
"In post","2022","60-64","Wales","Bridgend and Neath Port Talbot","Outside London","95","70","26760","24960"
"In post","2022","60-64","Wales","Cardiff and Vale of Glamorgan","Outside London","855","695","33240","27570"
"In post","2022","60-64","Wales","Central Valleys","Outside London","215","170","32020","27570"
"In post","2022","60-64","Wales","Conwy and Denbighshire","Outside London","70","60","36080","29430"
"In post","2022","60-64","Wales","Flintshire and Wrexham","Outside London","195","165","28460","27570"
"In post","2022","60-64","Wales","Gwent Valleys","Outside London","95","75","30150","27570"
"In post","2022","60-64","Wales","Gwynedd","Outside London","65","55","25970","21810"
"In post","2022","60-64","Wales","Isle of Anglesey","Outside London","30","25","32690","27570"
"In post","2022","60-64","Wales","Monmouthshire and Newport","Outside London","320","260","32470","27570"
"In post","2022","60-64","Wales","Powys","Outside London","70","65","28660","27120"
"In post","2022","60-64","Wales","South West Wales","Outside London","155","130","31190","27570"
"In post","2022","60-64","Wales","Swansea","Outside London","845","615","27500","21840"
"In post","2022","60-64","West Midlands (England)","Birmingham","Outside London","970","800","31510","27570"
"In post","2022","60-64","West Midlands (England)","Coventry","Outside London","150","130","34460","28200"
"In post","2022","60-64","West Midlands (England)","Dudley","Outside London","115","90","25310","25410"
"In post","2022","60-64","West Midlands (England)","Herefordshire, County of","Outside London","35","30","26360","25190"
"In post","2022","60-64","West Midlands (England)","Sandwell","Outside London","55","45","29580","27570"
"In post","2022","60-64","West Midlands (England)","Shropshire","Outside London","180","160","31740","29670"
"In post","2022","60-64","West Midlands (England)","Solihull","Outside London","60","45","28390","27370"
"In post","2022","60-64","West Midlands (England)","Staffordshire CC","Outside London","380","310","29800","27570"
"In post","2022","60-64","West Midlands (England)","Stoke-on-Trent","Outside London","125","95","24930","22040"
"In post","2022","60-64","West Midlands (England)","Telford and Wrekin","Outside London","210","175","32950","27570"
"In post","2022","60-64","West Midlands (England)","Walsall","Outside London","80","65","24640","24260"
"In post","2022","60-64","West Midlands (England)","Warwickshire CC","Outside London","160","130","27550","25730"
"In post","2022","60-64","West Midlands (England)","Wolverhampton","Outside London","110","90","25400","24030"
"In post","2022","60-64","West Midlands (England)","Worcestershire CC","Outside London","190","155","30260","27570"
"In post","2022","60-64","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","290","215","26600","27380"
"In post","2022","60-64","Yorkshire and The Humber","Bradford","Outside London","235","175","26280","22080"
"In post","2022","60-64","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","100","80","25980","27570"
"In post","2022","60-64","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","220","185","29680","26930"
"In post","2022","60-64","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","175","130","27940","27570"
"In post","2022","60-64","Yorkshire and The Humber","Leeds","Outside London","770","610","33190","28920"
"In post","2022","60-64","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","75","60","28060","27570"
"In post","2022","60-64","Yorkshire and The Humber","North Yorkshire CC","Outside London","250","225","28800","26380"
"In post","2022","60-64","Yorkshire and The Humber","Sheffield","Outside London","455","360","30730","27570"
"In post","2022","60-64","Yorkshire and The Humber","Wakefield","Outside London","150","115","30510","28200"
"In post","2022","60-64","Yorkshire and The Humber","York","Outside London","205","180","31450","27570"
"In post","2022","65+","East Midlands (England)","Derby","Outside London","25","20","25560","25120"
"In post","2022","65+","East Midlands (England)","East Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2022","65+","East Midlands (England)","Leicester","Outside London","45","35","26030","24450"
"In post","2022","65+","East Midlands (England)","Leicestershire CC and Rutland","Outside London","45","35","26980","22330"
"In post","2022","65+","East Midlands (England)","Lincolnshire CC","Outside London","110","95","28280","26710"
"In post","2022","65+","East Midlands (England)","North Northamptonshire","Outside London","15","15","25790","27570"
"In post","2022","65+","East Midlands (England)","North Nottinghamshire","Outside London","20","15","34400","27690"
"In post","2022","65+","East Midlands (England)","Nottingham","Outside London","140","105","30470","27380"
"In post","2022","65+","East Midlands (England)","South and West Derbyshire","Outside London","30","20","39260","30020"
"In post","2022","65+","East Midlands (England)","South Nottinghamshire","Outside London","25","20","30220","26780"
"In post","2022","65+","East Midlands (England)","West Northamptonshire","Outside London","20","15","23740","20970"
"In post","2022","65+","East of England","Bedford","Outside London","15","10","27190","27170"
"In post","2022","65+","East of England","Breckland and South Norfolk","Outside London","15","15","27720","21960"
"In post","2022","65+","East of England","Cambridgeshire CC","Outside London","110","85","32450","27850"
"In post","2022","65+","East of England","Central Bedfordshire","Outside London","20","20","34480","29530"
"In post","2022","65+","East of England","Essex Haven Gateway","Outside London","25","20","31880","29240"
"In post","2022","65+","East of England","Essex Thames Gateway","Outside London","45","30","27010","25110"
"In post","2022","65+","East of England","Heart of Essex","Outside London","30","20","28710","26780"
"In post","2022","65+","East of England","Hertfordshire CC","Outside London","90","75","35330","29620"
"In post","2022","65+","East of England","Luton","Outside London","20","15","30440","27370"
"In post","2022","65+","East of England","North and West Norfolk","Outside London","35","30","28280","27570"
"In post","2022","65+","East of England","Norwich and East Norfolk","Outside London","60","40","28940","26800"
"In post","2022","65+","East of England","Peterborough","Outside London","65","50","27180","25310"
"In post","2022","65+","East of England","Southend-on-Sea","Outside London","70","50","28740","28380"
"In post","2022","65+","East of England","Suffolk CC","Outside London","130","105","27190","22330"
"In post","2022","65+","East of England","Thurrock","Outside London","5","5","[c]","[c]"
"In post","2022","65+","East of England","West Essex","Outside London","20","15","32220","34630"
"In post","2022","65+","London","Barking & Dagenham and Havering","London","20","15","31270","31060"
"In post","2022","65+","London","Barnet","London","65","55","44440","31880"
"In post","2022","65+","London","Bexley and Greenwich","London","45","35","32300","30780"
"In post","2022","65+","London","Brent","London","40","30","28060","25110"
"In post","2022","65+","London","Bromley","London","20","15","32490","31060"
"In post","2022","65+","London","Camden and City of London","London","95","85","33120","24310"
"In post","2022","65+","London","Croydon","London","340","280","32950","29080"
"In post","2022","65+","London","Ealing","London","20","15","36130","31520"
"In post","2022","65+","London","Enfield","London","15","10","29210","30780"
"In post","2022","65+","London","Hackney and Newham","London","255","200","36020","31090"
"In post","2022","65+","London","Haringey and Islington","London","45","40","31210","28210"
"In post","2022","65+","London","Harrow and Hillingdon","London","190","140","30620","29270"
"In post","2022","65+","London","Hounslow and Richmond upon Thames","London","110","85","28950","25850"
"In post","2022","65+","London","Kensington & Chelsea and Hammersmith & Fulham","London","30","25","32310","31060"
"In post","2022","65+","London","Lambeth","London","90","70","43330","33420"
"In post","2022","65+","London","Lewisham and Southwark","London","60","50","34440","33390"
"In post","2022","65+","London","Merton, Kingston upon Thames and Sutton","London","30","25","30300","28310"
"In post","2022","65+","London","Redbridge and Waltham Forest","London","60","40","27850","25110"
"In post","2022","65+","London","Tower Hamlets","London","95","85","50800","44120"
"In post","2022","65+","London","Wandsworth","London","30","25","29840","27570"
"In post","2022","65+","London","Westminster","London","760","670","45000","39000"
"In post","2022","65+","North East (England)","Darlington","Outside London","20","15","31620","26780"
"In post","2022","65+","North East (England)","Durham","Outside London","145","100","26020","22080"
"In post","2022","65+","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","30","25","24300","21410"
"In post","2022","65+","North East (England)","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2022","65+","North East (England)","South Teesside","Outside London","25","15","25330","26840"
"In post","2022","65+","North East (England)","Sunderland","Outside London","115","80","23830","22080"
"In post","2022","65+","North East (England)","Tyneside","Outside London","375","280","25960","22080"
"In post","2022","65+","North West (England)","Blackburn with Darwen","Outside London","10","5","[c]","[c]"
"In post","2022","65+","North West (England)","Blackpool","Outside London","140","105","27160","21260"
"In post","2022","65+","North West (England)","Cheshire East","Outside London","35","30","30730","27570"
"In post","2022","65+","North West (England)","Cheshire West and Chester","Outside London","20","15","27310","27020"
"In post","2022","65+","North West (England)","Chorley and West Lancashire","Outside London","25","20","29050","27380"
"In post","2022","65+","North West (England)","East Cumbria","Outside London","25","20","31050","26670"
"In post","2022","65+","North West (England)","East Lancashire","Outside London","15","10","24680","26120"
"In post","2022","65+","North West (England)","East Merseyside","Outside London","40","30","28320","27570"
"In post","2022","65+","North West (England)","Greater Manchester North East","Outside London","30","20","29660","27570"
"In post","2022","65+","North West (England)","Greater Manchester North West","Outside London","45","30","25770","22910"
"In post","2022","65+","North West (England)","Greater Manchester South East","Outside London","35","25","24780","26780"
"In post","2022","65+","North West (England)","Greater Manchester South West","Outside London","105","80","28840","26820"
"In post","2022","65+","North West (England)","Lancaster and Wyre","Outside London","25","20","28270","21320"
"In post","2022","65+","North West (England)","Liverpool","Outside London","280","210","26090","22080"
"In post","2022","65+","North West (England)","Manchester","Outside London","165","120","32180","27570"
"In post","2022","65+","North West (England)","Mid Lancashire","Outside London","135","95","27420","23170"
"In post","2022","65+","North West (England)","Sefton","Outside London","130","95","27930","22080"
"In post","2022","65+","North West (England)","Warrington","Outside London","40","30","31000","27570"
"In post","2022","65+","North West (England)","West Cumbria","Outside London","25","20","30450","27570"
"In post","2022","65+","North West (England)","Wirral","Outside London","80","55","25460","21830"
"In post","2022","65+","Northern Ireland","Antrim and Newtownabbey","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Northern Ireland","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","Belfast","Outside London","55","40","27190","21880"
"In post","2022","65+","Northern Ireland","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","Lisburn and Castlereagh","Outside London","15","10","25170","20560"
"In post","2022","65+","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Overseas","Overseas","30","30","44570","34710"
"In post","2022","65+","Scotland","Aberdeen City and Aberdeenshire","Outside London","45","35","39550","30500"
"In post","2022","65+","Scotland","Angus and Dundee City","Outside London","45","35","25550","21260"
"In post","2022","65+","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Scotland","City of Edinburgh","Outside London","270","215","34640","30040"
"In post","2022","65+","Scotland","Clackmannanshire and Fife","Outside London","30","25","29170","27570"
"In post","2022","65+","Scotland","Dumfries and Galloway","Outside London","20","15","28640","27570"
"In post","2022","65+","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","25","20","23750","23230"
"In post","2022","65+","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","50","40","27840","23230"
"In post","2022","65+","Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scotland","Falkirk","Outside London","40","30","31800","26900"
"In post","2022","65+","Scotland","Glasgow City","Outside London","265","190","28860","23230"
"In post","2022","65+","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","40","25","31380","27370"
"In post","2022","65+","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","30","30","27310","26670"
"In post","2022","65+","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","10","10","27370","27360"
"In post","2022","65+","Scotland","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scotland","North Lanarkshire","Outside London","70","45","25590","22080"
"In post","2022","65+","Scotland","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scotland","Perth and Kinross, and Stirling","Outside London","40","35","31490","27130"
"In post","2022","65+","Scotland","Scottish Borders","Outside London","15","15","28810","25930"
"In post","2022","65+","Scotland","South Ayrshire","Outside London","10","10","24100","23110"
"In post","2022","65+","Scotland","South Lanarkshire","Outside London","95","65","27180","23780"
"In post","2022","65+","Scotland","West Lothian","Outside London","10","10","39310","27570"
"In post","2022","65+","South East (England)","Berkshire","Outside London","125","100","32400","29200"
"In post","2022","65+","South East (England)","Brighton and Hove","Outside London","40","30","29500","27570"
"In post","2022","65+","South East (England)","Buckinghamshire","Outside London","65","55","30880","27570"
"In post","2022","65+","South East (England)","Central Hampshire","Outside London","155","135","35750","33300"
"In post","2022","65+","South East (England)","East Kent","Outside London","110","80","28420","27370"
"In post","2022","65+","South East (England)","East Surrey","Outside London","30","20","33080","28630"
"In post","2022","65+","South East (England)","East Sussex CC","Outside London","70","55","26530","24770"
"In post","2022","65+","South East (England)","Isle of Wight","Outside London","30","20","25310","21860"
"In post","2022","65+","South East (England)","Kent Thames Gateway","Outside London","40","35","27010","23840"
"In post","2022","65+","South East (England)","Medway","Outside London","30","25","27580","22330"
"In post","2022","65+","South East (England)","Mid Kent","Outside London","30","25","29690","28380"
"In post","2022","65+","South East (England)","Milton Keynes","Outside London","85","65","36280","30020"
"In post","2022","65+","South East (England)","North Hampshire","Outside London","60","50","31780","27570"
"In post","2022","65+","South East (England)","Oxfordshire CC","Outside London","105","90","32550","26670"
"In post","2022","65+","South East (England)","Portsmouth","Outside London","150","125","31020","27880"
"In post","2022","65+","South East (England)","South Hampshire","Outside London","295","200","24760","20350"
"In post","2022","65+","South East (England)","Southampton","Outside London","50","40","32520","26780"
"In post","2022","65+","South East (England)","West Kent","Outside London","20","15","38620","31880"
"In post","2022","65+","South East (England)","West Surrey","Outside London","110","95","29970","25890"
"In post","2022","65+","South East (England)","West Sussex (North East)","Outside London","50","35","31680","28350"
"In post","2022","65+","South East (England)","West Sussex (South West)","Outside London","70","50","27580","26800"
"In post","2022","65+","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","255","205","38620","37590"
"In post","2022","65+","South West (England)","Bournemouth, Christchurch and Poole","Outside London","45","30","26550","27570"
"In post","2022","65+","South West (England)","Bristol, City of","Outside London","140","100","30000","27530"
"In post","2022","65+","South West (England)","Cornwall and Isles of Scilly","Outside London","75","60","26650","26130"
"In post","2022","65+","South West (England)","Devon CC","Outside London","190","140","29500","26600"
"In post","2022","65+","South West (England)","Dorset","Outside London","80","65","27840","26670"
"In post","2022","65+","South West (England)","Gloucestershire CC","Outside London","75","60","28220","27130"
"In post","2022","65+","South West (England)","Plymouth","Outside London","95","75","29230","26400"
"In post","2022","65+","South West (England)","Somerset CC","Outside London","90","75","29650","27540"
"In post","2022","65+","South West (England)","Swindon","Outside London","15","10","26970","27570"
"In post","2022","65+","South West (England)","Torbay","Outside London","15","10","24620","21260"
"In post","2022","65+","South West (England)","Wiltshire","Outside London","215","185","36130","32670"
"In post","2022","65+","Unknown","Unknown","Unknown","55","45","33920","30780"
"In post","2022","65+","Wales","Bridgend and Neath Port Talbot","Outside London","25","15","28500","26130"
"In post","2022","65+","Wales","Cardiff and Vale of Glamorgan","Outside London","295","215","33550","27570"
"In post","2022","65+","Wales","Central Valleys","Outside London","60","45","35310","28490"
"In post","2022","65+","Wales","Conwy and Denbighshire","Outside London","30","25","31160","27570"
"In post","2022","65+","Wales","Flintshire and Wrexham","Outside London","50","40","29660","27570"
"In post","2022","65+","Wales","Gwent Valleys","Outside London","25","15","30060","25860"
"In post","2022","65+","Wales","Gwynedd","Outside London","30","20","24100","21260"
"In post","2022","65+","Wales","Isle of Anglesey","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Wales","Monmouthshire and Newport","Outside London","115","80","33790","27570"
"In post","2022","65+","Wales","Powys","Outside London","30","25","34120","29430"
"In post","2022","65+","Wales","South West Wales","Outside London","65","50","29460","26780"
"In post","2022","65+","Wales","Swansea","Outside London","225","150","25080","21840"
"In post","2022","65+","West Midlands (England)","Birmingham","Outside London","235","175","29410","27280"
"In post","2022","65+","West Midlands (England)","Coventry","Outside London","50","40","33330","27570"
"In post","2022","65+","West Midlands (England)","Dudley","Outside London","30","25","26340","21880"
"In post","2022","65+","West Midlands (England)","Herefordshire, County of","Outside London","20","20","27350","26800"
"In post","2022","65+","West Midlands (England)","Sandwell","Outside London","5","5","[c]","[c]"
"In post","2022","65+","West Midlands (England)","Shropshire","Outside London","60","50","29480","29350"
"In post","2022","65+","West Midlands (England)","Solihull","Outside London","20","15","27770","27470"
"In post","2022","65+","West Midlands (England)","Staffordshire CC","Outside London","110","85","31890","26760"
"In post","2022","65+","West Midlands (England)","Stoke-on-Trent","Outside London","35","25","24890","25460"
"In post","2022","65+","West Midlands (England)","Telford and Wrekin","Outside London","55","40","31900","27570"
"In post","2022","65+","West Midlands (England)","Walsall","Outside London","20","15","25570","26840"
"In post","2022","65+","West Midlands (England)","Warwickshire CC","Outside London","45","40","24750","21280"
"In post","2022","65+","West Midlands (England)","Wolverhampton","Outside London","35","20","26170","26310"
"In post","2022","65+","West Midlands (England)","Worcestershire CC","Outside London","75","55","29200","27570"
"In post","2022","65+","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","75","55","26490","27130"
"In post","2022","65+","Yorkshire and The Humber","Bradford","Outside London","55","40","26770","25460"
"In post","2022","65+","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","25","20","28730","27170"
"In post","2022","65+","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","40","30","29320","27470"
"In post","2022","65+","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","45","30","26760","27000"
"In post","2022","65+","Yorkshire and The Humber","Leeds","Outside London","175","125","31800","27570"
"In post","2022","65+","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","20","15","26050","26780"
"In post","2022","65+","Yorkshire and The Humber","North Yorkshire CC","Outside London","80","60","28380","24500"
"In post","2022","65+","Yorkshire and The Humber","Sheffield","Outside London","130","95","28280","22750"
"In post","2022","65+","Yorkshire and The Humber","Wakefield","Outside London","35","25","29390","27930"
"In post","2022","65+","Yorkshire and The Humber","York","Outside London","55","45","28670","25570"
"In post","2022","Unknown","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","Derby","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Barnet","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Croydon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Lambeth","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Westminster","London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North East (England)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North East (England)","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North East (England)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North East (England)","Tyneside","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Greater Manchester South East","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Sefton","Outside London","[c]","[c]","[c]","[c]"
