"Status","Year","Age","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","North East (England)","Sunderland","Outside London","150","[c]","22570","21260"
"New entrant CS","2022","20-29","North East (England)","Tyneside","Outside London","985","[c]","24660","21300"
"New entrant CS","2022","20-29","North West (England)","Blackburn with Darwen","Outside London","15","[c]","23060","23170"
"New entrant CS","2022","20-29","North West (England)","Blackpool","Outside London","260","[c]","24030","21260"
"New entrant CS","2022","20-29","North West (England)","Cheshire East","Outside London","85","[c]","22930","21300"
"New entrant CS","2022","20-29","North West (England)","Cheshire West and Chester","Outside London","20","[c]","22850","23170"
"New entrant CS","2022","20-29","North West (England)","Chorley and West Lancashire","Outside London","105","[c]","23160","23140"
"New entrant CS","2022","20-29","North West (England)","East Cumbria","Outside London","25","[c]","23410","21300"
"New entrant CS","2022","20-29","North West (England)","East Lancashire","Outside London","20","[c]","24660","23170"
"New entrant CS","2022","20-29","North West (England)","East Merseyside","Outside London","45","[c]","24860","24800"
"New entrant CS","2022","20-29","North West (England)","Greater Manchester North East","Outside London","50","[c]","24040","23170"
"New entrant CS","2022","20-29","North West (England)","Greater Manchester North West","Outside London","90","[c]","22820","23140"
"New entrant CS","2022","20-29","North West (England)","Greater Manchester South East","Outside London","55","[c]","22320","21260"
"New entrant CS","2022","20-29","North West (England)","Greater Manchester South West","Outside London","630","[c]","25610","24880"
"New entrant CS","2022","20-29","North West (England)","Lancaster and Wyre","Outside London","35","[c]","22900","21260"
"New entrant CS","2022","20-29","North West (England)","Liverpool","Outside London","715","[c]","24050","21680"
"New entrant CS","2022","20-29","North West (England)","Manchester","Outside London","635","[c]","27190","26590"
"New entrant CS","2022","20-29","North West (England)","Mid Lancashire","Outside London","160","[c]","22990","21260"
"New entrant CS","2022","20-29","North West (England)","Sefton","Outside London","260","[c]","24240","24880"
"New entrant CS","2022","20-29","North West (England)","Warrington","Outside London","100","[c]","26120","23170"
"New entrant CS","2022","20-29","North West (England)","West Cumbria","Outside London","60","[c]","23220","21300"
"New entrant CS","2022","20-29","North West (England)","Wirral","Outside London","90","[c]","22610","21260"
"New entrant CS","2022","20-29","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland","Belfast","Outside London","220","[c]","25570","24880"
"New entrant CS","2022","20-29","Northern Ireland","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland","Lisburn and Castlereagh","Outside London","15","[c]","24950","24880"
"New entrant CS","2022","20-29","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Overseas","Overseas","10","[c]","27180","21680"
"New entrant CS","2022","20-29","Scotland","Aberdeen City and Aberdeenshire","Outside London","90","[c]","27140","27230"
"New entrant CS","2022","20-29","Scotland","Angus and Dundee City","Outside London","180","[c]","23710","21260"
"New entrant CS","2022","20-29","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scotland","City of Edinburgh","Outside London","820","[c]","27070","26590"
"New entrant CS","2022","20-29","Scotland","Clackmannanshire and Fife","Outside London","50","[c]","24170","21640"
"New entrant CS","2022","20-29","Scotland","Dumfries and Galloway","Outside London","15","[c]","23740","22000"
"New entrant CS","2022","20-29","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","45","[c]","23070","21260"
"New entrant CS","2022","20-29","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","110","[c]","23340","22310"
"New entrant CS","2022","20-29","Scotland","East Lothian and Midlothian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scotland","Falkirk","Outside London","70","[c]","22730","21640"
"New entrant CS","2022","20-29","Scotland","Glasgow City","Outside London","895","[c]","26070","24880"
"New entrant CS","2022","20-29","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","40","[c]","24490","21640"
"New entrant CS","2022","20-29","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","40","[c]","24000","22000"
"New entrant CS","2022","20-29","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scotland","North Lanarkshire","Outside London","115","[c]","23650","21640"
"New entrant CS","2022","20-29","Scotland","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scotland","Perth and Kinross, and Stirling","Outside London","55","[c]","23850","21640"
"New entrant CS","2022","20-29","Scotland","Scottish Borders","Outside London","20","[c]","23280","24400"
"New entrant CS","2022","20-29","Scotland","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scotland","South Ayrshire","Outside London","25","[c]","25060","27230"
"New entrant CS","2022","20-29","Scotland","South Lanarkshire","Outside London","160","[c]","23090","21250"
"New entrant CS","2022","20-29","Scotland","West Lothian","Outside London","20","[c]","27070","22520"
"New entrant CS","2022","20-29","South East (England)","Berkshire","Outside London","160","[c]","26210","25540"
"New entrant CS","2022","20-29","South East (England)","Brighton and Hove","Outside London","35","[c]","24210","23770"
"New entrant CS","2022","20-29","South East (England)","Buckinghamshire","Outside London","90","[c]","26660","27850"
"New entrant CS","2022","20-29","South East (England)","Central Hampshire","Outside London","230","[c]","26310","26030"
"New entrant CS","2022","20-29","South East (England)","East Kent","Outside London","155","[c]","24140","24250"
"New entrant CS","2022","20-29","South East (England)","East Surrey","Outside London","70","[c]","28460","29360"
"New entrant CS","2022","20-29","South East (England)","East Sussex CC","Outside London","95","[c]","23180","21260"
"New entrant CS","2022","20-29","South East (England)","Isle of Wight","Outside London","40","[c]","23200","24320"
"New entrant CS","2022","20-29","South East (England)","Kent Thames Gateway","Outside London","75","[c]","25440","27700"
"New entrant CS","2022","20-29","South East (England)","Medway","Outside London","110","[c]","26640","27430"
"New entrant CS","2022","20-29","South East (England)","Mid Kent","Outside London","35","[c]","23180","23140"
"New entrant CS","2022","20-29","South East (England)","Milton Keynes","Outside London","85","[c]","26350","28140"
"New entrant CS","2022","20-29","South East (England)","North Hampshire","Outside London","25","[c]","22890","23170"
"New entrant CS","2022","20-29","South East (England)","Oxfordshire CC","Outside London","140","[c]","25500","25330"
"New entrant CS","2022","20-29","South East (England)","Portsmouth","Outside London","100","[c]","24270","23910"
"New entrant CS","2022","20-29","South East (England)","South Hampshire","Outside London","190","[c]","25720","23880"
"New entrant CS","2022","20-29","South East (England)","Southampton","Outside London","60","[c]","25750","25000"
"New entrant CS","2022","20-29","South East (England)","West Kent","Outside London","15","[c]","21570","19200"
"New entrant CS","2022","20-29","South East (England)","West Surrey","Outside London","180","[c]","27210","27390"
"New entrant CS","2022","20-29","South East (England)","West Sussex (North East)","Outside London","35","[c]","24680","24920"
"New entrant CS","2022","20-29","South East (England)","West Sussex (South West)","Outside London","35","[c]","25390","24090"
"New entrant CS","2022","20-29","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","525","[c]","25690","24750"
"New entrant CS","2022","20-29","South West (England)","Bournemouth, Christchurch and Poole","Outside London","35","[c]","24140","24090"
"New entrant CS","2022","20-29","South West (England)","Bristol, City of","Outside London","485","[c]","26640","24920"
"New entrant CS","2022","20-29","South West (England)","Cornwall and Isles of Scilly","Outside London","60","[c]","22980","21260"
"New entrant CS","2022","20-29","South West (England)","Devon CC","Outside London","245","[c]","22750","21300"
"New entrant CS","2022","20-29","South West (England)","Dorset","Outside London","85","[c]","23270","22600"
"New entrant CS","2022","20-29","South West (England)","Gloucestershire CC","Outside London","50","[c]","25050","23170"
"New entrant CS","2022","20-29","South West (England)","Plymouth","Outside London","100","[c]","24100","22600"
"New entrant CS","2022","20-29","South West (England)","Somerset CC","Outside London","105","[c]","23980","20970"
"New entrant CS","2022","20-29","South West (England)","Swindon","Outside London","15","[c]","25870","23170"
"New entrant CS","2022","20-29","South West (England)","Torbay","Outside London","10","[c]","23240","22220"
"New entrant CS","2022","20-29","South West (England)","Wiltshire","Outside London","435","[c]","24930","25000"
"New entrant CS","2022","20-29","Unknown","Unknown","Unknown","350","[c]","25550","27500"
"New entrant CS","2022","20-29","Wales","Bridgend and Neath Port Talbot","Outside London","30","[c]","22700","21260"
"New entrant CS","2022","20-29","Wales","Cardiff and Vale of Glamorgan","Outside London","515","[c]","24330","22960"
"New entrant CS","2022","20-29","Wales","Central Valleys","Outside London","105","[c]","25620","27570"
"New entrant CS","2022","20-29","Wales","Conwy and Denbighshire","Outside London","25","[c]","24940","25760"
"New entrant CS","2022","20-29","Wales","Flintshire and Wrexham","Outside London","110","[c]","22940","23140"
"New entrant CS","2022","20-29","Wales","Gwent Valleys","Outside London","40","[c]","24510","23630"
"New entrant CS","2022","20-29","Wales","Gwynedd","Outside London","25","[c]","21810","21260"
"New entrant CS","2022","20-29","Wales","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Wales","Monmouthshire and Newport","Outside London","420","[c]","26160","24030"
"New entrant CS","2022","20-29","Wales","Powys","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Wales","South West Wales","Outside London","40","[c]","23320","21300"
"New entrant CS","2022","20-29","Wales","Swansea","Outside London","320","[c]","21570","21840"
"New entrant CS","2022","20-29","West Midlands (England)","Birmingham","Outside London","1045","[c]","25140","23250"
"New entrant CS","2022","20-29","West Midlands (England)","Coventry","Outside London","115","[c]","27430","25000"
"New entrant CS","2022","20-29","West Midlands (England)","Dudley","Outside London","55","[c]","22300","21260"
"New entrant CS","2022","20-29","West Midlands (England)","Herefordshire, County of","Outside London","15","[c]","24750","23170"
"New entrant CS","2022","20-29","West Midlands (England)","Sandwell","Outside London","25","[c]","24900","26850"
"New entrant CS","2022","20-29","West Midlands (England)","Shropshire","Outside London","25","[c]","24000","23800"
"New entrant CS","2022","20-29","West Midlands (England)","Solihull","Outside London","75","[c]","26380","24880"
"New entrant CS","2022","20-29","West Midlands (England)","Staffordshire CC","Outside London","240","[c]","23580","23140"
"New entrant CS","2022","20-29","West Midlands (England)","Stoke-on-Trent","Outside London","75","[c]","22590","20970"
"New entrant CS","2022","20-29","West Midlands (England)","Telford and Wrekin","Outside London","40","[c]","27960","26590"
"New entrant CS","2022","20-29","West Midlands (England)","Walsall","Outside London","25","[c]","22890","21260"
"New entrant CS","2022","20-29","West Midlands (England)","Warwickshire CC","Outside London","35","[c]","23910","23170"
"New entrant CS","2022","20-29","West Midlands (England)","Wolverhampton","Outside London","65","[c]","26790","24830"
"New entrant CS","2022","20-29","West Midlands (England)","Worcestershire CC","Outside London","125","[c]","23470","23140"
"New entrant CS","2022","20-29","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","145","[c]","23490","23140"
"New entrant CS","2022","20-29","Yorkshire and The Humber","Bradford","Outside London","280","[c]","22290","21250"
"New entrant CS","2022","20-29","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","60","[c]","25200","27570"
"New entrant CS","2022","20-29","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","115","[c]","22860","23140"
"New entrant CS","2022","20-29","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","85","[c]","22630","22600"
"New entrant CS","2022","20-29","Yorkshire and The Humber","Leeds","Outside London","1015","[c]","26990","26590"
"New entrant CS","2022","20-29","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","20","[c]","22680","21680"
"New entrant CS","2022","20-29","Yorkshire and The Humber","North Yorkshire CC","Outside London","45","[c]","25970","23540"
"New entrant CS","2022","20-29","Yorkshire and The Humber","Sheffield","Outside London","335","[c]","25690","25000"
"New entrant CS","2022","20-29","Yorkshire and The Humber","Wakefield","Outside London","90","[c]","23870","23140"
"New entrant CS","2022","20-29","Yorkshire and The Humber","York","Outside London","175","[c]","26650","26370"
"New entrant CS","2022","30-39","East Midlands (England)","Derby","Outside London","55","[c]","25360","24800"
"New entrant CS","2022","30-39","East Midlands (England)","East Derbyshire","Outside London","15","[c]","25800","24800"
"New entrant CS","2022","30-39","East Midlands (England)","Leicester","Outside London","90","[c]","23780","21260"
"New entrant CS","2022","30-39","East Midlands (England)","Leicestershire CC and Rutland","Outside London","55","[c]","26030","23140"
"New entrant CS","2022","30-39","East Midlands (England)","Lincolnshire CC","Outside London","100","[c]","26380","24800"
"New entrant CS","2022","30-39","East Midlands (England)","North Northamptonshire","Outside London","30","[c]","23100","21260"
"New entrant CS","2022","30-39","East Midlands (England)","North Nottinghamshire","Outside London","45","[c]","24720","24090"
"New entrant CS","2022","30-39","East Midlands (England)","Nottingham","Outside London","350","[c]","28210","26590"
"New entrant CS","2022","30-39","East Midlands (England)","South and West Derbyshire","Outside London","20","[c]","28550","25480"
"New entrant CS","2022","30-39","East Midlands (England)","South Nottinghamshire","Outside London","45","[c]","30630","29180"
"New entrant CS","2022","30-39","East Midlands (England)","West Northamptonshire","Outside London","40","[c]","28710","26310"
"New entrant CS","2022","30-39","East of England","Bedford","Outside London","40","[c]","26260","27860"
"New entrant CS","2022","30-39","East of England","Breckland and South Norfolk","Outside London","25","[c]","25800","23790"
"New entrant CS","2022","30-39","East of England","Cambridgeshire CC","Outside London","115","[c]","28180","26140"
"New entrant CS","2022","30-39","East of England","Central Bedfordshire","Outside London","10","[c]","29730","23650"
"New entrant CS","2022","30-39","East of England","Essex Haven Gateway","Outside London","30","[c]","34800","32690"
"New entrant CS","2022","30-39","East of England","Essex Thames Gateway","Outside London","30","[c]","24790","24250"
"New entrant CS","2022","30-39","East of England","Heart of Essex","Outside London","55","[c]","28150","26140"
"New entrant CS","2022","30-39","East of England","Hertfordshire CC","Outside London","80","[c]","29570","29290"
"New entrant CS","2022","30-39","East of England","Luton","Outside London","15","[c]","28580","27570"
"New entrant CS","2022","30-39","East of England","North and West Norfolk","Outside London","20","[c]","23140","23140"
"New entrant CS","2022","30-39","East of England","Norwich and East Norfolk","Outside London","110","[c]","25520","23140"
"New entrant CS","2022","30-39","East of England","Peterborough","Outside London","40","[c]","27900","25480"
"New entrant CS","2022","30-39","East of England","Southend-on-Sea","Outside London","35","[c]","29430","29290"
"New entrant CS","2022","30-39","East of England","Suffolk CC","Outside London","115","[c]","28420","26350"
"New entrant CS","2022","30-39","East of England","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","East of England","West Essex","Outside London","15","[c]","32110","26310"
"New entrant CS","2022","30-39","London","Barking & Dagenham and Havering","London","30","[c]","32820","31060"
"New entrant CS","2022","30-39","London","Barnet","London","95","[c]","33500","31060"
"New entrant CS","2022","30-39","London","Bexley and Greenwich","London","55","[c]","29250","29020"
"New entrant CS","2022","30-39","London","Brent","London","25","[c]","31010","31060"
"New entrant CS","2022","30-39","London","Bromley","London","25","[c]","31510","31060"
"New entrant CS","2022","30-39","London","Camden and City of London","London","55","[c]","41290","39720"
"New entrant CS","2022","30-39","London","Croydon","London","190","[c]","36700","31100"
"New entrant CS","2022","30-39","London","Ealing","London","20","[c]","32530","31060"
"New entrant CS","2022","30-39","London","Enfield","London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","London","Hackney and Newham","London","155","[c]","36770","31060"
"New entrant CS","2022","30-39","London","Haringey and Islington","London","65","[c]","31240","31060"
"New entrant CS","2022","30-39","London","Harrow and Hillingdon","London","40","[c]","30270","28650"
"New entrant CS","2022","30-39","London","Hounslow and Richmond upon Thames","London","100","[c]","31860","31020"
"New entrant CS","2022","30-39","London","Kensington & Chelsea and Hammersmith & Fulham","London","30","[c]","31570","30520"
"New entrant CS","2022","30-39","London","Lambeth","London","205","[c]","37450","32330"
"New entrant CS","2022","30-39","London","Lewisham and Southwark","London","85","[c]","35420","31060"
"New entrant CS","2022","30-39","London","Merton, Kingston upon Thames and Sutton","London","30","[c]","32470","31060"
"New entrant CS","2022","30-39","London","Redbridge and Waltham Forest","London","55","[c]","31350","31060"
"New entrant CS","2022","30-39","London","Tower Hamlets","London","230","[c]","43990","40450"
"New entrant CS","2022","30-39","London","Wandsworth","London","60","[c]","29520","30520"
"New entrant CS","2022","30-39","London","Westminster","London","1555","[c]","43800","40650"
"New entrant CS","2022","30-39","North East (England)","Darlington","Outside London","80","[c]","35290","30710"
"New entrant CS","2022","30-39","North East (England)","Durham","Outside London","150","[c]","24360","22600"
"New entrant CS","2022","30-39","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","55","[c]","25390","24800"
"New entrant CS","2022","30-39","North East (England)","Northumberland","Outside London","15","[c]","31930","27570"
"New entrant CS","2022","30-39","North East (England)","South Teesside","Outside London","25","[c]","26950","27570"
"New entrant CS","2022","30-39","North East (England)","Sunderland","Outside London","105","[c]","24000","21260"
"New entrant CS","2022","30-39","North East (England)","Tyneside","Outside London","635","[c]","27680","26590"
"New entrant CS","2022","30-39","North West (England)","Blackburn with Darwen","Outside London","10","[c]","26470","24800"
"New entrant CS","2022","30-39","North West (England)","Blackpool","Outside London","175","[c]","25350","21260"
"New entrant CS","2022","30-39","North West (England)","Cheshire East","Outside London","60","[c]","26970","23140"
"New entrant CS","2022","30-39","North West (England)","Cheshire West and Chester","Outside London","20","[c]","24450","24100"
"New entrant CS","2022","30-39","North West (England)","Chorley and West Lancashire","Outside London","60","[c]","26130","23140"
"New entrant CS","2022","30-39","North West (England)","East Cumbria","Outside London","35","[c]","25830","23170"
"New entrant CS","2022","30-39","North West (England)","East Lancashire","Outside London","20","[c]","28330","27570"
"New entrant CS","2022","30-39","North West (England)","East Merseyside","Outside London","55","[c]","29240","27570"
"New entrant CS","2022","30-39","North West (England)","Greater Manchester North East","Outside London","45","[c]","27910","25460"
"New entrant CS","2022","30-39","North West (England)","Greater Manchester North West","Outside London","65","[c]","25460","24800"
"New entrant CS","2022","30-39","North West (England)","Greater Manchester South East","Outside London","15","[c]","25130","24350"
"New entrant CS","2022","30-39","North West (England)","Greater Manchester South West","Outside London","435","[c]","29980","26590"
"New entrant CS","2022","30-39","North West (England)","Lancaster and Wyre","Outside London","30","[c]","23060","22200"
"New entrant CS","2022","30-39","North West (England)","Liverpool","Outside London","475","[c]","26060","24880"
"New entrant CS","2022","30-39","North West (England)","Manchester","Outside London","360","[c]","32420","27570"
"New entrant CS","2022","30-39","North West (England)","Mid Lancashire","Outside London","115","[c]","27500","24800"
"New entrant CS","2022","30-39","North West (England)","Sefton","Outside London","160","[c]","26330","24880"
"New entrant CS","2022","30-39","North West (England)","Warrington","Outside London","75","[c]","32690","29550"
"New entrant CS","2022","30-39","North West (England)","West Cumbria","Outside London","55","[c]","24530","21300"
"New entrant CS","2022","30-39","North West (England)","Wirral","Outside London","65","[c]","24180","22600"
"New entrant CS","2022","30-39","Northern Ireland","Antrim and Newtownabbey","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland","Ards and North Down","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland","Belfast","Outside London","160","[c]","29420","26590"
"New entrant CS","2022","30-39","Northern Ireland","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland","Lisburn and Castlereagh","Outside London","15","[c]","30110","24880"
"New entrant CS","2022","30-39","Northern Ireland","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Overseas","Overseas","15","[c]","39000","36960"
"New entrant CS","2022","30-39","Scotland","Aberdeen City and Aberdeenshire","Outside London","80","[c]","30340","27230"
"New entrant CS","2022","30-39","Scotland","Angus and Dundee City","Outside London","215","[c]","25550","27230"
"New entrant CS","2022","30-39","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scotland","City of Edinburgh","Outside London","635","[c]","32980","31540"
"New entrant CS","2022","30-39","Scotland","Clackmannanshire and Fife","Outside London","35","[c]","27350","27230"
"New entrant CS","2022","30-39","Scotland","Dumfries and Galloway","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","40","[c]","24730","22000"
"New entrant CS","2022","30-39","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","55","[c]","28320","23540"
"New entrant CS","2022","30-39","Scotland","East Lothian and Midlothian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scotland","Falkirk","Outside London","35","[c]","23840","21640"
"New entrant CS","2022","30-39","Scotland","Glasgow City","Outside London","735","[c]","30900","27570"
"New entrant CS","2022","30-39","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","15","[c]","25590","22000"
"New entrant CS","2022","30-39","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","35","[c]","27410","27570"
"New entrant CS","2022","30-39","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scotland","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scotland","North Lanarkshire","Outside London","70","[c]","24230","21640"
"New entrant CS","2022","30-39","Scotland","Perth and Kinross, and Stirling","Outside London","30","[c]","26040","21640"
"New entrant CS","2022","30-39","Scotland","Scottish Borders","Outside London","20","[c]","25600","24400"
"New entrant CS","2022","30-39","Scotland","Shetland Islands","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scotland","South Ayrshire","Outside London","20","[c]","27280","27570"
"New entrant CS","2022","30-39","Scotland","South Lanarkshire","Outside London","100","[c]","26260","21250"
"New entrant CS","2022","30-39","Scotland","West Lothian","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","South East (England)","Berkshire","Outside London","100","[c]","29640","27570"
"New entrant CS","2022","30-39","South East (England)","Brighton and Hove","Outside London","30","[c]","29720","28590"
"New entrant CS","2022","30-39","South East (England)","Buckinghamshire","Outside London","65","[c]","31480","28140"
"New entrant CS","2022","30-39","South East (England)","Central Hampshire","Outside London","90","[c]","31670","29180"
"New entrant CS","2022","30-39","South East (England)","East Kent","Outside London","95","[c]","25260","24250"
"New entrant CS","2022","30-39","South East (England)","East Surrey","Outside London","45","[c]","30580","31020"
"New entrant CS","2022","30-39","South East (England)","East Sussex CC","Outside London","60","[c]","25700","26140"
"New entrant CS","2022","30-39","South East (England)","Isle of Wight","Outside London","20","[c]","22540","21260"
"New entrant CS","2022","30-39","South East (England)","Kent Thames Gateway","Outside London","50","[c]","27320","28140"
"New entrant CS","2022","30-39","South East (England)","Medway","Outside London","55","[c]","27260","27700"
"New entrant CS","2022","30-39","South East (England)","Mid Kent","Outside London","30","[c]","26120","24850"
"New entrant CS","2022","30-39","South East (England)","Milton Keynes","Outside London","60","[c]","27650","28140"
"New entrant CS","2022","30-39","South East (England)","North Hampshire","Outside London","30","[c]","30600","27570"
"New entrant CS","2022","30-39","South East (England)","Oxfordshire CC","Outside London","105","[c]","30830","28140"
"New entrant CS","2022","30-39","South East (England)","Portsmouth","Outside London","60","[c]","30090","26350"
"New entrant CS","2022","30-39","South East (England)","South Hampshire","Outside London","105","[c]","30030","27570"
"New entrant CS","2022","30-39","South East (England)","Southampton","Outside London","55","[c]","32590","27570"
"New entrant CS","2022","30-39","South East (England)","West Kent","Outside London","10","[c]","30970","26130"
"New entrant CS","2022","30-39","South East (England)","West Surrey","Outside London","75","[c]","32190","28140"
"New entrant CS","2022","30-39","South East (England)","West Sussex (North East)","Outside London","30","[c]","28730","25770"
"New entrant CS","2022","30-39","South East (England)","West Sussex (South West)","Outside London","35","[c]","29560","27570"
"New entrant CS","2022","30-39","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","305","[c]","33770","33000"
"New entrant CS","2022","30-39","South West (England)","Bournemouth, Christchurch and Poole","Outside London","20","[c]","26100","24800"
"New entrant CS","2022","30-39","South West (England)","Bristol, City of","Outside London","325","[c]","33510","32000"
"New entrant CS","2022","30-39","South West (England)","Cornwall and Isles of Scilly","Outside London","55","[c]","25490","23020"
"New entrant CS","2022","30-39","South West (England)","Devon CC","Outside London","130","[c]","28000","23170"
"New entrant CS","2022","30-39","South West (England)","Dorset","Outside London","50","[c]","25630","24710"
"New entrant CS","2022","30-39","South West (England)","Gloucestershire CC","Outside London","65","[c]","26390","26130"
"New entrant CS","2022","30-39","South West (England)","Plymouth","Outside London","95","[c]","26710","23540"
"New entrant CS","2022","30-39","South West (England)","Somerset CC","Outside London","65","[c]","27980","24090"
"New entrant CS","2022","30-39","South West (England)","Swindon","Outside London","20","[c]","26680","24690"
"New entrant CS","2022","30-39","South West (England)","Torbay","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","South West (England)","Wiltshire","Outside London","205","[c]","32720","29230"
"New entrant CS","2022","30-39","Unknown","Unknown","Unknown","195","[c]","30390","27570"
"New entrant CS","2022","30-39","Wales","Bridgend and Neath Port Talbot","Outside London","25","[c]","24540","21260"
"New entrant CS","2022","30-39","Wales","Cardiff and Vale of Glamorgan","Outside London","355","[c]","28500","25710"
"New entrant CS","2022","30-39","Wales","Central Valleys","Outside London","80","[c]","26140","27570"
"New entrant CS","2022","30-39","Wales","Conwy and Denbighshire","Outside London","20","[c]","28810","27570"
"New entrant CS","2022","30-39","Wales","Flintshire and Wrexham","Outside London","75","[c]","24510","23140"
"New entrant CS","2022","30-39","Wales","Gwent Valleys","Outside London","20","[c]","29080","27570"
"New entrant CS","2022","30-39","Wales","Gwynedd","Outside London","20","[c]","25680","21280"
"New entrant CS","2022","30-39","Wales","Isle of Anglesey","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Wales","Monmouthshire and Newport","Outside London","250","[c]","31990","30410"
"New entrant CS","2022","30-39","Wales","Powys","Outside London","15","[c]","29940","24920"
"New entrant CS","2022","30-39","Wales","South West Wales","Outside London","40","[c]","26390","23170"
"New entrant CS","2022","30-39","Wales","Swansea","Outside London","220","[c]","25430","21840"
"New entrant CS","2022","30-39","West Midlands (England)","Birmingham","Outside London","625","[c]","28700","26590"
"New entrant CS","2022","30-39","West Midlands (England)","Coventry","Outside London","100","[c]","32980","31000"
"New entrant CS","2022","30-39","West Midlands (England)","Dudley","Outside London","30","[c]","26440","23630"
"New entrant CS","2022","30-39","West Midlands (England)","Herefordshire, County of","Outside London","10","[c]","25220","26350"
"New entrant CS","2022","30-39","West Midlands (England)","Sandwell","Outside London","30","[c]","26930","27570"
"New entrant CS","2022","30-39","West Midlands (England)","Shropshire","Outside London","25","[c]","28580","26350"
"New entrant CS","2022","30-39","West Midlands (England)","Solihull","Outside London","35","[c]","28890","27570"
"New entrant CS","2022","30-39","West Midlands (England)","Staffordshire CC","Outside London","135","[c]","25880","23140"
"New entrant CS","2022","30-39","West Midlands (England)","Stoke-on-Trent","Outside London","45","[c]","25530","23170"
"New entrant CS","2022","30-39","West Midlands (England)","Telford and Wrekin","Outside London","35","[c]","33370","27570"
