"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Yorkshire and The Humber","South Yorkshire","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Yorkshire and The Humber","West Yorkshire","70","70","44900","41180"
"In post","2022","Unknown","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","East of England","East Anglia","20","20","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","Inner London - East","20","20","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","Inner London - West","65","60","41660","39930"
"In post","2022","Unknown","Intelligence Analysis","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","Outer London - South","15","15","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","Outer London - West and North West","25","20","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","South East (England)","Kent","15","15","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Wales","East Wales","5","5","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","Inner London - West","5","5","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","London","Inner London - West","355","355","45770","40020"
"In post","2022","Unknown","International Trade","London","Outer London - South","5","5","[c]","[c]"
"In post","2022","Unknown","International Trade","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Unknown","International Trade","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2022","Unknown","International Trade","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Unknown","International Trade","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","International Trade","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Unknown","International Trade","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2022","Unknown","International Trade","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","Inner London - West","70","65","45100","39960"
"In post","2022","Unknown","Knowledge and Information Management","London","Outer London - South","5","5","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","Outer London - West and North West","20","20","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
