"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Ministry of Defence","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Geography","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","SEO/HEO","35","[c]","39030","39030"
"Leaver CS","2022","Unknown","Ministry of Defence","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","AA/AO","105","[c]","21250","20970"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","EO","105","[c]","23530","23230"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","SEO/HEO","60","[c]","38480","37800"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","Unknown","240","[c]","36040","33270"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Project Delivery","SEO/HEO","30","[c]","37310","37730"
"Leaver CS","2022","Unknown","Ministry of Defence","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Property","AA/AO","35","[c]","18490","18760"
"Leaver CS","2022","Unknown","Ministry of Defence","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Security","AA/AO","150","[c]","29540","25610"
"Leaver CS","2022","Unknown","Ministry of Defence","Security","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Operational Delivery","AA/AO","1610","[c]","20680","20970"
"Leaver CS","2022","Unknown","Ministry of Justice","Operational Delivery","EO","90","[c]","25150","25120"
"Leaver CS","2022","Unknown","Ministry of Justice","Operational Delivery","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Operational Delivery","SEO/HEO","90","[c]","34540","33370"
"Leaver CS","2022","Unknown","Ministry of Justice","Operational Delivery","Unknown","445","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Operational Delivery","EO","80","[c]","33750","33500"
"Leaver CS","2022","Unknown","National Crime Agency","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Operational Delivery","SEO/HEO","70","[c]","44350","44400"
"Leaver CS","2022","Unknown","National Crime Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Wales","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
