"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","SEO/HEO","40","[c]","37870","35060"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Digital, Data and Technology","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Operational Delivery","AA/AO","160","[c]","21510","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Operational Delivery","EO","210","[c]","28510","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Other","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","AA/AO","265","[c]","21410","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","EO","265","[c]","27720","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Commercial","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Commercial","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Commercial","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Communications","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Communications","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Digital, Data and Technology","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Finance","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Human Resources","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Knowledge and Information Management","EO","35","[c]","26540","26170"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Knowledge and Information Management","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Medicine","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Medicine","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Medicine","SCS level","40","[c]","101890","104580"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Operational Delivery","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Operational Delivery","EO","65","[c]","26510","27210"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Operational Delivery","G6/G7","155","[c]","57700","53620"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Operational Delivery","SCS level","35","[c]","94070","85200"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Operational Delivery","SEO/HEO","160","[c]","35950","36330"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Other","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Other","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Policy","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Policy","G6/G7","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Policy","SEO/HEO","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Science and Engineering","G6/G7","35","[c]","59650","53830"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Science and Engineering","SEO/HEO","65","[c]","37290","38200"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Digital, Data and Technology","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Operational Delivery","AA/AO","60","[c]","23040","22600"
"Leaver CS","2022","Unknown","HM Land Registry","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Operational Delivery","AA/AO","60","[c]","21530","21880"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Property","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","AA/AO","1045","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","EO","270","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","G6/G7","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","SEO/HEO","190","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","AA/AO","65","[c]","22260","21680"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","EO","90","[c]","26140","24880"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
