"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","16-19","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Outside London","AA/AO","10","[c]","21550","21250"
"New entrant CS","2022","16-19","Counter Fraud","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Outside London","AA/AO","25","[c]","21370","21250"
"New entrant CS","2022","16-19","Debt","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Outside London","AA/AO","10","[c]","18470","18430"
"New entrant CS","2022","16-19","Digital, Data & Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Outside London","EO","10","[c]","20860","19460"
"New entrant CS","2022","16-19","Grants Management","Outside London","AA/AO","10","[c]","20590","21300"
"New entrant CS","2022","16-19","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Outside London","AA/AO","20","[c]","20720","20370"
"New entrant CS","2022","16-19","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","London","AA/AO","30","[c]","24690","24300"
"New entrant CS","2022","16-19","No function","London","EO","20","[c]","25480","25170"
"New entrant CS","2022","16-19","No function","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Outside London","AA/AO","485","[c]","21350","21250"
"New entrant CS","2022","16-19","No function","Outside London","EO","35","[c]","25560","25520"
"New entrant CS","2022","16-19","No function","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Outside London","EO","55","[c]","17880","17140"
"New entrant CS","2022","16-19","Project Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Outside London","AA/AO","90","[c]","21390","21050"
"New entrant CS","2022","16-19","Unknown","Outside London","EO","15","[c]","25830","24880"
"New entrant CS","2022","16-19","Unknown","Unknown","Unknown","20","[c]","16250","16190"
"New entrant CS","2022","20-29","Analysis","London","AA/AO","60","[c]","23830","23510"
"New entrant CS","2022","20-29","Analysis","London","EO","115","[c]","28190","28000"
"New entrant CS","2022","20-29","Analysis","London","G6/G7","20","[c]","57170","54110"
"New entrant CS","2022","20-29","Analysis","London","SEO/HEO","230","[c]","35210","34710"
"New entrant CS","2022","20-29","Analysis","Outside London","AA/AO","105","[c]","20530","19860"
"New entrant CS","2022","20-29","Analysis","Outside London","EO","90","[c]","25600","25120"
"New entrant CS","2022","20-29","Analysis","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Outside London","SEO/HEO","345","[c]","31640","30710"
"New entrant CS","2022","20-29","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","London","AA/AO","10","[c]","22410","22900"
"New entrant CS","2022","20-29","Commercial","London","EO","35","[c]","27610","27380"
"New entrant CS","2022","20-29","Commercial","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","London","SEO/HEO","65","[c]","36320","34550"
"New entrant CS","2022","20-29","Commercial","Outside London","AA/AO","25","[c]","20210","21170"
"New entrant CS","2022","20-29","Commercial","Outside London","EO","105","[c]","25360","25520"
"New entrant CS","2022","20-29","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Outside London","SEO/HEO","75","[c]","33070","32000"
"New entrant CS","2022","20-29","Commercial","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","London","AA/AO","25","[c]","22310","22350"
"New entrant CS","2022","20-29","Communications","London","EO","85","[c]","27440","27270"
"New entrant CS","2022","20-29","Communications","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","London","SEO/HEO","125","[c]","35950","34710"
"New entrant CS","2022","20-29","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Outside London","AA/AO","65","[c]","21070","21250"
"New entrant CS","2022","20-29","Communications","Outside London","EO","345","[c]","26510","26590"
"New entrant CS","2022","20-29","Communications","Outside London","SEO/HEO","70","[c]","32950","33080"
"New entrant CS","2022","20-29","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","London","AA/AO","50","[c]","25100","25110"
"New entrant CS","2022","20-29","Counter Fraud","London","EO","75","[c]","30310","30750"
"New entrant CS","2022","20-29","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","London","SEO/HEO","20","[c]","36290","37610"
"New entrant CS","2022","20-29","Counter Fraud","Outside London","AA/AO","180","[c]","21390","21260"
"New entrant CS","2022","20-29","Counter Fraud","Outside London","EO","285","[c]","26960","26590"
"New entrant CS","2022","20-29","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Outside London","SEO/HEO","25","[c]","33770","33080"
"New entrant CS","2022","20-29","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","Outside London","AA/AO","435","[c]","21260","21250"
"New entrant CS","2022","20-29","Debt","Outside London","EO","15","[c]","26910","26590"
"New entrant CS","2022","20-29","Digital, Data & Technology","London","AA/AO","35","[c]","21500","20660"
"New entrant CS","2022","20-29","Digital, Data & Technology","London","EO","75","[c]","28140","27680"
"New entrant CS","2022","20-29","Digital, Data & Technology","London","G6/G7","35","[c]","54520","54700"
"New entrant CS","2022","20-29","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","London","SEO/HEO","130","[c]","36220","34550"
"New entrant CS","2022","20-29","Digital, Data & Technology","Outside London","AA/AO","130","[c]","19890","20660"
"New entrant CS","2022","20-29","Digital, Data & Technology","Outside London","EO","275","[c]","25970","26350"
"New entrant CS","2022","20-29","Digital, Data & Technology","Outside London","G6/G7","35","[c]","51680","50210"
"New entrant CS","2022","20-29","Digital, Data & Technology","Outside London","SEO/HEO","310","[c]","34350","33080"
"New entrant CS","2022","20-29","Digital, Data & Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","London","EO","35","[c]","27590","27270"
"New entrant CS","2022","20-29","Finance","London","G6/G7","10","[c]","56230","54550"
"New entrant CS","2022","20-29","Finance","London","SEO/HEO","50","[c]","36930","36650"
"New entrant CS","2022","20-29","Finance","Outside London","AA/AO","80","[c]","21080","21250"
"New entrant CS","2022","20-29","Finance","Outside London","EO","145","[c]","24700","25000"
"New entrant CS","2022","20-29","Finance","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Outside London","SEO/HEO","105","[c]","33260","31990"
"New entrant CS","2022","20-29","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Outside London","AA/AO","190","[c]","21210","21300"
"New entrant CS","2022","20-29","Grants Management","Outside London","EO","15","[c]","24920","24920"
"New entrant CS","2022","20-29","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","London","AA/AO","25","[c]","23370","23550"
"New entrant CS","2022","20-29","Human Resources","London","EO","85","[c]","26600","27270"
"New entrant CS","2022","20-29","Human Resources","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","London","SEO/HEO","75","[c]","32740","32790"
"New entrant CS","2022","20-29","Human Resources","Outside London","AA/AO","145","[c]","20950","21170"
"New entrant CS","2022","20-29","Human Resources","Outside London","EO","105","[c]","25180","25120"
"New entrant CS","2022","20-29","Human Resources","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Outside London","SEO/HEO","80","[c]","31800","30970"
"New entrant CS","2022","20-29","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","London","AA/AO","70","[c]","21950","21250"
"New entrant CS","2022","20-29","Legal","London","EO","130","[c]","27670","26950"
"New entrant CS","2022","20-29","Legal","London","G6/G7","25","[c]","54810","53680"
"New entrant CS","2022","20-29","Legal","London","SEO/HEO","50","[c]","40170","40000"
"New entrant CS","2022","20-29","Legal","Outside London","AA/AO","160","[c]","21270","21250"
"New entrant CS","2022","20-29","Legal","Outside London","EO","90","[c]","26300","26590"
"New entrant CS","2022","20-29","Legal","Outside London","G6/G7","10","[c]","49660","48080"
"New entrant CS","2022","20-29","Legal","Outside London","SEO/HEO","55","[c]","39550","41750"
"New entrant CS","2022","20-29","No function","London","AA/AO","770","[c]","25810","25110"
"New entrant CS","2022","20-29","No function","London","EO","1240","[c]","28710","28310"
"New entrant CS","2022","20-29","No function","London","G6/G7","185","[c]","54330","53380"
"New entrant CS","2022","20-29","No function","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","London","SEO/HEO","1860","[c]","33390","33210"
"New entrant CS","2022","20-29","No function","London","Unknown","225","[c]","27490","27060"
"New entrant CS","2022","20-29","No function","Outside London","AA/AO","7225","[c]","21890","21260"
"New entrant CS","2022","20-29","No function","Outside London","EO","2235","[c]","26600","27570"
"New entrant CS","2022","20-29","No function","Outside London","G6/G7","55","[c]","50980","49500"
"New entrant CS","2022","20-29","No function","Outside London","SEO/HEO","1400","[c]","31320","30460"
"New entrant CS","2022","20-29","No function","Outside London","Unknown","1685","[c]","23340","23170"
"New entrant CS","2022","20-29","No function","Unknown","AA/AO","35","[c]","20500","20890"
"New entrant CS","2022","20-29","No function","Unknown","EO","20","[c]","28810","29290"
"New entrant CS","2022","20-29","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","Unknown","SEO/HEO","65","[c]","29380","28000"
"New entrant CS","2022","20-29","No function","Unknown","Unknown","60","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","London","AA/AO","10","[c]","22670","22770"
"New entrant CS","2022","20-29","Project Delivery","London","EO","35","[c]","28300","27760"
"New entrant CS","2022","20-29","Project Delivery","London","G6/G7","10","[c]","55540","54400"
"New entrant CS","2022","20-29","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","London","SEO/HEO","60","[c]","37690","37000"
"New entrant CS","2022","20-29","Project Delivery","Outside London","AA/AO","60","[c]","20940","21260"
"New entrant CS","2022","20-29","Project Delivery","Outside London","EO","255","[c]","23320","24150"
"New entrant CS","2022","20-29","Project Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Outside London","SEO/HEO","170","[c]","33140","33000"
"New entrant CS","2022","20-29","Project Delivery","Outside London","Unknown","65","[c]","28380","27540"
"New entrant CS","2022","20-29","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","London","EO","25","[c]","26930","28500"
"New entrant CS","2022","20-29","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","London","SEO/HEO","40","[c]","33860","32560"
"New entrant CS","2022","20-29","Property","Outside London","AA/AO","110","[c]","21520","21750"
"New entrant CS","2022","20-29","Property","Outside London","EO","110","[c]","25170","25000"
"New entrant CS","2022","20-29","Property","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Outside London","SEO/HEO","80","[c]","32610","31000"
"New entrant CS","2022","20-29","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","AA/AO","10","[c]","25720","24470"
"New entrant CS","2022","20-29","Security","London","EO","55","[c]","27450","28680"
"New entrant CS","2022","20-29","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","SEO/HEO","25","[c]","35960","34630"
"New entrant CS","2022","20-29","Security","Outside London","AA/AO","180","[c]","24110","23540"
"New entrant CS","2022","20-29","Security","Outside London","EO","30","[c]","25390","26350"
"New entrant CS","2022","20-29","Security","Outside London","SEO/HEO","20","[c]","32190","32000"
"New entrant CS","2022","20-29","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","London","AA/AO","95","[c]","23860","22750"
"New entrant CS","2022","20-29","Unknown","London","EO","345","[c]","28830","28650"
"New entrant CS","2022","20-29","Unknown","London","G6/G7","15","[c]","59060","57430"
"New entrant CS","2022","20-29","Unknown","London","SEO/HEO","200","[c]","36860","35050"
"New entrant CS","2022","20-29","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Outside London","AA/AO","1325","[c]","21600","21260"
"New entrant CS","2022","20-29","Unknown","Outside London","EO","955","[c]","26170","26820"
"New entrant CS","2022","20-29","Unknown","Outside London","G6/G7","30","[c]","54650","49860"
"New entrant CS","2022","20-29","Unknown","Outside London","SEO/HEO","450","[c]","33650","31540"
"New entrant CS","2022","20-29","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","Unknown","85","[c]","20190","16190"
"New entrant CS","2022","30-39","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","London","EO","10","[c]","28600","28040"
"New entrant CS","2022","30-39","Analysis","London","G6/G7","30","[c]","59260","55730"
"New entrant CS","2022","30-39","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","London","SEO/HEO","55","[c]","38720","38090"
"New entrant CS","2022","30-39","Analysis","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Outside London","EO","20","[c]","25380","25120"
"New entrant CS","2022","30-39","Analysis","Outside London","G6/G7","25","[c]","52480","50210"
"New entrant CS","2022","30-39","Analysis","Outside London","SEO/HEO","135","[c]","34300","33080"
"New entrant CS","2022","30-39","Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","G6/G7","35","[c]","68240","68880"
"New entrant CS","2022","30-39","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","SEO/HEO","30","[c]","39000","40600"
"New entrant CS","2022","30-39","Commercial","Outside London","AA/AO","10","[c]","20990","21170"
"New entrant CS","2022","30-39","Commercial","Outside London","EO","25","[c]","25550","26130"
"New entrant CS","2022","30-39","Commercial","Outside London","G6/G7","45","[c]","64910","64630"
"New entrant CS","2022","30-39","Commercial","Outside London","SEO/HEO","110","[c]","35110","36500"
"New entrant CS","2022","30-39","Commercial","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","EO","10","[c]","26980","27270"
"New entrant CS","2022","30-39","Communications","London","G6/G7","25","[c]","57580","55130"
"New entrant CS","2022","30-39","Communications","London","SEO/HEO","60","[c]","39020","38750"
"New entrant CS","2022","30-39","Communications","Outside London","AA/AO","25","[c]","21260","21250"
"New entrant CS","2022","30-39","Communications","Outside London","EO","190","[c]","26620","26590"
"New entrant CS","2022","30-39","Communications","Outside London","G6/G7","10","[c]","56660","60000"
"New entrant CS","2022","30-39","Communications","Outside London","SEO/HEO","100","[c]","33540","33080"
"New entrant CS","2022","30-39","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","AA/AO","20","[c]","25150","25110"
"New entrant CS","2022","30-39","Counter Fraud","London","EO","40","[c]","30570","30750"
"New entrant CS","2022","30-39","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","SEO/HEO","10","[c]","37840","37610"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","AA/AO","110","[c]","21730","21260"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","EO","205","[c]","27070","27190"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","SEO/HEO","50","[c]","34050","33080"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Outside London","AA/AO","260","[c]","21270","21250"
"New entrant CS","2022","30-39","Debt","Outside London","EO","15","[c]","26810","26590"
"New entrant CS","2022","30-39","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","London","EO","15","[c]","28710","28740"
"New entrant CS","2022","30-39","Digital, Data & Technology","London","G6/G7","85","[c]","58810","58010"
"New entrant CS","2022","30-39","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","London","SEO/HEO","100","[c]","38900","40230"
"New entrant CS","2022","30-39","Digital, Data & Technology","Outside London","AA/AO","45","[c]","21140","21170"
"New entrant CS","2022","30-39","Digital, Data & Technology","Outside London","EO","115","[c]","26220","26130"
"New entrant CS","2022","30-39","Digital, Data & Technology","Outside London","G6/G7","150","[c]","52500","50430"
"New entrant CS","2022","30-39","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Outside London","SEO/HEO","330","[c]","35170","34530"
"New entrant CS","2022","30-39","Digital, Data & Technology","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","EO","15","[c]","28950","29000"
"New entrant CS","2022","30-39","Finance","London","G6/G7","20","[c]","58010","57130"
"New entrant CS","2022","30-39","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","SEO/HEO","50","[c]","39300","40650"
"New entrant CS","2022","30-39","Finance","Outside London","AA/AO","45","[c]","21040","21250"
"New entrant CS","2022","30-39","Finance","Outside London","EO","50","[c]","25240","25000"
"New entrant CS","2022","30-39","Finance","Outside London","G6/G7","30","[c]","53300","52540"
"New entrant CS","2022","30-39","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Outside London","SEO/HEO","115","[c]","36190","36050"
"New entrant CS","2022","30-39","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Outside London","AA/AO","110","[c]","21220","21300"
"New entrant CS","2022","30-39","Grants Management","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","EO","25","[c]","27540","27200"
"New entrant CS","2022","30-39","Human Resources","London","G6/G7","15","[c]","60400","59560"
"New entrant CS","2022","30-39","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","SEO/HEO","40","[c]","36580","36080"
"New entrant CS","2022","30-39","Human Resources","Outside London","AA/AO","55","[c]","21190","21170"
"New entrant CS","2022","30-39","Human Resources","Outside London","EO","60","[c]","26070","26390"
"New entrant CS","2022","30-39","Human Resources","Outside London","G6/G7","35","[c]","54170","53500"
"New entrant CS","2022","30-39","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Outside London","SEO/HEO","85","[c]","33850","32000"
"New entrant CS","2022","30-39","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","London","AA/AO","20","[c]","22190","21250"
