"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Cheshire East","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Cornwall and Isles of Scilly","15","15","43560","38330"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Devon CC","25","25","43780","41480"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","East Cumbria","15","10","43440","48740"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Gloucestershire CC","30","30","34300","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Gwynedd","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Leicestershire CC and Rutland","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","North Yorkshire CC","25","25","36440","36970"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Oxfordshire CC","10","10","47340","49120"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Perth and Kinross, and Stirling","10","10","47030","47550"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Shropshire","10","10","47280","48320"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Somerset CC","15","15","41250","36970"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","South Ayrshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","South West Wales","25","20","41270","37910"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Suffolk CC","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","West Surrey","20","20","48280","50780"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Westminster","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Worcestershire CC","10","10","44040","46480"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","York","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","Westminster","10","10","45010","38590"
"In post","2022","Attorney General's Office","Attorney General's Departments","Legal","Westminster","15","15","69960","65180"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other","Westminster","10","10","35120","30950"
"In post","2022","Attorney General's Office","Attorney General's Departments","Policy","Westminster","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Greater Manchester South West","10","10","37300","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Westminster","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","Westminster","15","15","47280","47650"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Tower Hamlets","10","10","59920","57880"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Westminster","15","15","50490","40620"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Ards and North Down","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","55290","45140"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Belfast","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Berkshire","35","35","36480","29250"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Birmingham","105","105","53030","38740"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Blackpool","40","35","56170","58210"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Bristol, City of","110","105","49480","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Buckinghamshire","10","10","52830","60920"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Cambridgeshire CC","15","15","47460","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Camden and City of London","70","70","56280","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Cardiff and Vale of Glamorgan","50","45","43110","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Central Hampshire","45","40","64070","64750"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","City of Edinburgh","30","30","35390","32000"
