"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Communications","HM Revenue and Customs","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Ministry of Defence","Communications","30","[c]","31570","33000"
"New entrant CS","2022","Declared non-disabled","Communications","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Ministry of Justice","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Northern Ireland Office","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Office of Gas and Electricity Markets","Communications","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Office of Rail and Road","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Scottish Government","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","UK Export Finance","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Attorney General's Departments","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Cabinet Office","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Department for Work and Pensions","Counter Fraud","495","[c]","25940","27570"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Department for Work and Pensions","Operational Delivery","85","[c]","22640","21260"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","40","[c]","31130","30750"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Legal","30","[c]","30180","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Operational Delivery","115","[c]","25800","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Tax","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Unknown","190","[c]","28530","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","Department for Work and Pensions","Other","230","[c]","21850","21260"
"New entrant CS","2022","Declared non-disabled","Debt","HM Revenue and Customs","Operational Delivery","265","[c]","21290","21250"
"New entrant CS","2022","Declared non-disabled","Debt","HM Revenue and Customs","Tax","100","[c]","21950","21250"
"New entrant CS","2022","Declared non-disabled","Debt","HM Revenue and Customs","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Cabinet Office","Unknown","150","[c]","43410","40600"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","145","[c]","29390","24920"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","55","[c]","25580","21430"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Education","Digital, Data and Technology","30","[c]","40000","36500"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","190","[c]","39240","37050"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","70","[c]","34390","30730"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","250","[c]","41510","38500"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","30","[c]","32960","32330"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","30","[c]","31850","33840"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","185","[c]","35270","33080"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","100","[c]","30890","28000"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","115","[c]","44340","41750"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","The National Archives","Digital, Data and Technology","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","65","[c]","35150","36840"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Attorney General's Departments","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Education","Finance","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","Finance","40","[c]","37800","35900"
"New entrant CS","2022","Declared non-disabled","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Transport","Finance","40","[c]","37320","34720"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","Commercial","30","[c]","28440","27570"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","Finance","70","[c]","32630","31530"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","Finance","60","[c]","31740","33080"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Treasury","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Defence","Finance","80","[c]","29250","25000"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Justice","Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Scottish Government","Finance","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Export Finance","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","500","[c]","21600","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","Human Resources","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Cabinet Office","Unknown","100","[c]","32240","27500"
"New entrant CS","2022","Declared non-disabled","Human Resources","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Competition and Markets Authority","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Education","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","65","[c]","37890","34300"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for International Trade","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","Human Resources","35","[c]","37540","31360"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","Human Resources","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","Operational Delivery","70","[c]","28200","27570"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","Human Resources","55","[c]","35290","27270"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Land Registry","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","Human Resources","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Treasury","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","Human Resources","120","[c]","28160","23490"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","Human Resources","55","[c]","34790","31920"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Human Resources","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Scottish Government","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Statistics Authority","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Treasury","Internal Audit","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Defence","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
