"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education","Digital, Data and Technology","30","25","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education","Policy","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","55","50","43500","47550"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","115","115","41930","40380"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","210","205","43180","37720"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","40","40","39000","38450"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","130","125","39950","35980"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","240","235","35060","33300"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","70","70","32020","29200"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","75","75","44620","42020"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","Finance","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Digital, Culture, Media and Sport","Finance","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Commercial","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Finance","25","25","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Environment, Food and Rural Affairs","Finance","25","25","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Levelling Up, Housing and Communities","Finance","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Transport","Finance","25","25","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Work and Pensions","Commercial","25","25","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Work and Pensions","Finance","60","55","37510","35310"
"In post","2022","Undeclared","Finance","Department for Work and Pensions","Security","25","25","[c]","[c]"
"In post","2022","Undeclared","Finance","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Food Standards Agency","Finance","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","Finance","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Revenue and Customs","Finance","60","55","39700","35980"
"In post","2022","Undeclared","Finance","HM Revenue and Customs","Operational Delivery","75","65","27380","22080"
"In post","2022","Undeclared","Finance","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Treasury","Finance","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Defence","Finance","120","110","37790","33300"
"In post","2022","Undeclared","Finance","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Justice","Finance","60","60","42160","41100"
"In post","2022","Undeclared","Finance","Ministry of Justice","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","45","45","28650","25190"
"In post","2022","Undeclared","Human Resources","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Cabinet Office","Unknown","65","60","35900","32000"
"In post","2022","Undeclared","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Education","Human Resources","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Transport","Human Resources","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Work and Pensions","Human Resources","40","40","38050","32120"
"In post","2022","Undeclared","Human Resources","Department for Work and Pensions","Operational Delivery","40","35","29500","27570"
"In post","2022","Undeclared","Human Resources","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Food Standards Agency","Human Resources","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs","Human Resources","30","30","41330","40350"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs","Operational Delivery","25","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs","Tax","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Treasury","Human Resources","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Defence","Human Resources","145","135","31770","26700"
"In post","2022","Undeclared","Human Resources","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Justice","Human Resources","115","110","40740","40660"
"In post","2022","Undeclared","Human Resources","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Statistics Authority","Human Resources","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Treasury","Internal Audit","35","35","56560","53070"
"In post","2022","Undeclared","Internal Audit","HM Treasury","Other","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Defence","Internal Audit","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Attorney General's Departments","Legal","110","100","61310","64680"
"In post","2022","Undeclared","Legal","Attorney General's Departments","Operational Delivery","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","Attorney General's Departments","Other","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Education","Legal","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Work and Pensions","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Food Standards Agency","Legal","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","Foreign, Commonwealth and Development Office","Legal","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","HM Land Registry","Legal","25","20","[c]","[c]"
"In post","2022","Undeclared","Legal","HM Revenue and Customs","Legal","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","HM Revenue and Customs","Operational Delivery","25","20","[c]","[c]"
"In post","2022","Undeclared","Legal","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","HM Revenue and Customs","Tax","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Scottish Government","Legal","30","30","61200","62170"
"In post","2022","Undeclared","Legal","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","UK Export Finance","Legal","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Cabinet Office","Unknown","80","80","48430","40600"
"In post","2022","Undeclared","No function","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","110","100","33600","30650"
"In post","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Policy","230","230","49760","53380"
"In post","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","Policy","55","55","43990","38810"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","Project Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Education","Operational Delivery","70","70","41720","36960"
"In post","2022","Undeclared","No function","Department for Education","Policy","100","95","45860","41990"
"In post","2022","Undeclared","No function","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","100","95","29040","27240"
"In post","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","Other","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","Policy","145","140","41990","38750"
"In post","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","25","25","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","Veterinarian","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for International Trade","International Trade","30","30","51630","51970"
"In post","2022","Undeclared","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","35","30","36680","30870"
"In post","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","20","15","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","Policy","90","85","45590","39600"
"In post","2022","Undeclared","No function","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Operational Delivery","585","530","25980","25840"
"In post","2022","Undeclared","No function","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Policy","120","120","45620","42470"
"In post","2022","Undeclared","No function","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Science and Engineering","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Transport","Unknown","50","50","44650","38160"
"In post","2022","Undeclared","No function","Department for Work and Pensions","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Work and Pensions","Operational Delivery","2995","2750","26740","27570"
"In post","2022","Undeclared","No function","Department for Work and Pensions","Other","230","220","28060","27570"
"In post","2022","Undeclared","No function","Department for Work and Pensions","Policy","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department for Work and Pensions","Science and Engineering","25","25","[c]","[c]"
"In post","2022","Undeclared","No function","Department of Health and Social Care","Medicine","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Department of Health and Social Care","Operational Delivery","40","35","37490","30730"
"In post","2022","Undeclared","No function","Department of Health and Social Care","Other","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Department of Health and Social Care","Science and Engineering","30","30","41660","40070"
"In post","2022","Undeclared","No function","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Food Standards Agency","Operational Delivery","105","100","31510","28160"
"In post","2022","Undeclared","No function","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Food Standards Agency","Policy","70","65","41140","37910"
"In post","2022","Undeclared","No function","Food Standards Agency","Science and Engineering","35","35","38430","33830"
"In post","2022","Undeclared","No function","Food Standards Agency","Veterinarian","20","20","[c]","[c]"
"In post","2022","Undeclared","No function","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Foreign, Commonwealth and Development Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Foreign, Commonwealth and Development Office","Operational Delivery","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Foreign, Commonwealth and Development Office","Policy","150","145","53580","54470"
"In post","2022","Undeclared","No function","HM Land Registry","Operational Delivery","215","190","29940","27130"
"In post","2022","Undeclared","No function","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Revenue and Customs","International Trade","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","HM Revenue and Customs","Operational Delivery","725","640","26820","22080"
"In post","2022","Undeclared","No function","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Revenue and Customs","Tax","615","580","40040","35980"
"In post","2022","Undeclared","No function","HM Revenue and Customs","Unknown","95","95","32070","33080"
"In post","2022","Undeclared","No function","HM Treasury","Economics","30","30","40110","33860"
"In post","2022","Undeclared","No function","HM Treasury","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","HM Treasury","Policy","255","250","45660","49500"
"In post","2022","Undeclared","No function","HM Treasury","Tax","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Defence","Geography","25","20","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Defence","Medicine","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Defence","Operational Delivery","25","25","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Defence","Other","25","20","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Defence","Project Delivery","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Defence","Science and Engineering","95","90","29210","29470"
"In post","2022","Undeclared","No function","Ministry of Justice","Commercial","60","55","51780","50200"
"In post","2022","Undeclared","No function","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice","Intelligence Analysis","70","65","30730","28800"
"In post","2022","Undeclared","No function","Ministry of Justice","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Ministry of Justice","Legal","95","90","46570","44780"
"In post","2022","Undeclared","No function","Ministry of Justice","Operational Delivery","7565","6900","30180","31420"
