"Status","Year","Age","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Delivery","Unknown","Heterosexual / straight","55","[c]","23170","21840"
"Leaver CS","2022","30-39","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Delivery","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Delivery","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","London","Heterosexual / straight","50","[c]","38310","31060"
"Leaver CS","2022","30-39","Other","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","Outside London","Heterosexual / straight","155","[c]","26010","22460"
"Leaver CS","2022","30-39","Other","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","Outside London","Unknown","45","[c]","25020","21640"
"Leaver CS","2022","30-39","Other","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","Unknown","Unknown","60","[c]","34070","32700"
"Leaver CS","2022","30-39","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","London","Heterosexual / straight","155","[c]","49080","51900"
"Leaver CS","2022","30-39","Policy","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","London","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","London","Unknown","55","[c]","45980","46860"
"Leaver CS","2022","30-39","Policy","Outside London","Heterosexual / straight","50","[c]","36240","36340"
"Leaver CS","2022","30-39","Policy","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","Heterosexual / straight","35","[c]","48610","45200"
"Leaver CS","2022","30-39","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Outside London","Heterosexual / straight","80","[c]","37420","36420"
"Leaver CS","2022","30-39","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","London","Heterosexual / straight","50","[c]","40000","40060"
"Leaver CS","2022","30-39","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","Outside London","Heterosexual / straight","140","[c]","35940","34470"
"Leaver CS","2022","30-39","Science and Engineering","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","Outside London","Unknown","40","[c]","36150","33300"
"Leaver CS","2022","30-39","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","Heterosexual / straight","55","[c]","29690","28210"
"Leaver CS","2022","30-39","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","Heterosexual / straight","125","[c]","49090","54700"
"Leaver CS","2022","30-39","Unknown","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","Unknown","185","[c]","51970","52500"
"Leaver CS","2022","30-39","Unknown","Outside London","Heterosexual / straight","195","[c]","28520","27570"
"Leaver CS","2022","30-39","Unknown","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Outside London","Unknown","795","[c]","29840","27570"
"Leaver CS","2022","30-39","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","London","Heterosexual / straight","40","[c]","50580","50750"
"Leaver CS","2022","40-49","Digital, Data and Technology","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Outside London","Heterosexual / straight","105","[c]","45660","40580"
"Leaver CS","2022","40-49","Digital, Data and Technology","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Outside London","Unknown","45","[c]","42350","38450"
"Leaver CS","2022","40-49","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","Heterosexual / straight","40","[c]","39700","33300"
"Leaver CS","2022","40-49","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","Heterosexual / straight","35","[c]","48840","43110"
"Leaver CS","2022","40-49","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Outside London","Heterosexual / straight","40","[c]","37180","36780"
"Leaver CS","2022","40-49","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","Outside London","Heterosexual / straight","50","[c]","37230","35070"
"Leaver CS","2022","40-49","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","Heterosexual / straight","35","[c]","63120","59240"
"Leaver CS","2022","40-49","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","Heterosexual / straight","35","[c]","55160","53580"
"Leaver CS","2022","40-49","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Outside London","Heterosexual / straight","50","[c]","49910","39030"
"Leaver CS","2022","40-49","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","London","Heterosexual / straight","320","[c]","39760","31060"
"Leaver CS","2022","40-49","Operational Delivery","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","London","Undeclared","60","[c]","37160","31060"
"Leaver CS","2022","40-49","Operational Delivery","London","Unknown","155","[c]","43750","36800"
"Leaver CS","2022","40-49","Operational Delivery","Outside London","Heterosexual / straight","1500","[c]","27720","27570"
"Leaver CS","2022","40-49","Operational Delivery","Outside London","LGBO","120","[c]","26380","27570"
"Leaver CS","2022","40-49","Operational Delivery","Outside London","Undeclared","125","[c]","29990","27170"
"Leaver CS","2022","40-49","Operational Delivery","Outside London","Unknown","455","[c]","26900","24750"
"Leaver CS","2022","40-49","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","Heterosexual / straight","35","[c]","24700","21840"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","London","Heterosexual / straight","45","[c]","50610","40240"
"Leaver CS","2022","40-49","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Outside London","Heterosexual / straight","150","[c]","27890","21380"
"Leaver CS","2022","40-49","Other","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Outside London","Unknown","40","[c]","28330","26630"
"Leaver CS","2022","40-49","Other","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","London","Heterosexual / straight","70","[c]","58460","57460"
"Leaver CS","2022","40-49","Policy","London","LGBO","5","[c]","[c]","[c]"
