"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Policy","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Economics","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Policy","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Social Research","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Social Research","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Statistics","Heterosexual / straight","35","[c]","33620","33080"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Geography","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Operational Research","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Science and Engineering","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Statistics","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","Statistics","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Economics","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Operational Research","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Social Research","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
