"Status","Year","Age","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","London","Outer London - West and North West","Hounslow and Richmond upon Thames","705","670","35250","31870"
"In post","2022","50-59","North East (England)","Northumberland, and Tyne and Wear","Northumberland","160","150","29630","27570"
"In post","2022","50-59","North East (England)","Northumberland, and Tyne and Wear","Sunderland","1390","1180","26630","22080"
"In post","2022","50-59","North East (England)","Northumberland, and Tyne and Wear","Tyneside","4965","4515","32030","27570"
"In post","2022","50-59","North East (England)","Tees Valley and Durham","Darlington","390","375","37600","36500"
"In post","2022","50-59","North East (England)","Tees Valley and Durham","Durham","1730","1575","29940","27570"
"In post","2022","50-59","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","575","525","28920","27570"
"In post","2022","50-59","North East (England)","Tees Valley and Durham","South Teesside","425","385","28310","27570"
"In post","2022","50-59","North West (England)","Cheshire","Cheshire East","370","345","32200","27570"
"In post","2022","50-59","North West (England)","Cheshire","Cheshire West and Chester","185","170","29790","27570"
"In post","2022","50-59","North West (England)","Cheshire","Warrington","770","725","34930","32240"
"In post","2022","50-59","North West (England)","Cumbria","East Cumbria","370","350","29430","26310"
"In post","2022","50-59","North West (England)","Cumbria","West Cumbria","365","340","31230","27570"
"In post","2022","50-59","North West (England)","Greater Manchester","Greater Manchester North East","410","385","28900","27570"
"In post","2022","50-59","North West (England)","Greater Manchester","Greater Manchester North West","740","675","26510","26120"
"In post","2022","50-59","North West (England)","Greater Manchester","Greater Manchester South East","380","350","26340","25120"
"In post","2022","50-59","North West (England)","Greater Manchester","Greater Manchester South West","1710","1620","34380","30040"
"In post","2022","50-59","North West (England)","Greater Manchester","Manchester","2520","2400","36050","31810"
"In post","2022","50-59","North West (England)","Lancashire","Blackburn with Darwen","130","115","27650","27570"
"In post","2022","50-59","North West (England)","Lancashire","Blackpool","2065","1905","32020","27570"
"In post","2022","50-59","North West (England)","Lancashire","Chorley and West Lancashire","390","355","32400","31650"
"In post","2022","50-59","North West (England)","Lancashire","East Lancashire","165","155","27770","27570"
"In post","2022","50-59","North West (England)","Lancashire","Lancaster and Wyre","385","355","30360","27570"
"In post","2022","50-59","North West (England)","Lancashire","Mid Lancashire","1990","1820","30130","27360"
"In post","2022","50-59","North West (England)","Merseyside","East Merseyside","390","350","29350","27570"
"In post","2022","50-59","North West (England)","Merseyside","Liverpool","3140","2925","31470","26820"
"In post","2022","50-59","North West (England)","Merseyside","Sefton","1575","1465","33160","27570"
"In post","2022","50-59","North West (England)","Merseyside","Wirral","785","695","27420","27130"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","90","90","25720","21520"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Ards and North Down","110","105","25740","21780"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","5","5","[c]","[c]"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Belfast","765","720","33320","30450"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Causeway Coast and Glens","35","35","21200","20560"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Derry City and Strabane","5","5","[c]","[c]"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Fermanagh and Omagh","10","10","20410","20560"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","190","185","28780","25310"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland","Northern Ireland","Newry, Mourne and Down","35","35","23280","20560"
"In post","2022","50-59","Overseas","Overseas","Overseas","965","960","52380","52400"
"In post","2022","50-59","Scotland","Eastern Scotland","Angus and Dundee City","535","500","28540","25120"
"In post","2022","50-59","Scotland","Eastern Scotland","City of Edinburgh","3445","3310","42220","36360"
"In post","2022","50-59","Scotland","Eastern Scotland","Clackmannanshire and Fife","545","515","31070","27570"
"In post","2022","50-59","Scotland","Eastern Scotland","East Lothian and Midlothian","45","40","29820","27570"
"In post","2022","50-59","Scotland","Eastern Scotland","Falkirk","530","480","30640","27570"
"In post","2022","50-59","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","465","445","33660","33260"
"In post","2022","50-59","Scotland","Eastern Scotland","West Lothian","170","165","35730","27570"
"In post","2022","50-59","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","80","75","32100","30040"
"In post","2022","50-59","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","410","390","30700","27570"
"In post","2022","50-59","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","125","115","30140","27570"
"In post","2022","50-59","Scotland","Highlands and Islands","Na h-Eileanan Siar","65","60","29720","27570"
"In post","2022","50-59","Scotland","Highlands and Islands","Orkney Islands","10","10","[c]","[c]"
"In post","2022","50-59","Scotland","Highlands and Islands","Shetland Islands","20","20","33740","31770"
"In post","2022","50-59","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","600","570","39420","33790"
"In post","2022","50-59","Scotland","Southern Scotland","Dumfries and Galloway","180","170","31680","30040"
"In post","2022","50-59","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","375","345","27660","27230"
"In post","2022","50-59","Scotland","Southern Scotland","Scottish Borders","150","140","31440","27570"
"In post","2022","50-59","Scotland","Southern Scotland","South Ayrshire","120","110","29370","27570"
"In post","2022","50-59","Scotland","Southern Scotland","South Lanarkshire","1095","970","32100","26820"
"In post","2022","50-59","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","885","855","33040","31860"
"In post","2022","50-59","Scotland","West Central Scotland","Glasgow City","3705","3475","34430","27570"
"In post","2022","50-59","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","410","375","30430","27570"
"In post","2022","50-59","Scotland","West Central Scotland","North Lanarkshire","980","850","28690","26820"
"In post","2022","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","880","845","36740","33440"
"In post","2022","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","480","460","35080","32690"
"In post","2022","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","620","600","36440","33300"
"In post","2022","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","845","800","34670","31180"
"In post","2022","50-59","South East (England)","Hampshire and Isle of Wight","Central Hampshire","1245","1210","39190","36460"
"In post","2022","50-59","South East (England)","Hampshire and Isle of Wight","Isle of Wight","340","310","28860","27570"
"In post","2022","50-59","South East (England)","Hampshire and Isle of Wight","North Hampshire","375","360","35060","28200"
"In post","2022","50-59","South East (England)","Hampshire and Isle of Wight","Portsmouth","1505","1425","32390","28200"
"In post","2022","50-59","South East (England)","Hampshire and Isle of Wight","South Hampshire","1250","1070","30820","26670"
"In post","2022","50-59","South East (England)","Hampshire and Isle of Wight","Southampton","390","370","35300","27570"
"In post","2022","50-59","South East (England)","Kent","East Kent","1500","1405","29980","27370"
"In post","2022","50-59","South East (England)","Kent","Kent Thames Gateway","430","405","31090","31180"
"In post","2022","50-59","South East (England)","Kent","Medway","400","390","33620","31130"
"In post","2022","50-59","South East (England)","Kent","Mid Kent","340","320","32300","30460"
"In post","2022","50-59","South East (England)","Kent","West Kent","125","120","39630","39070"
"In post","2022","50-59","South East (England)","Surrey, East and West Sussex","Brighton and Hove","240","225","34980","27760"
"In post","2022","50-59","South East (England)","Surrey, East and West Sussex","East Surrey","285","270","34140","33880"
"In post","2022","50-59","South East (England)","Surrey, East and West Sussex","East Sussex CC","650","590","28080","27570"
"In post","2022","50-59","South East (England)","Surrey, East and West Sussex","West Surrey","660","630","35290","31880"
"In post","2022","50-59","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","405","375","33010","28350"
"In post","2022","50-59","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","550","510","32560","28760"
"In post","2022","50-59","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","690","645","28360","26930"
"In post","2022","50-59","South West (England)","Devon","Devon CC","1720","1600","34640","30190"
"In post","2022","50-59","South West (England)","Devon","Plymouth","1095","1035","33090","28200"
"In post","2022","50-59","South West (England)","Devon","Torbay","140","120","28790","27570"
"In post","2022","50-59","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","280","255","28370","27370"
"In post","2022","50-59","South West (England)","Dorset and Somerset","Dorset","780","735","31570","28100"
"In post","2022","50-59","South West (England)","Dorset and Somerset","Somerset CC","870","820","32590","28080"
"In post","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","3440","3335","43780","40980"
"In post","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","1575","1480","37060","33080"
"In post","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","540","500","31860","27570"
"In post","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","150","145","34320","27750"
"In post","2022","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","2200","2140","40140","38070"
"In post","2022","50-59","Unknown","Unknown","Unknown","865","845","39420","34290"
"In post","2022","50-59","Wales","East Wales","Cardiff and Vale of Glamorgan","3060","2885","36910","31650"
"In post","2022","50-59","Wales","East Wales","Flintshire and Wrexham","710","675","30820","27570"
"In post","2022","50-59","Wales","East Wales","Monmouthshire and Newport","1295","1220","36740","31650"
"In post","2022","50-59","Wales","East Wales","Powys","215","205","31560","27570"
"In post","2022","50-59","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","230","215","29710","27570"
"In post","2022","50-59","Wales","West Wales and The Valleys","Central Valleys","795","750","34450","27570"
"In post","2022","50-59","Wales","West Wales and The Valleys","Conwy and Denbighshire","255","245","38800","38160"
"In post","2022","50-59","Wales","West Wales and The Valleys","Gwent Valleys","305","290","31350","27570"
"In post","2022","50-59","Wales","West Wales and The Valleys","Gwynedd","235","215","26850","24630"
"In post","2022","50-59","Wales","West Wales and The Valleys","Isle of Anglesey","95","90","28170","27370"
"In post","2022","50-59","Wales","West Wales and The Valleys","South West Wales","480","450","32920","27570"
"In post","2022","50-59","Wales","West Wales and The Valleys","Swansea","2255","2050","29880","26470"
"In post","2022","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","190","180","30040","27570"
"In post","2022","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","470","435","28170","27240"
"In post","2022","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","750","710","31400","28200"
"In post","2022","50-59","West Midlands (England)","Shropshire and Staffordshire","Shropshire","495","475","30760","29350"
"In post","2022","50-59","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","1340","1270","32800","28620"
"In post","2022","50-59","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","400","365","28290","25120"
"In post","2022","50-59","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","735","690","36570","33300"
"In post","2022","50-59","West Midlands (England)","West Midlands","Birmingham","3285","3080","33820","28090"
"In post","2022","50-59","West Midlands (England)","West Midlands","Coventry","655","620","37150","33840"
"In post","2022","50-59","West Midlands (England)","West Midlands","Dudley","390","340","25920","26700"
"In post","2022","50-59","West Midlands (England)","West Midlands","Sandwell","160","145","28240","27570"
"In post","2022","50-59","West Midlands (England)","West Midlands","Solihull","255","230","30500","27370"
"In post","2022","50-59","West Midlands (England)","West Midlands","Walsall","210","185","26690","26120"
"In post","2022","50-59","West Midlands (England)","West Midlands","Wolverhampton","360","320","27460","27570"
"In post","2022","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","685","650","31010","27570"
"In post","2022","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","780","705","29500","27570"
"In post","2022","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","275","250","27130","27570"
"In post","2022","50-59","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","810","780","31780","27570"
"In post","2022","50-59","Yorkshire and The Humber","North Yorkshire","York","755","715","35930","32160"
"In post","2022","50-59","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","1005","905","28820","27570"
"In post","2022","50-59","Yorkshire and The Humber","South Yorkshire","Sheffield","2000","1865","35720","31990"
"In post","2022","50-59","Yorkshire and The Humber","West Yorkshire","Bradford","745","665","27930","26820"
"In post","2022","50-59","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","340","310","29470","27570"
"In post","2022","50-59","Yorkshire and The Humber","West Yorkshire","Leeds","3360","3180","37530","33370"
"In post","2022","50-59","Yorkshire and The Humber","West Yorkshire","Wakefield","575","530","33500","31650"
"In post","2022","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","95","75","27010","21260"
"In post","2022","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","35","30","25880","27570"
"In post","2022","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","90","75","29970","27570"
"In post","2022","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","595","485","30680","27130"
"In post","2022","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","120","95","33410","27570"
"In post","2022","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","95","85","32560","27570"
"In post","2022","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","215","180","26980","26120"
"In post","2022","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","165","140","28100","26930"
"In post","2022","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","55","45","26770","27200"
"In post","2022","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","110","95","26790","26930"
"In post","2022","60-64","East Midlands (England)","Lincolnshire","Lincolnshire CC","380","335","27760","25870"
"In post","2022","60-64","East of England","Bedfordshire and Hertfordshire","Bedford","70","60","31330","28800"
"In post","2022","60-64","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","60","55","29550","26810"
"In post","2022","60-64","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","275","245","34750","30150"
"In post","2022","60-64","East of England","Bedfordshire and Hertfordshire","Luton","40","30","28810","27570"
"In post","2022","60-64","East of England","East Anglia","Breckland and South Norfolk","35","30","27340","26820"
"In post","2022","60-64","East of England","East Anglia","Cambridgeshire CC","305","265","32380","30450"
"In post","2022","60-64","East of England","East Anglia","North and West Norfolk","115","100","28880","27570"
"In post","2022","60-64","East of England","East Anglia","Norwich and East Norfolk","190","155","28250","27570"
"In post","2022","60-64","East of England","East Anglia","Peterborough","170","145","28310","25310"
"In post","2022","60-64","East of England","East Anglia","Suffolk CC","420","365","29240","26910"
"In post","2022","60-64","East of England","Essex","Essex Haven Gateway","105","90","29970","28380"
"In post","2022","60-64","East of England","Essex","Essex Thames Gateway","85","70","28780","27790"
"In post","2022","60-64","East of England","Essex","Heart of Essex","90","85","30460","27160"
"In post","2022","60-64","East of England","Essex","Southend-on-Sea","140","110","31140","28920"
"In post","2022","60-64","East of England","Essex","Thurrock","25","20","28040","29290"
"In post","2022","60-64","East of England","Essex","West Essex","65","50","34430","29740"
"In post","2022","60-64","London","Inner London - East","Hackney and Newham","610","530","38160","33440"
"In post","2022","60-64","London","Inner London - East","Haringey and Islington","120","105","32950","31060"
"In post","2022","60-64","London","Inner London - East","Lambeth","205","185","46290","37660"
"In post","2022","60-64","London","Inner London - East","Lewisham and Southwark","135","125","35270","31880"
"In post","2022","60-64","London","Inner London - East","Tower Hamlets","290","260","49190","43410"
"In post","2022","60-64","London","Inner London - West","Camden and City of London","190","175","34580","28310"
"In post","2022","60-64","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","60","55","32880","31250"
"In post","2022","60-64","London","Inner London - West","Wandsworth","90","75","29570","28210"
"In post","2022","60-64","London","Inner London - West","Westminster","2220","2065","48990","42560"
"In post","2022","60-64","London","Outer London - East and North East","Barking & Dagenham and Havering","65","55","31440","31060"
"In post","2022","60-64","London","Outer London - East and North East","Bexley and Greenwich","150","120","30890","30330"
"In post","2022","60-64","London","Outer London - East and North East","Enfield","40","30","31870","31060"
"In post","2022","60-64","London","Outer London - East and North East","Redbridge and Waltham Forest","115","95","30020","29650"
"In post","2022","60-64","London","Outer London - South","Bromley","75","65","33150","31880"
"In post","2022","60-64","London","Outer London - South","Croydon","905","800","37250","31740"
"In post","2022","60-64","London","Outer London - South","Merton, Kingston upon Thames and Sutton","60","55","33940","31060"
"In post","2022","60-64","London","Outer London - West and North West","Barnet","150","140","43400","32090"
"In post","2022","60-64","London","Outer London - West and North West","Brent","60","50","34190","31360"
"In post","2022","60-64","London","Outer London - West and North West","Ealing","55","50","32660","31060"
"In post","2022","60-64","London","Outer London - West and North West","Harrow and Hillingdon","365","300","30850","30140"
"In post","2022","60-64","London","Outer London - West and North West","Hounslow and Richmond upon Thames","225","195","31330","30060"
"In post","2022","60-64","North East (England)","Northumberland, and Tyne and Wear","Northumberland","60","50","30110","27570"
"In post","2022","60-64","North East (England)","Northumberland, and Tyne and Wear","Sunderland","585","420","25060","22080"
"In post","2022","60-64","North East (England)","Northumberland, and Tyne and Wear","Tyneside","1585","1220","28020","22080"
"In post","2022","60-64","North East (England)","Tees Valley and Durham","Darlington","55","45","36270","29320"
"In post","2022","60-64","North East (England)","Tees Valley and Durham","Durham","575","420","27470","26120"
"In post","2022","60-64","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","160","130","27560","27570"
"In post","2022","60-64","North East (England)","Tees Valley and Durham","South Teesside","100","80","26000","26120"
"In post","2022","60-64","North West (England)","Cheshire","Cheshire East","105","85","28490","26620"
"In post","2022","60-64","North West (England)","Cheshire","Cheshire West and Chester","50","40","29320","26350"
"In post","2022","60-64","North West (England)","Cheshire","Warrington","185","155","31840","28860"
"In post","2022","60-64","North West (England)","Cumbria","East Cumbria","100","90","27590","23070"
"In post","2022","60-64","North West (England)","Cumbria","West Cumbria","110","90","30000","25150"
"In post","2022","60-64","North West (England)","Greater Manchester","Greater Manchester North East","125","100","26400","26780"
"In post","2022","60-64","North West (England)","Greater Manchester","Greater Manchester North West","215","165","24980","21440"
"In post","2022","60-64","North West (England)","Greater Manchester","Greater Manchester South East","140","115","25260","21260"
"In post","2022","60-64","North West (England)","Greater Manchester","Greater Manchester South West","425","340","30380","27570"
"In post","2022","60-64","North West (England)","Greater Manchester","Manchester","585","475","32740","28790"
"In post","2022","60-64","North West (England)","Lancashire","Blackburn with Darwen","45","40","27630","27570"
"In post","2022","60-64","North West (England)","Lancashire","Blackpool","515","415","28990","27570"
"In post","2022","60-64","North West (England)","Lancashire","Chorley and West Lancashire","110","80","29900","31230"
"In post","2022","60-64","North West (England)","Lancashire","East Lancashire","50","40","25150","22300"
"In post","2022","60-64","North West (England)","Lancashire","Lancaster and Wyre","105","80","31330","26930"
"In post","2022","60-64","North West (England)","Lancashire","Mid Lancashire","530","410","28270","26760"
"In post","2022","60-64","North West (England)","Merseyside","East Merseyside","140","110","28210","27570"
"In post","2022","60-64","North West (England)","Merseyside","Liverpool","930","750","27490","24800"
"In post","2022","60-64","North West (England)","Merseyside","Sefton","495","390","29350","27240"
"In post","2022","60-64","North West (England)","Merseyside","Wirral","290","225","27920","27130"
"In post","2022","60-64","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","15","15","23000","20560"
"In post","2022","60-64","Northern Ireland","Northern Ireland","Ards and North Down","30","30","26220","21110"
"In post","2022","60-64","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland","Northern Ireland","Belfast","160","130","30300","28920"
"In post","2022","60-64","Northern Ireland","Northern Ireland","Causeway Coast and Glens","10","10","[c]","[c]"
"In post","2022","60-64","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","45","45","27300","22580"
"In post","2022","60-64","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","Overseas","Overseas","175","175","56030","54330"
"In post","2022","60-64","Scotland","Eastern Scotland","Angus and Dundee City","160","130","26730","23230"
"In post","2022","60-64","Scotland","Eastern Scotland","City of Edinburgh","830","705","38380","33610"
"In post","2022","60-64","Scotland","Eastern Scotland","Clackmannanshire and Fife","155","125","31800","27570"
"In post","2022","60-64","Scotland","Eastern Scotland","East Lothian and Midlothian","20","15","30140","27570"
"In post","2022","60-64","Scotland","Eastern Scotland","Falkirk","175","125","28270","27570"
"In post","2022","60-64","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","145","115","31980","30290"
"In post","2022","60-64","Scotland","Eastern Scotland","West Lothian","40","30","29870","27570"
"In post","2022","60-64","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","25","20","28710","27570"
"In post","2022","60-64","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","165","145","28620","27290"
"In post","2022","60-64","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","35","30","30010","27570"
"In post","2022","60-64","Scotland","Highlands and Islands","Na h-Eileanan Siar","10","10","24980","22620"
"In post","2022","60-64","Scotland","Highlands and Islands","Orkney Islands","5","5","[c]","[c]"
"In post","2022","60-64","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","160","125","35400","27570"
"In post","2022","60-64","Scotland","Southern Scotland","Dumfries and Galloway","80","70","30440","27570"
"In post","2022","60-64","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","115","95","27830","26920"
"In post","2022","60-64","Scotland","Southern Scotland","Scottish Borders","50","40","29820","27570"
"In post","2022","60-64","Scotland","Southern Scotland","South Ayrshire","40","35","29800","27470"
"In post","2022","60-64","Scotland","Southern Scotland","South Lanarkshire","385","285","28520","26120"
"In post","2022","60-64","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","190","150","30270","26720"
"In post","2022","60-64","Scotland","West Central Scotland","Glasgow City","1025","830","31410","27570"
"In post","2022","60-64","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","135","95","29480","27370"
"In post","2022","60-64","Scotland","West Central Scotland","North Lanarkshire","305","225","26680","22080"
"In post","2022","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","255","235","33900","31020"
"In post","2022","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","165","145","31750","28670"
"In post","2022","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","190","165","33490","28550"
"In post","2022","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","275","235","34410","29530"
"In post","2022","60-64","South East (England)","Hampshire and Isle of Wight","Central Hampshire","420","380","36500","33790"
"In post","2022","60-64","South East (England)","Hampshire and Isle of Wight","Isle of Wight","95","70","27210","27380"
"In post","2022","60-64","South East (England)","Hampshire and Isle of Wight","North Hampshire","125","115","31880","27570"
"In post","2022","60-64","South East (England)","Hampshire and Isle of Wight","Portsmouth","430","370","30470","27370"
"In post","2022","60-64","South East (England)","Hampshire and Isle of Wight","South Hampshire","560","440","27750","23480"
"In post","2022","60-64","South East (England)","Hampshire and Isle of Wight","Southampton","125","105","32520","27370"
"In post","2022","60-64","South East (England)","Kent","East Kent","375","295","29780","27370"
"In post","2022","60-64","South East (England)","Kent","Kent Thames Gateway","145","120","29490","29290"
"In post","2022","60-64","South East (England)","Kent","Medway","125","110","29420","26470"
"In post","2022","60-64","South East (England)","Kent","Mid Kent","95","85","31260","29290"
"In post","2022","60-64","South East (England)","Kent","West Kent","35","30","36820","31880"
"In post","2022","60-64","South East (England)","Surrey, East and West Sussex","Brighton and Hove","80","70","31730","27570"
"In post","2022","60-64","South East (England)","Surrey, East and West Sussex","East Surrey","100","80","32140","29290"
"In post","2022","60-64","South East (England)","Surrey, East and West Sussex","East Sussex CC","210","170","26500","26120"
"In post","2022","60-64","South East (England)","Surrey, East and West Sussex","West Surrey","205","180","32360","29090"
"In post","2022","60-64","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","160","115","31720","28350"
"In post","2022","60-64","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","165","140","28850","27570"
"In post","2022","60-64","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","225","195","27450","26670"
"In post","2022","60-64","South West (England)","Devon","Devon CC","515","415","29290","26780"
"In post","2022","60-64","South West (England)","Devon","Plymouth","290","245","31820","27570"
"In post","2022","60-64","South West (England)","Devon","Torbay","45","35","26260","25010"
"In post","2022","60-64","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","105","90","27820","26930"
"In post","2022","60-64","South West (England)","Dorset and Somerset","Dorset","245","205","29690","27130"
"In post","2022","60-64","South West (England)","Dorset and Somerset","Somerset CC","265","230","31560","29000"
"In post","2022","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","915","810","41760","40540"
"In post","2022","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","400","330","34970","28920"
"In post","2022","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","175","140","31280","27570"
"In post","2022","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","50","40","29810","27570"
"In post","2022","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","605","550","37100","33300"
"In post","2022","60-64","Unknown","Unknown","Unknown","230","210","37480","33570"
"In post","2022","60-64","Wales","East Wales","Cardiff and Vale of Glamorgan","855","695","33240","27570"
"In post","2022","60-64","Wales","East Wales","Flintshire and Wrexham","195","165","28460","27570"
"In post","2022","60-64","Wales","East Wales","Monmouthshire and Newport","320","260","32470","27570"
"In post","2022","60-64","Wales","East Wales","Powys","70","65","28660","27120"
"In post","2022","60-64","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","95","70","26760","24960"
"In post","2022","60-64","Wales","West Wales and The Valleys","Central Valleys","215","170","32020","27570"
"In post","2022","60-64","Wales","West Wales and The Valleys","Conwy and Denbighshire","70","60","36080","29430"
"In post","2022","60-64","Wales","West Wales and The Valleys","Gwent Valleys","95","75","30150","27570"
"In post","2022","60-64","Wales","West Wales and The Valleys","Gwynedd","65","55","25970","21810"
"In post","2022","60-64","Wales","West Wales and The Valleys","Isle of Anglesey","30","25","32690","27570"
"In post","2022","60-64","Wales","West Wales and The Valleys","South West Wales","155","130","31190","27570"
"In post","2022","60-64","Wales","West Wales and The Valleys","Swansea","845","615","27500","21840"
"In post","2022","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","35","30","26360","25190"
"In post","2022","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","160","130","27550","25730"
