"Status","Year","Age","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","695","685","25630","25120"
"In post","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","200","190","23200","20970"
"In post","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","205","200","28520","27130"
"In post","2022","20-29","West Midlands (England)","West Midlands","Birmingham","2410","2365","26700","25550"
"In post","2022","20-29","West Midlands (England)","West Midlands","Coventry","445","440","30400","29360"
"In post","2022","20-29","West Midlands (England)","West Midlands","Dudley","95","90","23770","21260"
"In post","2022","20-29","West Midlands (England)","West Midlands","Sandwell","55","50","25820","27570"
"In post","2022","20-29","West Midlands (England)","West Midlands","Solihull","170","165","25980","24880"
"In post","2022","20-29","West Midlands (England)","West Midlands","Walsall","50","45","24520","23170"
"In post","2022","20-29","West Midlands (England)","West Midlands","Wolverhampton","150","145","26570","24860"
"In post","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","305","305","24610","24730"
"In post","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","290","285","24800","24260"
"In post","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","110","105","23140","21680"
"In post","2022","20-29","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","150","150","26670","25460"
"In post","2022","20-29","Yorkshire and The Humber","North Yorkshire","York","455","450","27200","26370"
"In post","2022","20-29","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","415","410","24930","24430"
"In post","2022","20-29","Yorkshire and The Humber","South Yorkshire","Sheffield","1070","1055","28270","25040"
"In post","2022","20-29","Yorkshire and The Humber","West Yorkshire","Bradford","555","530","23410","21250"
"In post","2022","20-29","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","135","130","25890","27570"
"In post","2022","20-29","Yorkshire and The Humber","West Yorkshire","Leeds","2885","2850","28860","26820"
"In post","2022","20-29","Yorkshire and The Humber","West Yorkshire","Wakefield","270","265","25470","24800"
"In post","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","225","200","26750","25120"
"In post","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","55","50","27780","27570"
"In post","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","240","225","29170","27570"
"In post","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","1930","1840","31990","28920"
"In post","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","210","195","30800","28550"
"In post","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","210","195","31970","30550"
"In post","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","510","470","27410","26820"
"In post","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","440","415","29350","27570"
"In post","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","110","95","24720","21260"
"In post","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","220","200","28110","25700"
"In post","2022","30-39","East Midlands (England)","Lincolnshire","Lincolnshire CC","490","470","28320","27120"
"In post","2022","30-39","East of England","Bedfordshire and Hertfordshire","Bedford","175","165","29540","28140"
"In post","2022","30-39","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","55","55","31150","26900"
"In post","2022","30-39","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","590","565","35780","32120"
"In post","2022","30-39","East of England","Bedfordshire and Hertfordshire","Luton","90","85","26530","27370"
"In post","2022","30-39","East of England","East Anglia","Breckland and South Norfolk","125","120","29110","27120"
"In post","2022","30-39","East of England","East Anglia","Cambridgeshire CC","740","715","32120","31180"
"In post","2022","30-39","East of England","East Anglia","North and West Norfolk","150","140","27260","26900"
"In post","2022","30-39","East of England","East Anglia","Norwich and East Norfolk","380","350","29190","26840"
"In post","2022","30-39","East of England","East Anglia","Peterborough","275","245","28040","24890"
"In post","2022","30-39","East of England","East Anglia","Suffolk CC","720","675","29620","27570"
"In post","2022","30-39","East of England","Essex","Essex Haven Gateway","165","155","31480","29290"
"In post","2022","30-39","East of England","Essex","Essex Thames Gateway","150","140","27280","24630"
"In post","2022","30-39","East of England","Essex","Heart of Essex","265","255","32420","30780"
"In post","2022","30-39","East of England","Essex","Southend-on-Sea","130","120","31690","29290"
"In post","2022","30-39","East of England","Essex","Thurrock","70","65","26860","25180"
"In post","2022","30-39","East of England","Essex","West Essex","110","105","29770","29290"
"In post","2022","30-39","London","Inner London - East","Hackney and Newham","1175","1135","42410","37930"
"In post","2022","30-39","London","Inner London - East","Haringey and Islington","340","325","32390","31060"
"In post","2022","30-39","London","Inner London - East","Lambeth","855","830","41940","40070"
"In post","2022","30-39","London","Inner London - East","Lewisham and Southwark","310","300","32940","31060"
"In post","2022","30-39","London","Inner London - East","Tower Hamlets","1670","1625","49740","50460"
"In post","2022","30-39","London","Inner London - West","Camden and City of London","460","445","41150","35050"
"In post","2022","30-39","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","205","200","33410","31850"
"In post","2022","30-39","London","Inner London - West","Wandsworth","215","215","33700","32970"
"In post","2022","30-39","London","Inner London - West","Westminster","15220","14855","50650","53130"
"In post","2022","30-39","London","Outer London - East and North East","Barking & Dagenham and Havering","125","110","32130","31060"
"In post","2022","30-39","London","Outer London - East and North East","Bexley and Greenwich","375","365","32600","31890"
"In post","2022","30-39","London","Outer London - East and North East","Enfield","55","50","33030","31060"
"In post","2022","30-39","London","Outer London - East and North East","Redbridge and Waltham Forest","240","225","30950","31060"
"In post","2022","30-39","London","Outer London - South","Bromley","75","65","30620","31060"
"In post","2022","30-39","London","Outer London - South","Croydon","2010","1940","40260","37290"
"In post","2022","30-39","London","Outer London - South","Merton, Kingston upon Thames and Sutton","125","120","33240","31060"
"In post","2022","30-39","London","Outer London - West and North West","Barnet","370","350","37990","34100"
"In post","2022","30-39","London","Outer London - West and North West","Brent","95","90","31540","31060"
"In post","2022","30-39","London","Outer London - West and North West","Ealing","80","75","32310","31060"
"In post","2022","30-39","London","Outer London - West and North West","Harrow and Hillingdon","560","540","30770","29080"
"In post","2022","30-39","London","Outer London - West and North West","Hounslow and Richmond upon Thames","660","640","32770","31460"
"In post","2022","30-39","North East (England)","Northumberland, and Tyne and Wear","Northumberland","75","70","29320","27570"
"In post","2022","30-39","North East (England)","Northumberland, and Tyne and Wear","Sunderland","755","680","26360","26590"
"In post","2022","30-39","North East (England)","Northumberland, and Tyne and Wear","Tyneside","4100","3875","31440","27570"
"In post","2022","30-39","North East (England)","Tees Valley and Durham","Darlington","310","295","36920","36050"
"In post","2022","30-39","North East (England)","Tees Valley and Durham","Durham","1140","1065","26830","25700"
"In post","2022","30-39","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","335","315","26970","27570"
"In post","2022","30-39","North East (England)","Tees Valley and Durham","South Teesside","210","195","26490","24890"
"In post","2022","30-39","North West (England)","Cheshire","Cheshire East","255","240","29220","27120"
"In post","2022","30-39","North West (England)","Cheshire","Cheshire West and Chester","85","80","27820","24910"
"In post","2022","30-39","North West (England)","Cheshire","Warrington","630","610","33420","32770"
"In post","2022","30-39","North West (England)","Cumbria","East Cumbria","150","135","27420","24920"
"In post","2022","30-39","North West (England)","Cumbria","West Cumbria","245","225","27790","24920"
"In post","2022","30-39","North West (England)","Greater Manchester","Greater Manchester North East","230","220","28040","27570"
"In post","2022","30-39","North West (England)","Greater Manchester","Greater Manchester North West","365","345","25700","25700"
"In post","2022","30-39","North West (England)","Greater Manchester","Greater Manchester South East","155","145","26270","26310"
"In post","2022","30-39","North West (England)","Greater Manchester","Greater Manchester South West","1965","1890","32990","30820"
"In post","2022","30-39","North West (England)","Greater Manchester","Manchester","2435","2355","35050","31990"
"In post","2022","30-39","North West (England)","Lancashire","Blackburn with Darwen","100","95","26880","27570"
"In post","2022","30-39","North West (England)","Lancashire","Blackpool","825","785","27830","27570"
"In post","2022","30-39","North West (England)","Lancashire","Chorley and West Lancashire","360","345","29370","27120"
"In post","2022","30-39","North West (England)","Lancashire","East Lancashire","110","100","27960","27570"
"In post","2022","30-39","North West (England)","Lancashire","Lancaster and Wyre","200","190","26050","26350"
"In post","2022","30-39","North West (England)","Lancashire","Mid Lancashire","890","825","27320","24800"
"In post","2022","30-39","North West (England)","Merseyside","East Merseyside","180","170","29040","27570"
"In post","2022","30-39","North West (England)","Merseyside","Liverpool","3070","2910","29410","26590"
"In post","2022","30-39","North West (England)","Merseyside","Sefton","1110","1050","29620","27280"
"In post","2022","30-39","North West (England)","Merseyside","Wirral","335","315","27670","24900"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","35","35","29890","30350"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Ards and North Down","25","25","28790","26770"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Belfast","845","815","30340","26820"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Causeway Coast and Glens","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","65","60","28520","25590"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Mid and East Antrim","10","10","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Northern Ireland","Newry, Mourne and Down","10","10","[c]","[c]"
"In post","2022","30-39","Overseas","Overseas","Overseas","1035","1030","46720","49920"
"In post","2022","30-39","Scotland","Eastern Scotland","Angus and Dundee City","525","505","27260","27230"
"In post","2022","30-39","Scotland","Eastern Scotland","City of Edinburgh","3445","3340","38240","34600"
"In post","2022","30-39","Scotland","Eastern Scotland","Clackmannanshire and Fife","225","215","30790","27570"
"In post","2022","30-39","Scotland","Eastern Scotland","East Lothian and Midlothian","15","15","30440","27400"
