"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","70","[c]","32900","29180"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department for International Trade","25","[c]","31860","31800"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department for Transport","35","[c]","27030","26130"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department for Work and Pensions","115","[c]","33170","29360"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department of Health and Social Care","50","[c]","31670","32790"
"New entrant CS","2022","20-29","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","HM Land Registry","30","[c]","28720","28290"
"New entrant CS","2022","20-29","Digital, Data & Technology","HM Revenue and Customs","155","[c]","32190","33080"
"New entrant CS","2022","20-29","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Ministry of Defence","80","[c]","26730","26350"
"New entrant CS","2022","20-29","Digital, Data & Technology","Ministry of Justice","55","[c]","33830","34260"
"New entrant CS","2022","20-29","Digital, Data & Technology","National Crime Agency","15","[c]","31050","32260"
"New entrant CS","2022","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","The National Archives","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","UK Statistics Authority","50","[c]","27380","23880"
"New entrant CS","2022","20-29","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Department for Business, Energy and Industrial Strategy","15","[c]","30510","22300"
"New entrant CS","2022","20-29","Finance","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Department for Education","65","[c]","30040","29360"
"New entrant CS","2022","20-29","Finance","Department for Environment, Food and Rural Affairs","30","[c]","28590","25460"
"New entrant CS","2022","20-29","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Department for Transport","20","[c]","33240","28420"
"New entrant CS","2022","20-29","Finance","Department for Work and Pensions","60","[c]","29250","27570"
"New entrant CS","2022","20-29","Finance","Department of Health and Social Care","70","[c]","30470","28970"
"New entrant CS","2022","20-29","Finance","HM Revenue and Customs","70","[c]","25580","21250"
"New entrant CS","2022","20-29","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Ministry of Defence","60","[c]","26920","25000"
"New entrant CS","2022","20-29","Finance","Ministry of Justice","15","[c]","30240","30450"
"New entrant CS","2022","20-29","Finance","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Department for Environment, Food and Rural Affairs","210","[c]","21600","21300"
"New entrant CS","2022","20-29","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Attorney General's Departments","20","[c]","23550","23550"
"New entrant CS","2022","20-29","Human Resources","Cabinet Office","80","[c]","24830","23850"
"New entrant CS","2022","20-29","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","10","[c]","25650","24680"
"New entrant CS","2022","20-29","Human Resources","Department for Digital, Culture, Media and Sport","10","[c]","28700","26180"
"New entrant CS","2022","20-29","Human Resources","Department for Education","15","[c]","25730","25000"
"New entrant CS","2022","20-29","Human Resources","Department for Environment, Food and Rural Affairs","30","[c]","30210","28970"
"New entrant CS","2022","20-29","Human Resources","Department for International Trade","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Department for Levelling Up, Housing and Communities","10","[c]","24130","23320"
"New entrant CS","2022","20-29","Human Resources","Department for Transport","25","[c]","27680","27770"
"New entrant CS","2022","20-29","Human Resources","Department for Work and Pensions","40","[c]","28080","27570"
"New entrant CS","2022","20-29","Human Resources","Department of Health and Social Care","85","[c]","31750","28620"
"New entrant CS","2022","20-29","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","HM Revenue and Customs","35","[c]","26080","26590"
"New entrant CS","2022","20-29","Human Resources","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Ministry of Defence","80","[c]","24300","21170"
"New entrant CS","2022","20-29","Human Resources","Ministry of Justice","30","[c]","28120","28310"
"New entrant CS","2022","20-29","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Scottish Government","10","[c]","22170","21640"
"New entrant CS","2022","20-29","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Attorney General's Departments","445","[c]","27020","25480"
"New entrant CS","2022","20-29","Legal","Competition and Markets Authority","20","[c]","34290","29280"
"New entrant CS","2022","20-29","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","HM Revenue and Customs","45","[c]","33500","28670"
"New entrant CS","2022","20-29","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Scottish Government","50","[c]","35190","41750"
"New entrant CS","2022","20-29","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","Cabinet Office","670","[c]","28340","28000"
"New entrant CS","2022","20-29","No function","Charity Commission","30","[c]","22920","24440"
"New entrant CS","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","465","[c]","30910","30360"
"New entrant CS","2022","20-29","No function","Department for Digital, Culture, Media and Sport","220","[c]","32810","34020"
"New entrant CS","2022","20-29","No function","Department for Education","235","[c]","29360","28500"
"New entrant CS","2022","20-29","No function","Department for Environment, Food and Rural Affairs","830","[c]","31580","31460"
"New entrant CS","2022","20-29","No function","Department for International Trade","155","[c]","30750","31800"
"New entrant CS","2022","20-29","No function","Department for Levelling Up, Housing and Communities","270","[c]","30710","30190"
"New entrant CS","2022","20-29","No function","Department for Transport","585","[c]","27720","21840"
"New entrant CS","2022","20-29","No function","Department for Work and Pensions","2840","[c]","25150","26370"
"New entrant CS","2022","20-29","No function","Department of Health and Social Care","915","[c]","30090","28100"
"New entrant CS","2022","20-29","No function","Food Standards Agency","45","[c]","28990","30350"
"New entrant CS","2022","20-29","No function","HM Land Registry","115","[c]","24130","22600"
"New entrant CS","2022","20-29","No function","HM Revenue and Customs","1845","[c]","24990","21250"
"New entrant CS","2022","20-29","No function","HM Treasury","175","[c]","30240","28500"
"New entrant CS","2022","20-29","No function","Ministry of Defence","325","[c]","24270","25050"
"New entrant CS","2022","20-29","No function","Ministry of Justice","6365","[c]","24030","23170"
"New entrant CS","2022","20-29","No function","National Crime Agency","125","[c]","31850","32260"
"New entrant CS","2022","20-29","No function","Northern Ireland Office","15","[c]","34710","32240"
"New entrant CS","2022","20-29","No function","Office for Standards in Education, Children's Services and Skills","25","[c]","23310","21200"
"New entrant CS","2022","20-29","No function","Office of Gas and Electricity Markets","140","[c]","26070","25750"
"New entrant CS","2022","20-29","No function","Office of Qualifications and Examinations Regulation","10","[c]","31550","31000"
"New entrant CS","2022","20-29","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","No function","Scottish Government","485","[c]","22240","21640"
"New entrant CS","2022","20-29","No function","The National Archives","30","[c]","24610","22990"
"New entrant CS","2022","20-29","No function","UK Statistics Authority","120","[c]","22280","19860"
"New entrant CS","2022","20-29","No function","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Cabinet Office","20","[c]","31490","27500"
"New entrant CS","2022","20-29","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Competition and Markets Authority","20","[c]","31610","33120"
"New entrant CS","2022","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy","20","[c]","28920","24150"
"New entrant CS","2022","20-29","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Department for Environment, Food and Rural Affairs","20","[c]","24220","21300"
"New entrant CS","2022","20-29","Project Delivery","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Department for Levelling Up, Housing and Communities","10","[c]","31220","30190"
"New entrant CS","2022","20-29","Project Delivery","Department for Transport","25","[c]","35940","34710"
"New entrant CS","2022","20-29","Project Delivery","Department for Work and Pensions","20","[c]","24130","21260"
