"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Human Resources","London","HEO","Female","80","[c]","33250","33210"
"Leaver Dept.","2022","Human Resources","London","HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","AO","Female","30","[c]","21480","21170"
"Leaver Dept.","2022","Human Resources","Outside London","AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","EO","Female","75","[c]","26580","27570"
"Leaver Dept.","2022","Human Resources","Outside London","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","G7","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","HEO","Female","50","[c]","30730","30960"
"Leaver Dept.","2022","Human Resources","Outside London","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","SEO","Female","50","[c]","38880","38200"
"Leaver Dept.","2022","Human Resources","Outside London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","G7","Female","40","[c]","55060","52650"
"Leaver Dept.","2022","Legal","London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","London","AA","Female","50","[c]","21350","22350"
"Leaver Dept.","2022","No function","London","AA","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","London","AO","Female","200","[c]","23590","23780"
"Leaver Dept.","2022","No function","London","AO","Male","90","[c]","23880","23780"
"Leaver Dept.","2022","No function","London","EO","Female","715","[c]","28500","27920"
"Leaver Dept.","2022","No function","London","EO","Male","380","[c]","28740","28120"
"Leaver Dept.","2022","No function","London","G6","Female","290","[c]","68490","65720"
"Leaver Dept.","2022","No function","London","G6","Male","230","[c]","69130","66090"
"Leaver Dept.","2022","No function","London","G7","Female","795","[c]","54220","54070"
"Leaver Dept.","2022","No function","London","G7","Male","555","[c]","54260","54030"
"Leaver Dept.","2022","No function","London","HEO","Female","1125","[c]","32940","32440"
"Leaver Dept.","2022","No function","London","HEO","Male","705","[c]","33150","33210"
"Leaver Dept.","2022","No function","London","SCS level","Female","195","[c]","100380","95130"
"Leaver Dept.","2022","No function","London","SCS level","Male","170","[c]","92850","87840"
"Leaver Dept.","2022","No function","London","SEO","Female","740","[c]","40500","40070"
"Leaver Dept.","2022","No function","London","SEO","Male","390","[c]","40820","40500"
"Leaver Dept.","2022","No function","London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","London","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Outside London","AA","Female","90","[c]","19300","19130"
"Leaver Dept.","2022","No function","Outside London","AA","Male","60","[c]","19540","19100"
"Leaver Dept.","2022","No function","Outside London","AO","Female","945","[c]","21010","21010"
"Leaver Dept.","2022","No function","Outside London","AO","Male","570","[c]","21080","21130"
"Leaver Dept.","2022","No function","Outside London","EO","Female","1425","[c]","26470","27570"
"Leaver Dept.","2022","No function","Outside London","EO","Male","825","[c]","26810","27570"
"Leaver Dept.","2022","No function","Outside London","G6","Female","145","[c]","70730","67720"
"Leaver Dept.","2022","No function","Outside London","G6","Male","125","[c]","70990","68520"
"Leaver Dept.","2022","No function","Outside London","G7","Female","465","[c]","51630","50420"
"Leaver Dept.","2022","No function","Outside London","G7","Male","295","[c]","52360","51200"
"Leaver Dept.","2022","No function","Outside London","HEO","Female","885","[c]","31240","30950"
"Leaver Dept.","2022","No function","Outside London","HEO","Male","460","[c]","31420","30810"
"Leaver Dept.","2022","No function","Outside London","SCS level","Female","120","[c]","103320","101430"
"Leaver Dept.","2022","No function","Outside London","SCS level","Male","105","[c]","111990","110740"
"Leaver Dept.","2022","No function","Outside London","SEO","Female","670","[c]","39130","38720"
"Leaver Dept.","2022","No function","Outside London","SEO","Male","355","[c]","39430","38850"
"Leaver Dept.","2022","No function","Outside London","Unknown","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Outside London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","EO","Female","40","[c]","27490","27570"
"Leaver Dept.","2022","No function","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","HEO","Female","100","[c]","32040","32000"
"Leaver Dept.","2022","No function","Unknown","HEO","Male","95","[c]","32390","32000"
"Leaver Dept.","2022","No function","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","EO","Female","40","[c]","24710","24960"
"Leaver Dept.","2022","Project Delivery","Outside London","EO","Male","65","[c]","23640","25250"
"Leaver Dept.","2022","Project Delivery","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","G7","Female","35","[c]","50140","50210"
"Leaver Dept.","2022","Project Delivery","Outside London","G7","Male","40","[c]","52950","52260"
"Leaver Dept.","2022","Project Delivery","Outside London","HEO","Female","70","[c]","30440","30940"
"Leaver Dept.","2022","Project Delivery","Outside London","HEO","Male","80","[c]","31140","31600"
"Leaver Dept.","2022","Project Delivery","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","SEO","Female","60","[c]","39530","39930"
"Leaver Dept.","2022","Project Delivery","Outside London","SEO","Male","75","[c]","40270","40580"
"Leaver Dept.","2022","Project Delivery","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","G6","Male","[c]","[c]","[c]","[c]"
