"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Overseas","G6","Male","145","145","65200","64610"
"In post","2022","No function","Overseas","G7","Female","170","170","55330","54470"
"In post","2022","No function","Overseas","G7","Male","275","275","56140","54470"
"In post","2022","No function","Overseas","HEO","Female","210","210","34210","33860"
"In post","2022","No function","Overseas","HEO","Male","310","310","35330","34220"
"In post","2022","No function","Overseas","SCS level","Female","95","95","87330","76730"
"In post","2022","No function","Overseas","SCS level","Male","145","145","85690","76600"
"In post","2022","No function","Overseas","SEO","Female","70","70","42780","40290"
"In post","2022","No function","Overseas","SEO","Male","160","160","52100","43930"
"In post","2022","No function","Unknown","AA","Female","5","5","[c]","[c]"
"In post","2022","No function","Unknown","AA","Male","5","5","[c]","[c]"
"In post","2022","No function","Unknown","AO","Female","60","55","21500","21260"
"In post","2022","No function","Unknown","AO","Male","30","30","21850","21260"
"In post","2022","No function","Unknown","EO","Female","215","195","28740","27570"
"In post","2022","No function","Unknown","EO","Male","120","115","28380","27570"
"In post","2022","No function","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","G7","Female","20","20","[c]","[c]"
"In post","2022","No function","Unknown","G7","Male","15","15","[c]","[c]"
"In post","2022","No function","Unknown","HEO","Female","170","165","31090","29250"
"In post","2022","No function","Unknown","HEO","Male","150","150","32760","30810"
"In post","2022","No function","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2022","No function","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","SEO","Female","10","10","[c]","[c]"
"In post","2022","No function","Unknown","SEO","Male","20","20","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","Female","35","30","32780","28330"
"In post","2022","No function","Unknown","Unknown","Male","20","15","[c]","[c]"
"In post","2022","Project Delivery","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","AO","Female","110","85","24380","25110"
"In post","2022","Project Delivery","London","AO","Male","40","35","24470","25110"
"In post","2022","Project Delivery","London","EO","Female","210","205","30350","30630"
"In post","2022","Project Delivery","London","EO","Male","115","115","30090","30660"
"In post","2022","Project Delivery","London","G6","Female","350","335","69610","70110"
"In post","2022","Project Delivery","London","G6","Male","405","395","70710","71700"
"In post","2022","Project Delivery","London","G7","Female","675","650","56670","55860"
"In post","2022","Project Delivery","London","G7","Male","620","605","57640","57660"
"In post","2022","Project Delivery","London","HEO","Female","440","425","36910","37930"
"In post","2022","Project Delivery","London","HEO","Male","355","350","36900","37610"
"In post","2022","Project Delivery","London","SCS level","Female","165","155","90920","85110"
"In post","2022","Project Delivery","London","SCS level","Male","175","170","98730","93000"
"In post","2022","Project Delivery","London","SEO","Female","400","390","43060","43430"
"In post","2022","Project Delivery","London","SEO","Male","355","345","43460","43810"
"In post","2022","Project Delivery","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outside London","AA","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outside London","AO","Female","325","275","21320","21260"
"In post","2022","Project Delivery","Outside London","AO","Male","145","140","21300","21260"
"In post","2022","Project Delivery","Outside London","EO","Female","1465","1330","24800","25800"
"In post","2022","Project Delivery","Outside London","EO","Male","1630","1595","23810","24750"
"In post","2022","Project Delivery","Outside London","G6","Female","455","440","65780","66610"
"In post","2022","Project Delivery","Outside London","G6","Male","735","715","67780","67770"
"In post","2022","Project Delivery","Outside London","G7","Female","1455","1390","52280","53860"
"In post","2022","Project Delivery","Outside London","G7","Male","2105","2070","53060","54160"
"In post","2022","Project Delivery","Outside London","HEO","Female","2585","2400","31660","33000"
"In post","2022","Project Delivery","Outside London","HEO","Male","2830","2770","31900","32890"
"In post","2022","Project Delivery","Outside London","SCS level","Female","95","95","83630","77300"
"In post","2022","Project Delivery","Outside London","SCS level","Male","135","130","95110","86580"
"In post","2022","Project Delivery","Outside London","SEO","Female","2375","2240","39690","40180"
"In post","2022","Project Delivery","Outside London","SEO","Male","3585","3495","40730","40520"
"In post","2022","Project Delivery","Outside London","Unknown","Female","435","410","37240","34000"
"In post","2022","Project Delivery","Outside London","Unknown","Male","1150","1140","42550","40670"
"In post","2022","Project Delivery","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","G6","Female","70","70","66700","66380"
"In post","2022","Project Delivery","Overseas","G6","Male","85","85","67330","67370"
"In post","2022","Project Delivery","Overseas","G7","Female","145","145","54420","54430"
"In post","2022","Project Delivery","Overseas","G7","Male","135","135","55130","55060"
"In post","2022","Project Delivery","Overseas","HEO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Overseas","HEO","Male","35","35","34760","33300"
"In post","2022","Project Delivery","Overseas","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SEO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SEO","Male","45","45","42670","41740"
"In post","2022","Project Delivery","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","AA","Female","15","15","[c]","[c]"
"In post","2022","Property","London","AA","Male","20","20","[c]","[c]"
"In post","2022","Property","London","AO","Female","50","45","25960","25750"
"In post","2022","Property","London","AO","Male","40","35","25530","25720"
"In post","2022","Property","London","EO","Female","190","175","29470","30600"
"In post","2022","Property","London","EO","Male","240","235","26440","28500"
"In post","2022","Property","London","G6","Female","60","60","67320","65440"
"In post","2022","Property","London","G6","Male","90","90","69710","68630"
"In post","2022","Property","London","G7","Female","115","115","57230","55140"
"In post","2022","Property","London","G7","Male","180","175","59510","59540"
"In post","2022","Property","London","HEO","Female","155","150","34900","34640"
"In post","2022","Property","London","HEO","Male","195","190","35070","35880"
"In post","2022","Property","London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Property","London","SCS level","Male","40","40","99590","97850"
"In post","2022","Property","London","SEO","Female","120","115","44800","44940"
"In post","2022","Property","London","SEO","Male","175","170","45970","45750"
"In post","2022","Property","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Outside London","AA","Female","185","170","18450","18990"
"In post","2022","Property","Outside London","AA","Male","375","370","18560","17480"
"In post","2022","Property","Outside London","AO","Female","645","575","22110","22010"
"In post","2022","Property","Outside London","AO","Male","500","490","23390","22010"
"In post","2022","Property","Outside London","EO","Female","745","685","26310","26670"
"In post","2022","Property","Outside London","EO","Male","710","695","26620","26670"
"In post","2022","Property","Outside London","G6","Female","105","105","64410","64000"
"In post","2022","Property","Outside London","G6","Male","260","255","66080","65340"
"In post","2022","Property","Outside London","G7","Female","335","325","52960","53200"
"In post","2022","Property","Outside London","G7","Male","555","545","54170","54400"
"In post","2022","Property","Outside London","HEO","Female","735","705","32440","33000"
"In post","2022","Property","Outside London","HEO","Male","935","905","33300","33300"
"In post","2022","Property","Outside London","SCS level","Female","25","25","[c]","[c]"
"In post","2022","Property","Outside London","SCS level","Male","40","40","92520","86600"
"In post","2022","Property","Outside London","SEO","Female","595","555","41100","40580"
"In post","2022","Property","Outside London","SEO","Male","840","815","42380","42170"
"In post","2022","Property","Outside London","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Property","Outside London","Unknown","Male","35","35","21150","21600"
"In post","2022","Property","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2022","Property","Overseas","EO","Male","20","20","[c]","[c]"
"In post","2022","Property","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","G7","Male","20","20","[c]","[c]"
"In post","2022","Property","Overseas","HEO","Female","10","10","[c]","[c]"
"In post","2022","Property","Overseas","HEO","Male","65","65","36140","36270"
"In post","2022","Property","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","SEO","Male","50","50","43290","42050"
"In post","2022","Property","Unknown","G7","Female","5","5","[c]","[c]"
"In post","2022","Property","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","HEO","Female","15","10","[c]","[c]"
"In post","2022","Property","Unknown","HEO","Male","15","15","[c]","[c]"
"In post","2022","Property","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","AA","Female","15","10","[c]","[c]"
"In post","2022","Security","London","AA","Male","105","105","22230","22900"
"In post","2022","Security","London","AO","Female","55","55","26970","25370"
"In post","2022","Security","London","AO","Male","140","140","32670","30430"
"In post","2022","Security","London","EO","Female","145","140","29540","29250"
"In post","2022","Security","London","EO","Male","195","195","30920","29250"
"In post","2022","Security","London","G6","Female","25","25","[c]","[c]"
"In post","2022","Security","London","G6","Male","65","65","69690","68500"
"In post","2022","Security","London","G7","Female","90","85","56440","56640"
"In post","2022","Security","London","G7","Male","150","145","58480","58140"
"In post","2022","Security","London","HEO","Female","200","195","36100","36140"
"In post","2022","Security","London","HEO","Male","275","270","37590","37320"
"In post","2022","Security","London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Security","London","SCS level","Male","30","30","87530","78810"
"In post","2022","Security","London","SEO","Female","150","150","45400","44230"
"In post","2022","Security","London","SEO","Male","255","250","45890","45200"
"In post","2022","Security","London","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Security","London","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Security","Outside London","AA","Female","320","315","20510","19810"
"In post","2022","Security","Outside London","AA","Male","2035","1980","20670","19810"
"In post","2022","Security","Outside London","AO","Female","540","510","27270","22690"
"In post","2022","Security","Outside London","AO","Male","2430","2395","32850","39070"
"In post","2022","Security","Outside London","EO","Female","415","395","28060","26670"
"In post","2022","Security","Outside London","EO","Male","735","720","34670","30240"
"In post","2022","Security","Outside London","G6","Female","15","15","[c]","[c]"
"In post","2022","Security","Outside London","G6","Male","30","30","66910","65310"
"In post","2022","Security","Outside London","G7","Female","70","65","54500","54490"
"In post","2022","Security","Outside London","G7","Male","130","130","55460","54540"
"In post","2022","Security","Outside London","HEO","Female","415","400","33470","33300"
"In post","2022","Security","Outside London","HEO","Male","710","695","36800","33300"
"In post","2022","Security","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Security","Outside London","SEO","Female","175","170","42000","40580"
"In post","2022","Security","Outside London","SEO","Male","340","335","44210","40580"
"In post","2022","Security","Outside London","Unknown","Female","35","35","34160","33370"
"In post","2022","Security","Outside London","Unknown","Male","55","55","33800","34980"
"In post","2022","Security","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2022","Security","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G7","Female","10","10","[c]","[c]"
"In post","2022","Security","Overseas","G7","Male","15","15","[c]","[c]"
"In post","2022","Security","Overseas","HEO","Female","15","15","[c]","[c]"
"In post","2022","Security","Overseas","HEO","Male","80","80","33490","34220"
"In post","2022","Security","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2022","Security","Overseas","SEO","Male","15","15","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","Male","15","15","[c]","[c]"
"In post","2022","Security","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","HEO","Female","15","15","[c]","[c]"
"In post","2022","Security","Unknown","HEO","Male","10","10","[c]","[c]"
"In post","2022","Security","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Male","55","55","27830","27370"
"In post","2022","Unknown","London","AA","Female","170","145","22380","22460"
"In post","2022","Unknown","London","AA","Male","215","210","22450","22460"
"In post","2022","Unknown","London","AO","Female","1045","920","25510","25630"
"In post","2022","Unknown","London","AO","Male","605","585","25410","25630"
"In post","2022","Unknown","London","EO","Female","2375","2170","29410","29030"
"In post","2022","Unknown","London","EO","Male","1955","1875","29560","28990"
"In post","2022","Unknown","London","G6","Female","485","460","69930","68720"
"In post","2022","Unknown","London","G6","Male","515","515","71040","68940"
"In post","2022","Unknown","London","G7","Female","1230","1190","58210","57460"
"In post","2022","Unknown","London","G7","Male","1240","1230","58990","57680"
"In post","2022","Unknown","London","HEO","Female","1595","1530","35710","35070"
"In post","2022","Unknown","London","HEO","Male","1360","1340","35790","35200"
"In post","2022","Unknown","London","SCS level","Female","200","190","87490","79800"
"In post","2022","Unknown","London","SCS level","Male","230","225","91950","83790"
"In post","2022","Unknown","London","SEO","Female","1505","1460","42950","41970"
"In post","2022","Unknown","London","SEO","Male","1340","1330","43350","42200"
"In post","2022","Unknown","London","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Unknown","London","Unknown","Male","35","35","[c]","[c]"
"In post","2022","Unknown","Outside London","AA","Female","1910","1725","20610","20310"
"In post","2022","Unknown","Outside London","AA","Male","2015","1955","20200","19050"
"In post","2022","Unknown","Outside London","AO","Female","7815","7025","22170","21680"
"In post","2022","Unknown","Outside London","AO","Male","5185","5015","22530","21680"
"In post","2022","Unknown","Outside London","EO","Female","9210","8455","26820","26350"
"In post","2022","Unknown","Outside London","EO","Male","9325","8940","27220","26670"
"In post","2022","Unknown","Outside London","G6","Female","1125","1040","72830","75340"
"In post","2022","Unknown","Outside London","G6","Male","975","950","72710","75340"
"In post","2022","Unknown","Outside London","G7","Female","2350","2220","56650","55120"
"In post","2022","Unknown","Outside London","G7","Male","2135","2095","57670","57190"
"In post","2022","Unknown","Outside London","HEO","Female","5760","5435","33930","33190"
"In post","2022","Unknown","Outside London","HEO","Male","5015","4920","34080","33300"
"In post","2022","Unknown","Outside London","SCS level","Female","255","245","87360","83230"
"In post","2022","Unknown","Outside London","SCS level","Male","320","305","90850","83230"
"In post","2022","Unknown","Outside London","SEO","Female","3755","3560","42780","41140"
"In post","2022","Unknown","Outside London","SEO","Male","3590","3530","43200","41730"
"In post","2022","Unknown","Outside London","Unknown","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","Male","40","35","[c]","[c]"
"In post","2022","Unknown","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","AO","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Overseas","AO","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","Female","75","75","27990","27370"
"In post","2022","Unknown","Overseas","EO","Male","85","85","27330","26670"
"In post","2022","Unknown","Overseas","G6","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Overseas","G6","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Overseas","G7","Female","35","35","61380","61300"
"In post","2022","Unknown","Overseas","G7","Male","30","30","62380","60990"
"In post","2022","Unknown","Overseas","HEO","Female","155","155","40860","41600"
"In post","2022","Unknown","Overseas","HEO","Male","85","85","40190","41600"
"In post","2022","Unknown","Overseas","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO","Male","35","35","46200","42300"
"In post","2022","Unknown","Overseas","Unknown","Female","70","70","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","Male","105","105","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","G6","Female","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","G7","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HEO","Female","40","40","38520","39030"
"In post","2022","Unknown","Unknown","HEO","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Female","175","175","32510","32400"
"In post","2022","Unknown","Unknown","Unknown","Male","1605","1605","37920","34460"
"Leaver CS","2022","Analysis","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","HEO","Male","40","[c]","35210","34570"
"Leaver CS","2022","Analysis","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","AO","Male","35","[c]","20060","19610"
"Leaver CS","2022","Analysis","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","HEO","Male","50","[c]","32010","30220"
"Leaver CS","2022","Analysis","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","HEO","Male","40","[c]","33580","33550"
"Leaver CS","2022","Commercial","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","SEO","Female","35","[c]","39350","39810"
"Leaver CS","2022","Commercial","Outside London","SEO","Male","45","[c]","39950","39570"
"Leaver CS","2022","Commercial","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","AO","Male","5","[c]","[c]","[c]"
