"Status","Year","Age","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Outside London","Female","Heterosexual / straight","4430","[c]","28680","26590"
"New entrant CS","2022","30-39","Outside London","Female","LGBO","455","[c]","28910","26590"
"New entrant CS","2022","30-39","Outside London","Female","Undeclared","305","[c]","31350","27570"
"New entrant CS","2022","30-39","Outside London","Female","Unknown","2385","[c]","27640","24880"
"New entrant CS","2022","30-39","Outside London","Male","Heterosexual / straight","3595","[c]","29830","27380"
"New entrant CS","2022","30-39","Outside London","Male","LGBO","410","[c]","29230","27180"
"New entrant CS","2022","30-39","Outside London","Male","Undeclared","255","[c]","31190","27570"
"New entrant CS","2022","30-39","Outside London","Male","Unknown","1910","[c]","28700","25730"
"New entrant CS","2022","30-39","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Female","Heterosexual / straight","40","[c]","30950","31060"
"New entrant CS","2022","30-39","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Female","Unknown","50","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Male","Unknown","60","[c]","25680","23500"
"New entrant CS","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","London","Female","Heterosexual / straight","660","[c]","41780","37620"
"New entrant CS","2022","40-49","London","Female","LGBO","35","[c]","46500","41400"
"New entrant CS","2022","40-49","London","Female","Undeclared","85","[c]","41310","33000"
"New entrant CS","2022","40-49","London","Female","Unknown","290","[c]","40360","36330"
"New entrant CS","2022","40-49","London","Male","Heterosexual / straight","430","[c]","45650","40070"
"New entrant CS","2022","40-49","London","Male","LGBO","50","[c]","41780","38190"
"New entrant CS","2022","40-49","London","Male","Undeclared","55","[c]","48130","48400"
"New entrant CS","2022","40-49","London","Male","Unknown","250","[c]","45560","37610"
"New entrant CS","2022","40-49","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Outside London","Female","Heterosexual / straight","3610","[c]","30670","27570"
"New entrant CS","2022","40-49","Outside London","Female","LGBO","200","[c]","32230","27570"
"New entrant CS","2022","40-49","Outside London","Female","Undeclared","190","[c]","31940","27570"
"New entrant CS","2022","40-49","Outside London","Female","Unknown","1570","[c]","29380","26310"
"New entrant CS","2022","40-49","Outside London","Male","Heterosexual / straight","2340","[c]","32720","27570"
"New entrant CS","2022","40-49","Outside London","Male","LGBO","180","[c]","30180","27570"
"New entrant CS","2022","40-49","Outside London","Male","Undeclared","185","[c]","34920","31330"
"New entrant CS","2022","40-49","Outside London","Male","Unknown","1160","[c]","33290","26840"
"New entrant CS","2022","40-49","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Female","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","Female","Heterosexual / straight","430","[c]","39460","32640"
"New entrant CS","2022","50-59","London","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","Female","Undeclared","60","[c]","42600","36580"
"New entrant CS","2022","50-59","London","Female","Unknown","195","[c]","41550","33860"
"New entrant CS","2022","50-59","London","Male","Heterosexual / straight","355","[c]","44380","37610"
"New entrant CS","2022","50-59","London","Male","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","Male","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","Male","Unknown","185","[c]","44260","34630"
"New entrant CS","2022","50-59","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Outside London","Female","Heterosexual / straight","2790","[c]","29290","26590"
"New entrant CS","2022","50-59","Outside London","Female","LGBO","105","[c]","30080","27570"
"New entrant CS","2022","50-59","Outside London","Female","Undeclared","170","[c]","30730","27570"
"New entrant CS","2022","50-59","Outside London","Female","Unknown","1275","[c]","28510","24880"
"New entrant CS","2022","50-59","Outside London","Male","Heterosexual / straight","2130","[c]","32300","27570"
"New entrant CS","2022","50-59","Outside London","Male","LGBO","100","[c]","30480","27130"
"New entrant CS","2022","50-59","Outside London","Male","Undeclared","145","[c]","33490","29360"
"New entrant CS","2022","50-59","Outside London","Male","Unknown","1140","[c]","31670","27570"
"New entrant CS","2022","50-59","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Female","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","Female","Heterosexual / straight","85","[c]","39740","33980"
"New entrant CS","2022","60-64","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","Female","Unknown","50","[c]","38020","33700"
"New entrant CS","2022","60-64","London","Male","Heterosexual / straight","75","[c]","44680","35700"
"New entrant CS","2022","60-64","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","Male","Unknown","50","[c]","41380","37610"
"New entrant CS","2022","60-64","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","Female","Heterosexual / straight","575","[c]","26680","23320"
"New entrant CS","2022","60-64","Outside London","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","Female","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","Female","Unknown","265","[c]","27260","24800"
"New entrant CS","2022","60-64","Outside London","Male","Heterosexual / straight","485","[c]","31120","27570"
"New entrant CS","2022","60-64","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","Male","Undeclared","35","[c]","30800","30780"
"New entrant CS","2022","60-64","Outside London","Male","Unknown","285","[c]","30390","28200"
"New entrant CS","2022","60-64","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","Female","Heterosexual / straight","120","[c]","28520","24250"
"New entrant CS","2022","65+","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","Female","Unknown","65","[c]","27270","26310"
"New entrant CS","2022","65+","Outside London","Male","Heterosexual / straight","150","[c]","31890","28200"
"New entrant CS","2022","65+","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","Male","Unknown","115","[c]","29060","26770"
"New entrant CS","2022","65+","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-15, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
