"Status","Year","Ethnicity","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Outside London","HEO","25","25","[c]","[c]"
"In post","2022","Asian","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","London","AA","120","105","22400","22460"
"In post","2022","Asian","Unknown","London","AO","555","495","25600","25630"
"In post","2022","Asian","Unknown","London","EO","1215","1120","29260","29040"
"In post","2022","Asian","Unknown","London","G6","55","55","70880","68720"
"In post","2022","Asian","Unknown","London","G7","255","250","59260","57680"
"In post","2022","Asian","Unknown","London","HEO","640","615","35590","35070"
"In post","2022","Asian","Unknown","London","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","London","SEO","450","440","42910","41970"
"In post","2022","Asian","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Outside London","AA","95","85","19690","19050"
"In post","2022","Asian","Unknown","Outside London","AO","605","540","21990","21680"
"In post","2022","Asian","Unknown","Outside London","EO","750","705","26010","25220"
"In post","2022","Asian","Unknown","Outside London","G6","35","30","75410","74070"
"In post","2022","Asian","Unknown","Outside London","G7","85","85","57170","54260"
"In post","2022","Asian","Unknown","Outside London","HEO","315","305","32380","31060"
"In post","2022","Asian","Unknown","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Outside London","SEO","140","140","41870","40510"
"In post","2022","Asian","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","EO","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","London","AO","10","10","[c]","[c]"
"In post","2022","Black","Analysis","London","EO","25","25","[c]","[c]"
"In post","2022","Black","Analysis","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","London","G7","30","30","[c]","[c]"
"In post","2022","Black","Analysis","London","HEO","50","50","35350","34690"
"In post","2022","Black","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","London","SEO","35","30","42590","42500"
"In post","2022","Black","Analysis","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","HEO","25","25","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","SEO","20","20","[c]","[c]"
"In post","2022","Black","Analysis","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","London","AO","5","5","[c]","[c]"
"In post","2022","Black","Commercial","London","EO","10","10","[c]","[c]"
"In post","2022","Black","Commercial","London","G6","10","10","[c]","[c]"
"In post","2022","Black","Commercial","London","G7","20","20","[c]","[c]"
"In post","2022","Black","Commercial","London","HEO","25","25","[c]","[c]"
"In post","2022","Black","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","London","SEO","25","25","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","SEO","30","30","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","London","AO","10","10","[c]","[c]"
"In post","2022","Black","Communications","London","EO","30","30","29210","28710"
"In post","2022","Black","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","London","G7","15","15","[c]","[c]"
"In post","2022","Black","Communications","London","HEO","40","40","35650","35010"
"In post","2022","Black","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","London","SEO","10","10","[c]","[c]"
"In post","2022","Black","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Black","Communications","Outside London","EO","90","90","26810","26820"
"In post","2022","Black","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Outside London","HEO","30","30","33030","33300"
"In post","2022","Black","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","London","AO","120","100","24890","25110"
"In post","2022","Black","Counter Fraud","London","EO","190","180","31370","31060"
"In post","2022","Black","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","London","G7","5","5","[c]","[c]"
"In post","2022","Black","Counter Fraud","London","HEO","90","90","37610","37930"
"In post","2022","Black","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","London","SEO","25","25","[c]","[c]"
"In post","2022","Black","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Outside London","AO","45","35","21740","21260"
"In post","2022","Black","Counter Fraud","Outside London","EO","95","90","27800","27570"
"In post","2022","Black","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Black","Counter Fraud","Outside London","HEO","35","35","33480","33370"
"In post","2022","Black","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","London","AO","60","50","25870","25880"
"In post","2022","Black","Debt","London","EO","25","25","[c]","[c]"
"In post","2022","Black","Debt","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Outside London","AO","105","95","21200","21250"
"In post","2022","Black","Debt","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Black","Debt","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","London","AO","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","London","EO","70","65","29300","28800"
"In post","2022","Black","Digital, Data & Technology","London","G6","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","London","G7","75","75","56970","54700"
"In post","2022","Black","Digital, Data & Technology","London","HEO","90","90","35450","34550"
"In post","2022","Black","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","London","SEO","75","75","42750","41750"
"In post","2022","Black","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Outside London","AO","5","5","[c]","[c]"
