"Status","Year","Ethnicity","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Legal","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Gas and Electricity Markets","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Legal","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Attorney General's Departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","No function","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Cabinet Office","Heterosexual / straight","80","80","40900","35590"
"In post","2022","Black","No function","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","340","335","38530","34170"
"In post","2022","Black","No function","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
"In post","2022","Black","No function","Department for Business, Energy and Industrial Strategy","Undeclared","20","20","[c]","[c]"
"In post","2022","Black","No function","Department for Business, Energy and Industrial Strategy","Unknown","15","15","[c]","[c]"
"In post","2022","Black","No function","Department for Digital, Culture, Media and Sport","Heterosexual / straight","65","65","38780","34020"
"In post","2022","Black","No function","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Education","Heterosexual / straight","155","150","40060","36780"
"In post","2022","Black","No function","Department for Education","LGBO","5","5","[c]","[c]"
"In post","2022","Black","No function","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2022","Black","No function","Department for Environment, Food and Rural Affairs","Heterosexual / straight","140","140","34700","32560"
"In post","2022","Black","No function","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for International Trade","Heterosexual / straight","85","80","41530","38540"
"In post","2022","Black","No function","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2022","Black","No function","Department for Levelling Up, Housing and Communities","Heterosexual / straight","125","125","39090","35780"
"In post","2022","Black","No function","Department for Levelling Up, Housing and Communities","LGBO","10","10","[c]","[c]"
"In post","2022","Black","No function","Department for Levelling Up, Housing and Communities","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Transport","Heterosexual / straight","130","125","35600","33370"
"In post","2022","Black","No function","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2022","Black","No function","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","No function","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2022","Black","No function","Department for Work and Pensions","Heterosexual / straight","2685","2565","29030","29290"
"In post","2022","Black","No function","Department for Work and Pensions","LGBO","70","65","28680","29290"
"In post","2022","Black","No function","Department for Work and Pensions","Undeclared","165","155","28200","28490"
"In post","2022","Black","No function","Department for Work and Pensions","Unknown","415","365","28630","30330"
"In post","2022","Black","No function","Department of Health and Social Care","Heterosexual / straight","400","375","37250","32650"
"In post","2022","Black","No function","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department of Health and Social Care","Undeclared","35","35","38030","38770"
"In post","2022","Black","No function","Department of Health and Social Care","Unknown","40","40","54920","42460"
"In post","2022","Black","No function","Food Standards Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Black","No function","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Food Standards Agency","Unknown","10","10","[c]","[c]"
"In post","2022","Black","No function","Foreign, Commonwealth and Development Office","Heterosexual / straight","110","110","35400","32560"
"In post","2022","Black","No function","Foreign, Commonwealth and Development Office","LGBO","5","5","[c]","[c]"
"In post","2022","Black","No function","Foreign, Commonwealth and Development Office","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","No function","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","HM Land Registry","Heterosexual / straight","35","30","29070","27130"
"In post","2022","Black","No function","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","HM Land Registry","Unknown","5","5","[c]","[c]"
"In post","2022","Black","No function","HM Revenue and Customs","Heterosexual / straight","670","645","31880","31020"
"In post","2022","Black","No function","HM Revenue and Customs","LGBO","20","20","[c]","[c]"
"In post","2022","Black","No function","HM Revenue and Customs","Undeclared","25","25","[c]","[c]"
"In post","2022","Black","No function","HM Revenue and Customs","Unknown","80","80","33120","33080"
"In post","2022","Black","No function","HM Treasury","Heterosexual / straight","50","50","40840","32530"
"In post","2022","Black","No function","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2022","Black","No function","Ministry of Defence","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","No function","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2022","Black","No function","Ministry of Justice","Heterosexual / straight","3300","3175","30350","28310"
"In post","2022","Black","No function","Ministry of Justice","LGBO","65","65","30420","28310"
"In post","2022","Black","No function","Ministry of Justice","Undeclared","185","175","30720","28310"
"In post","2022","Black","No function","Ministry of Justice","Unknown","260","240","30380","29020"
"In post","2022","Black","No function","National Crime Agency","Heterosexual / straight","65","65","36520","37560"
"In post","2022","Black","No function","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","45","45","46310","46360"
"In post","2022","Black","No function","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Gas and Electricity Markets","Heterosexual / straight","30","30","32450","31060"
"In post","2022","Black","No function","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Gas and Electricity Markets","Unknown","10","10","[c]","[c]"
"In post","2022","Black","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Rail and Road","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","No function","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","No function","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","UK Statistics Authority","Heterosexual / straight","45","35","27230","23430"
"In post","2022","Black","No function","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Attorney General's Departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Cabinet Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Competition and Markets Authority","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Transport","Heterosexual / straight","35","35","44810","44040"
"In post","2022","Black","Project Delivery","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Work and Pensions","Heterosexual / straight","50","40","32760","31060"
"In post","2022","Black","Project Delivery","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Work and Pensions","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Heterosexual / straight","60","60","45890","41000"
"In post","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Land Registry","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Revenue and Customs","Heterosexual / straight","145","140","44480","40180"
"In post","2022","Black","Project Delivery","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Revenue and Customs","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Revenue and Customs","Unknown","20","20","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Defence","Heterosexual / straight","230","225","35760","34770"
"In post","2022","Black","Project Delivery","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Justice","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
