"Status","Year","Age","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","HM Land Registry","Outside London","AA","20","20","21570","21290"
"In post","2022","20-29","HM Land Registry","Outside London","AO","535","520","22610","22600"
"In post","2022","20-29","HM Land Registry","Outside London","EO","400","395","27330","27130"
"In post","2022","20-29","HM Land Registry","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","Outside London","HEO","75","75","34180","33840"
"In post","2022","20-29","HM Land Registry","Outside London","SEO","25","25","39570","38550"
"In post","2022","20-29","HM Revenue and Customs","London","AO","100","100","25350","25330"
"In post","2022","20-29","HM Revenue and Customs","London","EO","435","430","30770","31020"
"In post","2022","20-29","HM Revenue and Customs","London","G6","15","15","71640","73430"
"In post","2022","20-29","HM Revenue and Customs","London","G7","215","215","60550","62120"
"In post","2022","20-29","HM Revenue and Customs","London","HEO","550","550","37290","37610"
"In post","2022","20-29","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","London","SEO","195","195","43660","43430"
"In post","2022","20-29","HM Revenue and Customs","Outside London","AA","5","5","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","Outside London","AO","4155","3985","21290","21250"
"In post","2022","20-29","HM Revenue and Customs","Outside London","EO","3305","3275","26430","26590"
"In post","2022","20-29","HM Revenue and Customs","Outside London","G6","20","20","65720","66610"
"In post","2022","20-29","HM Revenue and Customs","Outside London","G7","280","280","54270","55210"
"In post","2022","20-29","HM Revenue and Customs","Outside London","HEO","2345","2330","32930","33080"
"In post","2022","20-29","HM Revenue and Customs","Outside London","SEO","525","525","40060","40180"
"In post","2022","20-29","HM Treasury","London","AO","30","30","22750","22750"
"In post","2022","20-29","HM Treasury","London","EO","100","95","26030","26750"
"In post","2022","20-29","HM Treasury","London","G6","15","15","63240","63000"
"In post","2022","20-29","HM Treasury","London","G7","290","290","53680","52500"
"In post","2022","20-29","HM Treasury","London","HEO","555","555","33460","32320"
"In post","2022","20-29","HM Treasury","London","SEO","5","5","[c]","[c]"
"In post","2022","20-29","HM Treasury","Outside London","AO","5","5","[c]","[c]"
"In post","2022","20-29","HM Treasury","Outside London","EO","10","10","24530","24000"
"In post","2022","20-29","HM Treasury","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","Outside London","G7","10","10","51320","52500"
"In post","2022","20-29","HM Treasury","Outside London","HEO","25","25","30150","29320"
"In post","2022","20-29","HM Treasury","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","London","AA","55","50","22450","22460"
"In post","2022","20-29","Home Office","London","AO","135","130","25600","25630"
"In post","2022","20-29","Home Office","London","EO","645","645","29040","28650"
"In post","2022","20-29","Home Office","London","G6","15","15","69810","68700"
"In post","2022","20-29","Home Office","London","G7","240","240","58180","57430"
"In post","2022","20-29","Home Office","London","HEO","620","615","35230","35050"
"In post","2022","20-29","Home Office","London","SEO","405","405","42590","41950"
"In post","2022","20-29","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Outside London","AA","55","50","18300","18240"
"In post","2022","20-29","Home Office","Outside London","AO","1190","1145","21720","21680"
"In post","2022","20-29","Home Office","Outside London","EO","1735","1715","25070","24880"
"In post","2022","20-29","Home Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Outside London","G7","25","25","53010","52050"
"In post","2022","20-29","Home Office","Outside London","HEO","320","315","31020","30820"
"In post","2022","20-29","Home Office","Outside London","SEO","90","90","38220","37450"
"In post","2022","20-29","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","London","AA","15","15","21900","22900"
"In post","2022","20-29","Ministry of Defence","London","AO","65","60","26870","25640"
"In post","2022","20-29","Ministry of Defence","London","EO","160","160","29030","29250"
"In post","2022","20-29","Ministry of Defence","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","London","G7","60","60","59280","58550"
"In post","2022","20-29","Ministry of Defence","London","HEO","235","235","37030","37000"
"In post","2022","20-29","Ministry of Defence","London","SEO","210","210","44700","44500"
"In post","2022","20-29","Ministry of Defence","London","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Outside London","AA","440","435","20070","19810"
"In post","2022","20-29","Ministry of Defence","Outside London","AO","1130","1120","23940","21830"
"In post","2022","20-29","Ministry of Defence","Outside London","EO","1780","1770","24930","26350"
"In post","2022","20-29","Ministry of Defence","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Outside London","G7","50","50","52690","53500"
"In post","2022","20-29","Ministry of Defence","Outside London","HEO","2055","2045","30690","30420"
"In post","2022","20-29","Ministry of Defence","Outside London","SEO","600","595","39050","39100"
"In post","2022","20-29","Ministry of Defence","Outside London","Unknown","440","440","28570","27540"
"In post","2022","20-29","Ministry of Defence","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Overseas","EO","10","10","27080","26670"
"In post","2022","20-29","Ministry of Defence","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Overseas","HEO","20","20","36640","36980"
"In post","2022","20-29","Ministry of Defence","Overseas","SEO","10","10","43780","43310"
"In post","2022","20-29","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","EO","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","Unknown","375","375","28230","28980"
"In post","2022","20-29","Ministry of Justice","London","AA","135","135","23840","24080"
"In post","2022","20-29","Ministry of Justice","London","AO","1045","1035","28410","30460"
"In post","2022","20-29","Ministry of Justice","London","EO","465","460","29520","28310"
"In post","2022","20-29","Ministry of Justice","London","G6","10","10","65340","63870"
"In post","2022","20-29","Ministry of Justice","London","G7","140","140","56770","54850"
"In post","2022","20-29","Ministry of Justice","London","HEO","505","505","34340","34260"
"In post","2022","20-29","Ministry of Justice","London","SEO","310","305","42390","41750"
"In post","2022","20-29","Ministry of Justice","London","Unknown","420","415","28800","27060"
"In post","2022","20-29","Ministry of Justice","Outside London","AA","1230","1210","20790","20890"
"In post","2022","20-29","Ministry of Justice","Outside London","AO","6675","6565","24750","24260"
"In post","2022","20-29","Ministry of Justice","Outside London","EO","1035","1025","27450","25830"
"In post","2022","20-29","Ministry of Justice","Outside London","G7","30","30","51570","50430"
"In post","2022","20-29","Ministry of Justice","Outside London","HEO","630","625","30560","30450"
"In post","2022","20-29","Ministry of Justice","Outside London","SEO","140","140","37690","36050"
"In post","2022","20-29","Ministry of Justice","Outside London","Unknown","2950","2885","24950","23170"
"In post","2022","20-29","Ministry of Justice","Unknown","AA","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Unknown","AO","10","10","22010","20970"
"In post","2022","20-29","Ministry of Justice","Unknown","EO","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","London","AO","30","30","24470","24470"
"In post","2022","20-29","National Crime Agency","London","EO","215","215","35750","36200"
"In post","2022","20-29","National Crime Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","London","HEO","55","55","41160","40170"
"In post","2022","20-29","National Crime Agency","London","SEO","10","10","47720","48900"
"In post","2022","20-29","National Crime Agency","Outside London","AO","60","55","21540","21050"
"In post","2022","20-29","National Crime Agency","Outside London","EO","430","430","32270","32770"
"In post","2022","20-29","National Crime Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Outside London","HEO","60","60","37520","36740"
"In post","2022","20-29","National Crime Agency","Outside London","SEO","10","10","46130","45480"
"In post","2022","20-29","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","G7","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","SEO","10","10","43690","41750"
"In post","2022","20-29","Northern Ireland Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Outside London","SEO","5","5","[c]","[c]"
