"Status","Year","Age","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Scottish Government","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The National Archives","London","AO","15","10","21860","21580"
"In post","2022","40-49","The National Archives","London","EO","15","10","24990","24370"
"In post","2022","40-49","The National Archives","London","G6","15","15","62680","62800"
"In post","2022","40-49","The National Archives","London","G7","25","25","48600","47720"
"In post","2022","40-49","The National Archives","London","HEO","30","30","30600","29700"
"In post","2022","40-49","The National Archives","London","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","The National Archives","London","SEO","50","50","41400","39780"
"In post","2022","40-49","UK Export Finance","London","EO","10","10","29630","29000"
"In post","2022","40-49","UK Export Finance","London","G6","20","20","76930","76000"
"In post","2022","40-49","UK Export Finance","London","G7","35","35","62340","63120"
"In post","2022","40-49","UK Export Finance","London","HEO","15","15","35990","35390"
"In post","2022","40-49","UK Export Finance","London","SCS level","10","10","112140","102440"
"In post","2022","40-49","UK Export Finance","London","SEO","35","35","46780","46890"
"In post","2022","40-49","UK Export Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","UK Statistics Authority","London","G6","5","5","[c]","[c]"
"In post","2022","40-49","UK Statistics Authority","London","G7","10","10","56060","54270"
"In post","2022","40-49","UK Statistics Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","UK Statistics Authority","London","SCS level","15","15","90280","82010"
"In post","2022","40-49","UK Statistics Authority","London","SEO","15","15","40870","41000"
"In post","2022","40-49","UK Statistics Authority","Outside London","AA","45","30","20550","19300"
"In post","2022","40-49","UK Statistics Authority","Outside London","AO","145","110","20480","20350"
"In post","2022","40-49","UK Statistics Authority","Outside London","EO","120","110","24690","23880"
"In post","2022","40-49","UK Statistics Authority","Outside London","G6","75","75","61280","60260"
"In post","2022","40-49","UK Statistics Authority","Outside London","G7","255","245","51210","50210"
"In post","2022","40-49","UK Statistics Authority","Outside London","HEO","190","180","31000","30710"
"In post","2022","40-49","UK Statistics Authority","Outside London","SCS level","20","20","78970","74360"
"In post","2022","40-49","UK Statistics Authority","Outside London","SEO","250","235","37930","37570"
"In post","2022","40-49","UK Supreme Court","London","EO","5","5","[c]","[c]"
"In post","2022","40-49","UK Supreme Court","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","UK Supreme Court","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","UK Supreme Court","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","UK Supreme Court","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","London","G6","10","10","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","London","G7","10","10","72660","72380"
"In post","2022","40-49","Water Services Regulation Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","London","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","Outside London","EO","5","5","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","Outside London","G6","5","5","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","Outside London","G7","5","5","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","Outside London","HEO","30","25","41700","40670"
"In post","2022","40-49","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Water Services Regulation Authority","Outside London","SEO","15","15","57590","56230"
"In post","2022","40-49","Welsh Government","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Welsh Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Welsh Government","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Welsh Government","Outside London","AO","150","135","24450","24630"
"In post","2022","40-49","Welsh Government","Outside London","EO","260","240","29010","29430"
"In post","2022","40-49","Welsh Government","Outside London","G6","65","60","71350","75480"
"In post","2022","40-49","Welsh Government","Outside London","G7","325","310","59410","61440"
"In post","2022","40-49","Welsh Government","Outside London","HEO","485","455","37720","38160"
"In post","2022","40-49","Welsh Government","Outside London","SCS level","75","75","82890","78460"
"In post","2022","40-49","Welsh Government","Outside London","SEO","435","420","46450","47470"
"In post","2022","40-49","Welsh Government","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Welsh Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Welsh Government","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","London","AO","85","80","23900","23770"
"In post","2022","50-59","Attorney General's Departments","London","EO","180","170","29430","30110"
"In post","2022","50-59","Attorney General's Departments","London","G6","285","270","71170","71150"
"In post","2022","50-59","Attorney General's Departments","London","G7","350","335","59530","60710"
"In post","2022","50-59","Attorney General's Departments","London","HEO","90","90","34170","33930"
"In post","2022","50-59","Attorney General's Departments","London","SCS level","130","125","89810","82720"
"In post","2022","50-59","Attorney General's Departments","London","SEO","70","70","40990","40090"
"In post","2022","50-59","Attorney General's Departments","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Outside London","AO","280","250","22590","22200"
"In post","2022","50-59","Attorney General's Departments","Outside London","EO","340","310","28330","28430"
"In post","2022","50-59","Attorney General's Departments","Outside London","G6","85","85","74530","71630"
"In post","2022","50-59","Attorney General's Departments","Outside London","G7","770","710","56500","55610"
"In post","2022","50-59","Attorney General's Departments","Outside London","HEO","175","170","33630","33310"
"In post","2022","50-59","Attorney General's Departments","Outside London","SCS level","35","35","92420","92550"
"In post","2022","50-59","Attorney General's Departments","Outside London","SEO","55","55","39980","39030"
"In post","2022","50-59","Attorney General's Departments","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","London","AO","25","25","24490","24490"
"In post","2022","50-59","Cabinet Office","London","EO","75","75","28870","28830"
"In post","2022","50-59","Cabinet Office","London","G6","165","160","71130","68560"
"In post","2022","50-59","Cabinet Office","London","G7","285","280","57900","56530"
"In post","2022","50-59","Cabinet Office","London","HEO","85","85","35390","35590"
"In post","2022","50-59","Cabinet Office","London","SCS level","180","180","113790","107620"
"In post","2022","50-59","Cabinet Office","London","SEO","90","90","41650","41470"
"In post","2022","50-59","Cabinet Office","Outside London","AO","95","85","21190","21170"
"In post","2022","50-59","Cabinet Office","Outside London","EO","95","90","25680","25950"
"In post","2022","50-59","Cabinet Office","Outside London","G6","125","125","70430","65410"
"In post","2022","50-59","Cabinet Office","Outside London","G7","225","220","55300","52520"
"In post","2022","50-59","Cabinet Office","Outside London","HEO","200","190","33140","33300"
"In post","2022","50-59","Cabinet Office","Outside London","SCS level","80","80","104610","97150"
"In post","2022","50-59","Cabinet Office","Outside London","SEO","135","135","39420","38980"
"In post","2022","50-59","Cabinet Office","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Unknown","G7","10","10","54190","52400"
"In post","2022","50-59","Cabinet Office","Unknown","HEO","10","10","33690","33300"
"In post","2022","50-59","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","London","EO","5","5","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","London","G6","20","20","99220","91240"
"In post","2022","50-59","Chancellor's other departments","London","G7","15","15","55670","54900"
"In post","2022","50-59","Chancellor's other departments","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","London","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","London","SEO","10","10","49200","45860"
"In post","2022","50-59","Chancellor's other departments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Outside London","G7","5","5","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","50-59","Charity Commission","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","London","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Charity Commission","Outside London","AO","5","5","[c]","[c]"
"In post","2022","50-59","Charity Commission","Outside London","EO","25","25","25490","25110"
"In post","2022","50-59","Charity Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Outside London","G7","10","5","[c]","[c]"
"In post","2022","50-59","Charity Commission","Outside London","HEO","30","30","29690","29160"
"In post","2022","50-59","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Outside London","SEO","20","20","37710","37910"
"In post","2022","50-59","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","London","EO","15","15","29280","29440"
"In post","2022","50-59","Competition and Markets Authority","London","G6","25","25","78930","81480"
"In post","2022","50-59","Competition and Markets Authority","London","G7","35","35","58780","59000"
"In post","2022","50-59","Competition and Markets Authority","London","HEO","20","20","37200","37080"
"In post","2022","50-59","Competition and Markets Authority","London","SCS level","40","40","116740","102890"
"In post","2022","50-59","Competition and Markets Authority","London","SEO","10","10","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Outside London","G7","5","5","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","London","AO","45","40","25480","25060"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","London","EO","90","90","29390","29320"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","London","G6","130","125","68880","67710"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","London","G7","240","230","56470","56100"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","London","HEO","160","155","36030","35120"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","London","SCS level","85","85","95220","87970"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","London","SEO","155","155","43390","41700"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","AA","10","10","19150","19150"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","AO","290","260","21660","21250"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","EO","335","315","26200","25990"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","G6","135","130","63710","61220"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","G7","345","335","53510","51630"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","HEO","475","460","34250","33840"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","35","35","88240","78820"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","SEO","470","455","42570","41130"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","London","AO","5","5","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","London","EO","20","20","26920","26390"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","London","G6","30","30","66990","66290"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","London","G7","40","40","54440","52950"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","London","HEO","50","45","37210","36280"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","London","SCS level","15","15","95890","93000"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Outside London","G7","5","5","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","London","AO","5","5","[c]","[c]"
"In post","2022","50-59","Department for Education","London","EO","45","45","29380","29500"
"In post","2022","50-59","Department for Education","London","G6","90","85","68380","67820"
"In post","2022","50-59","Department for Education","London","G7","125","120","56640","55400"
"In post","2022","50-59","Department for Education","London","HEO","65","65","34850","34380"
"In post","2022","50-59","Department for Education","London","SCS level","40","40","91640","83150"
"In post","2022","50-59","Department for Education","London","SEO","100","100","42410","40940"
"In post","2022","50-59","Department for Education","Outside London","AO","20","15","21310","21250"
"In post","2022","50-59","Department for Education","Outside London","EO","100","95","25840","26000"
"In post","2022","50-59","Department for Education","Outside London","G6","170","170","64040","61960"
"In post","2022","50-59","Department for Education","Outside London","G7","360","355","51220","50600"
"In post","2022","50-59","Department for Education","Outside London","HEO","270","260","30690","30200"
"In post","2022","50-59","Department for Education","Outside London","SCS level","45","40","86140","78000"
"In post","2022","50-59","Department for Education","Outside London","SEO","365","355","38150","37100"
"In post","2022","50-59","Department for Education","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","London","AO","25","25","25000","24370"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","London","EO","65","60","29210","29420"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","London","G6","55","55","66820","65830"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","London","G7","115","110","55380","54650"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","London","HEO","75","75","34890","35090"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","London","SCS level","30","30","90760","78610"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","London","SEO","100","95","41860","40740"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","London","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","AA","5","5","[c]","[c]"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","AO","505","460","21650","21300"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","EO","450","425","26020","25630"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","G6","185","185","62140","60600"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","G7","390","385","50660","49340"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","HEO","425","410","30970","30480"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","SCS level","30","30","84820","77950"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","SEO","455","440","38800","37410"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for International Trade","London","AO","10","10","25380","25140"
"In post","2022","50-59","Department for International Trade","London","EO","45","45","29140","29900"
"In post","2022","50-59","Department for International Trade","London","G6","50","45","67090","66440"
"In post","2022","50-59","Department for International Trade","London","G7","85","85","55020","53580"
"In post","2022","50-59","Department for International Trade","London","HEO","65","65","34670","35390"
"In post","2022","50-59","Department for International Trade","London","SCS level","40","40","93400","83940"
"In post","2022","50-59","Department for International Trade","London","SEO","65","65","41060","39460"
"In post","2022","50-59","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Outside London","EO","5","5","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Outside London","G7","20","20","49690","48220"
"In post","2022","50-59","Department for International Trade","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Outside London","SEO","10","10","37280","35370"
"In post","2022","50-59","Department for International Trade","Overseas","G6","5","5","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Overseas","G7","5","5","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Overseas","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Department for International Trade","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","London","AO","10","10","27080","26870"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","London","EO","45","45","31060","32530"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","London","G6","55","55","68160","68720"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","London","G7","95","90","56640","55050"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","London","HEO","50","50","36500","36540"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","London","SCS level","25","25","86760","81090"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","London","SEO","50","50","42190","41970"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","AO","40","35","22590","22560"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","EO","40","40","27420","27530"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","G6","100","90","64200","58810"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","G7","105","100","49220","48200"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","HEO","85","80","32400","32780"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","SEO","65","60","39830","40690"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Transport","London","AO","50","45","31320","33390"
"In post","2022","50-59","Department for Transport","London","EO","165","165","30990","30720"
"In post","2022","50-59","Department for Transport","London","G6","90","85","68040","67000"
"In post","2022","50-59","Department for Transport","London","G7","120","120","56080","54760"
"In post","2022","50-59","Department for Transport","London","HEO","110","105","36300","36180"
"In post","2022","50-59","Department for Transport","London","SCS level","70","65","92430","84960"
"In post","2022","50-59","Department for Transport","London","SEO","115","115","44120","44030"
"In post","2022","50-59","Department for Transport","Outside London","AA","265","220","18480","18310"
"In post","2022","50-59","Department for Transport","Outside London","AO","985","890","23020","21840"
"In post","2022","50-59","Department for Transport","Outside London","EO","1205","1160","27640","26780"
"In post","2022","50-59","Department for Transport","Outside London","G6","90","85","76200","74730"
"In post","2022","50-59","Department for Transport","Outside London","G7","195","195","58890","55320"
"In post","2022","50-59","Department for Transport","Outside London","HEO","435","425","33330","32180"
"In post","2022","50-59","Department for Transport","Outside London","SCS level","15","15","93920","90050"
"In post","2022","50-59","Department for Transport","Outside London","SEO","340","335","42880","41230"
"In post","2022","50-59","Department for Transport","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Transport","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Work and Pensions","London","AA","5","5","[c]","[c]"
"In post","2022","50-59","Department for Work and Pensions","London","AO","540","485","24390","25110"
"In post","2022","50-59","Department for Work and Pensions","London","EO","1820","1705","31150","31060"
"In post","2022","50-59","Department for Work and Pensions","London","G6","60","60","70940","67820"
"In post","2022","50-59","Department for Work and Pensions","London","G7","165","160","56940","54070"
"In post","2022","50-59","Department for Work and Pensions","London","HEO","345","340","37640","37230"
"In post","2022","50-59","Department for Work and Pensions","London","SCS level","50","45","97560","84060"
"In post","2022","50-59","Department for Work and Pensions","London","SEO","165","165","42450","41780"
"In post","2022","50-59","Department for Work and Pensions","Outside London","AA","110","90","20380","20480"
"In post","2022","50-59","Department for Work and Pensions","Outside London","AO","9145","7900","21150","21260"
"In post","2022","50-59","Department for Work and Pensions","Outside London","EO","14210","12870","27680","27570"
"In post","2022","50-59","Department for Work and Pensions","Outside London","G6","400","395","66030","64820"
"In post","2022","50-59","Department for Work and Pensions","Outside London","G7","1050","1030","53110","49530"
"In post","2022","50-59","Department for Work and Pensions","Outside London","HEO","2695","2570","33180","32620"
"In post","2022","50-59","Department for Work and Pensions","Outside London","SCS level","95","95","85340","79300"
"In post","2022","50-59","Department for Work and Pensions","Outside London","SEO","1535","1485","40200","37590"
"In post","2022","50-59","Department for Work and Pensions","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Work and Pensions","Unknown","AO","45","40","23170","23380"
"In post","2022","50-59","Department for Work and Pensions","Unknown","EO","100","90","28970","27570"
"In post","2022","50-59","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Work and Pensions","Unknown","G7","10","10","51040","49950"
"In post","2022","50-59","Department for Work and Pensions","Unknown","HEO","30","30","36450","34290"
"In post","2022","50-59","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Work and Pensions","Unknown","SEO","10","10","40850","36540"
"In post","2022","50-59","Department of Health and Social Care","London","AA","10","10","22450","22660"
"In post","2022","50-59","Department of Health and Social Care","London","AO","40","35","24050","23780"
"In post","2022","50-59","Department of Health and Social Care","London","EO","140","135","28470","27800"
"In post","2022","50-59","Department of Health and Social Care","London","G6","170","160","70940","66940"
"In post","2022","50-59","Department of Health and Social Care","London","G7","245","240","55450","54240"
"In post","2022","50-59","Department of Health and Social Care","London","HEO","145","140","34510","33330"
"In post","2022","50-59","Department of Health and Social Care","London","SCS level","165","160","98370","91220"
"In post","2022","50-59","Department of Health and Social Care","London","SEO","190","185","42400","41310"
"In post","2022","50-59","Department of Health and Social Care","Outside London","AA","10","5","[c]","[c]"
"In post","2022","50-59","Department of Health and Social Care","Outside London","AO","65","60","21170","20850"
"In post","2022","50-59","Department of Health and Social Care","Outside London","EO","115","110","25930","25800"
"In post","2022","50-59","Department of Health and Social Care","Outside London","G6","170","170","68730","67150"
"In post","2022","50-59","Department of Health and Social Care","Outside London","G7","320","310","52570","51250"
"In post","2022","50-59","Department of Health and Social Care","Outside London","HEO","190","170","31630","30530"
"In post","2022","50-59","Department of Health and Social Care","Outside London","SCS level","120","115","107190","107900"
"In post","2022","50-59","Department of Health and Social Care","Outside London","SEO","260","240","39940","40060"
"In post","2022","50-59","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department of Health and Social Care","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department of Health and Social Care","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department of Health and Social Care","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department of Health and Social Care","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Outside London","G6","35","35","75160","75480"
"In post","2022","50-59","Estyn","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Estyn","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","London","EO","5","5","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","London","G6","5","5","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","London","G7","15","15","56520","56130"
"In post","2022","50-59","Food Standards Agency","London","HEO","15","15","33770","33070"
"In post","2022","50-59","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","London","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Food Standards Agency","Outside London","EO","180","180","27200","26750"
"In post","2022","50-59","Food Standards Agency","Outside London","G6","10","10","64480","65360"
"In post","2022","50-59","Food Standards Agency","Outside London","G7","50","50","53300","52070"
"In post","2022","50-59","Food Standards Agency","Outside London","HEO","80","80","31840","30810"
"In post","2022","50-59","Food Standards Agency","Outside London","SCS level","10","10","87880","90280"
"In post","2022","50-59","Food Standards Agency","Outside London","SEO","80","80","39740","39300"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","London","AO","65","60","28740","28250"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","London","EO","130","130","33150","33680"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","London","G6","190","185","70810","70410"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","London","G7","210","205","59270","59470"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","London","HEO","175","170","38730","38600"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","London","SCS level","105","105","91200","79720"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","London","SEO","100","100","46740","46190"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","AO","60","55","24080","23950"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","EO","90","85","27990","27350"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","G6","55","50","69530","70410"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","G7","95","90","54920","54270"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","HEO","105","100","35290","33930"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","SCS level","15","15","92450","77650"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","SEO","125","125","44610","44640"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","AO","10","10","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","EO","25","25","28260","28680"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","G6","120","120","67250","65660"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","G7","130","130","55980","56110"
