"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Policy","195","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Economics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","International Trade","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Economics","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","40","[c]","35350","32780"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning Inspectors","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Policy","105","[c]","42820","39600"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Digital, Data and Technology","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Human Resources","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Operational Delivery","125","[c]","26460","25210"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Transport","Unknown","175","[c]","44940","42470"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Counter Fraud","55","[c]","28740","27570"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Digital, Data and Technology","85","[c]","40800","37070"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Finance","55","[c]","37820","35310"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Human Resources","35","[c]","33750","31060"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Knowledge and Information Management","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Operational Delivery","1605","[c]","27990","27570"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Other","215","[c]","28410","27570"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Policy","40","[c]","45870","37850"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Project Delivery","40","[c]","33890","31990"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department for Work and Pensions","Unknown","95","[c]","31060","27570"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Commercial","70","[c]","46170","45420"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Communications","80","[c]","42620","37880"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Digital, Data and Technology","110","[c]","44120","37420"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Finance","85","[c]","40320","37010"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Human Resources","150","[c]","41630","35530"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Knowledge and Information Management","150","[c]","46600","48860"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Medicine","240","[c]","81500","90390"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Operational Delivery","2195","[c]","37240","32330"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Policy","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Property","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Science and Engineering","1255","[c]","37640","34170"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Estyn","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
