"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","Heterosexual / straight","70","[c]","22790","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","Unknown","95","[c]","22040","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","EO","Heterosexual / straight","135","[c]","26470","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","EO","Unknown","190","[c]","26110","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","Heterosexual / straight","40","[c]","34230","30730"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SEO/HEO","Heterosexual / straight","70","[c]","33000","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","Heterosexual / straight","85","[c]","33740","32350"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","EO","Heterosexual / straight","105","[c]","27460","26950"
"New entrant CS","2022","Government Legal Department","London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","G6/G7","Heterosexual / straight","110","[c]","52820","50500"
"New entrant CS","2022","Government Legal Department","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","SEO/HEO","Heterosexual / straight","35","[c]","42700","43920"
"New entrant CS","2022","Government Legal Department","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","AA/AO","Heterosexual / straight","35","[c]","20570","20730"
"New entrant CS","2022","Health and Safety Executive","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","EO","Heterosexual / straight","70","[c]","26440","26370"
"New entrant CS","2022","Health and Safety Executive","Outside London","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","SEO/HEO","Heterosexual / straight","85","[c]","41610","39330"
"New entrant CS","2022","Health and Safety Executive","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","AA/AO","Heterosexual / straight","90","[c]","23430","23720"
"New entrant CS","2022","HM Courts and Tribunals Service","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","AA/AO","Unknown","125","[c]","23400","23720"
"New entrant CS","2022","HM Courts and Tribunals Service","London","EO","Heterosexual / straight","45","[c]","28300","28310"
"New entrant CS","2022","HM Courts and Tribunals Service","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","EO","Unknown","35","[c]","28310","28310"
"New entrant CS","2022","HM Courts and Tribunals Service","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SEO/HEO","Heterosexual / straight","50","[c]","37170","34260"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","London","SEO/HEO","Unknown","55","[c]","36970","34260"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","AA/AO","Heterosexual / straight","565","[c]","20730","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","AA/AO","LGBO","65","[c]","20740","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","AA/AO","Undeclared","35","[c]","20860","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","AA/AO","Unknown","485","[c]","20620","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","EO","Heterosexual / straight","70","[c]","25060","25120"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","EO","Unknown","35","[c]","24930","25120"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","Heterosexual / straight","85","[c]","32670","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","Unknown","60","[c]","32410","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
