"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Intelligence Analysis","London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","EO","Heterosexual / straight","35","[c]","25870","26350"
"New entrant CS","2022","Intelligence Analysis","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","EO","Unknown","30","[c]","25610","24880"
"New entrant CS","2022","Intelligence Analysis","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","EO","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","HEO","Heterosexual / straight","45","[c]","31770","31800"
"New entrant CS","2022","International Trade","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","EO","Heterosexual / straight","30","[c]","25920","26350"
"New entrant CS","2022","Knowledge and Information Management","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","EO","Heterosexual / straight","60","[c]","29130","29280"
"New entrant CS","2022","Legal","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G7","Heterosexual / straight","165","[c]","53100","50500"
"New entrant CS","2022","Legal","London","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","HEO","Heterosexual / straight","60","[c]","40520","43920"
"New entrant CS","2022","Legal","London","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","HEO","Unknown","35","[c]","35460","34260"
"New entrant CS","2022","Legal","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","EO","Heterosexual / straight","75","[c]","26530","26590"
"New entrant CS","2022","Legal","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","G7","Heterosexual / straight","125","[c]","50820","48080"
"New entrant CS","2022","Legal","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","HEO","Heterosexual / straight","90","[c]","36040","38000"
"New entrant CS","2022","Legal","Outside London","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","HEO","Unknown","35","[c]","31720","30450"
"New entrant CS","2022","Legal","Outside London","SEO","Heterosexual / straight","65","[c]","40930","41750"
"New entrant CS","2022","Legal","Outside London","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","HEO","Heterosexual / straight","40","[c]","35320","34170"
"New entrant CS","2022","Medicine","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","London","AA","Heterosexual / straight","70","[c]","23980","24950"
"New entrant CS","2022","Operational Delivery","London","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","London","AA","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","London","AA","Unknown","105","[c]","23630","24080"
"New entrant CS","2022","Operational Delivery","London","AO","Heterosexual / straight","530","[c]","25950","25110"
"New entrant CS","2022","Operational Delivery","London","AO","LGBO","45","[c]","27060","25630"
"New entrant CS","2022","Operational Delivery","London","AO","Undeclared","40","[c]","24190","23780"
"New entrant CS","2022","Operational Delivery","London","AO","Unknown","485","[c]","27270","26520"
"New entrant CS","2022","Operational Delivery","London","EO","Heterosexual / straight","955","[c]","30050","31060"
"New entrant CS","2022","Operational Delivery","London","EO","LGBO","85","[c]","29640","30600"
"New entrant CS","2022","Operational Delivery","London","EO","Undeclared","115","[c]","29190","29290"
