"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","White","Debt","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Digital, Data & Technology","EO","40","[c]","27160","26740"
"Leaver Dept.","2022","Declared non-disabled","White","Digital, Data & Technology","G6/G7","95","[c]","57810","55140"
"Leaver Dept.","2022","Declared non-disabled","White","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Digital, Data & Technology","SEO/HEO","150","[c]","36700","36650"
"Leaver Dept.","2022","Declared non-disabled","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Finance","EO","30","[c]","25250","24750"
"Leaver Dept.","2022","Declared non-disabled","White","Finance","G6/G7","75","[c]","58100","56610"
"Leaver Dept.","2022","Declared non-disabled","White","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Finance","SEO/HEO","90","[c]","36350","35310"
"Leaver Dept.","2022","Declared non-disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Grants Management","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Grants Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Human Resources","AA/AO","35","[c]","21440","21210"
"Leaver Dept.","2022","Declared non-disabled","White","Human Resources","EO","90","[c]","27070","27570"
"Leaver Dept.","2022","Declared non-disabled","White","Human Resources","G6/G7","75","[c]","58340","58770"
"Leaver Dept.","2022","Declared non-disabled","White","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Human Resources","SEO/HEO","155","[c]","34750","33610"
"Leaver Dept.","2022","Declared non-disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Legal","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Legal","G6/G7","40","[c]","59880","56330"
"Leaver Dept.","2022","Declared non-disabled","White","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","No function","AA/AO","985","[c]","21110","21260"
"Leaver Dept.","2022","Declared non-disabled","White","No function","EO","1470","[c]","26790","27570"
"Leaver Dept.","2022","Declared non-disabled","White","No function","G6/G7","1365","[c]","57470","54700"
"Leaver Dept.","2022","Declared non-disabled","White","No function","SCS level","275","[c]","96250","94490"
"Leaver Dept.","2022","Declared non-disabled","White","No function","SEO/HEO","2310","[c]","35490","35010"
"Leaver Dept.","2022","Declared non-disabled","White","No function","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Project Delivery","EO","75","[c]","24340","25310"
"Leaver Dept.","2022","Declared non-disabled","White","Project Delivery","G6/G7","90","[c]","57400","56540"
"Leaver Dept.","2022","Declared non-disabled","White","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Project Delivery","SEO/HEO","195","[c]","34820","34330"
"Leaver Dept.","2022","Declared non-disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Property","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Property","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Property","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Property","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Security","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Security","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Security","SEO/HEO","40","[c]","36660","34640"
"Leaver Dept.","2022","Declared non-disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","AA/AO","395","[c]","21840","21680"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","EO","470","[c]","26210","25220"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","G6/G7","290","[c]","61130","57770"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","SCS level","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","SEO/HEO","485","[c]","37420","37320"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","No function","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","No function","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","No function","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","No function","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","No function","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","No function","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","No function","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
