"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Legal","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","London","AA/AO","15","[c]","24130","23770"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","London","G6/G7","10","[c]","61890","61610"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Outside London","AA/AO","20","[c]","22540","22200"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Outside London","EO","15","[c]","26480","26070"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Defence Science and Technology Laboratory","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Driver and Vehicle Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","London","EO","20","[c]","27280","27350"
"Leaver Dept.","2022","Legal","Government Legal Department","London","G6/G7","45","[c]","58380","52330"
"Leaver Dept.","2022","Legal","Government Legal Department","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","EO","30","[c]","24350","24250"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Outside London","AA/AO","20","[c]","21250","21300"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","London","EO","90","[c]","27890","27500"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","London","G6/G7","280","[c]","58020","54700"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","London","SCS level","55","[c]","84730","74970"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","London","SEO/HEO","580","[c]","33430","32000"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Outside London","G6/G7","15","[c]","55450","52580"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","75","[c]","31960","32000"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Unknown","EO","10","[c]","27700","27710"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Unknown","G6/G7","40","[c]","59390","56520"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Unknown","SCS level","15","[c]","88860","78420"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","180","[c]","32480","32000"
"Leaver Dept.","2022","No function","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Outside London","EO","30","[c]","23290","23520"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Outside London","G6/G7","20","[c]","55370","55420"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Outside London","SEO/HEO","75","[c]","35290","35780"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Outside London","G6/G7","15","[c]","50410","47010"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Outside London","SEO/HEO","20","[c]","32150","29230"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","35","[c]","28030","27680"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","150","[c]","56030","53600"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","25","[c]","86250","79790"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","175","[c]","36830","35190"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","10","[c]","25050","24570"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","35","[c]","33780","31970"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G6/G7","25","[c]","56380","53380"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SEO/HEO","25","[c]","36690","38160"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","London","EO","15","[c]","27770","26180"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","London","G6/G7","60","[c]","55630","53350"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","London","SCS level","10","[c]","73500","73500"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","London","SEO/HEO","70","[c]","34420","34020"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","London","EO","10","[c]","28950","28500"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","London","G6/G7","45","[c]","57150","54400"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","London","SCS level","10","[c]","88870","78520"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","London","SEO/HEO","55","[c]","37340","36980"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Outside London","EO","15","[c]","25440","25000"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Outside London","G6/G7","25","[c]","52950","50630"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Outside London","SEO/HEO","60","[c]","34640","36500"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","50","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","130","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","London","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","London","SEO/HEO","75","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","35","[c]","27940","27850"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","55","[c]","56590","53130"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","80","[c]","35580","33210"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","10","[c]","50290","48200"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","25","[c]","33830","30870"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","London","EO","40","[c]","30180","30270"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","London","G6/G7","80","[c]","57660","54760"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","London","SEO/HEO","145","[c]","38390","35430"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Outside London","SEO/HEO","15","[c]","34680","31380"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","London","AA/AO","10","[c]","25110","25110"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","London","EO","270","[c]","31060","31060"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","20","[c]","37780","36650"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","380","[c]","21230","21260"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","EO","1320","[c]","27620","27570"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","15","[c]","53890","49930"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","190","[c]","32920","31990"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","EO","20","[c]","28150","27570"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","London","EO","60","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","London","G6/G7","120","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","London","SCS level","35","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","130","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","65","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","Unknown","AA/AO","55","[c]","21270","21840"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","Unknown","EO","20","[c]","26510","26580"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","Unknown","SEO/HEO","10","[c]","36920","38850"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Outside London","AA/AO","30","[c]","22150","21840"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Outside London","EO","30","[c]","27230","26470"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Outside London","SEO/HEO","10","[c]","33590","33350"
"Leaver Dept.","2022","No function","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","London","SEO/HEO","15","[c]","38440","40350"
"Leaver Dept.","2022","No function","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Outside London","SEO/HEO","15","[c]","35450","37350"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Internal Audit Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Outside London","SEO/HEO","25","[c]","41640","41480"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","London","AA/AO","70","[c]","22550","22680"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","London","EO","35","[c]","27450","28310"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","London","G6/G7","10","[c]","59500","59210"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","London","SEO/HEO","50","[c]","34790","34260"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Outside London","AA/AO","230","[c]","20280","20970"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Outside London","EO","65","[c]","24190","25120"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Outside London","SEO/HEO","55","[c]","34510","35340"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","London","AA/AO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Outside London","AA/AO","180","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Outside London","EO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Outside London","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Outside London","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
