"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SEO/HEO","Heterosexual / straight","35","35","38530","38980"
"In post","2022","Cabinet Office","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SEO/HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","G6/G7","Heterosexual / straight","60","60","56120","54810"
"In post","2022","Cabinet Office","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SEO/HEO","Heterosexual / straight","40","35","36310","37970"
"In post","2022","Cabinet Office","Operational Delivery","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Other","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SEO/HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","G6/G7","Heterosexual / straight","65","60","57720","57000"
"In post","2022","Cabinet Office","Property","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","SEO/HEO","Heterosexual / straight","35","35","37110","37300"
"In post","2022","Cabinet Office","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","AA/AO","Heterosexual / straight","300","275","21820","21050"
"In post","2022","Cabinet Office","Unknown","AA/AO","LGBO","30","25","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","AA/AO","Undeclared","30","30","22150","21110"
"In post","2022","Cabinet Office","Unknown","AA/AO","Unknown","105","100","21740","21170"
"In post","2022","Cabinet Office","Unknown","EO","Heterosexual / straight","590","570","26650","27500"
"In post","2022","Cabinet Office","Unknown","EO","LGBO","65","65","26230","26670"
"In post","2022","Cabinet Office","Unknown","EO","Undeclared","55","55","27150","27500"
"In post","2022","Cabinet Office","Unknown","EO","Unknown","195","190","26760","27500"
"In post","2022","Cabinet Office","Unknown","G6/G7","Heterosexual / straight","1745","1710","58300","54700"
"In post","2022","Cabinet Office","Unknown","G6/G7","LGBO","205","205","57130","54700"
"In post","2022","Cabinet Office","Unknown","G6/G7","Undeclared","210","205","58250","56340"
"In post","2022","Cabinet Office","Unknown","G6/G7","Unknown","1470","1450","63200","61710"
"In post","2022","Cabinet Office","Unknown","SCS level","Heterosexual / straight","405","395","97130","87730"
"In post","2022","Cabinet Office","Unknown","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","SCS level","Undeclared","40","40","93230","86850"
"In post","2022","Cabinet Office","Unknown","SCS level","Unknown","260","255","108240","101380"
"In post","2022","Cabinet Office","Unknown","SEO/HEO","Heterosexual / straight","1600","1565","36450","35590"
"In post","2022","Cabinet Office","Unknown","SEO/HEO","LGBO","185","185","36080","34550"
"In post","2022","Cabinet Office","Unknown","SEO/HEO","Undeclared","185","185","36860","35690"
"In post","2022","Cabinet Office","Unknown","SEO/HEO","Unknown","2170","2160","31370","29250"
"In post","2022","Chancellor's other departments","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
