"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","EO","Heterosexual / straight","55","55","28590","28170"
"In post","2022","Foreign, Commonwealth and Development Office","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","G6/G7","Heterosexual / straight","65","65","65550","63600"
"In post","2022","Foreign, Commonwealth and Development Office","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","SEO/HEO","Heterosexual / straight","135","135","41220","41840"
"In post","2022","Foreign, Commonwealth and Development Office","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","SEO/HEO","Unknown","30","30","41720","42170"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Unknown","Heterosexual / straight","40","40","22200","21720"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","AA/AO","Heterosexual / straight","65","65","25020","23950"
"In post","2022","Foreign, Commonwealth and Development Office","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","EO","Heterosexual / straight","50","50","29790","28990"
"In post","2022","Foreign, Commonwealth and Development Office","Security","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","G6/G7","Heterosexual / straight","40","40","61120","60070"
"In post","2022","Foreign, Commonwealth and Development Office","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","G6/G7","Unknown","20","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","SEO/HEO","Heterosexual / straight","150","140","37080","34710"
"In post","2022","Foreign, Commonwealth and Development Office","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Tax","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Tax","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","G6/G7","Heterosexual / straight","55","50","60920","58490"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","Heterosexual / straight","50","50","38280","38300"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","EO","Heterosexual / straight","95","85","29390","28440"
"In post","2022","HM Land Registry","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","EO","Unknown","70","70","29470","28440"
"In post","2022","HM Land Registry","Digital, Data and Technology","G6/G7","Heterosexual / straight","40","40","59630","56750"
"In post","2022","HM Land Registry","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","250","235","40750","38550"
"In post","2022","HM Land Registry","Digital, Data and Technology","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","SEO/HEO","Undeclared","45","45","40780","38500"
"In post","2022","HM Land Registry","Digital, Data and Technology","SEO/HEO","Unknown","100","100","39890","38550"
"In post","2022","HM Land Registry","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","EO","Unknown","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","SEO/HEO","Heterosexual / straight","50","45","39970","38550"
"In post","2022","HM Land Registry","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","EO","Heterosexual / straight","40","35","27550","27130"
"In post","2022","HM Land Registry","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Legal","EO","Unknown","15","15","[c]","[c]"
"In post","2022","HM Land Registry","Legal","G6/G7","Heterosexual / straight","90","80","63840","64680"
"In post","2022","HM Land Registry","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2022","HM Land Registry","Legal","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Legal","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","SEO/HEO","Heterosexual / straight","40","40","37400","37290"
"In post","2022","HM Land Registry","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Legal","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","AA/AO","Heterosexual / straight","850","795","22690","22600"
"In post","2022","HM Land Registry","Operational Delivery","AA/AO","LGBO","65","65","22600","22600"
"In post","2022","HM Land Registry","Operational Delivery","AA/AO","Undeclared","55","50","22970","22600"
"In post","2022","HM Land Registry","Operational Delivery","AA/AO","Unknown","675","640","22720","22600"
"In post","2022","HM Land Registry","Operational Delivery","EO","Heterosexual / straight","1195","1055","27250","27130"
"In post","2022","HM Land Registry","Operational Delivery","EO","LGBO","40","35","27310","27130"
"In post","2022","HM Land Registry","Operational Delivery","EO","Undeclared","245","210","27220","27130"
"In post","2022","HM Land Registry","Operational Delivery","EO","Unknown","555","495","27260","27130"
"In post","2022","HM Land Registry","Operational Delivery","G6/G7","Heterosexual / straight","30","30","60590","56750"
"In post","2022","HM Land Registry","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Operational Delivery","SEO/HEO","Heterosexual / straight","950","840","36170","33840"
"In post","2022","HM Land Registry","Operational Delivery","SEO/HEO","LGBO","30","30","35920","33840"
"In post","2022","HM Land Registry","Operational Delivery","SEO/HEO","Undeclared","220","185","36130","33840"
"In post","2022","HM Land Registry","Operational Delivery","SEO/HEO","Unknown","255","225","35400","33840"
"In post","2022","HM Land Registry","Other","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","SEO/HEO","Heterosexual / straight","80","75","38810","38550"
"In post","2022","HM Land Registry","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","HM Land Registry","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","EO","Unknown","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","G6/G7","Heterosexual / straight","60","60","60540","58530"
"In post","2022","HM Revenue and Customs","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","SEO/HEO","Heterosexual / straight","85","80","38570","39050"
"In post","2022","HM Revenue and Customs","Communications","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","EO","Heterosexual / straight","140","130","27780","26820"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","EO","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","EO","Unknown","80","75","27540","26820"
