"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Project Delivery","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","UK Space Agency","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Companies House","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","FCDO Services","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Ministry of Defence (excl. agencies)","Property","15","[c]","29520","33000"
"Leaver CS","2022","40-49","Property","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Valuation Office Agency","Operational Delivery","15","[c]","21420","21750"
"Leaver CS","2022","40-49","Property","Valuation Office Agency","Property","10","[c]","42600","35870"
"Leaver CS","2022","40-49","Security","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Ministry of Defence (excl. agencies)","Security","60","[c]","30030","26610"
"Leaver CS","2022","40-49","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Defence Electronics and Components Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","225","[c]","27240","27570"
"Leaver CS","2022","40-49","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","FCDO Services","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Forestry and Land Scotland","Unknown","25","[c]","31730","28980"
"Leaver CS","2022","40-49","Unknown","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","470","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Digital, Data and Technology","25","[c]","57280","59960"
"Leaver CS","2022","40-49","Unknown","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Intelligence Analysis","10","[c]","26770","27370"
"Leaver CS","2022","40-49","Unknown","Home Office","Operational Delivery","170","[c]","26830","25040"
"Leaver CS","2022","40-49","Unknown","Home Office","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Policy","20","[c]","54330","57430"
"Leaver CS","2022","40-49","Unknown","Home Office","Project Delivery","10","[c]","61140","58510"
"Leaver CS","2022","40-49","Unknown","Home Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Ministry of Defence (excl. agencies)","Finance","10","[c]","34720","33150"
"Leaver CS","2022","40-49","Unknown","Ministry of Defence (excl. agencies)","Medicine","65","[c]","40150","39030"
"Leaver CS","2022","40-49","Unknown","Ministry of Defence (excl. agencies)","Other","130","[c]","27080","21380"
"Leaver CS","2022","40-49","Unknown","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","15","[c]","27710","26350"
"Leaver CS","2022","40-49","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Royal Fleet Auxiliary","Other","25","[c]","36200","32700"
"Leaver CS","2022","40-49","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Scottish Government (excl. agencies)","Unknown","55","[c]","41000","39660"
"Leaver CS","2022","40-49","Unknown","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Social Security Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Veterinary Medicines Directorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Veterinary Medicines Directorate","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Ministry of Defence (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Planning Inspectorate","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","Unknown","45","[c]","93090","73500"
"Leaver CS","2022","50-59","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Crown Commercial Service","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Met Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Ministry of Defence (excl. agencies)","Commercial","15","[c]","47950","40580"
"Leaver CS","2022","50-59","Commercial","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
