"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","50","50","52890","53900"
"In post","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","45","45","49150","53130"
"In post","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","345","340","37170","32780"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","755","740","42870","39000"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Other","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Project Delivery","10","10","32360","31990"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Commercial","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","105","100","44840","40850"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Operational Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","15","15","46050","44430"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","65","65","39500","37750"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","135","135","36890","38450"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","480","470","40220","40180"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","75","75","35970","33370"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Operational Research","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Tax","20","20","41670","40520"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","Unknown","80","80","43570","40180"
"In post","2022","30-39","Digital, Data & Technology","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","445","430","34390","33290"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","125","120","32890","33000"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Project Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","Science and Engineering","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","380","375","47160","45910"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Justice","Operational Delivery","15","15","42730","40990"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Justice","Project Delivery","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","60","55","41340","38540"
"In post","2022","30-39","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","25","25","42150","39460"
"In post","2022","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","20","20","52720","52100"
"In post","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","55","55","37170","34040"
"In post","2022","30-39","Digital, Data & Technology","The National Archives","Digital, Data and Technology","25","25","39500","39690"
"In post","2022","30-39","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","10","10","52160","49280"
"In post","2022","30-39","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","205","200","40600","36840"
"In post","2022","30-39","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Attorney General's Departments","Finance","30","25","35820","30130"
"In post","2022","30-39","Finance","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Cabinet Office","Finance","10","10","39420","38330"
"In post","2022","30-39","Finance","Cabinet Office","Unknown","25","25","50330","54700"
"In post","2022","30-39","Finance","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Competition and Markets Authority","Corporate Finance","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Department for Business, Energy and Industrial Strategy","Finance","100","95","45650","45360"
"In post","2022","30-39","Finance","Department for Digital, Culture, Media and Sport","Finance","25","25","52750","56730"
"In post","2022","30-39","Finance","Department for Education","Commercial","25","25","39860","36500"
"In post","2022","30-39","Finance","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Department for Education","Digital, Data and Technology","50","45","36780","36500"
"In post","2022","30-39","Finance","Department for Education","Finance","190","185","40560","36780"
"In post","2022","30-39","Finance","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Department for Education","Policy","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Department for Education","Property","10","10","40890","36500"
"In post","2022","30-39","Finance","Department for Environment, Food and Rural Affairs","Finance","80","75","42460","39710"
"In post","2022","30-39","Finance","Department for International Trade","Finance","25","25","53200","53610"
"In post","2022","30-39","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Department for Levelling Up, Housing and Communities","Finance","35","35","52830","53390"
"In post","2022","30-39","Finance","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Department for Transport","Finance","120","115","40370","38850"
"In post","2022","30-39","Finance","Department for Work and Pensions","Commercial","70","65","36710","31990"
"In post","2022","30-39","Finance","Department for Work and Pensions","Finance","175","170","37040","34640"
"In post","2022","30-39","Finance","Department for Work and Pensions","Security","55","55","43240","39960"
"In post","2022","30-39","Finance","Department of Health and Social Care","Commercial","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Department of Health and Social Care","Finance","160","160","43530","40650"
"In post","2022","30-39","Finance","Department of Health and Social Care","Human Resources","10","10","27360","26330"
"In post","2022","30-39","Finance","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Food Standards Agency","Finance","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Foreign, Commonwealth and Development Office","Finance","40","40","43840","40850"
"In post","2022","30-39","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","10","10","44530","48500"
"In post","2022","30-39","Finance","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Foreign, Commonwealth and Development Office","Policy","15","15","51730","52250"
"In post","2022","30-39","Finance","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","HM Land Registry","Finance","5","5","[c]","[c]"
"In post","2022","30-39","Finance","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","HM Revenue and Customs","Finance","175","170","42350","40520"
"In post","2022","30-39","Finance","HM Revenue and Customs","Operational Delivery","200","185","27480","26330"
"In post","2022","30-39","Finance","HM Revenue and Customs","Tax","25","25","35410","33370"
"In post","2022","30-39","Finance","HM Revenue and Customs","Unknown","75","70","44390","41390"
"In post","2022","30-39","Finance","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","HM Treasury","Finance","35","35","55490","59310"
"In post","2022","30-39","Finance","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","Corporate Finance","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","Finance","385","365","38650","33300"
"In post","2022","30-39","Finance","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","Other","10","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","Project Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","Finance","115","115","39910","36050"
"In post","2022","30-39","Finance","Ministry of Justice","Operational Delivery","15","15","34070","30450"
"In post","2022","30-39","Finance","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","National Crime Agency","Finance","15","15","37040","30480"
"In post","2022","30-39","Finance","Northern Ireland Office","Finance","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Office for Standards in Education, Children's Services and Skills","Finance","15","15","47810","49530"
"In post","2022","30-39","Finance","Office of Gas and Electricity Markets","Corporate Finance","10","10","38480","34250"
"In post","2022","30-39","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Scottish Government","Finance","30","30","34680","37240"
"In post","2022","30-39","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","UK Export Finance","Finance","5","5","[c]","[c]"
"In post","2022","30-39","Finance","UK Export Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Finance","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","UK Statistics Authority","Finance","20","15","31000","30210"
"In post","2022","30-39","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","440","405","24120","21300"
"In post","2022","30-39","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","Human Resources","45","40","34680","30610"
"In post","2022","30-39","Human Resources","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","Human Resources","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","Operational Delivery","10","10","39590","37300"
"In post","2022","30-39","Human Resources","Cabinet Office","Unknown","310","300","39700","37300"
"In post","2022","30-39","Human Resources","Chancellor's other departments","Human Resources","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Charity Commission","Human Resources","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Competition and Markets Authority","Human Resources","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","100","95","37380","35950"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","25","20","43210","35520"
"In post","2022","30-39","Human Resources","Department for Education","Human Resources","50","45","34800","30200"
"In post","2022","30-39","Human Resources","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","65","60","40810","36970"
"In post","2022","30-39","Human Resources","Department for International Trade","Human Resources","35","35","43610","38540"
"In post","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","25","25","42660","40720"
"In post","2022","30-39","Human Resources","Department for Transport","Human Resources","115","110","35420","31040"
"In post","2022","30-39","Human Resources","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","Human Resources","130","130","39190","34140"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","Operational Delivery","120","120","29600","27570"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","Human Resources","105","100","40770","36820"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Food Standards Agency","Human Resources","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","65","60","48010","49370"
"In post","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Land Registry","Human Resources","20","20","33210","33840"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","Human Resources","150","145","41380","40180"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","Operational Delivery","120","115","27410","26820"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","Tax","50","50","33010","33080"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","Unknown","60","60","41900","35650"
"In post","2022","30-39","Human Resources","HM Treasury","Human Resources","25","20","49130","52670"
"In post","2022","30-39","Human Resources","HM Treasury","Operational Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Defence","Human Resources","445","415","32470","26670"
"In post","2022","30-39","Human Resources","Ministry of Defence","Other","10","10","32690","32340"
"In post","2022","30-39","Human Resources","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Justice","Human Resources","255","250","39090","34260"
"In post","2022","30-39","Human Resources","Ministry of Justice","Operational Delivery","25","25","34190","32480"
"In post","2022","30-39","Human Resources","Ministry of Justice","Project Delivery","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","National Crime Agency","Human Resources","35","35","37220","36740"
"In post","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","25","25","36000","32010"
"In post","2022","30-39","Human Resources","Office of Gas and Electricity Markets","Human Resources","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Scottish Government","Human Resources","60","55","35960","35000"
"In post","2022","30-39","Human Resources","Scottish Government","Other","10","10","36710","37240"
"In post","2022","30-39","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Statistics Authority","Human Resources","40","35","39760","36840"
"In post","2022","30-39","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","15","15","40930","39630"
"In post","2022","30-39","Internal Audit","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Revenue and Customs","Internal Audit","15","15","45450","42920"
"In post","2022","30-39","Internal Audit","HM Treasury","Internal Audit","50","50","47060","48780"
"In post","2022","30-39","Internal Audit","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence","Internal Audit","20","20","40370","40580"
"In post","2022","30-39","Internal Audit","Ministry of Justice","Internal Audit","10","5","[c]","[c]"
"In post","2022","30-39","Internal Audit","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Attorney General's Departments","Finance","15","15","27280","27350"
"In post","2022","30-39","Legal","Attorney General's Departments","Human Resources","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Attorney General's Departments","Legal","1365","1300","52400","51250"
"In post","2022","30-39","Legal","Attorney General's Departments","Operational Delivery","390","355","26130","25480"
"In post","2022","30-39","Legal","Attorney General's Departments","Other","95","95","30730","27580"
"In post","2022","30-39","Legal","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Cabinet Office","Unknown","20","20","66490","67730"
"In post","2022","30-39","Legal","Charity Commission","Legal","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Competition and Markets Authority","Legal","65","65","67170","71370"
"In post","2022","30-39","Legal","Competition and Markets Authority","Policy","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Department for Business, Energy and Industrial Strategy","Legal","35","30","46570","41760"
"In post","2022","30-39","Legal","Department for Education","Legal","10","10","54160","61010"
"In post","2022","30-39","Legal","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Work and Pensions","Knowledge and Information Management","15","15","29460","27570"
"In post","2022","30-39","Legal","Department for Work and Pensions","Legal","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Food Standards Agency","Legal","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Foreign, Commonwealth and Development Office","Legal","30","25","64140","67050"
"In post","2022","30-39","Legal","HM Land Registry","Legal","55","55","51980","57000"
"In post","2022","30-39","Legal","HM Revenue and Customs","Legal","155","150","50820","54160"
"In post","2022","30-39","Legal","HM Revenue and Customs","Operational Delivery","65","60","29770","26820"
"In post","2022","30-39","Legal","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","HM Revenue and Customs","Tax","95","90","41860","35980"
"In post","2022","30-39","Legal","HM Revenue and Customs","Unknown","65","65","50670","55210"
"In post","2022","30-39","Legal","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Ministry of Defence","Legal","15","15","47740","46650"
"In post","2022","30-39","Legal","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","National Crime Agency","Legal","20","20","53960","60960"
"In post","2022","30-39","Legal","Office for Standards in Education, Children's Services and Skills","Legal","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Office of Gas and Electricity Markets","Legal","30","30","58170","54370"
"In post","2022","30-39","Legal","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Office of Rail and Road","Legal","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Scottish Government","Legal","235","225","51510","52520"
"In post","2022","30-39","Legal","UK Export Finance","Legal","15","15","64490","74000"
"In post","2022","30-39","Legal","UK Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Attorney General's Departments","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","30-39","No function","Attorney General's Departments","Other","5","5","[c]","[c]"
"In post","2022","30-39","No function","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Cabinet Office","Operational Delivery","45","45","38630","38330"
"In post","2022","30-39","No function","Cabinet Office","Other","10","10","[c]","[c]"
"In post","2022","30-39","No function","Cabinet Office","Policy","5","5","[c]","[c]"
"In post","2022","30-39","No function","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Cabinet Office","Unknown","910","900","49090","54700"
"In post","2022","30-39","No function","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Chancellor's other departments","Other","5","5","[c]","[c]"
"In post","2022","30-39","No function","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Charity Commission","Operational Delivery","65","65","30930","29160"
"In post","2022","30-39","No function","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Communications","5","5","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Economics","35","30","61510","57910"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Finance","5","5","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Human Resources","10","10","53510","59040"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","770","730","30620","25060"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Other","10","10","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Policy","1320","1285","50800","53380"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","15","15","52410","53380"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","110","105","44640","42070"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Communications","5","5","[c]","[c]"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","International Trade","10","10","51050","51730"
