"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Commercial","Department for International Trade","Commercial","15","15","34400","31800"
"In post","2022","20-29","Commercial","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities","Commercial","10","10","34100","33210"
"In post","2022","20-29","Commercial","Department for Transport","Commercial","75","75","34970","34710"
"In post","2022","20-29","Commercial","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department of Health and Social Care","Commercial","120","120","41580","40650"
"In post","2022","20-29","Commercial","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department of Health and Social Care","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","Commercial","10","10","28130","26010"
"In post","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HM Revenue and Customs","Commercial","15","15","32900","33080"
"In post","2022","20-29","Commercial","HM Revenue and Customs","Operational Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HM Revenue and Customs","Unknown","10","10","30980","33080"
"In post","2022","20-29","Commercial","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence","Commercial","290","290","30040","27000"
"In post","2022","20-29","Commercial","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence","Project Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence","Science and Engineering","15","15","31550","31780"
"In post","2022","20-29","Commercial","Ministry of Justice","Commercial","30","30","34410","36050"
"In post","2022","20-29","Commercial","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Justice","Finance","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Scottish Government","Commercial","25","20","26940","25420"
"In post","2022","20-29","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","UK Export Finance","Operational Delivery","50","50","37090","33000"
"In post","2022","20-29","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Attorney General's Departments","Communications","20","20","37400","31560"
"In post","2022","20-29","Communications","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cabinet Office","Unknown","120","120","37150","35260"
"In post","2022","20-29","Communications","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Competition and Markets Authority","Communications","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","Communications","45","45","37480","38620"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","Communications","10","10","35240","36520"
"In post","2022","20-29","Communications","Department for Education","Communications","70","70","32970","29840"
"In post","2022","20-29","Communications","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","Communications","55","55","33200","32560"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for International Trade","Communications","50","50","37380","38160"
"In post","2022","20-29","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","Communications","35","35","35710","33210"
"In post","2022","20-29","Communications","Department for Transport","Communications","45","45","32370","32490"
"In post","2022","20-29","Communications","Department for Work and Pensions","Communications","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department for Work and Pensions","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care","Communications","120","120","36500","28900"
"In post","2022","20-29","Communications","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Food Standards Agency","Communications","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Foreign, Commonwealth and Development Office","Communications","15","15","42140","40680"
"In post","2022","20-29","Communications","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","HM Revenue and Customs","Communications","30","30","33570","33080"
"In post","2022","20-29","Communications","HM Revenue and Customs","Operational Delivery","435","430","27880","26590"
"In post","2022","20-29","Communications","HM Revenue and Customs","Tax","820","810","28010","26820"
"In post","2022","20-29","Communications","HM Revenue and Customs","Unknown","50","50","30830","26700"
"In post","2022","20-29","Communications","HM Treasury","Communications","15","15","40120","38950"
"In post","2022","20-29","Communications","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Ministry of Defence","Communications","85","85","33340","33000"
"In post","2022","20-29","Communications","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Ministry of Justice","Communications","40","40","36930","34260"
"In post","2022","20-29","Communications","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Ministry of Justice","Operational Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Communications","National Crime Agency","Communications","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office of Gas and Electricity Markets","Communications","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Scottish Government","Communications","10","10","[c]","[c]"
"In post","2022","20-29","Communications","The National Archives","Communications","5","5","[c]","[c]"
"In post","2022","20-29","Communications","UK Export Finance","Communications","10","10","36290","35610"
"In post","2022","20-29","Communications","UK Export Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","UK Statistics Authority","Communications","15","15","32280","30210"
"In post","2022","20-29","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Attorney General's Departments","Counter Fraud","30","30","31560","33100"
"In post","2022","20-29","Counter Fraud","Cabinet Office","Unknown","35","35","37220","34550"
"In post","2022","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","25","25","24640","22800"
"In post","2022","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Department for Work and Pensions","Counter Fraud","565","555","27120","27570"
"In post","2022","20-29","Counter Fraud","Department for Work and Pensions","Operational Delivery","90","85","22800","21260"
"In post","2022","20-29","Counter Fraud","Food Standards Agency","Counter Fraud","5","5","[c]","[c]"
