"Status","Year","Ethnicity","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","White","Project Delivery","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Defence Equipment and Support","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department for Education (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Government Property Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Ministry of Defence (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Public Health England","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Public Health England","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Valuation Office Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Cabinet Office (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Cabinet Office (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","HM Prison and Probation Service","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Ministry of Defence (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Ministry of Defence (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Department for Work and Pensions (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","85","[c]","30320","27570"
"Leaver Dept.","2022","White","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","145","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Forestry and Land Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","HM Revenue and Customs (excl. agencies)","London","90","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","580","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Home Office","London","325","[c]","49650","43270"
"Leaver Dept.","2022","White","Unknown","Home Office","Outside London","515","[c]","27770","24890"
"Leaver Dept.","2022","White","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Ministry of Defence (excl. agencies)","London","40","[c]","49050","45200"
"Leaver Dept.","2022","White","Unknown","Ministry of Defence (excl. agencies)","Outside London","110","[c]","28340","21720"
"Leaver Dept.","2022","White","Unknown","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Planning Inspectorate","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Scottish Forestry","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Scottish Government (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Social Security Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Welsh Government (excl. agencies)","Outside London","45","[c]","40210","37410"
"Leaver Dept.","2022","White","Unknown","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Companies House","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for International Trade","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Work and Pensions (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Revenue and Customs (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","UK Statistics Authority","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","UK Export Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
