"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Attorney General's Departments","40","40","53730","55400"
"In post","2022","Undeclared","Undeclared","Cabinet Office","90","90","43990","40580"
"In post","2022","Undeclared","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","165","160","47650","48940"
"In post","2022","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Department for Education","85","80","46470","44890"
"In post","2022","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","190","185","37180","35060"
"In post","2022","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities","65","60","45720","46120"
"In post","2022","Undeclared","Undeclared","Department for Transport","365","355","36490","31860"
"In post","2022","Undeclared","Undeclared","Department for Work and Pensions","795","750","31410","27570"
"In post","2022","Undeclared","Undeclared","Department of Health and Social Care","20","15","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","145","145","49120","44640"
"In post","2022","Undeclared","Undeclared","HM Land Registry","125","110","34550","33840"
"In post","2022","Undeclared","Undeclared","HM Revenue and Customs","1565","1450","37510","33370"
"In post","2022","Undeclared","Undeclared","HM Treasury","65","60","48190","49500"
"In post","2022","Undeclared","Undeclared","Home Office","880","825","34350","30820"
"In post","2022","Undeclared","Undeclared","Ministry of Defence","1275","1250","36390","34070"
"In post","2022","Undeclared","Undeclared","Ministry of Justice","965","905","32080","30450"
"In post","2022","Undeclared","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Scottish Government","75","75","43950","37710"
"In post","2022","Undeclared","Undeclared","UK Statistics Authority","15","15","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Welsh Government","90","85","45000","47470"
"In post","2022","Undeclared","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Cabinet Office","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","10","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Education","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for International Trade","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Transport","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions","85","80","29990","27570"
"In post","2022","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Food Standards Agency","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Land Registry","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Revenue and Customs","140","120","33010","31020"
"In post","2022","Undeclared","Unknown","HM Treasury","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Ministry of Defence","125","125","36680","37300"
"In post","2022","Undeclared","Unknown","Ministry of Justice","570","525","30380","29890"
"In post","2022","Undeclared","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Government","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","UK Statistics Authority","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Attorney General's Departments","85","80","51670","51510"
"In post","2022","Undeclared","White","Cabinet Office","180","175","45090","40600"
"In post","2022","Undeclared","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Department for Business, Energy and Industrial Strategy","230","220","43370","39820"
"In post","2022","Undeclared","White","Department for Digital, Culture, Media and Sport","50","50","42180","34960"
"In post","2022","Undeclared","White","Department for Education","205","195","44160","37420"
"In post","2022","Undeclared","White","Department for Environment, Food and Rural Affairs","265","250","37340","35900"
"In post","2022","Undeclared","White","Department for International Trade","30","30","46900","42760"
"In post","2022","Undeclared","White","Department for Levelling Up, Housing and Communities","95","85","44900","42980"
"In post","2022","Undeclared","White","Department for Transport","645","595","31760","26780"
"In post","2022","Undeclared","White","Department for Work and Pensions","2785","2555","27820","27570"
"In post","2022","Undeclared","White","Department of Health and Social Care","70","65","45560","41510"
"In post","2022","Undeclared","White","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Food Standards Agency","280","275","37860","36340"
"In post","2022","Undeclared","White","Foreign, Commonwealth and Development Office","150","150","49470","45840"
"In post","2022","Undeclared","White","HM Land Registry","145","130","32490","27130"
"In post","2022","Undeclared","White","HM Revenue and Customs","1455","1345","33340","31000"
"In post","2022","Undeclared","White","HM Treasury","245","240","45630","41900"
"In post","2022","Undeclared","White","Home Office","555","510","32200","27370"
"In post","2022","Undeclared","White","Ministry of Defence","2440","2340","32730","29470"
"In post","2022","Undeclared","White","Ministry of Justice","6200","5655","31560","31650"
"In post","2022","Undeclared","White","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Northern Ireland Office","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Scottish Government","280","270","39070","36130"
"In post","2022","Undeclared","White","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","UK Export Finance","15","15","[c]","[c]"
"In post","2022","Undeclared","White","UK Statistics Authority","100","85","28910","25340"
"In post","2022","Undeclared","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Welsh Government","90","85","40910","38160"
"In post","2022","Unknown","Asian","Attorney General's Departments","165","155","39910","40000"
"In post","2022","Unknown","Asian","Cabinet Office","40","40","45460","40000"
"In post","2022","Unknown","Asian","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Department for Business, Energy and Industrial Strategy","95","95","37840","34500"
"In post","2022","Unknown","Asian","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Department for Education","210","210","36300","32940"
"In post","2022","Unknown","Asian","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Department for International Trade","65","65","44540","38160"
"In post","2022","Unknown","Asian","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Department for Transport","30","25","[c]","[c]"
"In post","2022","Unknown","Asian","Department for Work and Pensions","75","70","28550","27570"
"In post","2022","Unknown","Asian","Department of Health and Social Care","485","470","45800","40450"
"In post","2022","Unknown","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Foreign, Commonwealth and Development Office","40","40","45150","38080"
"In post","2022","Unknown","Asian","HM Land Registry","50","50","29570","22600"
"In post","2022","Unknown","Asian","HM Revenue and Customs","665","620","32920","31020"
"In post","2022","Unknown","Asian","HM Treasury","40","40","48730","41400"
"In post","2022","Unknown","Asian","Home Office","235","230","31920","28650"
"In post","2022","Unknown","Asian","Ministry of Defence","145","140","35050","30200"
"In post","2022","Unknown","Asian","Ministry of Justice","80","75","28750","24960"
"In post","2022","Unknown","Asian","National Crime Agency","195","190","36320","36200"
"In post","2022","Unknown","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Scottish Government","55","55","37660","34600"
"In post","2022","Unknown","Asian","The National Archives","15","10","[c]","[c]"
"In post","2022","Unknown","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","UK Statistics Authority","80","70","31620","30210"
"In post","2022","Unknown","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Attorney General's Departments","70","65","33260","27010"
"In post","2022","Unknown","Black","Cabinet Office","20","15","[c]","[c]"
"In post","2022","Unknown","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Department for Business, Energy and Industrial Strategy","50","50","37350","35090"
"In post","2022","Unknown","Black","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Department for Education","75","75","37740","36500"
"In post","2022","Unknown","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Department for International Trade","30","30","[c]","[c]"
"In post","2022","Unknown","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Department for Transport","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2022","Unknown","Black","Department of Health and Social Care","205","200","46440","40470"
"In post","2022","Unknown","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2022","Unknown","Black","HM Land Registry","20","20","[c]","[c]"
"In post","2022","Unknown","Black","HM Revenue and Customs","205","195","34030","33080"
"In post","2022","Unknown","Black","HM Treasury","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Home Office","70","70","36700","35050"
"In post","2022","Unknown","Black","Ministry of Defence","60","60","32420","28940"
"In post","2022","Unknown","Black","Ministry of Justice","70","65","28930","27730"
"In post","2022","Unknown","Black","National Crime Agency","65","65","35780","36200"
"In post","2022","Unknown","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Scottish Government","25","20","[c]","[c]"
"In post","2022","Unknown","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","UK Statistics Authority","35","30","31300","30710"
"In post","2022","Unknown","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Attorney General's Departments","40","40","35340","27440"
"In post","2022","Unknown","Mixed","Cabinet Office","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","35","35","39050","36530"
"In post","2022","Unknown","Mixed","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Education","60","60","38660","36500"
"In post","2022","Unknown","Mixed","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for International Trade","30","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Department of Health and Social Care","120","120","43570","40650"
"In post","2022","Unknown","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Foreign, Commonwealth and Development Office","15","10","[c]","[c]"
"In post","2022","Unknown","Mixed","HM Land Registry","20","15","[c]","[c]"
"In post","2022","Unknown","Mixed","HM Revenue and Customs","95","90","35960","33080"
"In post","2022","Unknown","Mixed","HM Treasury","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Home Office","45","45","33380","29740"
"In post","2022","Unknown","Mixed","Ministry of Defence","45","40","39680","39070"
"In post","2022","Unknown","Mixed","Ministry of Justice","35","35","30430","28310"
"In post","2022","Unknown","Mixed","National Crime Agency","75","70","38520","36410"
"In post","2022","Unknown","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Scottish Government","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","UK Statistics Authority","35","35","32800","30710"
"In post","2022","Unknown","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Welsh Government","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Attorney General's Departments","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Cabinet Office","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department for Education","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department for International Trade","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Department of Health and Social Care","55","55","49040","41990"
"In post","2022","Unknown","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","HM Revenue and Customs","25","25","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Home Office","20","20","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Ministry of Defence","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","National Crime Agency","30","30","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Scottish Government","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Attorney General's Departments","35","30","39900","32490"
"In post","2022","Unknown","Undeclared","Cabinet Office","25","25","[c]","[c]"
"In post","2022","Unknown","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","100","95","37790","34500"
"In post","2022","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for Education","40","40","37340","32510"
"In post","2022","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for International Trade","65","65","52520","52400"
"In post","2022","Unknown","Undeclared","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department for Transport","110","105","30360","26840"
"In post","2022","Unknown","Undeclared","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Department of Health and Social Care","340","315","47630","41470"
"In post","2022","Unknown","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","HM Land Registry","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","HM Revenue and Customs","345","320","34290","33370"
"In post","2022","Unknown","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Home Office","25","25","[c]","[c]"
"In post","2022","Unknown","Undeclared","Ministry of Defence","215","210","38640","35300"
"In post","2022","Unknown","Undeclared","Ministry of Justice","20","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","National Crime Agency","135","130","38320","36410"
"In post","2022","Unknown","Undeclared","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Scottish Government","365","335","36530","35000"
"In post","2022","Unknown","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","UK Statistics Authority","35","30","34690","30810"
"In post","2022","Unknown","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Welsh Government","35","35","46100","44730"
"In post","2022","Unknown","Unknown","Attorney General's Departments","715","670","49740","51470"
"In post","2022","Unknown","Unknown","Cabinet Office","4130","4085","46040","33300"
"In post","2022","Unknown","Unknown","Chancellor's other departments","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Charity Commission","110","105","32220","29160"
"In post","2022","Unknown","Unknown","Competition and Markets Authority","35","35","82500","80730"
"In post","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","1330","1300","35960","33570"
"In post","2022","Unknown","Unknown","Department for Digital, Culture, Media and Sport","125","125","45940","41970"
"In post","2022","Unknown","Unknown","Department for Education","640","625","41300","36500"
"In post","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","1030","985","38880","35900"
"In post","2022","Unknown","Unknown","Department for International Trade","600","600","44530","38540"
"In post","2022","Unknown","Unknown","Department for Levelling Up, Housing and Communities","525","510","44600","40600"
"In post","2022","Unknown","Unknown","Department for Transport","2180","2075","31310","26700"
"In post","2022","Unknown","Unknown","Department for Work and Pensions","2930","2820","30220","27570"
"In post","2022","Unknown","Unknown","Department of Health and Social Care","2265","2210","46780","40650"
"In post","2022","Unknown","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","1005","990","47470","49370"
"In post","2022","Unknown","Unknown","HM Land Registry","735","705","27500","22600"
"In post","2022","Unknown","Unknown","HM Revenue and Customs","14510","13680","29710","26820"
"In post","2022","Unknown","Unknown","HM Treasury","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Home Office","4130","3995","32440","27370"
"In post","2022","Unknown","Unknown","Ministry of Defence","5095","4985","34920","32700"
"In post","2022","Unknown","Unknown","Ministry of Justice","10180","9675","27950","25210"
"In post","2022","Unknown","Unknown","National Crime Agency","505","490","41090","39070"
"In post","2022","Unknown","Unknown","Northern Ireland Office","55","55","46420","41750"
"In post","2022","Unknown","Unknown","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland","40","40","44550","41750"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Wales","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Government","6890","6515","32890","30450"
"In post","2022","Unknown","Unknown","The National Archives","60","60","35740","30340"
"In post","2022","Unknown","Unknown","UK Statistics Authority","825","740","31590","30210"
"In post","2022","Unknown","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","165","160","39970","31210"
"In post","2022","Unknown","White","Attorney General's Departments","955","915","39770","38000"
"In post","2022","Unknown","White","Cabinet Office","385","375","42320","38980"
"In post","2022","Unknown","White","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","Unknown","White","Charity Commission","95","90","32370","29160"
"In post","2022","Unknown","White","Competition and Markets Authority","25","25","[c]","[c]"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","750","695","36270","33570"
"In post","2022","Unknown","White","Department for Digital, Culture, Media and Sport","35","30","49260","51500"
"In post","2022","Unknown","White","Department for Education","1165","1145","38210","36500"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","185","170","38970","36520"
"In post","2022","Unknown","White","Department for International Trade","250","245","48440","47980"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","60","55","45620","47660"
"In post","2022","Unknown","White","Department for Transport","290","275","30160","26840"
"In post","2022","Unknown","White","Department for Work and Pensions","300","275","27830","27570"
"In post","2022","Unknown","White","Department of Health and Social Care","2450","2340","48700","43370"
"In post","2022","Unknown","White","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Food Standards Agency","65","65","35120","37350"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","350","340","54640","55620"
"In post","2022","Unknown","White","HM Land Registry","695","665","27510","22600"
"In post","2022","Unknown","White","HM Revenue and Customs","3825","3380","31270","26820"
