"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Black","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Foreign, Commonwealth and Development Office","195","195","39060","34920"
"In post","2022","Declared non-disabled","Black","HM Land Registry","45","40","33330","30600"
"In post","2022","Declared non-disabled","Black","HM Revenue and Customs","1445","1400","33810","33020"
"In post","2022","Declared non-disabled","Black","HM Treasury","75","75","39940","35780"
"In post","2022","Declared non-disabled","Black","Home Office","1500","1415","33210","29080"
"In post","2022","Declared non-disabled","Black","Ministry of Defence","605","595","33750","32820"
"In post","2022","Declared non-disabled","Black","Ministry of Justice","3110","3005","30860","28310"
"In post","2022","Declared non-disabled","Black","National Crime Agency","35","35","38460","37730"
"In post","2022","Declared non-disabled","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office for Standards in Education, Children's Services and Skills","50","50","48000","46360"
"In post","2022","Declared non-disabled","Black","Office of Gas and Electricity Markets","75","75","40700","38190"
"In post","2022","Declared non-disabled","Black","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of Rail and Road","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Government","65","60","34670","31540"
"In post","2022","Declared non-disabled","Black","The National Archives","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Export Finance","40","40","43200","38000"
"In post","2022","Declared non-disabled","Black","UK Statistics Authority","55","50","33410","30710"
"In post","2022","Declared non-disabled","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Welsh Government","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Attorney General's Departments","210","195","46750","50500"
"In post","2022","Declared non-disabled","Mixed","Cabinet Office","180","175","45960","40600"
"In post","2022","Declared non-disabled","Mixed","Chancellor's other departments","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Competition and Markets Authority","35","30","48410","52580"
"In post","2022","Declared non-disabled","Mixed","Department for Business, Energy and Industrial Strategy","265","260","44150","40050"
"In post","2022","Declared non-disabled","Mixed","Department for Digital, Culture, Media and Sport","80","80","44560","38020"
"In post","2022","Declared non-disabled","Mixed","Department for Education","120","115","45160","45250"
"In post","2022","Declared non-disabled","Mixed","Department for Environment, Food and Rural Affairs","175","170","36800","32790"
"In post","2022","Declared non-disabled","Mixed","Department for International Trade","65","65","46410","41880"
"In post","2022","Declared non-disabled","Mixed","Department for Levelling Up, Housing and Communities","80","80","42820","38160"
"In post","2022","Declared non-disabled","Mixed","Department for Transport","205","195","36170","34650"
"In post","2022","Declared non-disabled","Mixed","Department for Work and Pensions","1220","1145","28810","27570"
"In post","2022","Declared non-disabled","Mixed","Department of Health and Social Care","160","150","40680","33480"
"In post","2022","Declared non-disabled","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Food Standards Agency","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Foreign, Commonwealth and Development Office","210","210","46460","41230"
"In post","2022","Declared non-disabled","Mixed","HM Land Registry","50","50","31380","27130"
"In post","2022","Declared non-disabled","Mixed","HM Revenue and Customs","695","670","35950","33080"
"In post","2022","Declared non-disabled","Mixed","HM Treasury","75","75","46870","45390"
"In post","2022","Declared non-disabled","Mixed","Home Office","530","500","34910","29370"
"In post","2022","Declared non-disabled","Mixed","Ministry of Defence","490","475","35220","33000"
"In post","2022","Declared non-disabled","Mixed","Ministry of Justice","1395","1330","31530","28310"
"In post","2022","Declared non-disabled","Mixed","National Crime Agency","30","30","45370","43710"
"In post","2022","Declared non-disabled","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of Gas and Electricity Markets","45","40","38960","37000"
"In post","2022","Declared non-disabled","Mixed","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of Rail and Road","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Scottish Government","105","100","39740","34600"
"In post","2022","Declared non-disabled","Mixed","The National Archives","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","UK Export Finance","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","UK Statistics Authority","45","40","33940","30760"
"In post","2022","Declared non-disabled","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Welsh Government","50","50","42800","40070"
"In post","2022","Declared non-disabled","Other ethnicity","Attorney General's Departments","65","60","47730","50500"
"In post","2022","Declared non-disabled","Other ethnicity","Cabinet Office","55","55","46610","40600"
"In post","2022","Declared non-disabled","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","100","95","44900","40050"
"In post","2022","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Department for Education","35","35","46380","50130"
"In post","2022","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","55","55","38090","35900"
"In post","2022","Declared non-disabled","Other ethnicity","Department for International Trade","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Department for Levelling Up, Housing and Communities","40","40","41840","36580"
"In post","2022","Declared non-disabled","Other ethnicity","Department for Transport","60","55","36970","32660"
"In post","2022","Declared non-disabled","Other ethnicity","Department for Work and Pensions","360","330","29820","27570"
"In post","2022","Declared non-disabled","Other ethnicity","Department of Health and Social Care","65","65","45890","39880"
"In post","2022","Declared non-disabled","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Food Standards Agency","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","70","70","46130","41350"
"In post","2022","Declared non-disabled","Other ethnicity","HM Land Registry","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","HM Revenue and Customs","195","180","35450","33080"
"In post","2022","Declared non-disabled","Other ethnicity","HM Treasury","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Home Office","165","155","32540","28710"
"In post","2022","Declared non-disabled","Other ethnicity","Ministry of Defence","55","55","35100","33000"
"In post","2022","Declared non-disabled","Other ethnicity","Ministry of Justice","375","360","31420","28310"
"In post","2022","Declared non-disabled","Other ethnicity","National Crime Agency","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Scottish Government","30","30","33500","31540"
"In post","2022","Declared non-disabled","Other ethnicity","The National Archives","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","UK Export Finance","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Welsh Government","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Attorney General's Departments","120","115","47220","50500"
"In post","2022","Declared non-disabled","Undeclared","Cabinet Office","120","115","47870","41410"
"In post","2022","Declared non-disabled","Undeclared","Chancellor's other departments","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","320","310","44700","40220"
"In post","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
