"Status","Year","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Environment, Food and Rural Affairs","Dorset","G6","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Dorset","G7","15","15","49270","49040"
"In post","2022","Department for Environment, Food and Rural Affairs","Dorset","HEO","50","45","30020","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Dorset","SEO","35","35","37140","36580"
"In post","2022","Department for Environment, Food and Rural Affairs","Dudley","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Dudley","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Durham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Durham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Ealing","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Ealing","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Cumbria","AO","240","215","21350","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","East Cumbria","EO","125","115","25460","25100"
"In post","2022","Department for Environment, Food and Rural Affairs","East Cumbria","G6","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Cumbria","G7","25","25","49610","48680"
"In post","2022","Department for Environment, Food and Rural Affairs","East Cumbria","HEO","60","55","29910","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Cumbria","SEO","55","50","38080","36970"
"In post","2022","Department for Environment, Food and Rural Affairs","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Derbyshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Kent","EO","25","25","26990","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","East Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Kent","HEO","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","EO","15","15","24970","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","HEO","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","SEO","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Surrey","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Sussex CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","East Sussex CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Essex Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Falkirk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Fermanagh and Omagh","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Glasgow City","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Glasgow City","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Gloucestershire CC","AO","10","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Gloucestershire CC","EO","25","25","25190","25100"
"In post","2022","Department for Environment, Food and Rural Affairs","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Gloucestershire CC","G7","10","10","49790","48370"
"In post","2022","Department for Environment, Food and Rural Affairs","Gloucestershire CC","HEO","20","15","29900","29820"
"In post","2022","Department for Environment, Food and Rural Affairs","Gloucestershire CC","SEO","20","20","40060","37480"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester North East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester North East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester South East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester South West","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester South West","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester South West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Greater Manchester South West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Gwynedd","AO","35","30","21320","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Gwynedd","EO","20","15","26000","25760"
"In post","2022","Department for Environment, Food and Rural Affairs","Gwynedd","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Gwynedd","HEO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Gwynedd","SEO","15","10","37800","36970"
"In post","2022","Department for Environment, Food and Rural Affairs","Hackney and Newham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","EO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","SEO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hartlepool and Stockton-on-Tees","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hartlepool and Stockton-on-Tees","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Heart of Essex","EO","25","25","25770","25230"
"In post","2022","Department for Environment, Food and Rural Affairs","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Heart of Essex","HEO","15","15","30460","30040"
"In post","2022","Department for Environment, Food and Rural Affairs","Heart of Essex","SEO","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Herefordshire, County of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hertfordshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hertfordshire CC","EO","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hertfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hertfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hertfordshire CC","HEO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hertfordshire CC","SEO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","EO","40","40","30630","31460"
"In post","2022","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","HEO","15","15","34770","34960"
"In post","2022","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","SEO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","10","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","5","5","[c]","[c]"
