"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Unknown","SEO","135","[c]","42390","41950"
"Leaver CS","2022","Unknown","Unknown","Unknown","320","[c]","36080","33270"
"Leaver CS","2022","White","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","AO","60","[c]","21920","21510"
"Leaver CS","2022","White","Analysis","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","G7","50","[c]","55440","54320"
"Leaver CS","2022","White","Analysis","HEO","80","[c]","33240","32350"
"Leaver CS","2022","White","Analysis","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","SEO","55","[c]","39370","38340"
"Leaver CS","2022","White","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","HEO","60","[c]","33260","33470"
"Leaver CS","2022","White","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","SEO","75","[c]","40650","40560"
"Leaver CS","2022","White","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","HEO","70","[c]","34890","34550"
"Leaver CS","2022","White","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","SEO","50","[c]","41640","40580"
"Leaver CS","2022","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","AO","70","[c]","21710","21260"
"Leaver CS","2022","White","Counter Fraud","EO","115","[c]","27720","27570"
"Leaver CS","2022","White","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","HEO","40","[c]","34910","34290"
"Leaver CS","2022","White","Counter Fraud","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","AO","135","[c]","21190","21260"
"Leaver CS","2022","White","Debt","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","AO","45","[c]","21770","21170"
"Leaver CS","2022","White","Digital, Data & Technology","EO","145","[c]","27610","27020"
"Leaver CS","2022","White","Digital, Data & Technology","G6","65","[c]","69390","70040"
"Leaver CS","2022","White","Digital, Data & Technology","G7","175","[c]","55310","54700"
"Leaver CS","2022","White","Digital, Data & Technology","HEO","165","[c]","34170","33380"
"Leaver CS","2022","White","Digital, Data & Technology","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","SEO","180","[c]","42180","40670"
"Leaver CS","2022","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","AO","40","[c]","22210","21840"
"Leaver CS","2022","White","Finance","EO","50","[c]","26570","26670"
"Leaver CS","2022","White","Finance","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","G7","40","[c]","54420","54170"
"Leaver CS","2022","White","Finance","HEO","65","[c]","34110","33300"
"Leaver CS","2022","White","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","SEO","70","[c]","42640","41750"
"Leaver CS","2022","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","AO","35","[c]","21260","21300"
"Leaver CS","2022","White","Grants Management","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","AO","85","[c]","21780","21170"
"Leaver CS","2022","White","Human Resources","EO","100","[c]","27030","27570"
"Leaver CS","2022","White","Human Resources","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","G7","50","[c]","53400","53910"
"Leaver CS","2022","White","Human Resources","HEO","75","[c]","33350","33300"
"Leaver CS","2022","White","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","SEO","80","[c]","41680","40590"
"Leaver CS","2022","White","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","AO","90","[c]","22200","22200"
"Leaver CS","2022","White","Legal","EO","65","[c]","28210","27570"
"Leaver CS","2022","White","Legal","G6","50","[c]","70190","69160"
"Leaver CS","2022","White","Legal","G7","190","[c]","56070","55000"
"Leaver CS","2022","White","Legal","HEO","45","[c]","36580","38000"
"Leaver CS","2022","White","Legal","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SEO","35","[c]","46450","41980"
"Leaver CS","2022","White","No function","AA","1095","[c]","18760","18310"
"Leaver CS","2022","White","No function","AO","5790","[c]","21380","21260"
"Leaver CS","2022","White","No function","EO","4165","[c]","27680","27570"
"Leaver CS","2022","White","No function","G6","340","[c]","70270","67630"
"Leaver CS","2022","White","No function","G7","875","[c]","55680","53870"
"Leaver CS","2022","White","No function","HEO","1320","[c]","32960","32550"
"Leaver CS","2022","White","No function","SCS level","255","[c]","96230","93000"
"Leaver CS","2022","White","No function","SEO","1145","[c]","41540","40340"
"Leaver CS","2022","White","No function","Unknown","970","[c]","31900","28200"
"Leaver CS","2022","White","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AO","35","[c]","21560","21260"
"Leaver CS","2022","White","Project Delivery","EO","165","[c]","23090","22790"
"Leaver CS","2022","White","Project Delivery","G6","70","[c]","68500","67970"
"Leaver CS","2022","White","Project Delivery","G7","110","[c]","54560","54540"
"Leaver CS","2022","White","Project Delivery","HEO","225","[c]","31850","32250"
"Leaver CS","2022","White","Project Delivery","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SEO","190","[c]","40890","40580"
"Leaver CS","2022","White","Project Delivery","Unknown","100","[c]","37080","35980"
"Leaver CS","2022","White","Property","AA","65","[c]","19260","19010"
"Leaver CS","2022","White","Property","AO","65","[c]","21850","22010"
"Leaver CS","2022","White","Property","EO","60","[c]","26050","26350"
"Leaver CS","2022","White","Property","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G7","35","[c]","56420","54540"
"Leaver CS","2022","White","Property","HEO","75","[c]","34190","33300"
"Leaver CS","2022","White","Property","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SEO","70","[c]","42860","42170"
"Leaver CS","2022","White","Security","AA","125","[c]","20920","19810"
"Leaver CS","2022","White","Security","AO","255","[c]","32840","39070"
"Leaver CS","2022","White","Security","EO","85","[c]","33830","29250"
"Leaver CS","2022","White","Security","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","HEO","65","[c]","38540","34180"
"Leaver CS","2022","White","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO","35","[c]","45100","40670"
"Leaver CS","2022","White","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","AA","440","[c]","19910","19550"
"Leaver CS","2022","White","Unknown","AO","2605","[c]","22080","21430"
"Leaver CS","2022","White","Unknown","EO","1680","[c]","27900","27570"
"Leaver CS","2022","White","Unknown","G6","225","[c]","72620","73730"
"Leaver CS","2022","White","Unknown","G7","380","[c]","58060","57680"
"Leaver CS","2022","White","Unknown","HEO","900","[c]","35250","35050"
"Leaver CS","2022","White","Unknown","SCS level","120","[c]","97630","93350"
"Leaver CS","2022","White","Unknown","SEO","550","[c]","43760","43000"
"Leaver CS","2022","White","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","AA","45","[c]","20990","22350"
"Leaver Dept.","2022","Asian","No function","AO","250","[c]","21630","21260"
"Leaver Dept.","2022","Asian","No function","EO","555","[c]","27610","27570"
"Leaver Dept.","2022","Asian","No function","G6","40","[c]","74540","66610"
"Leaver Dept.","2022","Asian","No function","G7","160","[c]","53770","53600"
"Leaver Dept.","2022","Asian","No function","HEO","295","[c]","32590","32330"
"Leaver Dept.","2022","Asian","No function","SCS level","70","[c]","105990","106500"
"Leaver Dept.","2022","Asian","No function","SEO","205","[c]","40000","40070"
"Leaver Dept.","2022","Asian","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","AO","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","EO","140","[c]","27470","27570"
"Leaver Dept.","2022","Asian","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","HEO","65","[c]","34370","35070"
"Leaver Dept.","2022","Asian","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","SEO","40","[c]","42490","42170"
"Leaver Dept.","2022","Asian","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","AO","105","[c]","22090","21260"
"Leaver Dept.","2022","Black","No function","EO","285","[c]","27880","27570"
"Leaver Dept.","2022","Black","No function","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","G7","85","[c]","52320","52610"
"Leaver Dept.","2022","Black","No function","HEO","170","[c]","32620","32330"
"Leaver Dept.","2022","Black","No function","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","SEO","135","[c]","39960","40070"
"Leaver Dept.","2022","Black","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","AO","[c]","[c]","[c]","[c]"
