"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","London","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Government Actuary's Department","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Health and Safety Executive","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intellectual Property Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","Geography","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","Statistics","London","15","[c]","44620","47000"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","National Infrastructure Commission","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Budget Responsibility","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Planning Inspectorate","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Rural Payments Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","The Insolvency Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Economics","Outside London","10","[c]","30880","29540"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Operational Delivery","Outside London","15","[c]","32790","30210"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Social Research","Outside London","20","[c]","34640","31320"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Statistics","London","10","[c]","33640","30500"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Statistics","Outside London","15","[c]","34780","29540"
"Leaver Dept.","2022","Analysis","Valuation Office Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Valuation Office Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Valuation Office Agency","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Animal and Plant Health Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","London","30","[c]","50060","54700"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","Outside London","10","[c]","52380","53180"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Companies House","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","Commercial","Outside London","15","[c]","41250","39360"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Prosecution Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Equipment and Support","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Defence Science and Technology Laboratory","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education (excl. agencies)","Commercial","Outside London","15","[c]","38540","36780"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","London","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Driver and Vehicle Licensing Agency","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Driver and Vehicle Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","10","[c]","37650","33930"
"Leaver Dept.","2022","Commercial","HM Treasury (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Institute for Apprenticeships and Technical Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Met Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence (excl. agencies)","Commercial","Outside London","35","[c]","36680","40290"
"Leaver Dept.","2022","Commercial","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Planning Inspectorate","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Public Health England","Commercial","London","50","[c]","49310","52860"
"Leaver Dept.","2022","Commercial","Public Health England","Commercial","Outside London","40","[c]","44520","39930"
"Leaver Dept.","2022","Commercial","Queen Elizabeth II Centre","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Registers of Scotland","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Courts and Tribunals Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Submarine Delivery Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","The Insolvency Service","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Health Security Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Hydrographic Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office (excl. agencies)","Unknown","London","60","[c]","44250","39810"
