"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Planning Inspectorate","Knowledge and Information Management","Outside London","15","15","28690","27530"
"In post","2022","No function","Planning Inspectorate","Operational Delivery","Outside London","235","220","25250","22560"
"In post","2022","No function","Planning Inspectorate","Other","Outside London","50","45","37370","32780"
"In post","2022","No function","Planning Inspectorate","Planning","Outside London","35","30","46730","40720"
"In post","2022","No function","Planning Inspectorate","Planning Inspectors","London","25","20","57470","58810"
"In post","2022","No function","Planning Inspectorate","Planning Inspectors","Outside London","350","315","56210","58810"
"In post","2022","No function","Registers of Scotland","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Registers of Scotland","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Registers of Scotland","Operational Delivery","Outside London","910","865","32030","30840"
"In post","2022","No function","Registers of Scotland","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","1690","1535","27220","23780"
"In post","2022","No function","Scottish Courts and Tribunals Service","Policy","Outside London","20","20","36560","36360"
"In post","2022","No function","Scottish Prison Service","Operational Delivery","Outside London","3490","3285","32340","35000"
"In post","2022","No function","Scottish Prison Service","Other","Outside London","375","325","33610","32170"
"In post","2022","No function","Scottish Prison Service","Psychology","Outside London","70","70","37900","35000"
"In post","2022","No function","Serious Fraud Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","Intelligence Analysis","London","10","10","43120","41040"
"In post","2022","No function","Serious Fraud Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","Other","London","25","25","39050","30010"
"In post","2022","No function","Serious Fraud Office","Policy","London","15","15","58620","58000"
"In post","2022","No function","Standards and Testing Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","Operational Delivery","London","30","25","50660","45850"
"In post","2022","No function","Standards and Testing Agency","Operational Delivery","Outside London","45","45","42950","41990"
"In post","2022","No function","Standards and Testing Agency","Policy","London","10","10","43320","42740"
"In post","2022","No function","Standards and Testing Agency","Policy","Outside London","40","35","34530","30230"
"In post","2022","No function","Standards and Testing Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","Operational Delivery","Outside London","55","50","31840","29360"
"In post","2022","No function","Teaching Regulation Agency","Policy","Outside London","30","25","28830","25000"
"In post","2022","No function","The Insolvency Service","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","No function","The Insolvency Service","Operational Delivery","London","160","150","35500","29320"
"In post","2022","No function","The Insolvency Service","Operational Delivery","Outside London","965","915","27210","21130"
"In post","2022","No function","The Insolvency Service","Policy","London","15","15","57370","56300"
"In post","2022","No function","The Insolvency Service","Policy","Outside London","10","10","39260","39750"
"In post","2022","No function","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","Knowledge and Information Management","London","75","75","34320","31040"
"In post","2022","No function","The National Archives","Operational Delivery","London","165","155","29600","26270"
"In post","2022","No function","The National Archives","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","The National Archives","Other","London","85","85","38870","34770"
"In post","2022","No function","UK Health Security Agency","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Medicine","London","125","105","95910","95530"
"In post","2022","No function","UK Health Security Agency","Medicine","Outside London","210","185","87430","94350"
"In post","2022","No function","UK Health Security Agency","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Operational Delivery","London","1645","1545","43870","40070"
"In post","2022","No function","UK Health Security Agency","Operational Delivery","Outside London","1775","1625","35990","28970"
"In post","2022","No function","UK Health Security Agency","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Health Security Agency","Science and Engineering","London","620","600","43360","40070"
"In post","2022","No function","UK Health Security Agency","Science and Engineering","Outside London","1405","1295","39160","36690"
"In post","2022","No function","UK Health Security Agency","Statistics","London","10","10","52060","49300"
"In post","2022","No function","UK Hydrographic Office","Corporate Finance","Outside London","5","5","[c]","[c]"
"In post","2022","No function","UK Hydrographic Office","Geography","Outside London","425","405","31390","33290"
"In post","2022","No function","UK Hydrographic Office","Knowledge and Information Management","Outside London","10","10","28410","26740"
"In post","2022","No function","UK Hydrographic Office","Operational Delivery","Outside London","80","75","29800","26900"
"In post","2022","No function","UK Hydrographic Office","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2022","No function","UK Hydrographic Office","Other","Outside London","10","10","40190","33290"
"In post","2022","No function","UK Statistics Authority","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Statistics Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Statistics Authority","Knowledge and Information Management","Outside London","15","15","30660","30210"
"In post","2022","No function","UK Statistics Authority","Operational Delivery","London","35","35","47750","39840"
"In post","2022","No function","UK Statistics Authority","Operational Delivery","Outside London","2480","1995","26300","20350"
"In post","2022","No function","UK Statistics Authority","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Statistics Authority","Policy","London","25","25","46680","41340"
"In post","2022","No function","UK Statistics Authority","Policy","Outside London","50","50","35550","30710"
"In post","2022","No function","Vehicle Certification Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","Operational Delivery","Outside London","80","70","27880","21840"
"In post","2022","No function","Vehicle Certification Agency","Science and Engineering","Outside London","80","80","40860","38860"
"In post","2022","No function","Vehicle Certification Agency","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","Operational Delivery","Outside London","25","25","36370","32050"
"In post","2022","No function","Water Services Regulation Authority","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","Policy","London","15","15","72830","69820"
"In post","2022","No function","Water Services Regulation Authority","Policy","Outside London","35","30","53280","51630"
"In post","2022","No function","Water Services Regulation Authority","Science and Engineering","London","5","5","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","Science and Engineering","Outside London","10","10","55370","52730"
"In post","2022","No function","Welsh Revenue Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","Operational Delivery","Outside London","20","20","30450","28130"
"In post","2022","No function","Welsh Revenue Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","Tax","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","10","10","55480","46180"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","50","45","38790","34500"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","Operational Delivery","Outside London","80","75","25640","21300"
"In post","2022","Project Delivery","Animal and Plant Health Agency","Project Delivery","Outside London","35","35","33810","30730"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","London","170","165","69140","59820"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","Outside London","20","20","49270","37300"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","25","20","42110","47550"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","35","35","27510","29270"
"In post","2022","Project Delivery","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","Project Delivery","Outside London","15","15","33700","37910"
"In post","2022","Project Delivery","Companies House","Project Delivery","Outside London","25","20","42800","41530"
"In post","2022","Project Delivery","Competition and Markets Authority","Project Delivery","London","330","320","62590","58030"
"In post","2022","Project Delivery","Competition and Markets Authority","Project Delivery","Outside London","45","45","56800","55860"
"In post","2022","Project Delivery","Crown Commercial Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","Project Delivery","Outside London","15","15","44840","39170"
"In post","2022","Project Delivery","Crown Prosecution Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Electronics and Components Agency","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Commercial","Outside London","740","710","39060","37400"
"In post","2022","Project Delivery","Defence Equipment and Support","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Communications","Outside London","10","10","38400","37700"
"In post","2022","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","Outside London","40","40","40370","37960"
"In post","2022","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Finance","Outside London","185","175","45750","42840"
"In post","2022","Project Delivery","Defence Equipment and Support","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","Outside London","40","35","36240","33950"
"In post","2022","Project Delivery","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Other","Outside London","2995","2865","32170","28910"
"In post","2022","Project Delivery","Defence Equipment and Support","Other","Overseas","5","5","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Policy","Outside London","65","65","42520","40300"
"In post","2022","Project Delivery","Defence Equipment and Support","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Project Delivery","Outside London","2055","1985","40470","39100"
"In post","2022","Project Delivery","Defence Equipment and Support","Project Delivery","Overseas","10","10","49180","41810"
"In post","2022","Project Delivery","Defence Equipment and Support","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Equipment and Support","Property","Outside London","20","15","39280","38790"
"In post","2022","Project Delivery","Defence Equipment and Support","Science and Engineering","London","15","15","40410","38120"
"In post","2022","Project Delivery","Defence Equipment and Support","Science and Engineering","Outside London","2615","2550","37970","37400"
"In post","2022","Project Delivery","Defence Equipment and Support","Science and Engineering","Overseas","35","35","41620","41350"
"In post","2022","Project Delivery","Defence Equipment and Support","Security","Outside London","10","10","34180","34910"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Digital, Data and Technology","Outside London","110","105","47990","47010"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","Outside London","35","35","44080","47010"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","Outside London","350","335","39530","38070"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","Outside London","460","435","41970","40510"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Property","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","Outside London","45","45","40140","38070"
"In post","2022","Project Delivery","Defence Science and Technology Laboratory","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","10","10","59190","56600"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","25","25","46810","42050"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","Outside London","25","20","39550","36500"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Policy","London","10","10","49600","53420"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Policy","Outside London","10","10","42980","43180"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Project Delivery","Outside London","10","10","50830","49860"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Other","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Project Delivery","London","45","45","52220","51710"
"In post","2022","Project Delivery","Department for International Trade","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","London","80","80","46620","40600"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Outside London","80","80","44130","48200"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","London","350","345","53880","54110"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","Outside London","55","55","37470","30890"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Communications","Outside London","10","10","36290","33740"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","10","10","45620","49540"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","180","170","32970","31990"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","London","250","215","37190","31880"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","955","850","34420","32250"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","15","10","41880","35720"
"In post","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","95","90","34640","30730"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","15","15","40800","39470"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","Policy","Outside London","10","10","35320","31040"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","Outside London","35","30","36720","33370"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Driver and Vehicle Standards Agency","Property","Outside London","25","25","35110","33350"
"In post","2022","Project Delivery","Estyn","Inspector of Education and Training","Outside London","65","60","75110","75480"
"In post","2022","Project Delivery","Estyn","Operational Delivery","Outside London","20","20","28770","29430"
"In post","2022","Project Delivery","Estyn","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","FCDO Services","Project Delivery","London","10","10","48470","50800"
"In post","2022","Project Delivery","FCDO Services","Project Delivery","Outside London","55","55","36380","31420"
"In post","2022","Project Delivery","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","Project Delivery","Outside London","35","30","42750","37910"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","50","45","56460","58030"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","10","10","46670","51600"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","35","35","56860","55620"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","15","15","64320","64840"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","25","25","55820","55060"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","80","80","41170","38600"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","65","60","33890","33930"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","15","15","55990","54620"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","120","115","65970","66680"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","25","25","65520","67510"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","105","105","65640","66150"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","465","450","54210","55060"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","110","105","49280","49920"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","210","210","56560","55620"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","140","135","46230","41740"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","105","100","37120","33930"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Overseas","70","70","53950","55060"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","London","10","10","61330","60720"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","35","35","51520","52720"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","London","15","10","56090","56100"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Outside London","15","15","50690","52900"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Overseas","5","5","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Actuary's Department","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Actuary's Department","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Internal Audit Agency","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Government Internal Audit Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Government Legal Department","Other","London","30","25","52260","51630"
"In post","2022","Project Delivery","Government Legal Department","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Health and Safety Executive","Project Delivery","Outside London","40","40","38910","36840"
"In post","2022","Project Delivery","Health and Safety Executive","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Communications","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
