"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Digital, Data & Technology","The National Archives","London","95","90","39620","38120"
"In post","2022","Declared non-disabled","Digital, Data & Technology","UK Export Finance","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","Outside London","265","255","43210","39950"
"In post","2022","Declared non-disabled","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Attorney General's Departments","London","50","50","41990","37730"
"In post","2022","Declared non-disabled","Finance","Attorney General's Departments","Outside London","55","50","29170","25480"
"In post","2022","Declared non-disabled","Finance","Cabinet Office","London","70","70","46730","42240"
"In post","2022","Declared non-disabled","Finance","Cabinet Office","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Chancellor's other departments","London","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Competition and Markets Authority","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","London","120","115","53850","56000"
"In post","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","Outside London","135","125","39090","34170"
"In post","2022","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","London","50","50","51470","55000"
"In post","2022","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Department for Education","London","135","130","49650","47150"
"In post","2022","Declared non-disabled","Finance","Department for Education","Outside London","725","700","40820","36960"
"In post","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","London","50","50","48860","43530"
"In post","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","Outside London","275","265","40890","37420"
"In post","2022","Declared non-disabled","Finance","Department for International Trade","London","55","55","48450","44030"
"In post","2022","Declared non-disabled","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","London","65","65","52740","53130"
"In post","2022","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","Outside London","45","40","45820","40720"
"In post","2022","Declared non-disabled","Finance","Department for Transport","London","110","110","53050","54110"
"In post","2022","Declared non-disabled","Finance","Department for Transport","Outside London","245","235","35680","31850"
"In post","2022","Declared non-disabled","Finance","Department for Work and Pensions","London","220","215","45230","39960"
"In post","2022","Declared non-disabled","Finance","Department for Work and Pensions","Outside London","1310","1220","37610","35310"
"In post","2022","Declared non-disabled","Finance","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Department of Health and Social Care","London","75","70","45230","40650"
"In post","2022","Declared non-disabled","Finance","Department of Health and Social Care","Outside London","140","135","41700","36840"
"In post","2022","Declared non-disabled","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Food Standards Agency","Outside London","30","30","41190","38340"
"In post","2022","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","London","75","75","51390","51500"
"In post","2022","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","Outside London","125","120","40490","34070"
"In post","2022","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","HM Land Registry","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","HM Land Registry","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","HM Revenue and Customs","London","305","295","50300","43810"
"In post","2022","Declared non-disabled","Finance","HM Revenue and Customs","Outside London","1415","1270","32450","26820"
"In post","2022","Declared non-disabled","Finance","HM Treasury","London","65","65","51380","54950"
"In post","2022","Declared non-disabled","Finance","HM Treasury","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Ministry of Defence","London","145","145","49060","44500"
"In post","2022","Declared non-disabled","Finance","Ministry of Defence","Outside London","1400","1340","37320","33300"
"In post","2022","Declared non-disabled","Finance","Ministry of Defence","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Ministry of Justice","London","240","235","47000","42010"
"In post","2022","Declared non-disabled","Finance","Ministry of Justice","Outside London","265","255","38830","36050"
"In post","2022","Declared non-disabled","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","National Crime Agency","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","National Crime Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Scottish Government","Outside London","60","55","36140","32380"
"In post","2022","Declared non-disabled","Finance","The National Archives","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Export Finance","London","55","55","47070","41000"
"In post","2022","Declared non-disabled","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Statistics Authority","Outside London","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Water Services Regulation Authority","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","2090","1920","25060","21300"
"In post","2022","Declared non-disabled","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Attorney General's Departments","London","95","90","40770","33930"
"In post","2022","Declared non-disabled","Human Resources","Attorney General's Departments","Outside London","80","75","39470","38180"
"In post","2022","Declared non-disabled","Human Resources","Cabinet Office","London","290","280","48910","42350"
"In post","2022","Declared non-disabled","Human Resources","Cabinet Office","Outside London","495","465","35290","32000"
"In post","2022","Declared non-disabled","Human Resources","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Chancellor's other departments","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Charity Commission","Outside London","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Competition and Markets Authority","London","30","30","45810","41670"
"In post","2022","Declared non-disabled","Human Resources","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","London","80","80","46320","45900"
"In post","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","220","205","39310","37420"
"In post","2022","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","London","45","45","45190","35520"
"In post","2022","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Department for Education","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Department for Education","Outside London","85","80","36430","36500"
"In post","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","London","45","45","44660","40570"
"In post","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","175","165","40960","37280"
"In post","2022","Declared non-disabled","Human Resources","Department for International Trade","London","65","65","45270","41690"
"In post","2022","Declared non-disabled","Human Resources","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","55","55","37140","31980"
"In post","2022","Declared non-disabled","Human Resources","Department for Transport","London","50","50","49100","44670"
"In post","2022","Declared non-disabled","Human Resources","Department for Transport","Outside London","295","280","34290","31800"
"In post","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","London","155","150","39990","36650"
"In post","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","Outside London","1045","970","33900","29030"
"In post","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","London","145","140","42780","35530"
"In post","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","Outside London","60","55","41920","36330"
"In post","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Food Standards Agency","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","London","155","150","50800","48670"
"In post","2022","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Outside London","70","65","41990","38150"
"In post","2022","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Overseas","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","HM Land Registry","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","HM Land Registry","Outside London","70","65","38580","33840"
"In post","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","London","130","125","52960","48680"
"In post","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","Outside London","1005","930","36640","33370"
"In post","2022","Declared non-disabled","Human Resources","HM Treasury","London","50","45","47420","52500"
"In post","2022","Declared non-disabled","Human Resources","HM Treasury","Outside London","30","30","33030","24500"
"In post","2022","Declared non-disabled","Human Resources","Ministry of Defence","London","200","190","48420","44500"
"In post","2022","Declared non-disabled","Human Resources","Ministry of Defence","Outside London","1315","1235","30430","26670"
"In post","2022","Declared non-disabled","Human Resources","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Ministry of Justice","London","230","225","49150","47500"
"In post","2022","Declared non-disabled","Human Resources","Ministry of Justice","Outside London","540","520","38450","34110"
"In post","2022","Declared non-disabled","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","National Crime Agency","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","National Crime Agency","Outside London","45","40","40280","40060"
"In post","2022","Declared non-disabled","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","45","45","41030","32010"
"In post","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Scottish Government","Outside London","105","100","37910","35000"
"In post","2022","Declared non-disabled","Human Resources","The National Archives","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","UK Export Finance","London","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","UK Statistics Authority","Outside London","75","65","40310","36840"
"In post","2022","Declared non-disabled","Human Resources","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Department for Transport","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","Outside London","40","40","45120","42930"
"In post","2022","Declared non-disabled","Internal Audit","HM Treasury","London","105","100","52290","51820"
"In post","2022","Declared non-disabled","Internal Audit","HM Treasury","Outside London","175","165","47550","44980"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","Outside London","85","85","36870","33630"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Justice","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Justice","Outside London","30","30","47490","50270"
"In post","2022","Declared non-disabled","Internal Audit","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","London","2830","2645","51090","51770"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Outside London","3275","3010","41890","39030"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Cabinet Office","London","50","45","82700","79760"
"In post","2022","Declared non-disabled","Legal","Charity Commission","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","London","135","130","67610","71370"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Outside London","65","65","45030","41760"
"In post","2022","Declared non-disabled","Legal","Department for Education","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","Outside London","35","35","55760","61010"
"In post","2022","Declared non-disabled","Legal","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","Outside London","60","55","35410","27570"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","London","65","60","61740","65710"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Outside London","40","30","48240","53430"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Outside London","145","130","49050","57000"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","London","245","235","57290","62120"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Outside London","535","505","38160","33370"
"In post","2022","Declared non-disabled","Legal","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","Outside London","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","London","50","50","63410","65060"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Rail and Road","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Scottish Government","Outside London","645","615","54060","53490"
"In post","2022","Declared non-disabled","Legal","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Export Finance","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Supreme Court","London","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Water Services Regulation Authority","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Attorney General's Departments","London","35","35","44450","35340"
"In post","2022","Declared non-disabled","No function","Cabinet Office","London","1340","1320","48930","49700"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Outside London","185","180","43580","38980"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Unknown","35","35","46210","40600"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","London","40","40","63540","45060"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","London","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","Outside London","120","115","31870","29160"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","London","3395","3310","50350","53380"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Outside London","2440","2290","34880","30360"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","London","1100","1080","47720","51730"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Outside London","130","125","40660","34020"
"In post","2022","Declared non-disabled","No function","Department for Education","London","1070","1020","52710","53680"
"In post","2022","Declared non-disabled","No function","Department for Education","Outside London","1930","1845","43330","37100"
"In post","2022","Declared non-disabled","No function","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","London","1725","1675","44380","38960"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Outside London","3175","3030","34220","30400"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for International Trade","London","870","860","47480","42000"
"In post","2022","Declared non-disabled","No function","Department for International Trade","Outside London","105","100","42600","38540"
"In post","2022","Declared non-disabled","No function","Department for International Trade","Overseas","90","90","56880","53750"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","London","1115","1090","49660","53130"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Outside London","1055","995","41970","38110"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Transport","London","1350","1305","48270","42890"
"In post","2022","Declared non-disabled","No function","Department for Transport","Outside London","6815","6170","28030","26350"
"In post","2022","Declared non-disabled","No function","Department for Transport","Overseas","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Work and Pensions","London","5305","4965","31980","31060"
"In post","2022","Declared non-disabled","No function","Department for Work and Pensions","Outside London","48685","43315","26580","27570"
"In post","2022","Declared non-disabled","No function","Department for Work and Pensions","Unknown","310","290","29000","27570"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","London","1670","1555","46640","40070"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","Outside London","2305","2115","38670","33510"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Food Standards Agency","London","100","100","43650","40350"
"In post","2022","Declared non-disabled","No function","Food Standards Agency","Outside London","600","575","34680","30350"
"In post","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","London","1405","1380","48070","39770"
"In post","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Outside London","180","175","30180","26280"
"In post","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Overseas","1095","1090","51510","52400"
"In post","2022","Declared non-disabled","No function","HM Land Registry","London","160","150","36060","37290"
"In post","2022","Declared non-disabled","No function","HM Land Registry","Outside London","3110","2745","29820","27130"
"In post","2022","Declared non-disabled","No function","HM Revenue and Customs","London","1785","1715","44570","37930"
"In post","2022","Declared non-disabled","No function","HM Revenue and Customs","Outside London","17285","15850","30780","26820"
"In post","2022","Declared non-disabled","No function","HM Treasury","London","1230","1205","49300","52500"
"In post","2022","Declared non-disabled","No function","HM Treasury","Outside London","70","70","41380","32160"
"In post","2022","Declared non-disabled","No function","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Ministry of Defence","Outside London","3185","3075","39410","38070"
"In post","2022","Declared non-disabled","No function","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","London","8255","7895","35630","33370"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","Outside London","44950","41920","28820","26310"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","Unknown","55","50","26260","23140"
"In post","2022","Declared non-disabled","No function","National Crime Agency","London","370","365","47370","45670"
"In post","2022","Declared non-disabled","No function","National Crime Agency","Outside London","915","885","40620","39840"
"In post","2022","Declared non-disabled","No function","National Crime Agency","Overseas","75","75","63730","61570"
"In post","2022","Declared non-disabled","No function","National Crime Agency","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Northern Ireland Office","London","35","35","54190","54270"
"In post","2022","Declared non-disabled","No function","Northern Ireland Office","Outside London","40","40","42070","36720"
"In post","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","London","145","145","53050","51360"
"In post","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Outside London","1040","1000","53760","51360"
"In post","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","London","395","390","46820","38550"
"In post","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","Outside London","365","360","33830","30950"
"In post","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Outside London","145","140","44640","38000"
"In post","2022","Declared non-disabled","No function","Office of Rail and Road","London","120","115","58160","57330"
"In post","2022","Declared non-disabled","No function","Office of Rail and Road","Outside London","100","95","52850","51430"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","London","10","10","[c]","[c]"
