"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Finance","Department of Health and Social Care","Outside London","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Department of Health and Social Care","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Cabinet Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department for Work and Pensions","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department of Health and Social Care","London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Attorney General's Departments","London","50","[c]","47980","51890"
"Leaver Dept.","2022","Unknown","Legal","Attorney General's Departments","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Cabinet Office","London","500","[c]","37860","32000"
"Leaver Dept.","2022","Unknown","No function","Cabinet Office","Outside London","65","[c]","30840","32000"
"Leaver Dept.","2022","Unknown","No function","Cabinet Office","Unknown","170","[c]","37180","32000"
"Leaver Dept.","2022","Unknown","No function","Charity Commission","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","London","80","[c]","44420","40050"
"Leaver Dept.","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Outside London","65","[c]","27470","24250"
"Leaver Dept.","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Digital, Culture, Media and Sport","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Education","London","45","[c]","44140","40230"
"Leaver Dept.","2022","Unknown","No function","Department for Education","Outside London","40","[c]","36000","36500"
"Leaver Dept.","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for International Trade","London","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Levelling Up, Housing and Communities","London","30","[c]","43510","34710"
"Leaver Dept.","2022","Unknown","No function","Department for Levelling Up, Housing and Communities","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Transport","London","90","[c]","41400","36070"
"Leaver Dept.","2022","Unknown","No function","Department for Transport","Outside London","45","[c]","28070","26470"
"Leaver Dept.","2022","Unknown","No function","Department for Transport","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Work and Pensions","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Work and Pensions","Outside London","125","[c]","27170","27570"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","London","1025","[c]","51770","46000"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","Outside London","1025","[c]","48050","40560"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Defence","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Justice","London","125","[c]","34270","31690"
"Leaver Dept.","2022","Unknown","No function","Ministry of Justice","Outside London","150","[c]","24290","20970"
"Leaver Dept.","2022","Unknown","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","National Crime Agency","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","National Crime Agency","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Scottish Government","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","UK Statistics Authority","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Defence","Outside London","35","[c]","36810","35050"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","HM Revenue and Customs","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Cabinet Office","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","Outside London","50","[c]","32090","27570"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department of Health and Social Care","London","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department of Health and Social Care","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","London","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HM Revenue and Customs","London","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HM Revenue and Customs","Outside London","390","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","London","125","[c]","37890","35050"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Outside London","95","[c]","29290","24880"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Scottish Government","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Ministry of Justice","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","UK Statistics Authority","Outside London","35","[c]","30580","30710"
"New entrant CS","2022","Declared disabled","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Cabinet Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
