"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","AA/AO","Heterosexual / straight","360","[c]","21630","21260"
"Leaver CS","2022","Asian","No function","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","EO","Heterosexual / straight","390","[c]","28460","27570"
"Leaver CS","2022","Asian","No function","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","G6/G7","Heterosexual / straight","75","[c]","58960","54420"
"Leaver CS","2022","Asian","No function","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","SEO/HEO","Heterosexual / straight","200","[c]","36280","36330"
"Leaver CS","2022","Asian","No function","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","Heterosexual / straight","85","[c]","22740","21680"
"Leaver CS","2022","Asian","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","Unknown","195","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Heterosexual / straight","100","[c]","28150","28660"
"Leaver CS","2022","Asian","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","Heterosexual / straight","45","[c]","38170","36950"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
