"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Inner London - West","15","15","50490","40620"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Berkshire, Buckinghamshire and Oxfordshire","135","130","37200","33130"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Derbyshire and Nottinghamshire","35","35","52570","38870"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Devon","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Dorset and Somerset","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","East Anglia","90","85","51620","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","East Wales","80","80","41770","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Eastern Scotland","30","30","35080","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","225","220","55310","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Greater Manchester","375","370","45250","38890"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Hampshire and Isle of Wight","90","85","54630","52510"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Inner London - East","1015","1000","52370","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Inner London - West","5335","5270","49630","40930"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Lancashire","40","40","54750","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Merseyside","95","95","51700","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","North Yorkshire","560","535","32910","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Northern Ireland","10","10","31770","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Northumberland, and Tyne and Wear","465","435","29540","25550"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Outer London - South","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Shropshire and Staffordshire","25","25","68760","65000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","South Yorkshire","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Southern Scotland","10","10","71650","68000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Tees Valley and Durham","15","15","63410","64010"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","West Central Scotland","255","250","42550","33410"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","West Midlands","125","125","56690","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","West Yorkshire","225","215","47420","40250"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","East Anglia","15","15","42290","42410"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","East Anglia","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","East Anglia","55","50","31740","29990"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","East Anglia","10","10","35390","25460"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","East Anglia","10","10","35570","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","Dorset and Somerset","10","10","35420","32580"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","East Anglia","10","10","48800","47820"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","East Anglia","10","10","36460","32920"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","East Anglia","35","35","27580","29270"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Devon","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Dorset and Somerset","125","120","34110","29990"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","East Anglia","320","305","34670","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","Inner London - West","10","10","50820","51070"
"In post","2022","Charity Commission","Charity Commission","Communications","Merseyside","10","10","34560","29230"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","Merseyside","50","50","34430","29160"
"In post","2022","Charity Commission","Charity Commission","Finance","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","Merseyside","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","Merseyside","15","15","33420","29160"
"In post","2022","Charity Commission","Charity Commission","Knowledge and Information Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Knowledge and Information Management","Merseyside","10","10","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","Inner London - West","15","15","53530","51160"
"In post","2022","Charity Commission","Charity Commission","Legal","Merseyside","10","10","51030","51070"
"In post","2022","Charity Commission","Charity Commission","Operational Delivery","Dorset and Somerset","20","20","31560","29540"
"In post","2022","Charity Commission","Charity Commission","Operational Delivery","East Wales","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Operational Delivery","Inner London - West","45","45","39820","37910"
"In post","2022","Charity Commission","Charity Commission","Operational Delivery","Merseyside","220","205","29360","27570"
