"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","East Wales","40","40","31220","26930"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Eastern Scotland","60","60","31420","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Essex","35","35","30820","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","760","735","38610","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Greater Manchester","20","20","36690","33980"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Hampshire and Isle of Wight","655","635","36570","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Herefordshire, Worcestershire and Warwickshire","20","15","25200","26510"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Highlands and Islands","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Inner London - East","10","10","36520","37640"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Inner London - West","355","355","48760","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Kent","20","20","31180","26900"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Lancashire","85","80","32710","26930"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Leicestershire, Rutland and Northamptonshire","15","15","29520","29200"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Lincolnshire","105","105","29720","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Merseyside","70","65","29020","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","North Yorkshire","85","80","31330","29200"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Northern Ireland","30","30","32050","29550"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Northumberland, and Tyne and Wear","20","20","28630","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Outer London - East and North East","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Outer London - West and North West","30","30","38230","36140"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Overseas","70","70","36830","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Shropshire and Staffordshire","210","205","36160","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Surrey, East and West Sussex","25","25","33940","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Unknown","20","20","35730","33730"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","West Central Scotland","65","60","35470","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","West Midlands","10","10","33150","27320"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","West Wales and The Valleys","10","10","26080","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","East Anglia","10","10","26390","25510"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","35850","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Shropshire and Staffordshire","10","10","35850","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Bedfordshire and Hertfordshire","45","45","38970","34490"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","55","50","33580","28350"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Cheshire","170","160","26400","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Dorset and Somerset","25","25","24970","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","East Anglia","65","60","33160","33150"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","East Wales","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","260","235","32440","28460"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Hampshire and Isle of Wight","150","145","31370","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Inner London - West","285","275","47960","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Kent","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Lancashire","180","160","25260","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Lincolnshire","20","20","23560","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","North Yorkshire","20","20","32500","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Overseas","10","10","37340","33460"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Shropshire and Staffordshire","40","40","39000","36460"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","West Central Scotland","415","390","24420","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","East Anglia","260","260","33220","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Inner London - West","270","265","44990","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Lincolnshire","45","40","30070","30270"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Outer London - West and North West","225","210","33330","29250"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Overseas","15","15","41660","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","East Anglia","10","10","33660","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","40490","38300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Greater Manchester","10","10","31420","31250"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Hampshire and Isle of Wight","20","20","32960","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Inner London - West","25","25","49230","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Bedfordshire and Hertfordshire","15","15","31610","30200"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","30","30","34490","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Cheshire","20","15","27830","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Devon","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Dorset and Somerset","25","25","27530","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","East Anglia","35","35","28320","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Essex","15","15","25360","22880"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","30710","27610"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Hampshire and Isle of Wight","125","125","30330","26930"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Inner London - West","85","85","36380","33370"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Lancashire","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Lincolnshire","15","15","26100","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Northern Ireland","10","10","23720","22580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Outer London - West and North West","20","20","34400","31000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Shropshire and Staffordshire","25","25","33580","33150"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","West Central Scotland","25","25","28080","26800"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","55690","52740"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Overseas","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Bedfordshire and Hertfordshire","25","20","52930","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Berkshire, Buckinghamshire and Oxfordshire","105","90","49040","39630"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Cheshire","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Cornwall and Isles of Scilly","25","20","50230","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Derbyshire and Nottinghamshire","115","105","41490","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Devon","140","120","36170","31530"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Dorset and Somerset","45","40","49670","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","East Anglia","65","55","48500","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","East Wales","30","30","44880","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Eastern Scotland","50","45","48240","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Essex","40","35","49380","39630"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","170","145","45530","37280"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Hampshire and Isle of Wight","195","165","51480","40060"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Herefordshire, Worcestershire and Warwickshire","25","25","42870","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Highlands and Islands","25","20","46870","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Inner London - West","15","15","53800","46130"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Kent","20","20","46160","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Lancashire","30","25","66070","74070"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Leicestershire, Rutland and Northamptonshire","15","15","46220","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Lincolnshire","55","45","46980","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","North Yorkshire","120","110","45770","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Northern Ireland","35","30","48680","39780"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Northumberland, and Tyne and Wear","15","10","44500","34170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Outer London - East and North East","15","10","55060","44000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Overseas","35","35","55160","43980"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Shropshire and Staffordshire","100","90","49810","40060"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Surrey, East and West Sussex","45","40","42100","34940"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Unknown","35","30","51150","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","West Central Scotland","25","25","49770","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","West Wales and The Valleys","10","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Bedfordshire and Hertfordshire","140","140","27090","25640"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Berkshire, Buckinghamshire and Oxfordshire","730","710","27550","23170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Cheshire","85","75","22710","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Cornwall and Isles of Scilly","205","195","23670","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Cumbria","15","10","24770","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Derbyshire and Nottinghamshire","150","140","24100","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Devon","325","315","25460","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Dorset and Somerset","445","435","25740","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","East Anglia","760","735","23250","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","East Wales","280","270","23520","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","East Yorkshire and Northern Lincolnshire","400","385","26080","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Eastern Scotland","295","285","26600","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Essex","105","100","24770","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Gloucestershire, Wiltshire and Bath/Bristol area","1150","1105","28440","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Greater Manchester","35","35","20980","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Hampshire and Isle of Wight","1340","1290","28350","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Herefordshire, Worcestershire and Warwickshire","160","150","22850","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Highlands and Islands","175","170","21710","20970"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Inner London - East","45","45","25020","24360"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Inner London - West","255","250","27960","25640"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Kent","105","100","24720","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Lancashire","140","130","23620","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Leicestershire, Rutland and Northamptonshire","105","100","24550","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Lincolnshire","455","440","22860","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Merseyside","165","150","24140","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","North Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","North Yorkshire","585","565","23370","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Northern Ireland","290","280","22720","22130"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Northumberland, and Tyne and Wear","95","90","22880","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Outer London - East and North East","40","40","26070","24840"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Outer London - South","10","10","22220","22270"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Outer London - West and North West","85","85","26890","25890"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Overseas","275","275","42630","41600"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Shropshire and Staffordshire","655","630","27180","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","South Yorkshire","15","15","21370","21600"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Southern Scotland","15","15","22760","21600"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Surrey, East and West Sussex","130","120","22620","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Tees Valley and Durham","15","15","20960","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Unknown","75","75","30740","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","West Central Scotland","240","230","25930","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","West Midlands","60","60","22130","21340"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","West Wales and The Valleys","75","75","23510","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","West Yorkshire","35","35","22130","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Bedfordshire and Hertfordshire","40","40","48090","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Berkshire, Buckinghamshire and Oxfordshire","45","45","37930","35300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","East Anglia","10","10","37650","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","East Wales","[c]","[c]","[c]","[c]"
